Name_lang,Description_lang,Objective_lang,ID,BattlemasterListID,LFGDungeonsID,RewardsQuestID
Briga de Teste,Descrição da Briga de Teste.,,1,0,2041,0
Contenda: Costa Sul x Serraria Tarren,Combate até a Morte em Equipe,"- Mate jogadores inimigos para ganhar pontos
- Abates honrados aumentam seu ranque
- Abates de ranques superiores concedem mais pontos",2,789,0,0
Contenda: Templo de Hotmogu,Orbes do Poder,"- Aceleração aumentada
- Velocidade de movimento aumentada
- Tempo de renascimento reduzido",3,858,0,0
Contenda: Lapso Gravitacional,Dominação Elevada,"- Mudanças de gravidade em intervalos regulares
- O portador da bandeira será forçado contra o chão
- Todo o restante será lançado para cima",4,859,0,0
Contenda: Nevasca em Arathi,Dominação Gélida,"- Capture os objetivos
- Visibilidade reduzida
- Terreno congelado",5,847,0,0
Contenda: Enterrada do Vendaval,Bola de Enterrada,"- Colete bolas nas minas
- Leve as bolas até a base inimiga
- Lance ou enterre as bolas",6,860,0,0
Contenda: Olho do Chifre,Dominação do Bode,"- Curta seu bode de montaria!
- Seu bode pode empurrar
- A distância aumenta a força do empurrão",7,862,0,0
Contenda: Casa Cheia,Arena 15 x 15,"- Combate até a morte em equipe
- 15 jogadores por equipe
- A equipe que estiver de pé no fim vence",8,866,0,0
Contenda: Misturada do Brado Guerreiro,Capture as Bandeiras,"- Cada equipe tem diversas bandeiras
- A captura requer apenas uma bandeira
- Pegue cubos de bônus aleatórios",9,861,0,0
Contenda: Confronto final dos Shado-Pan,Arena 5x5,"– Arena 5x5
– Derrote o chefe Mogu da equipe adversária para vencer
– Colete os baús evocados para receber potencializações",10,853,0,0
Contenda: Seizão,Campos de batalha 6x6,"- 6 jogadores por equipe
- Novos modos de jogo",11,879,0,0
Contenda: Seizão - A Batalha por Guilnéas,Campos de batalha 6x6,"- 6 jogadores por equipe
- Novos modos de jogo",12,885,0,0
Contenda: Seizão - Ravina Brado Guerreiro,Campos de batalha 6x6,"- 6 jogadores por equipe
- Novos modos de jogo",13,886,0,0
Contenda: Seizão - Minas Estilhaço Prateado,Campos de batalha 6x6,"- 6 jogadores por equipe
- Novos modos de jogo",14,883,0,0
Contenda: Seizão - Templo de Kotmogu,Campos de batalha 6x6,"- 6 jogadores por equipe
- Novos modos de jogo",15,884,0,0
Contenda: Seizão - Olho da Tormenta,Campos de batalha 6x6,"- 6 jogadores por equipe
- Novos modos de jogo",16,882,0,0
