ID,Name_lang,NameAlt_lang,Title_lang,TitleAlt_lang,Classification,CreatureType,CreatureFamily,StartAnimState,DisplayID[0],DisplayID[1],DisplayID[2],DisplayID[3],DisplayProbability[0],DisplayProbability[1],DisplayProbability[2],DisplayProbability[3],AlwaysItem[0],AlwaysItem[1],AlwaysItem[2]
3,Comedor de Carne,,,,0,6,0,0,987,0,0,0,1,1,1,1,0,0,0
89,Infernal,,,,0,3,108,0,87778,0,0,0,1,1,1,1,0,0,0
304,Corcel Vil,,,,0,3,0,0,2346,0,0,0,1,1,1,1,0,0,0
305,Garanhão Branco,,,,0,1,0,0,2410,0,0,0,1,1,1,1,0,0,0
416,Diabrete,,,,0,3,23,0,64799,0,0,0,1,1,1,1,0,0,0
417,Caçador Vil,,,,0,3,15,0,113609,0,0,0,1,1,1,1,0,0,0
444,Senhor Porquitcho,,,,0,14,0,0,22938,0,0,0,1,1,1,1,0,0,0
620,Galinha,,,,0,8,0,0,304,0,0,0,1,1,1,1,0,0,0
721,Coelho,,,,0,8,0,0,328,4626,0,0,1,1,1,1,0,0,0
1748,Grão-lorde Bolvar Fordragon,,,,1,7,0,0,5566,0,0,0,1,1,1,1,2178,143,0
1860,Emissário do Caos,,,,0,3,16,0,113621,0,0,0,1,1,1,1,0,0,0
1863,Súcubo,,,,0,3,17,0,77396,0,0,0,1,1,1,1,0,0,0
2671,Esquilo Mecânico,,,,0,12,0,0,7937,0,0,0,1,1,1,1,0,0,0
2748,Arkhaedas,,Antigo Vigia de Pedra,,1,5,0,0,5988,0,0,0,1,1,1,1,2557,0,0
3524,Lobo Espiritual,,,,0,1,0,0,1236,0,0,0,1,1,1,1,0,0,0
3771,Infernarauto Cordúmbria,,,,0,3,0,0,2013,0,0,0,0,0,0,0,0,0,0
3823,Corredor Patalmas,,,,0,1,1,0,802,0,0,0,0,0,0,0,0,0,0
3956,Harklan Bosqueluna,,Suprimentos de Alquimia,,0,7,0,0,4183,0,0,0,0,0,0,0,0,0,0
4075,Rato,,,,0,8,0,0,1141,1418,2176,0,2,2,1,1,0,0,0
