ID,Name_lang,PlayerConditionID,VisibleTrackingQuestID,QuestFeedbackEffectID,Flags,MaxHeight,MinHeight,VignetteType,RewardQuestID,UiWidgetSetID,UiMapPinInfoID,ObjectiveType
4,Vignette Test Kill,0,0,89,66,0,0,0,0,0,1,0
5,Vignette Test Loot,18071,0,108,0,0,0,0,0,0,0,0
9,Vignette Test Event,10345,0,90,2,0,0,0,0,0,0,0
10,Esmaga-estrelas Roghash,22188,0,89,0,0,0,0,0,0,0,0
11,Andarilho do Tesouro de Farah,22189,0,88,0,0,0,0,0,0,0,0
12,Draenei capturado,22190,0,89,0,0,0,0,0,0,0,0
13,Vidente do Caos,22191,0,89,0,0,0,0,0,0,0,0
14,Uraka,22192,0,89,0,0,0,0,0,0,0,0
15,Synodicus,22193,0,89,0,0,0,0,0,0,0,0
16,Cristal de Defesa de Embaari,22194,0,90,0,0,0,0,0,0,0,0
17,Caos Misterioso,22196,0,90,0,0,0,0,0,0,0,0
18,Obliterador,22197,0,89,0,0,0,0,0,0,0,0
19,Profecia de Jerrikar,22198,0,89,0,0,0,0,0,0,0,0
20,Profecia de Kraator,22199,0,89,0,0,0,0,0,0,0,0
21,Profecia do Observador Dimensional,22200,0,89,0,0,0,0,0,0,0,0
22,Construção do Obliterador,22201,0,89,0,0,0,0,0,0,0,0
23,Kurri Decifrondes,22202,0,89,0,0,0,0,0,0,0,0
24,Tesouro da Corrente de Ferro,22203,0,88,0,0,0,0,0,0,0,0
25,Hygrocybe,22205,0,89,0,0,0,0,0,0,0,0
26,Cascopedra,22206,0,89,0,0,0,0,0,0,0,0
27,Talby,22213,0,90,0,0,0,0,0,0,0,0
28,Tesouro da Montanha Sombria,22215,0,88,0,0,0,0,0,0,0,0
29,Bergzoid,22216,0,89,0,0,0,0,0,0,0,0
30,Yggdrel,22217,33389,89,0,0,0,0,0,0,0,0
33,Aguilhão Sangrento,19147,0,89,0,0,0,0,0,0,0,0
34,Estaladonte,0,0,89,0,0,0,0,0,0,0,0
35,Boca-de-alicate,0,0,89,0,0,0,0,0,0,0,0
36,Quid,0,0,89,0,0,0,0,0,0,0,0
37,Aetha,0,0,89,0,0,0,0,0,0,0,0
38,Espírito de Lao-Fe,0,0,89,0,0,0,0,0,0,0,0
39,"Bai'Jin, o Carniceiro",0,0,89,0,0,0,0,0,0,0,0
40,"Gochao, o Punho de Ferro",19146,0,89,0,0,0,0,0,0,0,0
41,"Gaohun, o Corta-almas",19147,0,89,0,0,0,0,0,0,0,0
42,General Temuja,0,0,89,0,0,0,0,0,0,0,0
43,Mestre Sombrio Sydow,0,0,89,0,0,0,0,0,0,0,0
44,Wulon,0,0,89,0,0,0,0,0,0,0,0
45,Huo-Shuang,19147,0,89,0,0,0,0,0,0,0,0
46,"Baolai, o Imolador",0,0,89,0,0,0,0,0,0,0,0
47,Vyraxxis,0,0,89,0,0,0,0,0,0,0,0
48,Kri'chon,0,0,89,0,0,0,0,0,0,0,0
49,Cerveja Muito Choca,0,0,90,0,50,-50,0,0,0,0,0
50,Zesqua,0,0,89,0,50,-50,0,0,0,0,0
51,Tesouro Afundado,22051,0,88,0,50,-50,0,0,0,0,0
52,Totalmente Zarhym,22056,0,90,0,50,-50,0,0,0,0,0
53,Mastigarça,0,0,89,0,50,-50,0,0,0,0,0
54,Refugo da Guarda Negra,22347,0,88,0,50,0,0,0,0,0,0
55,Baú do Tesouro Kukuru,0,0,88,0,50,-50,0,0,0,0,0
56,Baú do Tesouro Envolto em Corda ,0,0,88,8,0,-30,0,0,0,0,0
57,Baú do Tesouro Reluzente,0,0,88,8,0,-50,0,0,0,0,0
58,Bolsa de Tesouro Reluzente,0,0,88,8,50,-50,0,0,0,0,0
59,Chelon,0,0,89,0,50,-50,0,0,0,0,0
60,Karkanos,0,0,89,0,50,-50,0,0,0,0,0
61,Batalha da Craca,0,0,90,0,0,0,0,0,0,0,0
62,Jeremy's Test Vignette,0,0,252,66,0,0,0,0,0,0,0
63,Presa Lunar,0,0,89,0,0,0,0,0,0,0,0
64,Desmoronamento,22415,0,90,0,50,-50,0,0,0,0,0
65,Chifreaço Veloférreo,0,0,89,0,50,-50,0,0,0,0,0
66,Remenda-folhas,0,0,89,0,0,-50,0,0,0,0,0
67,Grande Tartaruga Cascofúria,0,0,89,0,50,-50,0,0,0,0,0
68,Ganso Esmeralda,0,0,89,0,50,-50,0,0,0,0,0
69,"Gu'chi, o Arauto do Enxame",0,0,89,0,50,-50,0,0,0,0,0
70,Espírito de Flamejade,22604,0,89,0,50,-50,0,0,0,0,0
71,Chiadeira,0,0,89,0,50,-50,0,0,0,0,0
72,Whizzig,0,0,90,0,50,-50,0,0,0,0,0
73,"Zhu-Gon, o Azedo",0,0,89,0,50,-50,0,0,0,0,0
74,Spelurk,0,0,89,0,50,-50,0,0,0,0,0
75,Garnia,120653,0,977,66660,0,0,0,0,0,0,0
76,Musgo Rochoso,120653,0,977,66660,0,0,0,0,0,0,0
77,Chuva de Cinzas,120653,0,977,66660,0,0,0,0,0,0,0
78,Tsavo'ka,120653,0,977,66660,0,0,0,0,0,0,0
79,Huolon,120653,0,977,66660,0,0,0,0,0,0,0
80,Garrespinha Monstruoso,120653,0,977,66660,0,0,0,0,0,0,0
81,Bufo,120653,0,977,66660,0,0,0,0,0,0,0
82,Navio Fantasma Vazúvio,120653,0,977,66660,0,0,0,0,0,0,0
83,Golganarr,120653,0,977,66660,0,0,0,0,0,0,0
84,Píton Imperial,120653,0,977,66660,0,0,0,0,0,0,0
85,Bocarra,120653,0,977,66660,0,0,0,0,0,0,0
86,Bispo das Chamas,120653,0,977,66660,0,0,0,0,0,0,0
87,Vigia Osu,120653,0,977,66660,0,0,0,0,0,0,0
88,"Urdur, o Cauterizador",120653,0,977,66660,0,0,0,0,0,0,0
