ID,Display_lang,OverallQualityID,ExpansionID,MinFactionID,MinReputation,AllowableClass,RequiredLevel,RequiredSkill,RequiredSkillRank,RequiredAbility,ItemLevel,Flags[0],Flags[1],Flags[2],Flags[3],Flags[4],AllowableRaces[0],AllowableRaces[1]
25,Espadim Usado,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
35,Cajado Curvado,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
36,Maça Gasta,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
37,Machado Usado,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
38,Camisa do Recruta,2,0,0,0,-1,0,0,0,0,1,36864,8192,8388608,0,0,-1,-1
39,Calças do Recruta,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
40,Botas do Recruta,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
43,Botas do Escudeiro,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
44,Calças do Escudeiro,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
45,Camisa do Escudeiro,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
47,Sapatos do Salteador,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
48,Calças do Salteador,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
49,Camisa do Salteador,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
51,Botas do Neófito,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
52,Calças do Neófito,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
53,Camisa do Neófito,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
55,Botas do Aprendiz,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
56,Veste do Aprendiz,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
57,Veste do Acólito,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
59,Sapatos do Acólito,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
60,Túnica em Camadas,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
