ID,AllowableRace,Display_lang,OverallQualityID,ExpansionID,MinFactionID,MinReputation,AllowableClass,RequiredLevel,RequiredSkill,RequiredSkillRank,RequiredAbility,ItemLevel,Flags[0],Flags[1],Flags[2],Flags[3],Flags[4],AllowableRaces[0],AllowableRaces[1]
25,-1,破损的短剑,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
35,-1,弯曲的法杖,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
36,-1,用旧的钉锤,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
37,-1,破损的斧头,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
38,-1,新兵衬衣,2,0,0,0,-1,0,0,0,0,1,36864,8192,8388608,0,0,-1,-1
39,-1,新兵短裤,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
40,-1,新兵之靴,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
43,-1,侍从之靴,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
44,-1,侍从短裤,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
45,-1,侍从衬衣,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
47,-1,盗贼之鞋,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
48,-1,盗贼短裤,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
49,-1,盗贼衬衣,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
51,-1,见习牧师之靴,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
52,-1,见习牧师短裤,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
53,-1,见习牧师衬衣,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
55,-1,学徒之靴,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
56,-1,学徒长袍,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
57,-1,侍僧长袍,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
59,-1,侍僧鞋,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
60,-1,夹层外衣,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
61,-1,矮人皮质短裤,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
79,-1,矮人布质短裤,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
80,-1,柔软的毛边鞋,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
85,-1,肮脏的皮外衣,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
120,-1,刺客短裤,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
121,-1,刺客之靴,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
127,-1,捕兽者衬衣,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
129,-1,皱褶捕兽者之靴,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
139,-1,打斗者短裤,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
140,-1,打斗者之靴,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
147,-1,皱褶捕兽者短裤,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
148,-1,皱褶捕兽者衬衣,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
153,-1,粗糙的褶裙,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
154,-1,粗糙的衬衣,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
193,-1,破布外衣,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
194,-1,破布短裤,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
195,-1,破布战靴,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
200,-1,厚布外衣,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
201,-1,厚布短裤,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
202,-1,厚布鞋,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
203,-1,厚布手套,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
209,-1,肮脏的皮裤,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
210,-1,肮脏的皮靴,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
236,-1,硬皮甲,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
237,-1,硬皮短裤,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
238,-1,硬皮战靴,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
239,-1,硬皮手套,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
285,-1,鳞甲外衣,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
286,-1,鳞甲短裤,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
287,-1,鳞甲战靴,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
647,-1,命运,4,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
710,-1,人民军护腕,1,0,0,0,-1,0,0,0,0,7,0,8192,8388608,0,0,-1,-1
711,-1,破布手套,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
714,-1,肮脏的皮手套,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
718,-1,鳞甲手套,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
719,-1,驯兔手套,1,0,0,0,-1,0,0,0,0,1,0,8192,8388608,0,0,-1,-1
720,-1,争战手套,3,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
727,-1,卷刃的短剑,2,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
753,-1,龙喉短剑,2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
754,-1,复仇短剑,3,0,0,0,-1,18,0,0,0,25,0,8192,0,0,0,-1,-1
756,-1,黑铁锄,2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
763,-1,冰覆护腕,1,0,0,0,-1,3,0,0,0,6,0,8192,0,0,0,-1,-1
766,-1,凸缘钉锤,1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
767,-1,长杆法杖,1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
768,-1,伐木斧,1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
776,-1,仇杀,3,0,0,0,-1,13,0,0,0,20,524288,8192,0,0,0,-1,-1
778,-1,狗头人的锄头,1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
781,-1,豺狼人石锤,1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
789,-1,牢固的战锤,2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
790,-1,森林战斧,2,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
791,-1,灰烬法杖,3,0,0,0,-1,12,0,0,0,19,0,8192,0,0,0,-1,-1
792,-1,针织便鞋,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
793,-1,针织手套,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
794,-1,针织短裤,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
795,-1,针织外衣,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
796,-1,劣质皮靴,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
797,-1,劣质皮手套,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
798,-1,劣质皮裤,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
799,-1,劣质皮外衣,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
809,-1,血刃,4,0,0,0,-1,20,0,0,0,26,0,8192,0,0,0,-1,-1
810,-1,北风,4,0,0,0,-1,21,0,0,0,27,0,8192,0,0,0,-1,-1
811,-1,密林战斧,4,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
812,-1,亮木法杖,4,0,0,0,-1,21,0,0,0,27,0,8704,0,0,0,-1,-1
816,-1,小手刀,2,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
820,-1,切片刀,2,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
821,-1,河爪皮外套,2,0,0,0,-1,4,0,0,0,6,0,8192,0,0,0,-1,-1
826,-1,河爪之斧,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
827,-1,邪恶棍棒,2,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
832,-1,银色迪菲亚腰带,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
837,-1,重纹护甲,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
838,-1,重纹短裤,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
