ID,Text_lang,SortIndex,Min_level,Max_level,ContentTuningID
201,"|cffffd100Consejo:|r Para cancelar el lanzamiento de un hechizo, muévete, salta o pulsa la tecla <Esc>.",2,0,0,6416
222,"|cffffd100Consejo:|r Si quieres ver qué aspecto tendrá tu personaje con un objeto, pulsa <Control> mientras haces clic sobre el objeto.",4,0,0,6416
223,|cffffd100Consejo:|r Los objetos con nombre en color gris son de baja calidad y en la mayoría de los casos es mejor venderlos a los mercaderes.,5,0,0,6419
224,|cffffd100Consejo:|r Los objetos con nombre en color blanco son útiles para los personajes de alguna manera y se pueden usar o subastar.,6,0,0,6419
225,|cffffd100Consejo:|r Puedes enviar mensajes de correo a otros jugadores de tu reino o incluso a tus otros personajes desde cualquier buzón de correo del juego.,7,0,0,6416
226,"|cffffd100Consejo:|r Si deseas copiar un vínculo a un elemento en la ventana de chat, pulsa <Mayús> y haz clic sobre él.",8,0,0,6417
227,"|cffffd100Consejo:|r Puedes reasignar las teclas de acceso rápido de tus barras de acción pulsando <ESC>, seleccionando Opciones y luego Atajos de teclado.",11,0,0,6415
229,|cffffd100Consejo:|r Los objetivos grises del minimapa están en cuevas o lugares interiores diferentes a tu posición.,12,0,0,6415
230,|cffffd100Consejo:|r Con el sistema de emociones te lo puedes pasar en grande. ¡Prueba a escribir /bailar y verás bailar a tu personaje!,17,0,0,6416
231,|cffffd100Consejo:|r Pulsa <ESC> para acceder al menú de la interfaz y personalizar las opciones del juego.,20,0,0,6416
234,"|cffffd100Consejo:|r Si ves un icono de un sobre junto a tu minimapa, quiere decir que has recibido correo nuevo. Ve hasta un buzón para recogerlo.",21,0,0,6416
235,"|cffffd100Consejo:|r Si lo deseas, puedes agregar barras de acción adicionales al juego desde el menú de opciones de la interfaz, al que se accede pulsando <Esc>.",22,0,0,6424
236,"|cffffd100Consejo:|r Si mantienes la tecla <Mayús> pulsada mientras haces clic derecho sobre un objetivo que despojes, recogerás todo automáticamente.",23,0,0,6417
237,"|cffffd100Consejo:|r Si has disfrutado jugando con alguien, añádelo a tu lista de amigos.",27,0,0,6416
240,"|cffffd100Consejo:|r Si no quieres volver a saber nada de otro jugador, puedes hacer clic derecho en su nombre y seleccionar Ignorar. Ya tendrás tiempo de cambiar de opinión después.",159,0,0,6414
241,"|cffffd100Consejo:|r Para seleccionar a los miembros de tu grupo puedes pulsar las teclas de función: F1 para seleccionar a tu personaje, F2 al segundo miembro del grupo, y así sucesivamente.",31,0,0,6418
242,"|cffffd100Consejo:|r Si eres cordial con los demás miembros de tu grupo, seguramente te volverán a invitar a jugar con ellos.",30,0,0,6423
243,"|cffffd100Consejo:|r Para obtener más información y ver las opciones de una facción, haz clic sobre ella en el panel de reputación.",32,0,0,6417
244,|cffffd100Consejo:|r Un monstruo que luce una estrella bajo su retrato es un monstruo poco común que porta un tesoro superior.,33,0,0,6415
245,|cffffd100Consejo:|r Usa la rueda del ratón en el mapa para acercar la vista de una zona.,36,0,0,6423
251,|cffffd100Consejo:|r La mejor forma de subir de nivel es completando misiones y mazmorras.,45,0,0,6420
254,"|cffffd100Consejo:|r Puedes ocultar la interfaz pulsando <Alt>+Z. Para hacer una captura de pantalla, pulsa <Impr Pant>.",44,0,0,6417
256,|cffffd100Consejo:|r Haz clic con el botón derecho en el mapa principal para alejar la vista del mundo o continente y clic con el botón izquierdo para acercarla.,40,0,0,6419
258,|cffffd100Consejo:|r Puedes pulsar <Mayús> y hacer clic sobre el nombre de un jugador en la ventana de chat para ver información adicional.,3,0,0,6424
261,"|cffffd100Consejo:|r Si ves un signo de interrogación azul sobre la cabeza de un asignador de misiones, significa que puedes repetir su misión.",48,0,0,6418
