ID,Name_lang,Location_lang,Description_lang,MapPos[0],MapPos[1],WorldPos[0],WorldPos[1],GarrTypeID,GarrMissionTypeID,GarrFollowerTypeID,MaxFollowers,MissionCost,MissionCostCurrencyTypesID,OfferedGarrMissionTextureID,UiTextureKitID,EnvGarrMechanicID,EnvGarrMechanicTypeID,PlayerConditionID,GarrMissionSetID,TargetLevel,TargetItemLevel,MissionDuration,TravelDuration,OfferDuration,BaseCompletionChance,BaseFollowerXP,OvermaxRewardPackID,FollowerDeathChance,AreaID,Flags,AutoMissionScalar,AutoMissionScalarCurveID,AutoCombatantEnvCasterID
2,Gronnitos por doquier,Avanzada de Muro de Hielo,Los gronnitos son una amenaza para la región. Deberíamos unir nuestras fuerzas con el clan Lobo Gélido para diezmar a esas criaturas. Puede que uno se sume a nuestra causa...,0,0,0,0,2,3,1,1,0,824,0,101,0,23,26253,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
3,Recuperación de la recalada,El Glaciar Ardiente,Vale la pena registrar el barco en el que huimos de la Selva de Tanaan. ¡Seguro que encontramos algo de utilidad!,0,0,0,0,2,3,1,1,5,824,0,101,0,23,26251,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
5,Desempolvando gronnitos,Cuevas de la ciudadela,Se han descubierto huesos de gronnitos en la caverna que hay detrás de la ciudadela. A tus alquimistas les interesa exhumarlos para sus investigaciones.,0,0,0,0,2,18,1,1,10,824,0,0,0,24,26539,26,90,0,1800,0,259200,100,100,0,0,0,0,1,0,0
6,Maltratadores de lobos Siniescarcha,Cerro Siniescarcha,Los ogros Siniescarcha que hay al este de las Corrientes Vientohelado están maltratando flagrantemente a los lobos gélidos. ¡Esto es inaceptable!,0,0,0,0,2,3,1,1,10,824,0,101,0,12,26320,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
7,Rescate en Rocafuria,Acantilados Rocafuria,¡Han llegado informes de una sangrienta masacre en los Acantilados Rocafuria! ¡Dispersa a los carroñeros Picoescarcha y rescata a los aliados heridos!,0,0,0,0,2,3,1,1,10,824,0,101,0,15,28567,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
36,Pociones fresquitas,Corrientes Vientohelado,Un explorador ha descubierto un alijo de pociones Señor del Trueno congeladas en la nieve. Recuperarlas permitiría a tus alquimistas estudiar los ingredientes de Draenor.,0,0,0,0,2,18,1,1,10,824,0,0,0,23,26539,26,90,0,1800,0,259200,100,100,0,0,0,0,1,0,0
42,Dame el botín,Casa de subastas,Hazte con todo el botín,0,0,0,0,2,4,1,1,0,824,0,0,0,23,26539,26,90,400,7,0,999999999,50,5,0,0,0,1,1,0,0
43,Patrulla Fuego Glacial,Llanuras Vientohelado,This is Matt's test mission *bugles and horns blair a triumphant tune*,0,0,0,0,3,13,1,3,0,824,0,101,0,29,26539,26,90,0,10,0,9999999,0,100,0,0,0,0,1,0,0
44,Amenaza en los cielos,Avanzada de Muro de Hielo,Los rylaks del Glaciar Ardiente han estado atacando nuestras caravanas de suministros. ¡El material debe circular!,0,0,0,0,2,3,1,1,0,824,0,101,0,15,26252,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
45,Remedios ogros,Glaciar Ardiente,Los ogros Aguja del Filo del Glaciar Ardiente suelen llevar mochilas de suministros cuando se adentran en las dunas de Fuego Glacial. Suelen contener nuevos tipos de pociones.,0,0,0,0,2,18,1,1,10,824,0,0,0,23,5703,26,90,0,1800,0,259200,100,100,0,0,0,0,1,0,0
54,Te quedas sin botín,Casa pobre,¡Largo de aquí!,0,0,0,0,2,4,1,1,0,824,0,0,0,23,26539,26,90,400,7,0,60,0,5,0,0,0,0,1,0,0
55,¡Orcos en las montañas!,Montaña orca,Mata a los orcos en las montañas.,0,0,0,0,2,13,1,3,0,824,0,101,0,21,26539,18,90,0,8,0,9999999,0,100,0,0,0,0,1,0,0
56,¡Ogros en el desierto!,Desierto ogro,Mata ogros en el desierto.,0,0,0,0,2,25,1,3,0,824,0,103,0,22,26539,18,90,0,8,0,9999999,0,100,0,0,0,0,1,0,0
57,No-muertos en la nieve,Nieve de los no-muertos,Mata no-muertos en la nieve.,0,0,0,0,2,24,1,3,0,824,0,104,0,23,26539,18,90,0,8,0,9999999,0,100,0,0,0,0,1,0,0
58,Arakkoa bajo tierra,Arakkoa bajo tierra,Mata arakkoa bajo tierra.,0,0,0,0,2,23,1,3,0,824,0,106,0,24,26539,18,90,0,8,0,9999999,0,100,0,0,0,0,1,0,0
59,Bestias en la selva,Selva de bestias,Mata bestias en la selva.,0,0,0,0,2,18,1,3,0,824,0,107,0,25,26539,18,90,0,8,0,9999999,0,100,0,0,0,0,1,0,0
60,Demonios en el bosque,Bosque de los demonios,Mata demonios en el bosque.,0,0,0,0,2,19,1,3,0,824,0,105,0,26,26539,18,90,0,8,0,9999999,0,100,0,0,0,0,1,0,0
61,Rompedores en la ciudad,Ciudad de los rompedores,Mata rompedores en la ciudad.,0,0,0,0,2,20,1,3,0,824,0,102,0,27,26539,18,90,0,8,0,9999999,0,100,0,0,0,0,1,0,0
62,Furias en el pantano,Pantano de las furias,Mata furias en el pantano.,0,0,0,0,2,21,1,3,0,824,0,101,0,28,26539,18,90,0,8,0,9999999,100,100,0,0,0,0,1,0,0
63,Primigenios en las llanuras,Llanuras de los primigenios,Mata primigenios en las llanuras.,0,0,0,0,2,22,1,3,0,824,0,106,0,29,26539,18,90,0,8,0,9999999,0,100,0,0,0,0,1,0,0
