AreaName_lang,ID,OrderIndex,PlayerConditionID,AreaID
Cámara de la Luz Perdida,1,0,68604,9994
Bancal de Artesanos,2,1,63282,8670
Anclas Echadas,3,0,63448,9401
El Tanque Borracho,4,0,63426,9617
La Aguadilla,5,0,5703,9617
Escondrijo de Heyman,6,0,63291,8502
La Barra de Arena,7,0,63292,8733
Foso Aullante,8,0,5703,9698
Taberna de Torga,9,0,63306,8502
El Vientre de la Ballena,10,0,63374,8567
Guarida de los Peones,11,0,65214,5484
Gruta de Grong,12,0,65990,9420
Gruta de Grong,13,0,65990,8731
Refugio,15,0,67602,9979
Refugio,16,0,67602,8717
Cólera de Anduin,17,0,67138,10454
Navegante del Alba,18,0,67139,10454
Melodía de Tiffin,19,0,67140,10454
Corazón de León,20,0,67141,10454
Corazón de León,21,0,67141,10455
Melodía de Tiffin,22,0,67140,10455
Navegante del Alba,23,0,67139,10455
Cólera de Anduin,24,0,67138,10455
Luz de los loa,25,0,68603,9994
Salón del Duque Loco,27,0,73061,10985
Guarida de Costel,28,0,73506,10985
Mansión de Esbirros,29,1,76787,10985
Trono del Prelado,30,0,78035,11466
Ciudadela de la Duda,31,0,0,13311
Zerekriss,42,0,85380,11462
Taller de Remiendos,43,0,86352,13473
Zolramus,44,0,86354,13473
Sala de Arkoban,45,0,87430,13400
Cámara de tormento: Jaina,46,0,87491,13404
Cámara de tormento: Thrall,47,0,87550,13413
Anillo de Danza,48,0,88819,11510
Anillo de Danza,49,0,88819,12244
Anillo de Danza,50,0,88819,12243
Osario de los Desterrados,51,0,89786,13575
Templo de la Devoción,52,0,91076,11379
La Falla,53,0,91308,13196
La Falla,54,0,91308,11524
La Falla,55,0,91308,11528
La Falla,56,0,91308,11530
La Falla,57,0,91308,11400
La Falla,58,0,91308,13217
La Falla,59,0,91308,13216
La Falla,60,0,91308,13560
La Falla,61,0,91308,11526
La Falla,62,0,91308,13215
Sima de los Insolentes,63,0,91308,13432
La Falla,64,0,91308,11525
La Falla,65,0,91308,13222
La Falla,66,0,91308,11529
La Falla,67,0,91308,13223
La Falla,68,0,91308,13437
La Falla,69,0,91308,13218
La Falla,70,0,91308,13491
La Falla,71,0,91308,13492
La Falla,72,0,91308,11527
La Falla,73,0,91308,13219
La Falla,74,0,91308,13221
La Falla,75,0,91308,13570
La Falla,76,0,91308,13624
La Falla,77,0,91308,13625
La Falla,78,0,91308,13626
La Falla,79,0,91308,13627
La Falla,80,0,91308,13628
La Falla,81,0,91308,13629
La Falla,82,0,91308,13630
La Falla,83,0,91308,13631
La Falla,84,0,91308,13666
La Falla,85,0,91308,13673
La Falla,86,0,91308,13677
La Falla,87,0,91308,13538
Penitencia del Rey Caído,88,0,92820,13561
Mirador del Ojo,89,3,92897,13561
El Baño de Burbujas,90,0,102752,14158
El Salto del Morador,91,0,105179,13646
Cámara de Zskera: Ur,92,0,105458,14619
Cámara de Zskera: Az,93,0,105457,14619
Cámaras de Zskera,94,0,108147,14619
Cámara de Zskera: Kx,95,0,106952,14619
Cámara de Zskera: Ix,96,0,105459,14619
Campamento de Carga: Abrasión de Escarcha,97,3,109548,13892
Campamento de Carga: Vienteniza,98,1,107864,13754
Campamento de Carga: Abrasión de Escarcha,99,1,109548,13860
Ruinas de Casarroca,100,0,111020,14875
Gran Muralla,101,1,125385,15362
Gran Muralla,103,1,125385,15364
Bancal de Majestuosidad,104,1,125954,15365
Tramo Ascendente,105,1,126053,15365
Arena de Kili-zar,106,1,126056,15365
Emprendedores S. A.,107,0,127336,15351
Emprendedores S. A.,108,0,127336,15350
El Creapasta,109,0,128497,15347
