ID,Display_lang,OverallQualityID,ExpansionID,MinFactionID,MinReputation,AllowableClass,RequiredLevel,RequiredSkill,RequiredSkillRank,RequiredAbility,ItemLevel,Flags[0],Flags[1],Flags[2],Flags[3],Flags[4],AllowableRaces[0],AllowableRaces[1]
25,Espada corta desgastada,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
35,Bastón doblado,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
36,Maza desgastada,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
37,Hacha desgastada,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
38,Camisa de recluta,2,0,0,0,-1,0,0,0,0,1,36864,8192,8388608,0,0,-1,-1
39,Pantalones de recluta,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
40,Botas de recluta,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
43,Botas de escudero,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
44,Pantalones de escudero,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
45,Camisa de escudero,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
47,Zapatos de asaltante de caminos,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
48,Pantalones de asaltante de caminos,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
49,Camisa de asaltante de caminos,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
51,Botas de neófito,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
52,Pantalones de neófito,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
53,Camisa de neófito,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
55,Botas de aprendiz,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
56,Toga de aprendiz,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
57,Toga de acólito,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
59,Zapatos de acólito,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
60,Guerrera a capas,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
61,Pantalones de cuero enano,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
79,Calzones de paño enano,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
80,Zapatos de pelaje suave,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
85,Jubón de cuero sucio,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
120,Pantalones de matón,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
121,Botas de matón,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
127,Camisa de trampero,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
129,Botas de trampero bastas,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
139,Pantalones de camorrista,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
140,Botas de camorrista,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
147,Pantalones de trampero bastos,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
148,Camisa de trampero basta,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
153,Falda primitiva,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
154,Cubretorso primitivo,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
193,Jubón de paño andrajoso,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
194,Pantalones de paño andrajoso,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
195,Botas de paño andrajoso,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
200,Jubón de paño grueso,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
201,Pantalones de paño grueso,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
202,Zapatos de paño grueso,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
