ID,Name_lang,OrderIndex
1,Asedio de Orgrimmar,1
2,Reinos del Este,0
3,Kalimdor,0
5,Las Minas de la Muerte,0
6,Minas Machacasangre,0
7,Puerto de Hierro,0
8,Auchindoun,0
9,Trecho Celestial,0
10,Terminal Malavía,1
11,El Vergel Eterno,0
12,Cementerio de Sombraluna,10
13,Cumbre de Roca Negra Superior,0
14,Ogrópolis,0
15,Fundición Roca Negra,0
16,Naxxramas,0
17,Ciudadela de la Corona de Hielo,0
18,Scholomance,0
19,Castillo de Colmillo Oscuro,0
20,Murallas del Fuego Infernal,0
21,El Horno de Sangre,0
22,Salas Arrasadas,0
23,Recinto de los Esclavos,0
24,La Sotiénaga,0
25,La Cámara de Vapor,0
26,Tumbas de Maná,0
27,Criptas Auchenai,0
28,Salas Sethekk,0
29,Laberinto de las Sombras,0
30,Cámaras Escarlata,0
31,Monasterio Escarlata,0
32,La Fuga de Durnholde,0
33,Apertura del Portal Oscuro,0
34,El Mechanar,0
35,El Invernáculo,0
36,El Arcatraz,0
37,Bancal del Magister,0
38,Fortaleza de Utgarde,0
39,Pináculo de Utgarde,0
40,Azjol-Nerub,0
41,El Oculus,0
42,Cámaras de Relámpagos,0
43,Cámaras de Piedra,0
44,La Matanza de Stratholme,0
45,Fortaleza de Drak'Tharon,0
46,Gundrak,0
47,Ahn'kahet: El Antiguo Reino,0
48,Bastión Violeta,0
49,El Nexo,0
50,Prueba del Campeón,0
51,La Forja de Almas,0
52,Foso de Saron,0
53,Cámaras de Reflexión,0
54,Trono de las Mareas,0
55,Cavernas Roca Negra,0
56,Grim Batol,0
57,Cámaras de los Orígenes,0
58,El Núcleo Pétreo,0
59,La Cumbre del Vórtice,0
60,Ciudad Perdida de los Tol'vir,0
61,Templo del Dragón de Jade,10
62,Cervecería del Trueno,0
63,Monasterio del Shadopan,0
64,Palacio Mogu'shan,0
65,Asedio del Templo de Niuzao,0
66,Puerta del Sol Poniente,0
67,El Vergel Eterno,0
68,Draenor,0
69,Terrallende,0
70,Rasganorte,0
71,Pandaria,0
73,Prueba del Cruzado,0
74,El Sagrario Rubí,0
75,Descenso de Alanegra,0
76,El Bastión del Crepúsculo,0
77,Trono de los Cuatro Vientos,0
78,Tierras de Fuego,0
79,Alma de Dragón,0
80,Cámaras Mogu'shan,5
81,Corazón del Miedo,4
82,Veranda de la Primavera Eterna,3
83,Solio del Trueno,2
84,Mazmorra aleatoria de Pandaria,0
86,Caída de Theramore,0
102,Cervezas y Truenos,0
103,Batalla en Alta Mar,0
104,Sangre en la Nieve,0
105,Cripta de los Reyes Olvidados,0
106,Corazón Oscuro de Pandaria,0
107,Gesta aleatoria de Pandaria,0
108,Los Secretos de Sima Ígnea,0
109,Mazmorra aleatoria de Draenor,0
110,Ciudadela del Fuego Infernal,0
111,Mazmorra aleatoria de Legion,0
112,Ojo de Azshara,9
113,Arboleda Corazón Oscuro,12
114,Cámaras del Valor,10
115,Guarida de Neltharion,10
116,Asalto al Bastión Violeta,40
117,Cámara de las Celadoras,13
118,Torreón Grajo Negro,17
119,Fauce de Almas,40
120,Corte de las Estrellas,10
121,La Arquería,40
122,Pesadilla Esmeralda,40
123,Bastión Nocturno,3
124,Islas Abruptas,0
125,Regreso a Karazhan,41
126,Prueba del Valor,2
127,Karazhan inferior,5
128,Karazhan superior,6
129,Catedral de la Noche Eterna,41
130,Falla Cicatriz del Terror,0
131,Tumba de Sargeras,4
132,"Antorus, el Trono Ardiente",5
133,Trono del Triunvirato,41
134,Argus,0
135,Uldir,0
136,Mazmorra aleatoria de Battle for Azeroth,0
137,Atal'Dazar,30
138,Catacumbas Putrefactas,10
139,Templo de Sethraliss,30
140,VETA MADRE,30
141,Reposo de los Reyes,30
142,Fuerte Libre,10
143,Altar de la Tormenta,30
144,Tol Dagor,30
145,Mansión Crestavía,30
146,Asedio de Boralus,30
247,Kul Tiras,0
248,Zandalar,0
249,Expediciones insulares,0
251,Batalla de Dazar'alor,0
252,Crisol de Tormentas,0
253,Operación: Mecandria,30
254,Palacio Eterno,0
255,Batalla por Stromgarde,0
256,Operación: Mecandria - Desguace,30
