ID,Name_lang,Description_lang,CovenantID,Level,Icon,Field_10_2_6_53840_005,UiOrder,SpellID
1074,Daga letal,"|cFF00ccffApariencia de Dragonflight|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia de daga letal. Habla con Da'kash Librosombrío para cambiar apariencias en Plunderstorm.|n|n""Ahora perteneces a la Tripulación de Patabarril, grumete. Aquí tienes tu daga. ¡A saquear!"".",23,1,2175564,0,0,0
1075,Guantes de grumete,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia de los guantes de grumete.|n|n""Unos guantes de cuero para ayudarte a recoger el botín"".",23,2,1063260,0,0,439457
1076,Botas de paso firme,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia de las botas de paso firme.|n|n""Te ayudan a mantener el equilibrio tanto el barco como en tierra firme"".",23,3,590806,0,0,439448
1077,Calzones guateados,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia de los calzones guateados.|n|n""Un nuevo par de pantalones que amortiguan tus aterrizajes"".",23,4,5489011,0,0,439451
1078,Mandoble calcificado,"|cFF00ccffApariencia de Dragonflight|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia del mandoble calcificado. Habla con Da'kash Librosombrío para cambiar apariencias en Plunderstorm.|n|n""Una espada es como una daga, pero más grande"".",23,5,2182692,0,0,439390
1231,Camisa de algodón peinado,|cFF00ccffApariencia de Dragonflight|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia de la camisa de algodón peinado.|n|nTambién desbloquea el traje de grumete grumoso en Plunderstorm. Habla con Da'kash Librosombrío para cambiar de atuendo.,23,6,4279080,0,0,439453
1232,Capa de vagador,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia de la capa de vagador.|n|n""Algunos saqueadores prefieren quedarse en las sombras"".",23,7,2124014,0,0,439455
1233,Cañón de cobre,"|cFF00ccffApariencia de Dragonflight|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia del cañón de cobre. Habla con Da'kash Librosombrío para cambiar apariencias en Plunderstorm.|n|n""Saquear es más fácil con un cañón a tu lado"".",23,8,304333,0,0,439393
1234,Gorro de lana cálido,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia del gorro de lana cálido.""|n|n""Hasta el pirata más ardiente tiene frío de vez en cuando"".",23,9,1676426,0,0,439445
1235,Semental de mareas plateado,"|cFF00ccffMontura de Dragonflight|r|n|nDesbloquea la montura submarina semental de mareas plateado.|n|n""Huele a gambas"".",23,10,2741477,0,0,437516
