ID,OverrideName_lang,Field_9_1_0_38709_001_lang,Flags
1,Doug Test,,1
2,Doug Test 2,,0
3,Akunda de Akunda,,1
4,Akunda de la Omnisciencia,,1
5,Akunda de la Inquietud,,1
6,Akunda de la Astucia,,1
7,Akunda del Desconcierto,,1
8,Akunda de la Crueldad,,1
9,Akunda de la Agudez,,1
10,Akunda de la Condena,,1
11,Akunda de los Remilgos,,1
12,Akunda de la Excentricidad,,1
13,Akunda de la Efusividad,,1
14,Akunda de la Facilidad,,1
15,Akunda de la Desmemoria,,1
16,Akunda de la Lealtad,,1
17,Akunda de la Distracción,,1
18,Akunda de la Originalidad,,1
19,Akunda de la Pasivo-Agresividad,,1
20,Akunda del Pesar,,1
21,Akunda del Renombre,,1
22,Akunda del Respeto,,1
23,Akunda de las Alhajas,,1
24,Akunda de la Singularidad,,1
25,Akunda de la Firmeza,,1
26,Bocadragón saciado,,1
27,Droozun,,1
28,Ghaanam,,1
29,Thoodhon,,1
30,Greenom,,1
31,Pryyshin,,1
32,Flaadym,,1
33,Khaalum,,1
34,Maagrym,,1
35,Thogro el Devorador,,0
36,Khemkan la Incompasiva,,0
37,Xzzikti el Desertor,,0
38,Ira coagulada,,1
39,Miedo coagulado,,1
40,Soledad coagulada,,1
41,Amargura coagulada,,1
42,Dolor coagulado,,1
43,Duda coagulada,,1
44,Pesar coagulado,,1
45,Pérdida coagulada,,1
46,Preocupación coagulada,,1
47,Pena coagulada,,1
48,Odio creciente,,1
49,Terror creciente,,1
50,Aislamiento creciente,,1
51,Desesperación creciente,,1
52,Agonía creciente,,1
53,Tormento creciente,,1
54,Aguijonero ilusorio,,0
55,Colmillo de sable ilusorio,,0
56,Magullador ilusorio,,0
57,Behemoth ilusorio,,0
58,Manifestación del miedo,,0
59,Pallaval el Tendencioso,,0
60,Trikidi la Sangrienta,,0
61,Zee'Gee'Tee la Fanática,,0
62,Lilizzinnk la Obscena,,0
63,Boppe el Avergonzado,,0
64,Vortophe el Innombrable,,0
65,Jonapa la Opulenta,,0
66,Maynard,,0
67,El Cazador Astado,,0
68,Suma sacerdotisa Selenis,,0
69,Mordiscos Pinchacaras,,0
70,Yu'gaz,,0
71,Reginald,,0
72,Pinchito,,0
73,El Músculo,,1
74,Zill'kee la Segadora de Mundos,,0
75,Moongo el Rey del Sol,,0
76,Discípula del coraje,,0
77,Rathborne,,0
78,Thultain,,0
79,Mal'endra,,0
80,Fel'endae,,0
81,Famosillo aterrorizado,,0
82,Reflejo exacto,,1
83,Arcanista velado,,0
84,Manifestación del orgullo,,0
85,Manifestación de la arrogancia,,0
86,Manifestación de la soberbia,,0
87,Manifestación del egoísmo,,0
88,Manifestación del narcisismo,,0
89,Manifestación de la egolatría,,0
90,Manifestación de la paranoia,,0
91,Tibo,,0
92,Kimos,,0
93,Ilapos,,0
94,Bumos,,0
95,Dintos,,0
96,Gramilos,,0
97,Isilios,,0
98,Abalus,,0
99,Ipadipos,,0
100,Pico,,0
101,Haka,,0
102,Dafi,,0
103,Thima,,0
104,Arathane,,0
105,Syla,,0
106,Farra,,0
107,Korinthe,,0
108,Asellia,,0
109,Minta,,0
110,Laratis,,0
111,Bola,,0
112,Apa,,0
113,Deka,,0
114,Koukis,,0
115,Akiris,,0
116,Ipa,,0
117,Toulis,,0
118,Zenza,,0
119,Chaermi,,0
120,Mupu,,0
121,Aspirante caído,,0
122,Miembro del público,,0
123,Carga de vida,,0
124,Cruzado Argenta,,1
125,Invitado sediento,,0
126,Invitado hambriento,,0
127,Habitante de Tirna Scithe,,0
128,Zombi infeccioso,,1
129,Aspirante caído Eolis,,0
130,Cazador de almas encarcelado,,0
131,Ira expulsada,,0
132,Furia expulsada,,0
133,Inquina expulsada,,0
134,Odio expulsado,,0
135,Cólera expulsada,,0
136,Enemistad expulsada,,0
137,Malicia expulsada,,0
138,Rencor expulsado,,0
139,Gula expulsada,,0
140,Hambre expulsada,,0
141,Indulgencia expulsada,,0
142,Ansia expulsada,,0
144,Eco transitorio,,0
145,Recuerdo fugaz,,0
146,Reflejo errante,,0
147,Vestigio desvaído,,0
148,Liriana,,0
149,Ordefuerte,,0
150,Lorra de los Tejedores,,0
151,Borial Iosa,,0
152,Raxxat,,0
153,Bravalat,,0
154,Ramorra,,0
155,Toloria de los Impacientes,,0
156,Majar'Ta,,0
157,Sabiduría de Roola,,0
158,Cólera de Roola,,0
159,Penitencia de Roola,,0
160,Virielle,,0
161,R'ty'ghn,,0
162,Loret Ty'mana,,0
163,Uima Uima,,0
164,Limao Yuna,,0
165,Sawo de los Ancestros,,0
166,Quip el Veloz,,0
167,Bassilion Quash,,0
168,Jassa Ruash,,0
169,Jasslina,,0
170,Jassona,,0
171,Brilla la Pródiga,,0
172,Gur del Acero,,0
173,Spukit el Astuto,,0
174,Havan de los Tivan,,0
175,Galooft Eir,,0
176,Rashtar el Sabio,,0
177,Roh Estrellaclara,,0
178,Rih Estrellaclara,,0
179,Mysterion del Amor,,0
180,Polron el Grande,,0
181,Reska de los Sumisos,,0
182,Jar Lom,,0
183,Honorable Harrish de Xel,,0
184,Radsur de la Guerra,,0
185,Fioni Portaesperanzas,,0
186,Señora del cielo Thienna,,0
187,Señor del cielo Vastuk,,0
188,Mysterion del Destino,,0
189,Aoifena la Benévola,,0
190,Largena Quiebravoluntades,,0
191,Lessa del Corazón,,0
192,Gop de los Favi,,0
193,Larian Almanegra,,0
194,Kasha Vidente de Almas,,0
195,Gilean del Conocimiento,,0
196,Forrida de la Devoción,,0
197,Desconocido embozado,,0
198,Rogi,,0
199,Trajinador,,0
200,Jeebs,,0
201,Ferroso,,0
202,Higgs,,0
203,Mugricio Villafango III,,0
204,Belvy,,0
205,Wustur,,0
206,Riff,,0
207,Egor,,0
208,Dragaberto,,0
209,Furgus,,0
210,Colem,,0
211,Panns,,0
212,Mugrosio,,0
213,Dobb,,0
214,Cepillo,,0
215,Valecobre,,0
216,Fred,,0
217,Escombro,,0
218,Catalizador de hojas temporales,,0
219,Catalizador de flor nocturna silvestre,,0
220,Catalizador de grano de raíz de semilla silvestre,,0
221,Zona de construcción del embarcadero de pesca,,0
222,Embarcadero de pesca,,0
224,Margravina Draka,,1
225,Alma digna,,0
226,Mi'ente,,1
227,Fa'lso,,1
228,Cu'lpa,,1
229,Ev'adir,,1
230,Ar'did,,1
231,Fr'aude,,1
232,Rata de Las Fauces sumisa,,0
233,Encadenador jurafauces potenciado,,0
234,Mordedor jurafauces,,0
235,Contendiente Val'kyr digna,,0
236,Polemarca Kalisthene,,0
237,Comprador hortera,,0
238,Gracioso emocionado,,0
239,Vigía adinerado,,0
240,Postor alcista,,0
241,Tasador arrogante,,0
242,Regateador altanero,,0
243,Consumidor cascarrabias,,0
244,Parroquiano sin bolsillos,,0
245,Documentalista perceptivo,,0
246,Chorizo frugal,,0
247,Comprador sospechoso,,0
248,Comprador problemático,,0
249,Farsante sin blanca,,0
250,Regateador indeciso,,0
251,Trocador vanidoso,,0
252,Portalmante Zo'honn,,0
253,Portalmante Zo'dahh,,0
254,Portalmante Zo'nyy,,0
255,Cliente sediento,,0
256,Cliente parlanchín,,0
257,Habitual venerado,,0
258,Ocasional frustrado,,0
259,Famosillo ostentoso,,0
260,Viajero achispado,,0
261,Grómit finolfato,Buen chico,0
262,Grómit finolfato,Muy buen chico,0
263,Grómit finolfato,El mejor chico,0
264,Vazzaren el Iluminado,,1
265,Kleia,Mano de la Devoción,0
266,Air Blade,,1
267,Marauder,,1
268,Dirt Devil,,1
269,Battle Trak,,1
270,Havac,,1
272,Olea Hanoa,,0
273,Señor del Terror infiltrado,,1
274,Sombra corpórea,,0
275,Automa de matriz de defensa,,1
276,Automa de degeneración,,1
277,Automa guardián,,1
278,Automa de adquisiciones,,1
279,Mal'Ganis,El Eterno,0
280,Kin'tessa,La Cautivadora,0
281,Automa atracador: Neo,,1
282,Elemental estabilizado,,1
283,Núcleo de sobrecarga,,0
284,Imagen Arcana,,0
285,Guardián atento,,1
286,Auxiliar pacificado,,1
287,Acechador oportunista,,0
288,Cabecilla ambicioso,,0
289,Chamán conspirador,,0
290,,,0
291,Infiltrado Nathrezim,,0
292,Cangrejo reconfortado,,0
293,Tortuga marina rescatada,,0
294,Tortuguita rescatada,,0
295,Ave fluvial rescatada,,0
296,Bestia fluvial rescatada,,0
297,Cría de bestia fluvial rescatada,,0
298,"Gnoll ""amistoso""",,1
299,Basilisco rescatado,,0
300,Graznaterror llameante,,0
301,Akora,Custodio,0
302,Dazakros,Custodio,0
303,Cornisapo cobarde,,0
304,Zancaalta vengador,,0
305,Maestro de caza Uktulut,Cazador,0
306,Nutrión domesticado,Compañero del maestro de caza,0
307,Elemental de relámpagos sobrecargado,,1
308,Vermis aplacada,,1
309,Escamandante Sarkareth,La Llama Hendida,0
310,Croador alucinante,,0
311,Herramienta potenciada,,1
312,Rana pacificada,,0
313,Vástago marchito,,1
314,Mutiladora enfermiza,,1
315,Mutilador marchito,,1
