ID,Name_lang,Description_lang,GarrAbilityCategoryID,GarrFollowerTypeID,IconFileDataID,FactionChangeGarrAbilityID,Flags
4,Mataorcos,Aumenta la probabilidad de éxito al luchar contra orcos.,1,1,897144,0,1
5,Ventisca,Lanzado por un mago para dañar a varios enemigos.,0,1,135857,0,0
6,Muro de escudo,Usado por un guerrero para reducir en gran medida el daño recibido.,0,1,132362,0,0
7,Montañismo,Aumenta la probabilidad de éxito al luchar en las montañas.,6,1,236848,0,1
8,Sangre fría,Aumenta la probabilidad de éxito al luchar en la nieve.,6,1,236833,0,1
9,Vagadunas,Aumenta la probabilidad de éxito al luchar en el desierto.,6,1,236846,0,1
10,Salto de fe,Lanzado por un sacerdote para ayudar al objetivo a escapar del peligro (o para fastidiar).,0,1,463835,0,0
11,Rezo de sanación,Lanzado por un sacerdote para sanar a un grupo de aliados.,0,1,135943,0,0
29,Aprendizaje rápido,Aumenta un 50% la experiencia que obtiene este seguidor en una misión.,7,1,236225,0,33
30,Líder natural,Aumenta los PE obtenidos por todos los seguidores en una misión.,0,1,236362,0,3
36,Matademonios,Aumenta la probabilidad de éxito al luchar contra demonios.,1,1,254651,0,1
37,Matabestias,Aumenta la probabilidad de éxito al luchar contra bestias.,1,1,298659,0,1
38,Mataogros,Aumenta la probabilidad de éxito al luchar contra ogros.,1,1,236695,0,1
39,Mataprimigenios,Aumenta la probabilidad de éxito al luchar contra primigenios y sus esbirros.,1,1,254105,0,1
40,Matagronns,Aumenta la probabilidad de éxito al luchar contra rompedores y sus esbirros.,1,1,236412,0,1
41,Matafurias,Aumenta la probabilidad de éxito al luchar contra furias elementales.,1,1,254652,0,1
42,Matavacío,Aumenta la probabilidad de éxito al luchar contra aberraciones y no-muertos.,1,1,298680,0,1
43,Matagarfas,Aumenta la probabilidad de éxito al luchar contra arakkoa y sus esbirros.,1,1,952507,0,1
44,Naturalista,Aumenta la probabilidad de éxito al luchar en un bosque.,6,1,236830,0,1
45,Habitante de cueva,Aumenta la probabilidad de éxito al luchar bajo tierra.,6,1,409595,0,1
46,Guerrilla,Aumenta la probabilidad de éxito al luchar en la selva.,6,1,236850,0,1
47,Maestro asesino,Otorga una enorme bonificación a la probabilidad de éxito de las misiones.,11,1,458726,0,19
48,Caminamarismas,Aumenta la probabilidad de éxito al luchar en un pantano.,6,1,236819,0,1
49,Correllanuras,Aumenta la probabilidad de éxito al luchar en las llanuras.,6,1,236712,0,1
52,Minería,Aumenta la producción de los pedidos cuando se asigna a la mina.,5,1,4620679,0,33
53,Herboristería,Otorga beneficios de herboristería y aumenta la producción de los pedidos cuando se asigna al jardín de hierbas.,5,1,4620675,0,33
54,Alquimia,Ofrece diversos beneficios de alquimia cuando se asigna al laboratorio de alquimia y aumenta la probabilidad de éxito en las misiones de alquimia.,5,1,4620669,0,33
55,Herrería,"Puede reducir la pérdida de durabilidad y aumentar la producción de los pedidos cuando se asigna a la forja, así como la probabilidad de éxito en las misiones de herrería.",5,1,4620670,0,33
56,Encantamiento,Ofrece una serie de beneficios de encantamiento cuando se asigna al estudio de encantamiento y aumenta la probabilidad de éxito en las misiones de encantamiento.,5,1,4620672,0,33
57,Ingeniería,"Vende artilugios de ingeniería, aumenta la producción de los pedidos cuando se asigna al taller de ingeniería y aumenta la probabilidad de éxito en las misiones de ingeniería.",5,1,136243,0,33
58,Inscripción,"Te permite crear documentos especiales, aumenta la producción de los pedidos cuando se asigna a las dependencias del escriba y aumenta la probabilidad de éxito en las misiones de inscripción.",5,1,4620676,0,33
59,Joyería,Ofrece una variedad de beneficios de joyería cuando se asigna al tenderete de gemas y aumenta la probabilidad de éxito en las misiones de joyería.,5,1,4620677,0,33
60,Peletería,"Puede crear tiendas y aumentar la producción de los pedidos cuando se asigna a la peletería, así como la probabilidad de éxito en las misiones de peletería.",5,1,4620678,0,33
61,Sastrería,Ofrece diversos beneficios de sastrería cuando se asigna al emporio de sastrería y aumenta la probabilidad de éxito en las misiones de sastrería.,5,1,4620681,0,33
62,Desuello,Aumenta la producción de los pedidos según el nivel del seguidor cuando se asigna a la cuadra.,5,1,4620680,0,33
63,Fan de los gnomos,Aumenta la probabilidad de éxito al participar en una misión con un gnomo.,4,1,236446,73,9
64,Humanista,Aumenta la probabilidad de éxito al participar en una misión con un humano.,4,1,236447,71,9
65,Orgullo enano,Aumenta la probabilidad de éxito al participar en una misión con un enano.,4,1,236443,70,9
66,Hijo de la Luna,Aumenta la probabilidad de éxito al participar en una misión con un elfo de la noche.,4,1,236450,74,9
67,Aliado de Argus,Aumenta la probabilidad de éxito al participar en una misión con un draenei.,4,1,236442,72,9
68,Compañero canino,Aumenta la probabilidad de éxito al participar en una misión con un huargen.,4,1,528692,75,9
69,Aficionado al brebaje,Aumenta la probabilidad de éxito al participar en una misión con un pandaren.,4,1,626190,0,1
70,Hijo de Draenor,Aumenta la probabilidad de éxito al participar en una misión con un orco.,4,1,236451,65,5
71,Fascinación por la muerte,Aumenta la probabilidad de éxito al participar en una misión con un no-muerto.,4,1,236457,64,5
72,Totemista,Aumenta la probabilidad de éxito al participar en una misión con un tauren.,4,1,236454,67,5
73,Fanático del vudú,Aumenta la probabilidad de éxito al participar en una misión con un trol.,4,1,236456,63,5
74,Porte élfico,Aumenta la probabilidad de éxito al participar en una misión con un elfo de sangre.,4,1,236440,66,5
75,Economista,Aumenta la probabilidad de éxito al participar en una misión con un goblin.,4,1,632354,68,5
76,Gran aguante,Aumenta la probabilidad de éxito de las misiones que duren más de 7 h.,8,1,135987,0,1
77,Ráfaga de poder,Aumenta la probabilidad de éxito de las misiones que duren menos de 7 h.,8,1,136088,0,1
78,Lobo solitario,Aumenta la probabilidad de éxito de las misiones en solitario.,9,1,538568,0,3
79,Saqueo,Aumenta un 100% los recursos de ciudadela obtenidos en una misión.,7,1,413571,0,1
80,Entrenamiento extra,Aumenta un 30% la experiencia que obtienen todos los seguidores en una misión.,7,1,975743,0,1
100,Provocar,Obliga a un enemigo a atacar al guerrero.,0,1,136080,0,0
101,Multidisparo,Usado por un cazador para dañar a varios enemigos.,0,1,132330,0,0
