Title_lang,Subtitle_lang,InstructionText_lang,SubIcon_lang,TitleTooltip_lang,SubtitleTooltip_lang,EventToastID,PlayerConditionID,UiTextureAtlasMemberID,UiTextureKitID,EventType,DisplayType,EventAsset,Field_9_1_0_38312_011,IconFileID,UiWidgetSetID,ExtraUiWidgetSetID,TitleTooltipUiWidgetSetID,SubtitleTooltipUiWidgetSetID,ShowSoundKitID,HideSoundKitID,Field_10_2_5_52554_021
Nivel %d,Has alcanzado,,,,,1,117398,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,¡Mazmorra desbloqueada!,,,,,2,117398,12015,0,2,3,0,0,0,0,0,0,0,0,0,0
,¡Nueva facultad desbloqueada!,,,,,3,117398,12014,0,1,3,0,0,0,0,0,0,0,0,0,0
,¡Banda desbloqueada!,,,,,4,92737,12015,0,3,3,0,0,0,0,0,0,0,0,0,0
,Nuevo escenario,,,,,5,0,0,5554,14,6,0,0,0,0,0,0,0,0,0,0
,,,,,,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
,Subida de nivel,,,,,8,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0
,¡Nueva facultad disponible!,,,,,9,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0
Has capturado,,,,,,10,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0
%s%s,,,,,,11,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0
Despojar en área,¡Característica desbloqueada!,"Al despojar un cadáver, ahora se despojarán todos los cadáveres cercanos.",Botín de área desbloqueado,,,12,90425,12015,0,15,3,0,0,1022948,0,0,0,0,183581,0,0
Sala de Skoldus,Planta %19812w,,,,,14,79354,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Pasillos Sinuosos,Planta %19812w,,,,,15,79355,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Cámaras de Fracturas,Planta %19812w,,,,,16,79363,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Forjas de Almas,Planta %19812w,,,,,17,79365,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Cruce Corazongélido,Planta %19812w,,,,,18,79368,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Mort'regar,Planta %19812w,,,,,19,79366,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Buscador de mazmorras,¡Característica desbloqueada!,,Nueva característica desbloqueada: |cffFF4E00|Hlfd:|h[Buscador de mazmorras]|h|r,,,20,90424,12015,0,15,3,0,0,397907,0,0,0,0,0,0,0
Campos de batalla,¡Característica desbloqueada!,,Nueva característica desbloqueada: |cffFF4E00|Hpvpbgs:|h[Campos de batalla]|h|r,,,21,90427,12015,0,15,3,0,0,132147,0,0,0,0,0,0,0
Especialización,¡Característica desbloqueada!,,Nueva característica desbloqueada: |cffFF4E00|Hspecpane:|h[Especializaciones]|h|r,,,22,90428,12015,0,15,3,0,0,132222,0,0,0,0,0,0,0
Talentos,¡Característica desbloqueada!,,Nueva característica desbloqueada: |cffFF4E00|Htalentpane:|h[Talentos]|h|r,,,23,90429,12015,0,15,3,0,0,132222,0,0,0,0,0,0,0
Talentos JcJ,¡Característica desbloqueada!,,Nueva característica desbloqueada: ¡|cffFF4E00|Htalentpanet:|h[Talentos JcJ]|h|r disponibles!,,,24,90430,12015,0,15,3,0,0,132147,0,0,0,0,0,0,0
Equipo de montura,¡Característica desbloqueada!,,Nueva característica desbloqueada: ¡|cffFF4E00|Hmountequipment:|h[Equipo de montura]|h|r disponible!,,,25,5793,12015,0,15,3,0,0,1534178,0,0,0,0,0,0,0
Misiones del mundo,¡Característica desbloqueada!,Abre el mapa del mundo para ver las misiones del mundo,"Nueva característica desbloqueada: |cffFF4E00|Hworldquest:|h[Misiones del mundo]|h|r
Abre el mapa del mundo para verlas",,,26,0,12015,0,12,3,43341,0,1064187,0,0,0,0,0,0,0
La Parte Alta,Planta %19812w,,,,,27,79372,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Sala de Arkoban,Planta %19812w,,,,,28,90416,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Cámara de tormento: Jaina,Planta %19812w,,,,,29,90417,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Cámara de tormento: Thrall,Planta %19812w,,,,,30,90418,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Cámara de tormento: Anduin,Planta %19812w,,,,,31,90420,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Cámaras de Adamantita,Planta %19812w,,,,,32,0,0,5281,17,6,358253,0,0,0,0,0,0,0,0,0
Catacumbas Fervientes,Planta %19812w,,,,,33,90422,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Osario de los Desterrados,Planta %19812w,,,,,34,90423,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Completado,|cFFFFFFFFPuntuación final: %1921c|r |n|cFF1eff00Conocimiento de la torre obtenido: %1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,37,0,0,5388,17,8,354027,0,0,511,503,0,0,183157,183155,0
Montar en Las Fauces,Desbloqueado,,,,,39,0,12015,0,12,3,63994,0,853211,0,0,0,0,183581,0,0
Planta 1 completada,,,,,,40,90752,0,5388,16,6,354067,0,0,509,0,0,0,0,0,0
Incompleto,|cFFFFFFFFPuntuación final: %1921c|r |n|cFF1eff00Conocimiento de la torre obtenido: %1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,42,34450,0,5388,17,8,356246,0,0,511,521,0,0,0,0,0
Cámaras de Adamantita completadas,|cFF1eff00Bonus de conocimiento de la torre obtenido: %1946c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,43,34450,0,5388,17,6,356432,0,0,0,0,0,0,0,0,0
Completado,|cFFFFFFFFPuntuación final: %1921c|r |n|cFF1eff00Conocimiento de la torre obtenido: %1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r|nEl conocimiento de la torre ha llegado al límite,,,,,44,34450,0,5388,17,8,356596,0,0,511,503,0,517,0,0,0
Incompleto,|cFFFFFFFFPuntuación final: %1921c|r |n|cFF1eff00Conocimiento de la torre obtenido: %1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r|nEl conocimiento de la torre ha llegado al límite,,,,,45,34450,0,5388,17,8,356597,0,0,511,521,0,517,0,0,0
Planta 2 completada,,,,,,47,90752,0,5388,16,6,357992,0,0,518,0,0,0,0,0,0
Planta 3 completada,,,,,,48,90752,0,5388,16,6,357993,0,0,519,0,0,0,0,0,0
Planta 4 completada,,,,,,49,90752,0,5388,16,6,357994,0,0,520,0,0,0,0,0,0
¡Impecable!,|cFFFFFFFFPuntuación final: %1921c|r |n|cFF1eff00Conocimiento de la torre obtenido: %1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,50,0,0,5388,17,8,358449,0,0,511,503,0,0,183157,183155,0
,¡Campo de batalla desbloqueado!,,,,,51,117398,12015,0,4,3,0,0,0,0,0,0,0,0,0,0
