ID,Name_lang,Description_lang,CompletionPlayerConditionID,Flags,QuestID,PlayerConditionID,Field_10_2_7_54171_005
1,Una base en una tierra salvaje,,0,8,0,0,0
18,El asedio de la Ciudadela Aguja del Filo,,0,8,0,0,0
19,Defensa de Wor'gol,,0,8,0,0,0
20,La venganza de Ga'nar,,0,8,0,0,0
21,Las Cataratas del Trueno,,0,8,0,0,0
22,La Batalla de Paso del Trueno,,0,8,0,0,0
23,Estableciendo tu ciudadela,,0,8,0,0,0
24,La Batalla por Shattrath,,0,8,0,0,0
25,El lamento de los arakkoa,,0,8,0,0,0
26,A la sombra de Auchindoun,,0,8,0,0,0
27,Contra los Grito de Guerra,,0,8,0,0,0
28,Contra los Grito de Guerra,,0,8,0,0,0
29,El Trono de los Elementos,,0,8,0,0,0
30,El Trono de los Elementos,,0,8,0,0,0
31,A la sombra de Auchindoun,,0,8,0,0,0
32,La Batalla por Shattrath,,0,8,0,0,0
33,Estableciendo tu ciudadela,,0,8,0,0,0
34,Las sombras se ciernen,,0,8,0,0,0
35,Ciudadela del almirante Taylor,,0,8,0,0,0
36,Ciudadela del almirante Taylor,,0,8,0,0,0
37,Secretos de los sacerdotes de la Garra,,0,8,0,0,0
38,Los dioses de Arak,,0,8,0,0,0
39,Una base en una tierra salvaje,,0,8,0,0,0
40,Las sombras se despiertan,,0,8,0,0,0
41,El Consejo de los Exarcas,,0,8,0,0,0
42,Los botani en flor,,0,8,0,0,0
43,La cara oculta de la luna,,0,8,0,0,0
44,La luz de Karabor,,0,8,0,0,0
45,El fin de la penumbra,,0,8,0,0,0
46,El legado de los apexis,,0,8,0,0,0
47,La leyenda de Terokk,,0,8,0,0,0
48,Estableciendo Hachazo,,0,8,0,0,0
49,Asegurar Puerto Sur,,0,8,0,0,0
50,Taller Silbapellizco,,0,8,0,0,0
51,El nido del cuervo,,0,8,0,0,0
52,Necesitamos una avanzada,,0,8,0,0,0
53,Apoyar a tu ciudadela,,0,8,0,0,0
54,Apoyar a tu ciudadela,,0,8,0,0,0
55,En tierra de gigantes,,0,8,0,0,0
56,En tierra de gigantes,,0,8,0,0,0
57,Establece una posición,,0,8,0,0,0
58,Tras el rastro de las Sombras,,0,8,0,0,0
59,Tras el rastro de las Sombras,,0,8,0,0,0
60,El Portal Oscuro,,0,8,0,0,0
61,Foso Sangrante,,0,8,0,0,0
62,Mano Destrozada,,0,8,0,0,0
63,Sombraluna,,0,8,0,0,0
64,Roca Negra,,0,8,0,0,0
65,Huida de Tanaan,,0,8,0,0,0
68,Vereda de Hierro,,0,8,0,0,0
69,Vereda de Hierro,,0,8,0,0,0
70,La campaña de la ciudadela,,0,8,0,0,0
71,La campaña de la ciudadela,,0,8,0,0,0
82,En busca de la Piedramar,,0,8,0,0,0
84,Foso Sangrante,,0,8,0,0,0
85,Foso Sangrante,,0,8,0,0,0
86,Mano de Plata,,0,8,0,0,0
87,La Crematoria,,0,8,0,0,0
89,Recodo del Río,,0,8,0,0,0
90,La clave para derrotar a la Legión,,0,8,0,0,0
93,Tribu Cuerno del Cielo,,0,8,0,0,0
94,Herrería de Legion,,0,8,0,0,0
95,Minería de Legion,,0,8,0,0,0
96,Sastrería de Legion,,0,8,0,0,0
97,Alquimia de Legion,,0,8,0,0,0
99,Campaña de la ciudadela,,0,8,0,0,0
100,Campaña de la ciudadela,,0,8,0,0,0
101,Campaña de la ciudadela,,0,8,0,0,0
102,Campaña de la ciudadela,,0,8,0,0,0
103,Campaña de la ciudadela,,0,8,0,0,0
104,Campaña de la ciudadela,,0,8,0,0,0
105,Campaña de la ciudadela,,0,8,0,0,0
106,Campaña de la ciudadela,,0,8,0,0,0
107,Campaña de la ciudadela,,0,8,0,0,0
108,Campaña de la ciudadela,,0,8,0,0,0
109,Campaña de la ciudadela,,0,8,0,0,0
110,Campaña de la ciudadela,,0,8,0,0,0
111,Campaña de la ciudadela,,0,8,0,0,0
112,Campaña de la ciudadela,,0,8,0,0,0
113,Campaña de la ciudadela,,0,8,0,0,0
114,Campaña de la ciudadela,,0,8,0,0,0
115,Campaña de la ciudadela,,0,8,0,0,0
116,Campaña de la ciudadela,,0,8,0,0,0
117,Campaña de la ciudadela,,0,8,0,0,0
118,Campaña de la ciudadela,,0,8,0,0,0
119,Campaña de la ciudadela,,0,8,0,0,0
120,Campaña de la ciudadela,,0,8,0,0,0
121,Sanguino,,0,8,0,0,0
122,Sanguino,,0,8,0,0,0
123,La búsqueda de Iskar,,0,8,0,0,0
124,El final de Gul'dan,,0,8,0,0,0
125,La búsqueda de Iskar,,0,8,0,0,0
126,El final de Gul'dan,,0,8,0,0,0
127,La flota de los Renegados,,0,8,0,0,0
128,Restos de El Abrasacielos,,0,8,0,0,0
129,Reto de poder,,0,8,0,0,0
130,Gambito de Cringrís,,0,8,0,0,0
131,Gambito de Cringrís,,0,8,0,0,0
132,Reto de voluntad,,0,8,0,0,0
133,Reto de voluntad,,0,8,0,0,0
134,Una prueba de valor,,0,8,0,0,0
135,Ida y vuelta de Helheim,,0,8,0,0,0
136,El secreto de las doncellas escuderas,,0,8,0,0,0
137,El secreto de las doncellas escuderas,,0,8,0,0,0
138,El campeón de Tormenheim,,0,8,0,0,0
139,Docks Intro and Shipyard Tutorial - Horde,,0,8,0,0,0
140,Docks Intro and Shipyard Tutorial - Alliance,,0,8,0,0,0
141,Invasión de Tanaan: Horda,,0,8,0,0,0
142,Invasión de Tanaan: Alianza,,0,8,0,0,0
143,Mesa Velonieve,,0,8,0,0,0
144,Tribu Crin de Río,,0,8,0,0,0
145,La tribu Tótem Sangriento,,0,8,0,0,0
146,La guerra de Huln,,0,8,0,0,0
148,Secretos de Monte Alto,,0,8,0,0,0
149,Los Descoronados,,0,8,0,0,0
150,Cámara de las Celadoras,,0,8,0,0,0
152,Ocaso,,0,8,0,0,0
153,El legado de Kel'danath,,0,8,0,0,0
154,El telemántico,,0,8,0,0,0
155,Energizar Shal'Aran,,0,8,0,0,0
156,Mascarada,,0,8,0,0,0
158,Un regalo antiguo,,0,8,0,0,0
159,Las Hojas Gemelas del Impostor,,0,8,0,0,0
160,Hojas de Guerra Aldrachi,,0,8,0,0,0
161,Illidari,,0,8,0,0,0
162,Las Hojas Pérfidas,,0,8,0,0,0
163,Los Colmillos del Devorador,,0,8,0,0,0
164,"G'Hanir, el Árbol Madre",,0,8,0,0,0
165,Furia Titánica,,0,8,0,0,0
166,"Aluneth, Gran Báculo de la Magna",,0,8,0,0,0
167,Las Garras de Ursoc,,0,8,0,0,0
168,Las Hojas del Príncipe Caído,,0,8,0,0,0
169,La Fauce del Maldito,,0,8,0,0,0
170,La Espada de Ébano,,0,8,0,0,0
171,Arboleda de los Sueños,,0,8,0,0,0
172,El Templo Quebrado,,0,8,0,0,0
173,Legado de los Brisaveloz,,0,8,0,0,0
174,La Senda Oculta,,0,8,0,0,0
175,Encantamiento de Legion,,0,8,0,0,0
176,Ingeniería de Legion,,0,8,0,0,0
177,Inscripción de Legion,,0,8,0,0,0
178,Joyería de Legion,,0,8,0,0,0
179,Peletería de Legion,,0,8,0,0,0
180,Herboristería de Legion,,0,8,0,0,0
181,Desuello de Legion,,0,8,0,0,0
182,Arqueología de Legion,,0,8,0,0,0
183,Matarreyes,,0,8,0,0,0
184,La llamada de la naturaleza,,0,8,0,0,0
185,Archidruida del Valle,,0,8,0,0,0
186,Archidruida de la Zarpa,,0,8,0,0,0
187,Archidruida del Conocimiento,,0,8,0,0,0
188,Hacia la Pesadilla,,0,8,0,0,0
189,A lo largo de toda la Pesadilla,,0,8,0,0,0
190,A lo largo de toda la Pesadilla,,0,8,0,0,0
191,Arroyo Braden,,0,8,0,0,0
192,Torreón Grajo Negro,,0,8,0,0,0
193,Colmillos de Crinceniza,,0,8,0,0,0
194,"Fu Zan, el Compañero del Errante",,0,8,0,0,0
195,Los Puños de los Cielos,,0,8,0,0,0
196,El Templo Quebrado,,0,8,0,0,0
197,Destino de los Illidari,,0,8,0,0,0
198,Campeón de la Alianza,,0,8,0,0,0
199,Campeón de la Horda,,0,8,0,0,0
200,El Creciente Menguante,,0,8,0,0,0
201,Sangre y vino,,0,8,0,0,0
202,El arte de gobernar,,0,8,0,0,0
203,Dolores crecientes,,0,8,0,0,0
204,Cambio de estaciones,,0,8,0,0,0
205,Equilibrio de poderes,,0,40,0,0,0
206,Orígenes,,0,8,0,0,0
207,Consejo de la Cosecha Oscura,,0,8,0,0,0
208,"Ulthalesh, la Falce del Paso de la Muerte",,0,8,0,0,0
209,Apocalipsis,,0,8,0,0,0
210,Guadaña de Elune,,0,8,0,0,0
211,Investigación de artefactos,,0,8,0,0,0
212,Saga de la Hoja de las Sombras,,0,8,0,0,0
213,Convertirse en Valarjar,,0,8,0,0,0
214,Convertirse en Valarjar,,0,8,0,0,0
215,El cazador de héroes,,0,8,0,0,0
216,La espada de reyes,,0,8,0,0,0
217,Legado de Rompehielo,,0,8,0,0,0
218,La Luz y el Vacío,,0,8,0,0,0
219,Una daga en el crepúsculo,,0,8,0,0,0
220,Garra Feroz,,0,8,0,0,0
221,Veraguardia,,0,8,0,0,0
222,Mano de Plata,,0,8,0,0,0
223,Ébano Glacial,,0,8,0,0,0
224,Cetro de Sargeras,,0,8,0,0,0
225,Defender el Reposo Alazur,,0,8,0,0,0
226,Contra los gigantes,,0,8,0,0,0
227,Mak'rana y el destino de La Represalia de la Reina,,0,8,0,0,0
228,Vigías de la espesura,,0,8,0,0,0
229,Reconstruir el consejo,,0,8,0,0,0
230,Cumplir la profecía,,0,8,0,0,0
231,Los señores elementales,,0,8,0,0,0
232,Los Cuatro Jinetes,,0,8,0,0,0
234,Viaje del Gran Maestro,,0,8,0,0,0
235,El sueño eterno,,0,8,0,0,0
236,Camino de la Luz,,0,8,0,0,0
237,Alzamiento de la Guardia de Tirisfal,,0,8,0,0,0
238,Crónicas del Bastión Celestial,,0,8,0,0,0
239,Cólera de la Luz,,0,8,0,0,0
240,Eventos de lanzamiento de Legion - Semana 1,,0,8,0,0,0
241,Eventos de lanzamiento de Legion - Semana 2,,0,8,0,0,0
242,Eventos de lanzamiento de Legion - Semana 3,,0,8,0,0,0
243,T'uure,,0,8,0,0,0
244,Felo'melorn,,0,8,0,0,0
245,Cráneo del Man'ari,,0,8,0,0,0
