ID,Name_lang,HordeName_lang,ParentTradeSkillCategoryID,SkillLineID,OrderIndex,Flags
58,Cocina festiva,,72,185,4,0
59,Festival del Invierno,,58,185,0,0
63,Cocina diaria,,90,185,7,0
64,Arte de la parrilla,,90,975,1,1
65,Arte del wok,,90,976,2,1
66,Arte del guiso,,90,977,3,1
67,Arte de la vaporera,,90,978,4,1
68,Arte del horno,,90,979,5,1
69,Arte de la cerveza,,90,980,6,1
70,Delicia poco corriente,,72,185,5,0
72,Recetas del viejo mundo,,1016,2548,999,1
73,Platos extravagantes,,1017,2547,990,1
74,Recetas del frío norte,,1018,2546,980,1
75,Recetas de Cataclysm,,1019,2545,970,1
76,Básico,,379,165,0,0
84,Otro,,362,197,10,0
90,Cocina pandaren,,1015,2544,960,1
91,Glifos,,450,773,140,0
92,Glifo: mago,,415,773,170,0
93,Glifo: sacerdote,,415,773,200,0
94,Glifo: brujo,,415,773,230,0
95,Glifo: druida,,415,773,150,0
96,Glifo: monje,,415,773,180,0
97,Glifo: pícaro,,415,773,210,0
98,Glifo: cazador,,415,773,160,0
99,Glifo: chamán,,415,773,220,0
100,Glifo: paladín,,415,773,190,0
101,Glifo: guerrero,,415,773,240,0
102,Bastones y varitas,,415,773,70,0
103,De mano izquierda,,415,773,80,0
104,Tinta,,415,773,20,0
105,Mente clara,,415,773,110,0
106,Tarot,,415,773,50,0
107,Pergaminos,,415,773,100,0
108,Investigación,,415,773,10,0
113,Glifo,,415,773,0,0
114,Otro,,415,773,250,0
115,Misión,,415,773,60,0
116,Creaciones,,415,773,90,0
117,Teletransporte,,415,773,120,0
118,Material,,415,773,0,0
119,Inscripción de hombro,,763,773,60,0
127,Propio,,415,773,30,0
128,Se liga al equiparlo,,415,773,20,0
130,Se liga al usarlo,,415,773,20,0
131,Se liga al recogerlo,,415,773,10,0
150,Vendas,,397,129,100,0
151,Antídotos,,397,129,200,0
164,Gemas azules,,372,755,15,0
165,Armas de puño,,372,755,90,0
166,Gemas verdes,,372,755,30,0
167,Coronas y accesorios,,372,755,80,0
168,Materiales,,372,755,65,0
169,Gemas meta,,372,755,40,0
170,Monturas,,372,755,60,0
171,Collares,,372,755,55,0
172,Gemas naranjas,,372,755,25,0
173,Gemas prismáticas,,372,755,45,0
174,Gemas moradas,,372,755,35,0
175,Gemas rojas,,372,755,10,0
176,Anillos,,372,755,50,0
177,Prismas,,372,755,70,0
178,Estatuas,,372,755,95,0
179,Mascotas y proyectos,,372,755,75,0
180,Abalorios,,372,755,85,0
181,Gemas amarillas,,372,755,20,0
182,Artilugios,,419,202,1025,0
183,Piezas,,419,202,1020,0
184,Explosivos,,419,202,1030,0
185,Gafas,,419,202,1040,0
186,"Armadura, ponible",,419,202,1050,0
187,"Armadura, abalorios",,419,202,1060,0
188,Dispositivos,,419,202,1070,0
189,Pistolas y arcos,,419,202,1080,0
190,Miras,,419,202,1090,0
191,Herramientas,,419,202,1100,0
192,Monturas,,419,202,1110,0
193,Engranajes,,419,202,1100,0
194,Fuegos artificiales,,419,202,1100,0
195,Pesca,,419,202,1100,0
196,Robots,,419,202,1100,0
197,Viaje,,419,202,1100,0
198,Cinturón,,419,202,1100,0
199,Guantes,,419,202,1100,0
200,Capa,,419,202,1100,0
201,Letal,,419,202,1100,0
202,Consumible,,419,202,1100,0
203,Utensilios,,419,202,1100,0
204,Armadura potenciada,,419,202,1000,0
210,Runas,,0,960,0,0
214,Investigación,,372,755,-1,0
215,Materiales,,590,164,10,0
216,Modificadores de armas,,590,164,20,0
217,Modificadores de armadura,,590,164,30,0
218,Yelmos,,590,164,40,0
219,Sobrehombros,,590,164,50,0
220,Pechera,,590,164,60,0
221,Guanteletes,,590,164,70,0
222,Brazales,,590,164,80,0
223,Cinturones,,590,164,90,0
224,Piernas,,590,164,100,0
225,Botas,,590,164,110,0
226,Escudos,,590,164,120,0
227,Armas,,590,164,130,0
228,Llaves esqueleto,,590,164,140,0
229,Ranura,,590,164,150,0
230,Materiales,,362,197,1,0
231,Bordados,,362,197,20,0
232,Hilos de hechizo,,362,197,30,0
233,Bolsas,,362,197,40,0
234,Sombreros y caperuzas,,362,197,50,0
235,Sobrehombros,,362,197,60,0
236,Togas y guerreras,,362,197,70,0
237,Brazales,,362,197,80,0
238,Cinturones,,362,197,90,0
239,Guantes,,362,197,100,0
240,Pantalones,,362,197,110,0
241,Botas,,362,197,120,0
242,Capas,,362,197,130,0
243,Camisas,,362,197,140,0
244,Monturas,,362,197,150,0
245,Redes,,362,197,160,0
246,Especial,,362,197,170,0
247,Materiales,,379,165,10,0
248,Realces,,379,165,20,0
249,Refuerzos para armadura,,379,165,30,0
250,Bolsas,,379,165,40,0
251,Yelmos,,379,165,50,0
252,Sobrehombros,,379,165,60,0
253,Pechera,,379,165,70,0
254,Brazales,,379,165,80,0
255,Guantes,,379,165,90,0
256,Cinturones,,379,165,100,0
257,Pantalones,,379,165,110,0
258,Botas,,379,165,120,0
259,Capas,,379,165,130,0
260,Especial,,379,165,140,0
261,Tambores,,379,165,35,0
264,Fundir,,1078,186,0,0
265,Elemental,,1076,186,1,0
296,Investigación,,379,165,1,0
297,Proyectos de instrucción,,590,164,160,0
332,Alquimia de Draenor,,594,2480,950,1
333,Investigación y componentes,,332,171,100,0
