ID,Description_lang,ModifiedCraftingCategoryID,ItemBonusTreeID,Flags,Field_9_1_0_38511_004,ItemContextOffset
1,,50,0,0,0,0
2,Celeridad garantizada,1,2915,1,0,0
4,,3,2922,0,0,0
5,Golpe crítico garantizado,6,2927,1,0,0
6,Versatilidad garantizada,7,2928,1,0,0
7,Maestría garantizada,5,2929,1,0,0
8,Fija el nivel de objeto en 117 y el nivel necesario en 55.,29,3203,0,0,0
9,Fija el nivel de objeto en 168 y el nivel necesario en 60.,46,3210,0,0,0
10,Fija el nivel de objeto en 180 y el nivel necesario en 60.,8,3210,0,0,0
11,Fija el nivel de objeto en 200.,8,3211,0,0,0
17,Los frascos duran más,44,2939,0,0,0
27,Bien alimentado dura más,11,3000,0,0,0
30,Inflige daño de Fuego al enemigo,17,3070,0,0,0
32,Fija el nivel de objeto en $ev1 y el nivel necesario en $ev2.,18,3204,0,0,0
34,Fija el nivel de objeto en $ev1 y el nivel necesario en $ev2.,30,3205,0,0,0
36,Fija el nivel de objeto en $ev1 y el nivel necesario en $ev2.,31,3206,0,0,0
38,Fija el nivel de objeto en $ev1 y el nivel necesario en $ev2.,32,3207,0,0,0
39,Fija el nivel de objeto en $ev1 y el nivel necesario en $ev2.,33,3208,0,0,0
58,Reducir el daño de caída,41,3147,0,0,0
59,Aumenta ligeramente la velocidad de movimiento,42,3148,0,0,0
61,Aumentar la velocidad de nado,40,3152,0,0,0
62,Inflige daño de Escarcha al enemigo,17,3153,0,0,0
64,Mantener los efectos de Bien alimentado al morir en arenas o campos de batalla,38,3175,0,0,0
65,Probabilidad de obtener un aumento extra de la habilidad al fabricar,39,3176,0,0,0
66,Añadir una ranura,35,3177,0,0,0
67,@spelldesc332950,11,169,0,0,0
68,Completar misiones del mundo aumenta la estadística principal,37,3178,0,0,0
70,Fija el nivel de objeto en 129 y el nivel necesario en 53.,29,3203,0,0,0
71,Fija el nivel de objeto en 200 y el nivel necesario en 60.,51,3211,0,0,0
72,Fija el nivel de objeto en 165 y el nivel necesario en 57.,29,3209,0,0,0
73,Fija el nivel de objeto en 165.,29,3210,0,0,0
74,"Fija el nivel de objeto en 54 y el nivel necesario, en 47.",45,3208,0,0,0
75,Fija el nivel de objeto en 56 y el nivel necesario en 45.,32,3207,0,0,0
76,Fija el nivel de objeto en 43 y el nivel necesario en 35.,31,3206,0,0,0
77,Fija el nivel de objeto en 33 y el nivel necesario en 25.,30,3205,0,0,0
78,Fija el nivel de objeto en 23 y el nivel necesario en 15.,18,3204,0,0,0
79,"Fija el nivel de objeto en 87 y el nivel necesario, en 50.",45,3265,0,0,0
80,Aumenta el nivel de objeto el equivalente a 2 niveles.,50,0,0,0,2
81,"Fija el nivel de objeto en 230, el necesario en 60 y añade objetos únicos equipados: creados de SL.",52,3323,0,0,0
82,Fija el nivel de objeto en 233 y el nivel necesario en 60.,53,3444,0,0,0
83,"Fija el nivel de objeto en 262, el necesario en 60 y añade objetos únicos equipados: creados de SL.",54,3445,0,0,0
84,Aumenta el nivel de objeto el equivalente a 3 niveles.,55,0,0,0,3
85,Tus facultades pueden crear cerca del objetivo un núcleo de Automa que inflige daño y sana.,56,3448,0,0,0
86,"Aumenta la evasión. Además, al recibir daño, tienes una probabilidad de sanarte.",56,3449,0,0,0
87,Tienes una probabilidad de obtener recursos adicionales cuando matas a un enemigo que otorga experiencia u honor.,56,3450,0,0,0
88,Tus facultades pueden crear una mota cerca. Recógela para aumentar tu estadística principal durante 15 s.,56,3451,0,0,0
89,Aumenta la velocidad de movimiento y la velocidad de la montura por tierra mientras estás en las Tierras Sombrías.,56,3452,0,0,0
90,"Al recibir daño, se generan chispas de poder. Al llegar a 5 acumulaciones, el siguiente atacante recibe de daño Cósmico.",56,3453,0,0,0
91,"Cuando matas a un enemigo, tu estadística secundaria más alta aumenta durante 20 s. Se acumula hasta 5 veces.",56,3454,0,0,0
92,"Aumenta un 50 % la duración de los beneficios de frascos, elixires y Bien alimentado.",56,3455,0,0,0
93,Fija el nivel de objeto en 400 y el nivel necesario en 70.,84,3510,0,0,0
94,,59,0,0,0,0
95,,60,0,0,0,0
96,,61,0,0,0,0
97,,62,0,0,0,0
98,,63,0,0,0,0
99,,64,0,0,0,0
100,,65,0,0,0,0
101,Set base ilevel to 51 (DNT),66,3137,0,0,0
102,Set base ilevel to 60 (DNT),67,3146,0,0,0
103,No Effect on this test finishing reagent (DNT),68,0,0,0,0
104,No Effect on this test finishing reagent (DNT),69,0,0,0,0
105,Adorna tu armadura con pinchos gruesos y añade Único-Equipado: con adornos (2).,87,3600,0,0,0
106,,71,0,0,0,0
107,Fija el nivel de objeto de una receta de rango 1 en 249.,83,0,0,0,4
109,,72,0,0,0,0
110,,74,0,0,0,0
111,,75,0,0,0,0
112,,73,0,0,0,0
113,,78,0,0,0,0
114,,77,0,0,0,0
115,,76,0,0,0,0
116,,79,0,0,0,0
117,,80,0,0,0,0
118,,81,0,0,0,0
119,,89,0,0,0,0
120,,90,0,0,0,0
121,,91,0,0,0,0
122,,92,0,0,0,0
123,,93,0,0,0,0
124,,94,0,0,0,0
125,,95,0,0,0,0
126,,96,0,0,0,0
127,,97,0,0,0,0
128,,98,0,0,0,0
129,,99,0,0,0,0
130,,100,0,0,0,0
131,,101,0,0,0,0
132,,102,0,0,0,0
133,,103,0,0,0,0
134,,104,0,0,0,0
136,,106,0,0,0,0
137,,492,0,0,0,0
138,,108,0,0,0,0
139,,109,0,0,0,0
140,,110,0,0,0,0
141,,111,0,0,0,0
142,,112,0,0,0,0
144,,114,0,0,0,0
145,,115,0,0,0,0
146,,116,0,0,0,0
148,,118,0,0,0,0
149,,119,0,0,0,0
150,,120,0,0,0,0
151,,121,0,0,0,0
152,,122,0,0,0,0
153,,123,0,0,0,0
154,,124,0,0,0,0
155,Aumenta un $ev1% la concentración devuelta por los avances ingeniosos.,125,0,1,0,0
156,Aumenta $en1 $ev1 p. y $en2 un $ev2%.,126,0,1,0,0
157,"Tienes un $ev1% más de probabilidades de mejorar en tu profesión, pero la dificultad aumenta $ev2 p.",127,0,0,0,0
158,Aumenta tu $en1 $ev1 p. y tu $en2 $ev2 p.,128,0,0,0,0
159,Aumenta tu $en1 $ev1 p. y tu $en2 $ev2 p.,129,0,0,0,0
160,50% más a la duración de las pociones de las Islas Dragón y añade Único-Equipado: con adornos (2).,130,3599,0,0,0
161,"100% más de Bien alimentado en las comidas de las Islas Dragón, que persisten tras la muerte.",131,3598,0,0,0
163,Increases armor by x and reduces durability loss of this armor piece. (DNT),85,0,0,0,0
164,Aumenta $ev1 p. la estadística $en1.,133,0,0,0,0
165,Aumenta $ev1 p. la estadística $en1.,134,0,0,0,0
166,Golpe crítico y celeridad garantizados.,135,3725,1,0,0
168,,57,0,0,0,0
169,,57,0,0,0,0
170,,57,0,0,0,0
171,,156,0,0,0,0
172,,157,0,0,0,0
173,,158,0,0,0,0
174,,159,0,0,0,0
175,,160,0,0,0,0
176,,161,0,0,0,0
177,,162,0,0,0,0
178,,139,0,0,0,0
179,,137,0,0,0,0
180,,138,0,0,0,0
181,,140,0,0,0,0
182,,141,0,0,0,0
183,,144,0,0,0,0
184,,142,0,0,0,0
185,,143,0,0,0,0
186,,145,0,0,0,0
187,,146,0,0,0,0
188,,147,0,0,0,0
189,,154,0,0,0,0
191,,0,0,0,0,0
192,,149,0,0,0,0
193,,151,0,0,0,0
194,,155,0,0,0,0
195,,163,0,0,0,0
196,"Tienes un $ev1% más de probabilidades de mejorar en inscripción, pero la dificultad de la receta aumenta $ev2 p.",152,0,0,0,0
197,Aumenta un $ev1% la concentración devuelta por los avances ingeniosos y otorga $ev2 p. de $en2.,153,0,0,0,0
198,,170,0,0,0,0
199,,171,0,0,0,0
200,,172,0,0,0,0
201,,173,0,0,0,0
203,,175,0,0,0,0
204,,176,0,0,0,0
205,"Tienes un $ev1% más de probabilidades de mejorar en joyería, pero la dificultad aumenta $ev2 p.",364,0,1,0,0
206,Aumenta un $ev1% la concentración devuelta por los avances ingeniosos y otorga $ev2 p. de $en2.,365,0,0,0,0
207,"Tienes un $ev1% más de mejorar en sastrería, pero la dificultad de la receta aumenta $ev2 p.",366,0,0,0,0
208,Aumenta un $ev1% la concentración devuelta por los avances ingeniosos y un $ev2% la estadística $en2.,367,0,0,0,0
209,Aumenta un $ev1% los componentes ahorrados con ingenio.,368,0,0,0,0
210,,369,0,0,0,0
211,,370,0,0,0,0
212,,371,0,0,0,0
213,Obtienes maestría si estás por encima del 90% de salud. Añade Único-Equipado: con adornos (2).,372,3843,0,0,0
214,,373,0,0,0,0
215,Tus hechizos a veces resuenan en el tiempo. Añade Único-Equipado: con adornos (2).,374,3850,0,0,0
216,,375,0,0,0,0
217,,376,0,0,0,0
218,,377,0,0,0,0
219,,378,0,0,0,0
220,,379,0,0,0,0
221,,380,0,0,0,0
222,Versatilidad y celeridad garantizadas.,390,3742,1,0,0
223,Maestría y celeridad garantizadas.,389,3743,1,0,0
224,Versatilidad y maestría garantizadas.,388,3744,1,0,0
225,Golpe crítico y maestría garantizados.,391,3741,1,0,0
226,Versatilidad y golpe crítico garantizados.,392,3745,1,0,0
227,"Los ataques físicos infligen en ocasiones daño físico extra. Además, añade Único-Equipado: con adornos (2).",394,3747,0,0,0
228,Imbuye el objeto con la esencia de descomposición. Añade Único-Equipado: con adornos (2).,393,3749,0,0,0
229,,395,0,0,0,0
230,Completa tu receta con este rico ingrediente secreto para aumentar el número de raciones producidas.,396,0,0,0,0
232,,399,0,0,0,0
233,Nivel de objeto según calidad de fabricación (395 - 408).,84,3793,0,0,0
234,Nivel de objeto según calidad de fabricación (408 - 421).,84,3794,0,0,0
235,"Nivel de objeto según calidad de fabricación (330 - 343), ligado al alma y nivel necesario de 64.",88,3795,0,0,0
236,"Nivel de objeto según calidad de fabricación (343 - 356), ligado al alma y nivel necesario de 70.",400,3796,0,0,0
237,"Nivel de objeto según calidad de fabricación (356 - 369), ligado al alma y nivel necesario de 70.",400,3797,0,0,0
238,"Nivel de objeto según calidad de fabricación (369 - 382), ligado al alma y nivel necesario de 70.",400,3798,0,0,0
239,Los cortes precisos garantizan unas porciones perfectas. Otorga $ev1 p. de $en1 a esta receta.,403,0,0,0,0
240,Una ensalada saludable y abundante garantiza que queden sobras. Otorga $ev1 p. de $en1 a este plato.,404,0,0,0,0
241,,405,0,0,0,0
242,,408,0,0,0,0
243,,407,0,0,0,0
244,,409,0,0,0,0
245,,406,0,0,0,0
246,,410,0,0,0,0
247,,411,0,0,0,0
248,,412,0,0,0,0
249,,413,0,0,0,0
250,,443,3805,0,0,0
251,,442,3806,0,0,0
252,,422,3807,0,0,0
253,,445,3808,0,0,0
