ID,Name_lang,SafeLocID,PlayerConditionID,Flags,Field_8_2_0_30080_005,Field_8_2_0_30080_006,WaypointMapVolumeID
6,Usa el portal del Sagrario del Mago al Bosque de Jade,7262,67395,4,1,10,0
7,"Sagrario del Mago, portal al Bosque de Jade",7263,924,0,2,0,0
8,Sal del Sagrario del Mago,7264,924,4,0,30,0
9,Entra en el Sagrario del Mago,7266,924,0,0,0,0
10,Usa el portal de El Santuario de la Tierra Oriental a Uldum,7267,37426,0,1,0,0
11,Usa el portal de El Santuario de la Tierra Oriental al Monte Hyjal,7268,37427,0,1,0,0
12,Usa el portal de El Santuario de la Tierra Oriental a las Tierras Altas Crepusculares,7269,37428,0,1,0,0
13,Usa el portal de El Santuario de la Tierra Oriental a Vashj'ir,7270,57340,0,1,0,0
14,Usa el portal de El Santuario de la Tierra Oriental a Tol Barad,7271,924,0,1,0,0
15,Usa el portal de El Santuario de la Tierra Oriental a Infralar,7272,37429,0,1,0,0
16,Uldum,7273,0,0,2,0,0
17,Monte Hyjal,7274,0,0,2,0,0
18,Usa el portal de Nordrassil a Ventormenta,7275,924,0,1,0,0
19,"Ventormenta, El Santuario de la Tierra Oriental",7276,924,0,2,0,0
20,Tierras Altas Crepusculares,7277,924,0,2,0,0
21,Vashj'ir,7278,924,0,2,0,0
22,"El Santuario de la Tierra Oriental, portal a Tol Barad",7279,924,0,2,0,0
23,Usa el portal del Campamento de Baradin a Ventormenta,7280,924,0,1,0,0
24,Infralar,7281,924,0,2,0,0
25,Usa el portal del Templo de la Tierra a Ventormenta,7282,924,0,1,0,0
26,Usa el portal de la Aldea Zarpa'don a Ventormenta,7283,924,0,1,0,0
27,Usa el portal del Sagrario del Mago al Bosque Canto de Cristal,7284,76876,4,1,10,0
28,"Sagrario del Mago, portal al Bosque Canto de Cristal",7285,924,0,2,0,0
29,Usa el portal de El Enclave de Plata a Ventormenta,7286,924,0,1,0,0
30,Usa el portal del Sagrario del Mago a El Exodar,7287,924,4,1,10,0
31,"Sagrario del Mago, portal a El Exodar",7288,924,0,2,0,0
32,Usa el portal de la Isla Bruma Azur a Darnassus,7289,924,1,1,0,0
33,"Costa Oscura, portal a Darnassus",7290,924,0,2,0,0
36,Usa el portal de Los Peldaños del Destino a Ventormenta,7293,924,0,1,0,0
37,Usa el portal del Sagrario del Mago a Shattrath,7294,6289,4,1,10,0
38,"Shattrath, Bancal de la Luz",7295,0,0,2,0,0
39,Usa el portal del Bancal de la Luz a la Isla de Quel'Danas,7296,0,0,1,0,0
40,"Bancal de la Luz, portal a la Isla de Quel'Danas",7297,0,0,2,0,0
41,Usa el portal del Bancal de la Luz a Ventormenta,7298,924,0,1,0,0
42,Usa el portal del Sagrario del Mago a Ashran,7299,67397,4,1,10,0
43,"Ashran, Escudo de Tormenta",7300,924,2,2,0,0
44,Usa el portal de Escudo de Tormenta a Darnassus,7301,924,1,1,0,0
45,Usa el portal de Escudo de Tormenta a Forjaz,7302,924,1,1,0,0
46,"Escudo de Tormenta, portal a Forjaz",7303,924,0,2,0,0
47,Usa el portal de Escudo de Tormenta a Ventormenta,7304,924,0,1,0,0
48,Usa el portal del Sagrario del Mago a Azsuna,7305,67396,4,1,10,0
49,"Sagrario del Mago, portal a Azsuna",7306,924,0,2,0,0
50,Usa el portal del Palacio Desmoronado a Ventormenta,7307,924,0,1,0,0
51,Usa el portal del Sagrario del Mago a Boralus,7308,67398,4,1,10,0
52,"Sagrario del Mago, portal a Boralus",7309,924,0,2,0,0
53,Usa el portal del Enclave Dientegris a Ventormenta,7314,924,0,1,0,0
54,Usa el portal del Santuario de las Siete Estrellas a Ventormenta,7315,924,0,1,0,0
55,Usa el portal de la Sala de los Misterios a la Península del Fuego Infernal,7316,924,1,1,0,0
56,"Los Peldaños del Destino, portal a Ventormenta",7317,924,1,2,0,0
57,Entra en el Tranvía Subterráneo,7318,924,0,1,0,0
58,Salida a Forjaz,7319,924,0,2,0,0
59,Sube al tranvía,7320,924,0,0,0,0
60,Sube al tranvía,7321,924,0,0,0,0
61,Usa el portal del Santuario de los Sabios a Ventormenta,7322,62085,0,1,0,0
62,Usa el portal del Santuario de los Sabios a El Exodar,7323,62085,0,1,0,0
63,Usa el portal del Santuario de los Sabios a Forjaz,7324,62085,0,1,0,0
64,Viaja en barco de Ventormenta a Boralus,7325,924,0,1,0,0
65,Viaja en barco de Boralus a Ventormenta,7326,924,0,1,0,0
66,Viaja en barco de Ventormenta a la Fortaleza Denuedo,7327,924,0,0,0,0
67,Viaja en barco de la Fortaleza Denuedo a Ventormenta,7343,924,0,0,0,0
68,Viaja en barco de la Bahía de Baradin a la Isla Theramore,7328,924,0,0,0,0
69,Viaja en barco de la Isla Theramore al Puerto de Menethil,7329,924,0,0,0,0
70,Viaja en barco del Puerto de Menethil a la Bahía Cubredaga,7330,924,0,0,0,0
71,Viaja en barco de la Bahía Cubredaga al Puerto de Menethil,7331,924,0,0,0,0
72,Viaja en barco de Bahía del Botín a Trinquete,7332,0,0,0,0,0
73,Viaja en barco de Trinquete a Bahía del Botín,7333,0,0,0,0,0
74,Viaja en barco de Unu'pe al Puerto Moa'ki,7334,0,0,0,0,0
75,Viaja en barco del Puerto Moa'ki a Unu'pe,7335,0,0,0,0,0
76,Viaja en barco del Puerto Moa'ki a Komawa,7336,0,0,0,0,0
77,Viaja en barco de Komawa al Puerto Moa'ki,7337,0,0,0,0,0
78,Entra en el Sagrario del Mago,7338,924,1,0,0,0
79,Entra en el Tranvía Subterráneo,7339,924,0,1,0,0
80,Salida a Ventormenta,7340,924,0,2,0,0
81,Puerto de Boralus,7344,924,0,2,0,0
82,Habla con el maestro de embarcadero para viajar a Boralus,7345,924,0,1,0,0
83,Habla con el maestro de embarcadero para viajar a Boralus,7346,924,0,1,0,0
84,Viaja en barco de Vol'dun a Boralus,7347,924,0,1,0,0
85,Usa el Portal Oscuro a Draenor,7348,69532,0,1,0,0
