Name_lang,ID,ParentUiMapID,Flags,System,Type,BountySetID,BountyDisplayLocation,TempVisibilityPlayerConditionID,VisibilityPlayerConditionID,HelpTextPosition,BkgAtlasID,AlternateUiMapGroup,ContentTuningID,AdventureMapTextureKitID,MapArtZoneTextPosition
Durotar,1,12,6,0,3,0,0,0,0,0,0,0,70,0,0
Aquelarre del Filo Ardiente,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0
Fuerte de Tiragarde,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0
Fuerte de Tiragarde,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0
Roca del Cráneo,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0
Cueva Viento Seco,6,1,0,0,5,0,0,0,0,0,0,0,0,0,0
Mulgore,7,12,6,0,3,0,0,0,0,0,0,0,71,0,0
Roca Crines Pálidas,8,7,0,0,5,0,0,0,0,0,0,0,0,0,0
Mina Ventura y Cía.,9,7,0,0,5,0,0,0,0,0,0,0,0,0,0
Los Baldíos del Norte,10,12,6,0,3,0,0,0,0,0,0,0,3,0,0
Cuevas de los Lamentos,11,10,0,0,5,0,0,0,0,0,0,0,0,0,0
Kalimdor,12,947,0,0,2,0,0,0,0,0,0,0,2844,0,0
Reinos del Este,13,947,0,0,2,0,0,0,0,0,0,0,2844,0,0
Tierras Altas de Arathi,14,13,6,0,3,10,1,0,0,1,0,0,17,0,0
Tierras Inhóspitas,15,13,6,0,3,0,0,0,0,0,0,0,27,0,0
Uldaman,16,15,0,0,5,0,0,0,0,0,0,0,0,0,0
Las Tierras Devastadas,17,13,6,0,3,0,0,0,0,0,0,0,34,0,0
Claros de Tirisfal,18,13,6,0,3,0,0,0,0,0,0,0,75,0,0
Entrada del Monasterio Escarlata,19,18,0,0,5,0,0,0,0,0,0,0,0,0,0
Reposo del Guardián,20,18,0,0,5,0,0,0,0,0,0,0,0,0,0
Bosque de Argénteos,21,13,6,0,3,0,0,0,0,0,0,0,7,0,0
Tierras de la Peste del Oeste,22,13,6,0,3,0,0,0,0,0,0,0,25,0,0
Tierras de la Peste del Este,23,13,6,0,3,0,0,0,0,0,0,0,35,0,0
Capilla de la Esperanza de la Luz,24,23,0,0,5,0,0,0,0,0,0,0,0,0,0
Laderas de Trabalomas,25,13,6,0,3,0,0,0,0,0,0,0,11,0,0
Tierras del Interior,26,13,6,0,3,0,0,0,0,0,0,0,20,0,0
Dun Morogh,27,13,6,0,3,0,0,0,0,0,0,0,74,0,0
Desfiladero de Crestanevada,28,27,0,0,5,0,0,0,0,0,0,0,0,0,0
El Cubil Pardo,29,27,0,0,5,0,0,0,0,0,0,0,0,0,0
Nueva Ciudad Manitas,30,27,0,0,5,0,0,0,0,0,0,0,0,0,0
Cantera de Gol'Bolar,31,27,0,0,5,0,0,0,0,0,0,0,0,0,0
La Garganta de Fuego,32,13,6,0,3,0,0,0,0,0,0,0,29,0,0
Montaña Roca Negra,33,36,0,0,5,0,0,0,0,0,0,0,0,0,0
Montaña Roca Negra,34,36,0,0,5,0,0,0,0,0,0,0,0,0,0
Montaña Roca Negra,35,32,0,0,5,0,0,0,0,0,0,0,0,0,0
Las Estepas Ardientes,36,13,6,0,3,0,0,0,0,0,0,0,30,0,0
Bosque de Elwynn,37,13,6,0,3,0,0,0,0,0,0,0,73,0,0
Mina Abisal,38,37,0,0,5,0,0,0,0,0,0,0,0,0,0
Mina Abisal,39,37,0,0,5,0,0,0,0,0,0,0,0,0,0
Cantera de Jaspe,40,37,0,0,5,0,0,0,0,0,0,0,0,0,0
Dalaran,41,42,0,0,5,0,0,0,0,0,0,0,0,0,0
Paso de la Muerte,42,13,6,0,3,0,0,0,0,0,0,0,775,0,0
El Sótano del Maestro,43,42,0,0,5,0,0,0,0,0,0,0,0,0,0
El Sótano del Maestro,44,42,0,0,5,0,0,0,0,0,0,0,0,0,0
El Sótano del Maestro,45,42,0,0,5,0,0,0,0,0,0,0,0,0,0
Catacumbas de Karazhan,46,42,0,0,5,0,0,0,0,0,0,0,0,0,0
Bosque del Ocaso,47,13,6,0,3,0,0,0,0,0,0,0,13,0,0
Loch Modan,48,13,6,0,3,0,0,0,0,0,0,0,9,0,0
Montañas Crestagrana,49,13,6,0,3,0,0,0,0,0,0,0,10,0,0
Norte de la Vega de Tuercespina,50,224,6,0,3,0,0,0,0,0,0,0,18,0,0
Pantano de las Penas,51,13,6,0,3,0,0,0,0,0,0,0,31,0,0
Páramos de Poniente,52,13,6,0,3,0,0,0,0,0,0,0,6,0,0
Mina de la Costa del Oro,53,52,0,0,5,0,0,0,0,0,0,0,0,0,0
Mina de Jango,54,52,0,0,5,0,0,0,0,0,0,0,0,0,0
Las Minas de la Muerte,55,52,0,0,5,0,0,0,0,0,0,0,0,0,0
Los Humedales,56,13,6,0,3,0,0,0,0,0,0,0,15,0,0
Teldrassil,57,12,6,0,3,0,0,0,68088,0,0,0,72,0,0
Gruta Narácnida,58,57,0,0,5,0,0,0,0,0,0,0,0,0,0
Roca Mácula,59,57,0,0,5,0,0,0,0,0,0,0,0,0,0
Túmulo de Ban'ethil,60,57,0,0,5,0,0,0,0,0,0,0,0,0,0
Túmulo de Ban'ethil,61,57,0,0,5,0,0,0,0,0,0,0,0,0,0
Costa Oscura,62,12,6,0,3,10,1,0,0,1,0,0,5,0,0
Vallefresno,63,12,6,0,3,0,0,0,0,0,0,0,12,0,0
Las Mil Agujas,64,12,6,0,3,0,0,0,0,0,0,0,21,0,0
Sierra Espolón,65,12,6,0,3,0,0,0,0,0,0,0,14,0,0
Desolace,66,12,6,0,3,0,0,0,0,0,0,0,19,0,0
Maraudon,67,66,0,0,5,0,0,0,0,0,0,0,0,0,0
Maraudon,68,66,0,0,5,0,0,0,0,0,0,0,0,0,0
Feralas,69,12,6,0,3,0,0,0,0,0,0,0,22,0,0
Marjal Revolcafango,70,12,6,0,3,0,0,0,0,0,0,0,23,0,0
Tanaris,71,12,6,0,3,0,0,0,0,0,0,0,28,0,0
La Guarida Ponzoñosa,72,71,0,0,5,0,0,0,0,0,0,0,0,0,0
Sima Abierta,73,71,0,0,5,0,0,0,0,0,0,0,0,0,0
Cavernas del Tiempo,74,71,0,0,5,0,0,0,0,0,0,0,0,0,0
Cavernas del Tiempo,75,71,0,0,5,0,0,0,0,0,0,0,0,0,0
Azshara,76,12,6,0,3,0,0,0,0,0,0,0,2,0,0
Frondavil,77,12,6,0,3,0,0,0,0,0,0,0,26,0,0
Cráter de Un'Goro,78,12,6,0,3,0,0,0,0,0,0,0,32,0,0
La Cicatriz Serpenteante,79,78,0,0,5,0,0,0,0,0,0,0,0,0,0
Claro de la Luna,80,12,6,0,3,0,0,0,0,0,0,0,884,0,0
Silithus,81,12,6,0,3,0,0,0,0,0,0,0,36,0,0
Paseo Crepúsculo,82,81,0,0,5,0,0,0,0,0,0,0,0,0,0
Cuna del Invierno,83,12,6,0,3,0,0,0,0,0,0,0,33,0,0
Ciudad de Ventormenta,84,13,7,0,3,0,0,0,0,0,0,0,0,0,0
Orgrimmar,85,12,7,0,3,0,0,0,0,0,0,0,0,0,0
Orgrimmar,86,85,512,0,6,0,0,0,0,0,0,0,0,0,0
Forjaz,87,13,6,0,3,0,0,0,0,0,0,0,0,0,0
Cima del Trueno,88,12,6,0,3,0,0,0,0,0,0,0,0,0,0
Darnassus,89,12,7,0,3,0,0,0,68088,0,0,0,0,0,0
Entrañas,90,13,6,0,3,0,0,0,62731,0,0,0,0,0,0
Valle de Alterac,91,25,0,0,6,0,0,0,0,0,0,0,0,0,0
Garganta Grito de Guerra,92,10,0,0,6,0,0,0,0,0,0,0,0,0,0
Cuenca de Arathi,93,14,0,0,6,0,0,0,0,0,0,0,0,0,0
Bosque Canción Eterna,94,13,6,0,3,0,0,0,0,0,0,0,77,0,0
Tierras Fantasma,95,13,6,0,3,0,0,0,0,0,0,0,8,0,0
Catacumbas Amani,96,95,0,0,5,0,0,0,0,0,0,0,0,0,0
Isla Bruma Azur,97,12,6,0,3,0,0,0,0,0,0,0,76,0,0
Hoya de la Marea,98,97,0,0,5,0,0,0,0,0,0,0,0,0,0
El Bastión Semprepino,99,97,0,0,5,0,0,0,0,0,0,0,0,0,0
Península del Fuego Infernal,100,101,6,0,3,0,0,0,0,0,0,0,37,0,0
Terrallende,101,946,0,0,2,0,0,0,0,0,0,0,777,0,0
Marisma de Zangar,102,101,6,0,3,0,0,0,0,0,0,0,38,0,0
El Exodar,103,12,6,0,3,0,0,0,0,0,0,0,0,0,0
Valle Sombraluna,104,101,6,0,3,0,0,0,0,0,0,0,43,0,0
Montañas Filospada,105,101,6,0,3,0,0,0,0,0,0,0,41,0,0
Isla Bruma de Sangre,106,12,6,0,3,0,0,0,0,0,0,0,4,0,0
Nagrand,107,101,6,0,3,0,0,0,0,0,0,0,40,0,0
Bosque de Terokkar,108,101,6,0,3,0,0,0,0,0,0,0,39,0,0
Tormenta Abisal,109,101,6,0,3,0,0,0,0,0,0,0,42,0,0
Ciudad de Lunargenta,110,13,6,0,3,0,0,0,0,0,0,0,0,0,0
Ciudad de Shattrath,111,101,6,0,3,0,0,0,0,0,0,0,0,0,0
Ojo de la Tormenta,112,109,0,0,6,0,0,0,0,0,0,0,0,0,0
Rasganorte,113,947,0,0,2,0,0,0,0,0,0,0,826,0,0
Tundra Boreal,114,113,6,0,3,0,0,0,0,0,0,0,44,0,0
Cementerio de Dragones,115,113,6,0,3,0,0,0,0,0,0,0,46,0,0
Colinas Pardas,116,113,6,0,3,0,0,0,0,0,0,0,47,0,0
Fiordo Aquilonal,117,113,6,0,3,0,0,0,0,0,0,0,45,0,0
Corona de Hielo,118,113,6,0,3,0,0,0,0,0,0,0,51,0,0
Cuenca de Sholazar,119,113,6,0,3,0,0,0,0,0,0,0,49,0,0
Las Cumbres Tormentosas,120,113,6,0,3,0,0,0,0,0,0,0,50,0,0
Zul'Drak,121,113,6,0,3,0,0,0,0,0,0,0,48,0,0
Isla de Quel'Danas,122,13,6,0,3,0,0,0,0,0,0,0,161,0,0
Conquista del Invierno,123,113,6,0,3,0,0,0,0,0,0,0,1200,0,0
Tierras de la Peste: El Enclave Escarlata,124,23,0,0,6,0,0,0,0,0,0,0,0,0,0
Dalaran,125,127,0,0,4,0,0,0,0,0,0,0,0,0,0
Dalaran,126,127,0,0,4,0,0,0,0,0,0,0,0,0,0
Bosque Canto de Cristal,127,113,6,0,3,0,0,0,0,0,0,0,163,0,0
Playa de los Ancestros,128,115,0,0,6,0,0,0,0,0,0,0,0,0,0
El Nexo,129,114,0,0,4,0,0,0,0,0,0,0,0,0,0
La Matanza de Stratholme,130,71,0,0,4,0,0,0,0,0,0,0,0,0,0
La Matanza de Stratholme,131,130,0,0,4,0,0,0,0,0,0,0,0,0,0
Ahn'kahet: El Antiguo Reino,132,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Fortaleza de Utgarde,133,117,0,0,4,0,0,0,0,0,0,0,0,0,0
Fortaleza de Utgarde,134,117,0,0,4,0,0,0,0,0,0,0,0,0,0
Fortaleza de Utgarde,135,117,0,0,4,0,0,0,0,0,0,0,0,0,0
Pináculo de Utgarde,136,117,0,0,4,0,0,0,0,0,0,0,0,0,0
Pináculo de Utgarde,137,117,0,0,4,0,0,0,0,0,0,0,0,0,0
Cámaras de Relámpagos,138,120,0,0,4,0,0,0,0,0,0,0,0,0,0
Cámaras de Relámpagos,139,120,0,0,4,0,0,0,0,0,0,0,0,0,0
Cámaras de Piedra,140,120,0,0,4,0,0,0,0,0,0,0,0,0,0
El Ojo de la Eternidad,141,114,0,0,4,0,0,0,0,0,0,0,0,0,0
El Oculus,142,114,0,0,6,0,0,0,0,0,0,0,0,0,0
El Oculus,143,114,0,0,4,0,0,0,0,0,0,0,0,0,0
El Oculus,144,114,0,0,4,0,0,0,0,0,0,0,0,0,0
El Oculus,145,114,0,0,4,0,0,0,0,0,0,0,0,0,0
El Oculus,146,114,0,0,4,0,0,0,0,0,0,0,0,0,0
Ulduar,147,120,0,0,4,0,0,0,0,0,0,0,0,0,0
Ulduar,148,147,0,0,4,0,0,0,0,0,0,0,0,0,0
Ulduar,149,147,0,0,4,0,0,0,0,0,0,0,0,0,0
Ulduar,150,147,0,0,4,0,0,0,0,0,0,0,0,0,0
Ulduar,151,147,0,0,4,0,0,0,0,0,0,0,0,0,0
Ulduar,152,147,0,0,4,0,0,0,0,0,0,0,0,0,0
Gundrak,153,121,0,0,6,0,0,0,0,0,0,0,0,0,0
Gundrak,154,121,0,0,4,0,0,0,0,0,0,0,0,0,0
El Sagrario Obsidiana,155,115,0,0,6,0,0,0,0,0,0,0,0,0,0
La Cámara de Archavon,156,123,0,0,4,0,0,0,0,0,0,0,0,0,0
Azjol-Nerub,157,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Azjol-Nerub,158,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Azjol-Nerub,159,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Fortaleza de Drak'Tharon,160,121,0,0,4,0,0,0,0,0,0,0,0,0,0
Fortaleza de Drak'Tharon,161,121,0,0,4,0,0,0,0,0,0,0,0,0,0
Naxxramas,162,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Naxxramas,163,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Naxxramas,164,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Naxxramas,165,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Naxxramas,166,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Naxxramas,167,115,0,0,4,0,0,0,0,0,0,0,0,0,0
El Bastión Violeta,168,125,0,0,4,0,0,0,0,0,0,0,0,0,0
Isla de la Conquista,169,118,0,0,6,0,0,0,0,0,0,0,0,0,0
Desembarco de Hrothgar,170,113,6,0,3,0,0,0,0,0,0,0,988,0,0
Prueba del Campeón,171,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Prueba del Cruzado,172,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Prueba del Cruzado,173,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Las Islas Perdidas,174,948,6,0,3,0,0,0,0,0,0,0,159,0,0
Caverna de Kaja'mita,175,174,0,0,5,0,0,0,0,0,0,0,0,0,0
Guarida de Volcanoth,176,174,0,0,5,0,0,0,0,0,0,0,0,0,0
Mina de Trabajos Forzados de Gallywix,177,174,0,0,5,0,0,0,0,0,0,0,0,0,0
Mina de Trabajos Forzados de Gallywix,178,174,0,0,5,0,0,0,0,0,0,0,0,0,0
Gilneas,179,13,6,0,6,0,0,0,0,0,0,0,78,0,0
Mina Piedra Ígnea,180,179,0,0,5,0,0,0,0,0,0,0,0,0,0
Mansión de Cringrís,181,179,0,0,5,0,0,0,0,0,0,0,0,0,0
Mansión de Cringrís,182,179,0,0,5,0,0,0,0,0,0,0,0,0,0
La Forja de Almas,183,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Foso de Saron,184,118,0,0,6,0,0,0,0,0,0,0,0,0,0
Cámaras de Reflexión,185,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Ciudadela de la Corona de Hielo,186,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Ciudadela de la Corona de Hielo,187,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Ciudadela de la Corona de Hielo,188,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Ciudadela de la Corona de Hielo,189,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Ciudadela de la Corona de Hielo,190,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Ciudadela de la Corona de Hielo,191,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Ciudadela de la Corona de Hielo,192,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Ciudadela de la Corona de Hielo,193,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Kezan,194,948,6,0,3,0,0,0,0,0,0,0,79,0,0
Kaja'mina,195,194,0,0,5,0,0,0,0,0,0,0,0,0,0
Kaja'mina,196,194,0,0,5,0,0,0,0,0,0,0,0,0,0
Kaja'mina,197,194,0,0,5,0,0,0,0,0,0,0,0,0,0
Monte Hyjal,198,12,6,0,3,0,0,0,0,0,0,0,52,0,0
Los Baldíos del Sur,199,12,6,0,3,0,0,0,0,0,0,0,16,0,0
El Sagrario Rubí,200,115,0,0,6,0,0,0,0,0,0,0,0,0,0
Bosque Kelp'thar,201,203,6,0,3,0,0,0,0,0,0,0,0,0,0
Ciudad de Gilneas,202,179,6,0,3,0,0,0,0,0,0,0,0,0,0
Vashj'ir,203,13,6,0,3,0,0,0,0,0,0,0,53,0,0
Profundidades Abisales,204,203,6,0,3,0,0,0,0,0,0,0,0,0,0
Extensión Bruñida,205,203,6,0,3,0,0,0,0,0,0,0,0,0,0
Cumbres Gemelas,206,241,0,0,6,0,0,0,0,0,0,0,0,0,0
Infralar,207,948,6,0,3,0,0,0,0,0,0,0,54,0,0
Abismo Crepuscular,208,207,0,0,5,0,0,0,0,0,0,0,0,0,0
Abismo Crepuscular,209,207,0,0,5,0,0,0,0,0,0,0,0,0,0
El Cabo de Tuercespina,210,224,6,0,3,0,0,0,0,0,0,0,24,0,0
Sima Ígnea,213,85,0,0,4,0,0,0,0,0,0,0,0,0,0
Ruinas de Gilneas,217,13,6,0,3,0,0,0,0,0,0,0,78,0,0
Ruinas de la Ciudad de Gilneas,218,217,1,0,6,0,0,0,0,0,0,0,0,0,0
Zul'Farrak,219,71,0,0,6,0,0,0,0,0,0,0,0,0,0
El Templo de Atal'Hakkar,220,51,0,0,4,0,0,0,0,0,0,0,0,0,0
Cavernas de Brazanegra,221,63,0,0,4,0,0,0,0,0,0,0,0,0,0
Cavernas de Brazanegra,222,63,0,0,4,0,0,0,0,0,0,0,0,0,0
Cavernas de Brazanegra,223,63,0,0,4,0,0,0,0,0,0,0,0,0,0
Vega de Tuercespina,224,13,6,0,3,0,0,0,0,0,0,0,18,0,0
Las Mazmorras,225,84,0,0,4,0,0,0,0,0,0,0,0,0,0
Gnomeregan,226,27,0,0,4,0,0,0,0,0,0,0,0,0,0
Gnomeregan,227,27,0,0,4,0,0,0,0,0,0,0,0,0,0
Gnomeregan,228,27,0,0,4,0,0,0,0,0,0,0,0,0,0
Gnomeregan,229,27,0,0,4,0,0,0,0,0,0,0,0,0,0
Uldaman,230,15,0,0,4,0,0,0,0,0,0,0,0,0,0
