ID,Directory,MapName_lang,MapDescription0_lang,MapDescription1_lang,PvpShortDescription_lang,PvpLongDescription_lang,Corpse[0],Corpse[1],MapType,InstanceType,ExpansionID,AreaTableID,LoadingScreenID,TimeOfDayOverride,ParentMapID,CosmeticParentMapID,TimeOffset,MinimapIconScale,CorpseMapID,MaxPlayers,WindSettingsID,ZmpFileDataID,WdtFileDataID,NavigationMaxDistance,PreloadFileDataID,Flags[0],Flags[1],Flags[2]
0,Azeroth,Reinos del Este,,,,,0,0,1,0,0,0,4,-1,-1,-1,0,1,-1,0,17,804940,775971,0,0,159399517,134479888,140
1,Kalimdor,Kalimdor,,,,,0,0,1,0,0,0,3,-1,-1,-1,0,1,-1,0,17,804935,782779,0,0,159399517,134479888,140
30,PVPZone01,Valle de Alterac,"Oculto entre las Montañas de Alterac, el Valle de Alterac es el hogar del clan Lobo Gélido.

Los enanos Pico Tormenta han construido un bastión en el valle e intentan hacerse con sus recursos, así como encontrar vínculos con su pasado.

En un campo de batalla a gran escala, cada bando intenta destruir las torres del oponente y matar al General del enemigo (Vanndar Pico Tormenta o Drek'Thar).","Oculto entre las Montañas de Alterac, el Valle de Alterac es el hogar del clan Lobo Gélido.

Los enanos Pico Tormenta han construido un bastión en el valle e intentan hacerse con sus recursos, así como encontrar vínculos con su pasado.

En un campo de batalla a gran escala, cada bando intenta destruir las torres del oponente y matar al General del enemigo (Vanndar Pico Tormenta o Drek'Thar).",Matad al líder enemigo,"- Capturad torres y búnkeres enemigos
- Matad al líder enemigo
- Reducid a 0 los refuerzos enemigos",0,0,1,3,0,0,104,-1,-1,-1,0,1,-1,0,0,0,790112,0,0,1553,135004168,0
33,Shadowfang,Castillo de Colmillo Oscuro,,,,,-230.989,1571.57,1,1,0,0,204,-1,-1,-1,0,1,0,10,0,0,790796,0,0,134219293,134512648,0
34,StormwindJail,Mazmorras de Ventormenta,,,,,-8762.379,848.0103,2,1,0,717,194,-1,-1,-1,0,1,0,10,0,0,791060,0,0,1553,134479880,0
36,DeadminesInstance,Minas de la Muerte,,,,,-11207.8,1681.15,1,1,0,0,142,-1,-1,-1,0,1,0,10,0,0,780605,0,0,134219281,134512648,0
43,WailingCaverns,Cuevas de los Lamentos,,,,,-751.1312,-2209.2405,2,1,0,718,143,-1,-1,-1,0,1,1,10,0,0,791429,0,0,1553,134479880,0
47,RazorfenKraulInstance,Horado Rajacieno,,,,,-4459.449,-1660.2118,1,1,0,0,188,-1,-1,-1,0,1,1,10,0,0,790640,0,0,1553,134479880,0
48,Blackfathom,Cavernas de Brazanegra,,,,,4249.1206,748.3871,2,1,0,719,196,-1,-1,-1,0,1,1,10,0,0,780169,0,0,1553,134479880,0
70,Uldaman,Uldaman,,,,,-6060.1816,-2954.9973,2,1,0,1337,144,-1,-1,-1,0,1,0,10,0,0,791372,0,0,1553,134479880,0
90,GnomeragonInstance,Gnomeregan,,,,,-5162.6616,931.59875,2,1,0,721,193,-1,-1,-1,0,1,0,10,0,0,782773,0,0,1553,134479880,0
109,SunkenTemple,Templo Sumergido,,,,,-10291.7,-3987.63,2,1,0,1477,191,-1,-1,-1,0,1,0,10,0,0,791166,0,0,1553,134479880,0
129,RazorfenDowns,Zahúrda Rajacieno,,,,,-4662.883,-2535.8716,1,1,0,0,145,-1,-1,-1,0,1,1,10,0,0,790517,0,0,1553,134479880,0
169,EmeraldDream,Sueño Esmeralda,,,,,0,0,1,2,0,0,0,-1,-1,-1,0,1,-1,40,0,0,780817,0,0,1553,134479880,0
189,MonasteryInstances,Scarlet Monastery of Old,,,,,2892.2354,-811.2637,1,1,0,0,190,-1,-1,-1,0,1,0,10,0,0,788662,0,0,1553,134479880,0
209,TanarisInstance,Zul'Farrak,,,,,-6790.5767,-2891.278,1,1,0,0,146,-1,-1,-1,0,1,1,10,0,0,791169,0,0,134219281,134512648,0
229,BlackRockSpire,Cumbre de Roca Negra Inferior,,,,,-7522.527,-1233.0415,2,1,0,1583,189,-1,-1,-1,0,1,0,10,0,0,780175,0,0,1537,134479880,0
230,BlackrockDepths,Profundidades de Roca Negra,,,,,-7178.0947,-928.63947,2,1,0,1584,103,-1,-1,-1,0,1,0,5,0,0,780172,0,0,1553,134479880,0
249,OnyxiaLairInstance,Guarida de Onyxia,,,,,-4753.3125,-3752.4211,2,2,0,2159,61,-1,-1,-1,0,1,1,40,0,0,789922,0,0,34305,134479880,0
269,CavernsOfTime,Apertura del Portal Oscuro,,,,,-8750.827,-4193.513,1,1,1,0,212,-1,-1,-1,0,1,1,5,0,0,829736,0,0,1553,134479880,0
289,SchoolofNecromancy,Scholomance,,,,,1274.7812,-2552.564,1,1,0,0,102,-1,-1,-1,0,1,0,5,0,0,790713,0,0,1553,134479880,0
309,Zul'gurub,Antiguo Zul'Gurub,,,,,-11916.06,-1224.5771,1,1,0,1977,161,-1,-1,-1,0,1,0,20,0,0,791432,0,0,525841,134479880,0
329,Stratholme,Stratholme,,,,,3392.317,-3378.4832,1,1,0,0,101,-1,-1,-1,0,1,0,5,0,0,791063,0,0,134219281,134512648,0
349,Mauradon,Maraudon,,,,,-1432.6971,2924.9775,2,1,0,2100,81,-1,-1,-1,0,1,1,10,0,0,788656,0,0,1553,134479880,0
369,DeeprunTram,Tranvía Subterráneo,,,,,-8349.224,517.34796,2,0,0,2257,205,-1,-1,-1,0,1,0,0,0,0,780788,0,0,268437009,134480384,128
389,OrgrimmarInstance,Sima Ígnea,,,,,1816.7559,-4423.3716,2,1,0,2437,195,-1,-1,-1,0,1,1,10,0,0,789981,0,0,1553,134479880,0
409,MoltenCore,Núcleo de Magma,,,,,-7510.565,-1036.6981,2,2,0,2717,192,-1,-1,-1,0,1,0,40,0,0,788659,0,0,1553,134479880,0
429,DireMaul,La Masacre,,,,,-3908.03,1130,2,1,0,2557,82,-1,-1,-1,0,1,1,5,0,0,780814,0,0,134219265,134512648,128
449,AlliancePVPBarracks,Cuartel JcJ de la Alianza,,,,,0,0,2,0,0,2918,181,-1,-1,-1,0,1,-1,0,0,0,775968,0,0,1553,134479880,0
450,HordePVPBarracks,Cuartel JcJ de la Horda,,,,,0,0,2,0,0,2917,182,-1,-1,-1,0,1,-1,0,0,0,782776,0,0,1553,134479880,0
469,BlackwingLair,Guarida de Alanegra,,,,,-7663.4126,-1218.6665,1,2,0,2677,141,-1,-1,-1,0,1,0,40,0,0,780178,0,0,1553,134479880,0
489,PVPZone03,Garganta Grito de Guerra clásica,"La Garganta Grito de Guerra, un valle rodeado por el Bosque de Vallefresno y los Baldíos, alberga constantes batallas entre la Horda y la Alianza.

Se trata de un campo de batalla de 10 c 10 de capturar la bandera y la primera facción que capture tres banderas obtiene la victoria.

Ávidos por ayudar a sus respectivos aliados, los miembros de cada raza de Azeroth se apresuran a la Garganta para aportar su gota de sangre al conflicto.","La Garganta Grito de Guerra, un valle rodeado por el Bosque de Vallefresno y los Baldíos, alberga constantes batallas entre la Horda y la Alianza.

Se trata de un campo de batalla de 10 c 10 de capturar la bandera y la primera facción que capture tres banderas obtiene la victoria.

Ávidos por ayudar a sus respectivos aliados, los miembros de cada raza de Azeroth se apresuran a la Garganta para aportar su gota de sangre al conflicto.",Capturad la bandera enemiga,"- Defended vuestra bandera
- Capturad la bandera enemiga
- La última captura, gana",0,0,1,3,0,3277,122,-1,-1,-1,0,1,-1,0,0,0,790291,0,0,1553,135004160,0
509,AhnQiraj,Ruinas de Ahn'Qiraj,,,,,-8114.4644,1526.3657,1,2,0,3429,184,-1,-1,-1,0,1,1,20,0,0,775637,0,0,1553,134479880,0
529,PVPZone04,Cuenca de Arathi clásica,"La Cuenca de Arathi es uno de los principales puntos de conflicto de Azeroth entre los humanos y los Renegados.

Es un campo de batalla de 15 c 15 de dominio, donde cada bando intenta controlar los Establos, la Herrería, la Mina, el Aserradero y la Granja el máximo tiempo posible.

Las tropas de élite de los Rapiñadores quieren cortar la conexión vital entre los humanos y sus aliados enanos al sur.

Mientras, la Liga de Arathor reclama los territorios perdidos para sus benefactores de Ventormenta.","La Cuenca de Arathi es uno de los principales puntos de conflicto de Azeroth entre los humanos y los Renegados.

Es un campo de batalla de 15 c 15 de dominio, donde cada bando intenta controlar los Establos, la Herrería, la Mina, el Aserradero y la Granja el máximo tiempo posible.

La Liga de Arathor reclama los territorios perdidos para sus benefactores de Ventormenta.

Mientras, las tropas de élite de los Rapiñadores quieren cortar la conexión vital entre los humanos y sus aliados enanos al sur.",Capturad los objetivos,"- Capturad y conservad los objetivos
- Ganad 1500 recursos",0,0,1,3,0,3358,183,-1,-1,-1,0,1.25,-1,0,0,0,790377,0,0,1553,135004160,0
530,Expansion01,Terrallende,,,,,0,0,1,0,1,0,198,-1,-1,-1,0,1,-1,0,0,804943,828395,0,0,1553,134479880,128
531,AhnQirajTemple,Templo de Ahn'Qiraj,,,,,-8111.724,1526.7858,1,2,0,3428,185,-1,-1,-1,0,1,1,40,0,0,775840,0,0,1553,134479880,0
532,Karazahn,Karazhan,,,,,-11110.407,-2004.0653,1,2,1,3457,200,-1,-1,-1,0,1,0,10,0,0,834192,0,0,1553,134479880,0
533,Stratholme Raid,Naxxramas,,,,,0,0,1,2,2,3456,197,-1,-1,-1,0,1,-1,25,0,0,827115,0,0,34321,134479880,0
534,HyjalPast,La Batalla del Monte Hyjal,,,,,-8178.508,-4182.0503,1,2,1,616,212,-1,-1,-1,0,1,1,25,0,0,831824,0,0,1553,134479880,0
540,HellfireMilitary,Ciudadela del Fuego Infernal: Salas Arrasadas,,,,,-306.75818,3064.4355,2,1,1,3714,199,-1,-1,-1,0,1,530,5,0,0,831277,0,0,134219281,134512648,0
542,HellfireDemon,Ciudadela del Fuego Infernal: Horno de Sangre,,,,,-295.41934,3151.9927,2,1,1,3713,199,-1,-1,-1,0,1,530,5,0,0,830642,0,0,134219281,134512648,0
543,HellfireRampart,Ciudadela del Fuego Infernal: Murallas,,,,,-360.04987,3067.8955,1,1,1,3562,199,-1,-1,-1,0,1,530,5,0,0,832154,0,0,67089,134479880,0
544,HellfireRaid,Guarida de Magtheridon,,,,,-330.23386,3106.636,2,2,1,3836,208,-1,-1,-1,0,1,530,25,0,0,833183,0,0,1553,134479880,0
545,CoilfangPumping,Colmillo Torcido: Cámara de Vapor,,,,,764.21906,6915.0796,2,1,1,3715,207,-1,-1,-1,0,1,530,5,0,0,828422,0,0,1553,134479880,0
546,CoilfangMarsh,Colmillo Torcido: La Sotiénaga,,,,,764.62823,6768.0728,2,1,1,3716,207,-1,-1,-1,0,1,530,5,0,0,831262,0,0,134219281,134512648,0
547,CoilfangDraenei,Colmillo Torcido: Recinto de los Esclavos,,,,,742.1582,7011.3267,2,1,1,3717,207,-1,-1,-1,0,1,530,5,0,0,830731,0,0,1553,134479880,0
548,CoilfangRaid,Reserva Colmillo Torcido: Caverna Santuario Serpiente,,,,,775.7864,6865.2427,2,2,1,3607,207,-1,-1,-1,0,1,530,25,0,0,829900,0,0,1553,134479880,0
