SourceText_lang,ID,ItemID,Flags,SourceTypeEnum
|cFFFFD200Botín: |rObjeto del mundo,1,1973,0,0
|cFFFFD200Casa de subastas del mercado negro|r,4,32566,0,2
|cFFFFD200Casa de subastas del mercado negro|r,5,33223,0,2
|cFFFFD200Casa de subastas del mercado negro|r,7,38578,0,2
|cFFFFD200Festividad: |rAmor en el aire|n|cFFFFD200Vendedor: |rMercader preciosa|n|cFFFFD200Zona: |rCapitales|n|cFFFFD200Coste:|r10|TINTERFACE\ICONS\INV_VALENTINESCARD01.BLP:0|t|n|n,9,34480,0,6
|cFFFFD200Promoción|r,12,67097,0,7
|cFFFFD200Vendedor: |rTex Vortirrollo|n|cFFFFD200Zona: |rAzshara|n|cFFFFD200Coste: |r5000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,16,68806,0,2
|cFFFFD200Vendedor: |rAyla Ventiscaumbría|n|cFFFFD200Zona: |rFrente de Magma|n|cFFFFD200Coste: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,17,70161,0,2
|cFFFFD200Evento del mundo: |rHalloween|n|cFFFFD200Vendedor: |rFondón / Dorothy|n|cFFFFD200Zona: |rClaros de Tirisfal / Ciudad de Ventormenta|n|cFFFFD200Coste:|r150|TINTERFACE\ICONS\ACHIEVEMENT_HALLOWEEN_CANDY_01.BLP:0|t|n|n,18,70722,0,6
|cFFFFD200Promoción|r,19,72161,0,7
|cFFFFD200Botín: |rPandaria,20,72231,2,0
|cFFFFD200Botín: |rYorik Vistafilada|n|cFFFFD200Zona: |rValle de la Flor Eterna,21,86568,0,0
"|cFFFFD200Botín: |rKang, el Ladrón de Almas|n|cFFFFD200Zona: |rValle de la Flor Eterna",22,86571,0,0
|cFFFFD200Botín: |rHavak|n|cFFFFD200Zona: |rCima Kun-Lai,23,72221,2,0
|cFFFFD200Botín: |rUrgolax|n|cFFFFD200Zona: |rValle de la Flor Eterna,24,86575,0,0
|cFFFFD200Botín: |rSki'thik|n|cFFFFD200Zona: |rCima Kun-Lai,25,72225,2,0
|cFFFFD200Misión: |rLa bendición de Elune|n|cFFFFD200Zona: |rClaro de la Luna,29,21540,0,1
,30,33079,2,7
|cFFFFD200Profesión: |rArqueología,33,64651,0,3
"|cFFFFD200Vendedor: |rOlut Alegut, Rork Barbilla Aguda|n|cFFFFD200Zona: |rLas Cumbres Tormentosas|n|cFFFFD200Coste: |r10|TINTERFACE\ICONS\INV_MISC_RUNE_14.BLP:0|t",34,43499,0,2
|cFFFFD200Botín: |rTerokk|n|cFFFFD200Zona: |rBosque de Terokkar,99,32782,0,0
|cFFFFD200Casa de subastas del mercado negro|r,100,34499,0,2
|cFFFFD200Botín: |rRasganorte - Objeto del mundo,101,37254,0,0
|cFFFFD200Promoción|r,102,38301,0,7
|cFFFFD200Logro: |rEl maestro de monedas|n|cFFFFD200Categoría: |rPesca,103,44430,0,5
|cFFFFD200Evento del mundo:|r El festín del Festival de Invierno,109,46709,0,6
|cFFFFD200Promoción|r,110,49703,0,7
|cFFFFD200Promoción|r,111,49704,2,7
|cFFFFD200Misión: |rEl lamento de Muradin|n|cFFFFD200Zona: |rCiudadela de la Corona de Hielo,112,52201,0,1
|cFFFFD200Misión: |rLa venganza de Sylvanas|n|cFFFFD200Zona: |rCiudadela de la Corona de Hielo,114,52253,0,1
|cFFFFD200Profesión: |rArqueología,116,64358,0,3
|cFFFFD200Profesión: |rArqueología,117,64361,0,3
|cFFFFD200Profesión: |rArqueología,118,64373,0,3
|cFFFFD200Profesión: |rArqueología,119,64383,0,3
|cFFFFD200Profesión: |rArqueología,120,64456,0,3
|cFFFFD200Profesión: |rArqueología,121,64481,0,3
|cFFFFD200Profesión: |rArqueología,122,64482,0,3
|cFFFFD200Profesión: |rArqueología,123,64646,0,3
|cFFFFD200Profesión: |rArqueología,124,64881,0,3
|cFFFFD200Vendedor: |rMeilosh|n|cFFFFD200Zona: |rFrondavil|n|cFFFFD200Facción: |rBastión Fauces de Madera - Exaltado|n|cFFFFD200Coste: |r75|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,125,66888,4,2
