ID,Name_lang,Description_lang,Rarity,SpellID,ResearchBranchID,NumSockets,TextureFileID,RequiredWeight
9,Jarra de beber de peltre,"Al principio los enanos de Forjaz se componían de tres clanes: los Barbabronce, los Martillo Salvaje y los Hierro Negro. Como resultado de una guerra civil, los Barbabronce se hicieron con el control de la ciudad de Forjaz mientras que los Martillo Salvaje con el tiempo se retiraron a las Tierras del Interior y a las Tierras Altas Crepusculares. Los enanos Hierro Negro se establecieron entre las Montañas Crestagrana y las Estepas Ardientes, al abrigo de la Montaña Roca Negra.",0,86857,1,1,461832,35
13,Test: Rare Dwarf Project Test 1,,1,84796,0,5,0,50
40,Urna funeraria de cerámica,"Al principio los enanos de Forjaz se componían de tres clanes: los Barbabronce, los Martillo Salvaje y los Hierro Negro. Como resultado de una guerra civil, los Barbabronce se hicieron con el control de la ciudad de Forjaz mientras que los Martillo Salvaje con el tiempo se retiraron a las Tierras del Interior y a las Tierras Altas Crepusculares. Los enanos Hierro Negro se establecieron entre las Montañas Crestagrana y las Estepas Ardientes, al abrigo de la Montaña Roca Negra.",0,86864,1,1,461832,35
42,Cuchillo de caza desgastado,"Al principio los enanos de Forjaz se componían de tres clanes: los Barbabronce, los Martillo Salvaje y los Hierro Negro. Como resultado de una guerra civil, los Barbabronce se hicieron con el control de la ciudad de Forjaz mientras que los Martillo Salvaje con el tiempo se retiraron a las Tierras del Interior y a las Tierras Altas Crepusculares. Los enanos Hierro Negro se establecieron entre las Montañas Crestagrana y las Estepas Ardientes, al abrigo de la Montaña Roca Negra.",0,86865,1,0,461832,30
44,Dados de juego de hueso,"Al principio los enanos de Forjaz se componían de tres clanes: los Barbabronce, los Martillo Salvaje y los Hierro Negro. Como resultado de una guerra civil, los Barbabronce se hicieron con el control de la ciudad de Forjaz mientras que los Martillo Salvaje con el tiempo se retiraron a las Tierras del Interior y a las Tierras Altas Crepusculares. Los enanos Hierro Negro se establecieron entre las Montañas Crestagrana y las Estepas Ardientes, al abrigo de la Montaña Roca Negra.",0,86866,1,0,461832,32
70,Grifo de piedra,"Al principio los enanos de Forjaz se componían de tres clanes: los Barbabronce, los Martillo Salvaje y los Hierro Negro. Como resultado de una guerra civil, los Barbabronce se hicieron con el control de la ciudad de Forjaz mientras que los Martillo Salvaje con el tiempo se retiraron a las Tierras del Interior y a las Tierras Altas Crepusculares. Los enanos Hierro Negro se establecieron entre las Montañas Crestagrana y las Estepas Ardientes, al abrigo de la Montaña Roca Negra.",0,88180,1,1,461832,35
72,Torques de plata,"Al principio los enanos de Forjaz se componían de tres clanes: los Barbabronce, los Martillo Salvaje y los Hierro Negro. Como resultado de una guerra civil, los Barbabronce se hicieron con el control de la ciudad de Forjaz mientras que los Martillo Salvaje con el tiempo se retiraron a las Tierras del Interior y a las Tierras Altas Crepusculares. Los enanos Hierro Negro se establecieron entre las Montañas Crestagrana y las Estepas Ardientes, al abrigo de la Montaña Roca Negra.",0,88181,1,1,461832,34
77,Muñeca vudú de Zandalar,"Los primeros trols de los que se tiene conocimiento pertenecían a la tribu Zandalar; son el origen del resto de trols. Los Zandalari eran considerados una casta de sacerdotes que trabajaba por el bien común sin cesar, con el objetivo de documentar y preservar la sociedad y tradiciones trol. De todas las tribus que surgieron de los Zandalari, las dominantes eran los Gurubashi y los Amani.",0,88262,8,0,461842,27
87,Fetiche de Hir'eek,"Los primeros trols de los que se tiene conocimiento pertenecían a la tribu Zandalar; son el origen del resto de trols. Los Zandalari eran considerados una casta de sacerdotes que trabajaba por el bien común sin cesar, con el objetivo de documentar y preservar la sociedad y tradiciones trol. De todas las tribus que surgieron de los Zandalari, las dominantes eran los Gurubashi y los Amani.",0,88907,8,0,461842,30
89,Talismán de pie de lagarto,"Los primeros trols de los que se tiene conocimiento pertenecían a la tribu Zandalar; son el origen del resto de trols. Los Zandalari eran considerados una casta de sacerdotes que trabajaba por el bien común sin cesar, con el objetivo de documentar y preservar la sociedad y tradiciones trol. De todas las tribus que surgieron de los Zandalari, las dominantes eran los Gurubashi y los Amani.",0,88908,8,0,461842,32
