ID,Name_lang,MapID,QuestPOIBlobID,AreaPOIIconEnum
9,Excavación de Vetaferro,0,54097,177
10,Tumba de Barbaférrea,0,54124,177
12,Excavación de Whelgar,0,54126,177
13,Banco de fósiles del Guardaverde,0,54127,177
15,Muralla de Thoradin,0,54129,177
18,Excavación Secacorteza,0,54132,177
19,Puente Thandol,0,54133,177
20,Excavación de Dun Garok,0,54134,177
21,Campo de fósiles de Costasur,0,54135,177
22,Excavación de Pico Nidal,0,54136,177
23,Excavación de Shadra'Alor,0,54137,177
24,Excavación de El Altar de Zul,0,54138,177
25,Excavación de la parte baja de Jintha'Alor,0,54139,177
26,Excavación de la parte alta de Jintha'Alor,0,54140,177
27,Excavación de Agol'watha,0,54141,177
140,TEMPLATE TROLL,0,54828,177
142,TEMPLATE DWARF,0,54830,177
144,Excavación de Piemartillo,0,54832,177
146,Excavación de la Tumba de los Vigías,0,54834,177
150,Excavación de la Entrada de Uldaman,0,54838,177
152,Excavación del Templo Sumergido,0,54862,177
154,Banco de fósiles de Juncobruma,0,54864,177
161,TEMPLATE NIGHT ELF ,0,55348,177
163,Excavación de la Arboleda del Crepúsculo,0,55350,177
165,Banco de fósiles de Vul'Gol,0,55352,177
167,Excavación de Nazj'vel,1,55354,177
169,Excavación de La Ensenada de Zoram,1,55356,177
171,Las Ruinas de Ordil'Aran,1,55398,177
173,Las Ruinas del Polvo Estelar,1,55400,177
175,Excavación de la Canción del Bosque,1,55402,177
177,Cima del Espolón,1,55404,177
179,Ruinas de Eldre'thar,1,55406,177
181,Campos Desenterrados,1,55408,177
183,Excavación de Bael Modan,1,55410,177
185,Ruinas de Eldarath,1,55412,177
187,Ruinas de Arkkoran,1,55414,177
189,Banco de fósiles del Camino del Lago,0,55416,177
191,Excavación de la Costa Filozante,1,55418,177
193,Excavación de Ethel Rethor,1,55420,177
195,Valle de los Huesos,1,55422,177
197,Excavación del Aquelarre Mannoroc,1,55424,177
199,Cementerio de Kodos,1,55426,177
201,Excavación de Sargeron,1,55428,177
203,Banco de fósiles de Las Costas Rojas,0,55434,177
205,Campo de fósiles Machacamiedo,0,55436,177
207,Excavación de Limugre,0,55438,177
209,Excavación de Llanos de Pirox,0,55440,177
211,Ruinas de Thaurissan del Oeste,0,55442,177
213,Ruinas de Thaurissan del Este,0,55444,177
215,Campo de fósiles del Ala del Terror,0,55446,177
217,Excavación de Zul'Mashar,0,55448,177
219,Excavación del Refugio Quel'Lithien,0,55450,177
221,Campo de fósiles de La Cicatriz Purulenta,0,55452,177
223,Excavación de Zul'Kunda del Este,0,55454,177
225,Excavación de Zul'Kunda del Oeste,0,55456,177
227,Excavación de la Ruina de Bal'lal,0,55458,177
229,Excavación de Balia'mah,0,55460,177
231,Excavación de Ziata'jai,0,55462,177
233,Excavación de Zul'Mamwe del Este,0,55464,177
235,Excavación de Zul'Mamwe del Oeste,0,55466,177
237,Campos de raptores de La Costa Salvaje,0,55468,177
239,Ruinas de Aboraz,0,55470,177
241,Ruinas de Jubuwal,0,55472,177
243,Excavación de la Arena Gurubashi,0,55474,177
245,Excavación del Manantial Nek'mani,0,55476,177
247,Campo de fósiles Piedramácula,0,55478,177
249,Campo de fósiles Crestanorte,0,55480,177
251,Banco de fósiles de Andorhal,0,55482,177
259,Campo de fósiles de Ciénaga de Fuego,1,55755,177
261,Campo de fósiles de El Lodazal,1,55757,177
279,Excavación de La Masacre,1,56327,177
281,Excavación de la Ágora,1,56329,177
283,Excavación de las Ruinas de Viento Azabache,1,56331,177
285,Excavación de Oneiros,1,56333,177
287,Excavación de Solarsal,1,56335,177
289,Excavación de Niebla Negra,1,56337,177
291,Excavación de Isildien sur,1,56339,177
293,Excavación de Isildien norte,1,56341,177
295,Excavación de Constellas,1,56343,177
297,Excavación de Morlos'Aran,1,56345,177
299,Excavación de Jaedenar,1,56347,177
301,Excavación de maderaférrea,1,56349,177
303,Excavación del Lago Kel'Theril,1,56351,177
305,Excavación del Matorral del Ala del Búho,1,56354,177
307,Excavación del Cañón Levescarcha,1,56356,177
309,Banco de fósiles de los Campos de Sangre,1,56358,177
313,Excavación del Paraje Pesadilla,1,56362,177
315,Excavación de Zul'Farrak,1,56364,177
317,Excavación del Pilar Partido,1,56367,177
319,Excavación de las Ruinas de Lunaeste,1,56369,177
321,Excavación de las Ruinas de Lunasur,1,56371,177
323,Cresta de fósiles de Machacaduna,1,56373,177
325,Cresta de fósiles de las Arenas Abisales,1,56375,177
327,Fosas de Alquitrán inferiores,1,56380,177
329,Fosas de Alquitrán superiores,1,56382,177
331,Campo de fósiles del Camino del Terror,1,56384,177
333,Campo de fósiles de la Cuenca de los Gritos,1,56386,177
335,Banco de fósiles de Los Pantanales,1,56388,177
337,Excavación de la Aldea del Viento del Sur,1,56390,177
339,Excavación de la Avanzada Gor'gaz,530,56392,177
341,Excavación de Zeth'Gor,530,56394,177
343,Excavación de la Cuenca del Fuego Infernal,530,56396,177
345,Excavación de la Ciudadela del Fuego Infernal,530,56398,177
347,Excavación de Sha'naar,530,56400,177
349,Excavación de las Ruinas Boha'mu,530,56402,177
351,Excavación de las Ruinas de las Agujas Gemelas,530,56404,177
353,Excavación de las Ruinas de Enkaat,530,56406,177
355,Excavación de las Ruinas Arklon,530,56408,177
357,Excavación de las Ruinas de Farahlon,530,56410,177
359,Excavación de las Tierras Ancestrales,530,56412,177
363,Excavación del Puesto Primasol,530,56416,177
