DisplayName_lang,AlternateVerb_lang,Description_lang,HordeDisplayName_lang,NeutralDisplayName,ID,CategoryID,SpellIconFileID,CanLink,ParentSkillLineID,ParentTierIndex,Flags,SpellBookSpellID,ExpansionNameSharedStringID,HordeExpansionNameSharedStringID
Espadas,,"Cuanto mayor sea tu nivel de habilidad con las armas, mayor será la probabilidad de acertar al dar un golpe.",,,43,6,136243,0,0,0,128,0,0,0
Hachas,,"Cuanto mayor sea tu nivel de habilidad con las armas, mayor será la probabilidad de acertar al dar un golpe.",,,44,6,136243,0,0,0,128,0,0,0
Arcos,,"Cuanto mayor sea tu nivel de habilidad con las armas, mayor será la probabilidad de acertar al dar un golpe.",,,45,6,136243,0,0,0,128,0,0,0
Armas de fuego,,"Cuanto mayor sea tu nivel de habilidad con las armas, mayor será la probabilidad de acertar al dar un golpe.",,,46,6,136243,0,0,0,128,0,0,0
Mazas,,"Cuanto mayor sea tu nivel de habilidad con las armas, mayor será la probabilidad de acertar al dar un golpe.",,,54,6,136243,0,0,0,128,0,0,0
Espadas de dos manos,,"Cuanto mayor sea tu nivel de habilidad con las armas, mayor será la probabilidad de acertar al dar un golpe.",,,55,6,136243,0,0,0,128,0,0,0
Defensa,,"Con una defensa alta tendrás más posibilidades de esquivar, parar o bloquear ataques, así que será más difícil que te acierte un golpe y que los monstruos te asesten un golpe crítico.",,,95,6,136243,0,0,0,640,0,0,0
Idioma: común,,,,,98,10,136243,0,0,0,144,0,0,0
Racial: enano,,Racial: enano,,,101,9,136243,0,0,0,33938,0,0,0
Idioma: orco,,,,,109,10,136243,0,0,0,128,0,0,0
Idioma: enánico,,,,,111,10,136243,0,0,0,128,0,0,0
Idioma: darnassiano,,,,,113,10,136243,0,0,0,128,0,0,0
Idioma: taurahe,,,,,115,10,136243,0,0,0,128,0,0,0
Doble empuñadura,,Doble empuñadura,,,118,6,136243,0,0,0,146,0,0,0
Racial: tauren,,Racial: tauren,,,124,9,136243,0,0,0,33938,0,0,0
Racial: orco,,Racial: orco,,,125,9,136243,0,0,0,32914,0,0,0
Racial: elfo de la noche,,Racial: elfo de la noche,,,126,9,136243,0,0,0,33938,0,0,0
Bastones,,"Cuanto mayor sea tu nivel de habilidad con las armas, mayor será la probabilidad de acertar al dar un golpe.",,,136,6,136243,0,0,0,128,0,0,0
Idioma: thalassiano,,,,,137,10,136243,0,0,0,128,0,0,0
Idioma: dracónico,,,,,138,10,136243,0,0,0,128,0,0,0
Idioma: demoníaco,,El retorcido idioma de los demonios.,,,139,10,236293,0,0,0,128,0,0,0
Idioma: titánico,,,,,140,10,136243,0,0,0,128,0,0,0
Idioma: lengua antigua,,,,,141,10,136243,0,0,0,128,0,0,0
Supervivencia,,,,,142,9,136243,0,0,0,0,0,0,0
Montar caballos,,,,,148,9,136243,0,0,0,1170,0,0,0
Montar lobos,,,,,149,9,136243,0,0,0,1170,0,0,0
Montar tigres,,,,,150,9,136243,0,0,0,1170,0,0,0
Montar carneros,,,,,152,9,136243,0,0,0,1170,0,0,0
Nadar,,,,,155,9,136243,0,0,0,0,0,0,0
Mazas de dos manos,,"Cuanto mayor sea tu nivel de habilidad con las armas, mayor será la probabilidad de acertar al dar un golpe.",,,160,6,136243,0,0,0,128,0,0,0
Sin armas,,"Cuanto mayor sea tu nivel de habilidad, mayor será la probabilidad de acertar al dar un golpe.",,,162,6,136243,0,0,0,128,0,0,0
