ID,HordeName_lang,AllianceName_lang,Description_lang,Tooltip_lang,GarrTypeID,BuildingType,HordeGameObjectID,AllianceGameObjectID,GarrSiteID,UpgradeLevel,BuildSeconds,CurrencyTypeID,CurrencyQty,HordeUiTextureKitID,AllianceUiTextureKitID,IconFileDataID,AllianceSceneScriptPackageID,HordeSceneScriptPackageID,MaxAssignments,ShipmentCapacity,GarrAbilityID,BonusGarrAbilityID,GoldCost,Flags
8,Molino de guerra,Búnker enano,Esta estructura almacena y mantiene el armamento de la ciudadela.,Duplica la probabilidad de que tus recompensas de misión contengan una mejora bonus rara o épica y aumenta la potencia de la mejora. Permite recoger restos de armadura de los clanes orcos de Draenor y usarlos para transfigurar la armadura.,2,10,230406,224548,0,1,3600,824,150,15,14,975736,1194,1193,0,0,0,0,150,1
9,Molino de guerra,Búnker enano,Esta estructura almacena y mantiene el armamento de la ciudadela.,"Ofrece pedidos de armas y armaduras para los seguidores a cambio de recursos de la ciudadela. Además, desbloquea nuevos objetos para transfigurar la armadura.",2,10,230407,224549,0,2,3600,824,900,18,16,975736,1196,1195,0,14,0,0,300,1
10,Molino de guerra,Búnker enano,Esta estructura almacena y mantiene el armamento de la ciudadela.,Otorga 1 de tus 3 sellos de destino inevitable (tirada de bonus de banda) cada semana sin coste.,2,10,230409,224550,0,3,3600,824,1200,19,17,975736,1198,1197,0,21,0,0,500,1
24,Cuadra,Cuadra,"La cuadra alberga a las criaturas capturadas que aportan cuero, carne y pelaje a la ciudadela.","Te permite capturar uñagrietas, elekks, lobos y talbuks para conseguir cuero y piel que se utilizan en los diseños de peletería y sastrería.",2,3,230410,224795,0,1,3600,824,100,131,3,975737,1220,1219,0,7,0,0,150,1
25,Cuadra,Cuadra,"La cuadra alberga a las criaturas capturadas que aportan cuero, carne y pelaje a la ciudadela.",Te permite capturar jabalíes y bestias fluviales para conseguir carnes raras que se utilizan en las recetas de comida más potentes.,2,3,230411,224796,0,2,3600,824,300,132,57,975737,1222,1221,0,14,62,0,300,1
26,Cuartel,Cuartel,El cuartel alberga a tus seguidores y a las fuerzas militares de tu ciudadela.,Desbloquea misiones de patrulla. Las misiones de patrulla ofrecen recompensas de experiencia de seguidores mayores de lo normal.,2,8,230412,224797,0,1,3600,824,150,142,36,975738,1224,1223,0,1,0,0,10,1
27,Cuartel,Cuartel,El cuartel alberga a tus seguidores y a las fuerzas militares de tu ciudadela.,Permite que un seguidor con el rasgo de guardaespaldas te acompañe a modo de guardián en las zonas de Draenor.,2,8,230413,224798,0,2,3600,824,900,143,37,975738,1226,1225,0,3,231,0,300,1
28,Cuartel,Cuartel,El cuartel alberga a tus seguidores y a las fuerzas militares de tu ciudadela.,Aumenta tu límite de seguidores en 5 y permite acceder a guardias y estandartes raciales.,2,8,230414,224799,0,3,3600,824,1200,144,38,975738,1228,1227,5,5,231,0,500,1
29,Jardín de hierbas,Jardín de hierbas,Un frondoso jardín para plantar y cosechar hierbas de Draenor.,Cultiva semillas dráenicas que se convierten en hierbas cada día. Hay nodos de herboristería disponibles en el jardín.,2,2,230415,224800,0,1,3600,824,50,137,59,134221,1230,1229,0,7,0,0,0,0
34,Taberna de Muro de Hielo,Posada de Bajaluna,"¡Aventura! ¡Diversión! Eso es lo que necesitan un héroe y sus seguidores, además de un lugar donde descansar después.","Cada día, un visitante que ofrece una misión de mazmorra con generosas recompensas se alojará en tu posada.",2,5,230416,224805,0,1,3600,824,100,7,6,134414,1234,1233,0,1,0,0,150,1
