ID,Name_lang,AreaTableID,Type,Flags,UiTextureKitID
15,Unga Ingoo,0,0,0,0
39,Cripta de los Reyes Olvidados,0,0,0,0
40,Aldea Verdemar,0,0,0,0
44,Templo del Dragón de Jade,0,1,18,0
45,Cervecería del Trueno,0,1,1,0
46,Monasterio del Shadopan,0,1,1,0
48,Puerta del Sol Poniente,0,1,1,0
49,Asedio del Templo de Niuzao,0,1,1,0
50,Palacio Mogu'shan,0,1,1,0
51,Scholomance,0,1,1,0
52,Cámaras Escarlata,0,1,1,0
53,Monasterio Escarlata,0,1,1,0
58,Arena de la Aniquilación,0,0,0,0
63,Festival de la Cerveza Lunar,0,0,0,0
65,Cervezas y Truenos,0,0,0,0
68,Templo de Kotmogu,0,0,0,0
70,Caída de Theramore,0,0,0,0
71,Caída de Theramore,0,0,0,0
72,Caída de Theramore,0,0,0,0
179,Una Daga en la Oscuridad,0,0,0,0
180,Isla Diamante,0,0,0,0
181,Asalto a Zan'vess,0,0,0,0
182,Batalla en Alta Mar,0,0,0,0
183,Templanza,0,0,0,0
184,Desembarco del León,0,0,0,0
187,Punto de Dominio,0,0,0,0
200,Tras la Cosecha Oscura,0,0,0,0
201,Punto de Dominio,0,0,0,0
203,Asalto a Zan'vess,0,0,0,0
204,¡Abajo la Muralla!,0,0,0,0
205,Muelle Aguaturbia,0,0,0,0
206,Asalto a Zeb'tula,0,0,0,0
207,¡Hacia los Cielos!,0,0,0,0
208,La Caída de Shan Bu,0,0,0,0
209,¡Abajo la Muralla!,0,0,0,0
210,Sangre en la Nieve,0,0,0,0
211,La Forja del Trueno,0,0,0,0
212,Asalto a Shaol'mara,0,0,0,0
215,Los Tesoros del Rey del Trueno,0,0,0,0
216,Corazón Oscuro de Pandaria,0,0,0,0
219,Los Secretos de Sima Ígnea,0,0,0,0
237,Terreno de Pruebas: elige una prueba,0,0,2,0
239,Batalla en Alta Mar,0,0,0,0
247,Plantilla de Gesta,0,0,0,0
248,Terreno de Pruebas,0,0,2,0
254,Gesta prototipo,0,0,2,0
256,Muerte del Buey,0,0,0,0
257,Torneo Celestial,0,0,0,0
269,El Ingrediente Secreto,0,0,0,0
275,La Purga de Grommar,0,0,0,0
278,La hora de los fideos,0,0,0,0
294,Horado Rajacieno,0,0,0,0
318,Las Minas de Draenor,0,0,0,0
320,Desenlace de Gorgrond,0,0,0,0
322,Dawson Crece,0,0,0,0
323,Gesta de la Aldea de los Huesos,0,0,0,0
324,La Batalla de Paso del Trueno,0,0,0,0
329,Cumbre de Roca Negra Superior,0,3,26,0
331,La Batalla por Shattrath,0,0,0,0
333,Cavernas de Brazanegra,0,3,10,0
423,Trecho Celestial,0,1,1,0
425,Minas Machacasangre,0,1,1,0
426,Puerto de Hierro,0,1,18,0
427,Auchindoun,0,1,1,0
428,Cementerio de Sombraluna,0,1,18,0
429,Terminal Malavía,0,1,19,0
430,El Vergel Eterno,0,1,18,0
432,Cumbre de Roca Negra Superior,0,1,1,0
449,Defensa de Karabor,0,0,0,0
450,Destino de Karabor,0,0,0,0
499,Con estruendo se acerca,0,0,0,0
508,El poder de la Alianza,0,0,0,0
509,El Poder de la Horda,0,0,0,0
510,Las Mazmorras,0,3,10,0
511,Sima Ígnea,0,3,10,0
515,Cuevas de los Lamentos,0,3,10,0
516,Castillo de Colmillo Oscuro,0,3,10,0
523,Castillo de Colmillo Oscuro,0,3,10,0
524,Asedio del Templo de Niuzao,0,3,10,0
525,Asedio del Templo de Niuzao,0,3,10,0
526,Puerta del Sol Poniente,0,3,10,0
527,Puerta del Sol Poniente,0,3,10,0
528,Palacio Mogu'shan,0,3,10,0
531,Monasterio del Shadopan,0,3,10,0
535,Monasterio del Shadopan,0,3,10,0
536,Palacio Mogu'shan,0,3,10,0
537,Cervecería del Trueno,0,3,10,0
538,Cervecería del Trueno,0,3,10,0
539,Templo del Dragón de Jade,0,3,10,0
540,Templo del Dragón de Jade,0,3,10,0
542,Cavernas Roca Negra,0,3,10,0
545,Cavernas Roca Negra,0,3,10,0
547,Fin de los Días,0,3,10,0
548,Trono de las Mareas,0,3,10,0
550,Trono de las Mareas,0,3,10,0
551,La Cumbre del Vórtice,0,3,10,0
552,La Cumbre del Vórtice,0,3,10,0
553,Grim Batol,0,3,10,0
554,Grim Batol,0,3,10,0
555,Ciudad Perdida de los Tol'vir,0,3,10,0
556,Zul'Gurub,0,3,10,0
557,Ciudad Perdida de los Tol'vir,0,3,10,0
558,Cámaras de los Orígenes,0,3,10,0
565,Cámaras de los Orígenes,0,3,10,0
566,La Forja de Almas,0,3,10,0
567,Pozo de la Eternidad,0,3,10,0
568,La Forja de Almas,0,3,10,0
569,Foso de Saron,0,3,10,0
570,Hora del Crepúsculo,0,3,10,0
571,Foso de Saron,0,3,10,0
572,Cámaras de Reflexión,0,3,10,0
573,Cámaras de Reflexión,0,3,10,0
574,Zul'Aman,0,3,10,0
575,El Oculus,0,3,10,0
576,El Oculus,0,3,10,0
577,Pináculo de Utgarde,0,3,10,0
579,Pináculo de Utgarde,0,3,10,0
580,Cámaras de Relámpagos,0,3,10,0
581,Cámaras de Relámpagos,0,3,10,0
582,Cámaras de Piedra,0,3,10,0
583,La Matanza de Stratholme,0,3,10,0
584,Cámaras de Piedra,0,3,10,0
585,La Matanza de Stratholme,0,3,10,0
586,Gundrak,0,3,10,0
587,Gundrak,0,3,10,0
588,El Bastión Violeta,0,3,10,0
589,El Bastión Violeta,0,3,10,0
590,Fortaleza de Drak'Tharon,0,3,10,0
591,Fortaleza de Drak'Tharon,0,3,10,0
592,Ahn'kahet: El Antiguo Reino,0,3,10,0
593,Ahn'kahet: El Antiguo Reino,0,3,10,0
594,Azjol-Nerub,0,3,10,0
595,Azjol-Nerub,0,3,10,0
596,Fortaleza de Utgarde,0,3,10,0
597,Fortaleza de Utgarde,0,3,10,0
598,El Nexo,0,3,10,0
599,El Nexo,0,3,10,0
605,El Nexo,0,3,10,0
606,Laberinto de las Sombras,0,3,10,0
607,Salas Arrasadas,0,3,10,0
608,Salas Arrasadas,0,3,10,0
609,Laberinto de las Sombras,0,3,10,0
610,La Ciénaga Negra,0,3,10,0
611,La Ciénaga Negra,0,3,10,0
612,El Invernáculo,0,3,10,0
613,El Invernáculo,0,3,10,0
614,El Mechanar,0,3,10,0
615,El Mechanar,0,3,10,0
616,Bancal del Magister,0,3,10,0
617,Bancal del Magister,0,3,10,0
618,La Cámara de Vapor,0,3,10,0
619,La Cámara de Vapor,0,3,10,0
620,El Arcatraz,0,3,10,0
621,El Arcatraz,0,3,10,0
622,Salas Sethekk,0,3,10,0
623,Salas Sethekk,0,3,10,0
624,Antiguas Laderas de Trabalomas,0,3,10,0
625,Antiguas Laderas de Trabalomas,0,3,10,0
626,Criptas Auchenai,0,3,10,0
627,Criptas Auchenai,0,3,10,0
628,Tumbas de Maná,0,3,10,0
629,Tumbas de Maná,0,3,10,0
630,La Sotiénaga,0,3,10,0
631,La Sotiénaga,0,3,10,0
632,Recinto de los Esclavos,0,3,10,0
633,Recinto de los Esclavos,0,3,10,0
634,El Horno de Sangre,0,3,10,0
635,El Horno de Sangre,0,3,10,0
636,Stratholme: Entrada Principal,0,3,10,0
637,Stratholme: Entrada de Servicio,0,3,10,0
638,Murallas del Fuego Infernal,0,3,10,0
639,Murallas del Fuego Infernal,0,3,10,0
640,El Templo de Atal'Hakkar,0,3,10,0
641,Minas de la Muerte,0,3,10,0
643,Minas de la Muerte,0,3,10,0
644,Zul'Farrak,0,3,10,0
645,Scholomance,0,3,10,0
646,Scholomance,0,3,10,0
647,Zahúrda Rajacieno,0,3,10,0
648,Uldaman,0,3,10,0
649,Gnomeregan,0,3,10,0
650,Cámaras Escarlata,0,3,10,0
651,Cámaras Escarlata,0,3,10,0
652,Monasterio Escarlata,0,3,10,0
653,Monasterio Escarlata,0,3,10,0
