ID,Name_lang,AreaTableID,Type,Flags,UiTextureKitID
15,Unga Ingu,0,0,0,0
39,Cripta degli Imperatori Dimenticati,0,0,0,0
40,Pietraverde,0,0,0,0
44,Tempio della Serpe di Giada,0,1,18,0
45,Birrificio Triplo Malto,0,1,1,0
46,Monastero degli Shandaren,0,1,1,0
48,Porta del Sole Calante,0,1,1,0
49,Assedio al Tempio di Niuzao,0,1,1,0
50,Palazzo Mogu'shan,0,1,1,0
51,Scholomance,0,1,1,0
52,Sale Scarlatte,0,1,1,0
53,Monastero Scarlatto,0,1,1,0
58,Arena dell'Annientamento,0,0,0,0
63,Festival di Birraluna,0,0,0,0
65,Tempesta Alcolica,0,0,0,0
68,Tempio di Kotmogu,0,0,0,0
70,Caduta di Theramore,0,0,0,0
71,Caduta di Theramore,0,0,0,0
72,Caduta di Theramore,0,0,0,0
179,Lame nel Buio,0,0,0,0
180,Isola dei Diamanti,0,0,0,0
181,Assalto a Zan'vess,0,0,0,0
182,Battaglia in Mare Aperto,0,0,0,0
183,Armarsi di Pazienza,0,0,0,0
184,Approdo del Leone,0,0,0,0
187,Presidio del Dominio,0,0,0,0
200,Inseguimento della Mietitura Oscura,0,0,0,0
201,Presidio del Dominio,0,0,0,0
203,Assalto a Zan'vess,0,0,0,0
204,Demolizione delle Mura,0,0,0,0
205,Approdo della Tempesta,0,0,0,0
206,Assalto a Zeb'tula,0,0,0,0
207,Verso il Cielo!,0,0,0,0
208,Caduta di Shan Bu,0,0,0,0
209,Demolizione delle Mura,0,0,0,0
210,Neve Insanguinata,0,0,0,0
211,Forgia dei Fulmini,0,0,0,0
212,Assalto a Shaol'mara,0,0,0,0
215,Tesori del Re del Tuono,0,0,0,0
216,Cuore Oscuro di Pandaria,0,0,0,0
219,Segreti di Fiamma Furente,0,0,0,0
237,Arena d'Addestramento: scegli una prova,0,0,2,0
239,Battaglia in Mare Aperto,0,0,0,0
247,Scenario d'esempio,0,0,0,0
248,Arena d'Addestramento,0,0,2,0
254,Prototipo di Scenario,0,0,2,0
256,Morte allo Yak,0,0,0,0
257,Torneo dei Celestiali,0,0,0,0
269,Ingrediente segreto,0,0,0,0
275,Epurazione di Grommar,0,0,0,0
278,Spaghetti a volontà,0,0,0,0
294,Gallerie di Lamaspina,0,0,0,0
