ID,SortName_lang,UiOrderIndex,Flags
1,Epica,0,0
21,Veglia delle Ombre,0,0
22,Stagionale,0,0
23,Cataclysm,0,0
24,Erbalismo,0,0
25,Campi di Battaglia,0,0
41,Giorno dei Morti,0,0
61,Stregone,0,0
81,Guerriero,0,0
82,Sciamano,0,0
101,Pesca,0,0
121,Forgiatura,0,0
141,Paladino,0,0
161,Mago,0,0
162,Ladro,0,0
181,Alchimia,0,0
182,Conciatura,0,0
201,Ingegneria,0,0
221,Mappa del Tesoro,0,0
241,Torneo,3,0
261,Cacciatore,0,0
262,Sacerdote,0,0
263,Druido,0,0
264,Sartoria,0,0
284,Speciale,0,0
304,Cucina,0,0
324,Primo Soccorso,0,0
344,Leggendaria,0,1
364,Fiera di Lunacupa,0,0
365,Guerra di Ahn'qiraj,0,0
366,Celebrazione della Luna,0,0
367,Reputazione,0,0
368,Invasione,0,0
369,Mezza Estate,0,0
370,Festa della Birra,0,0
371,Runografia,0,0
372,Cavaliere della Morte,0,0
373,Oreficeria,0,0
374,Festa di Nobiluova,0,0
375,Ringraziamento del Pellegrino,0,0
376,Amore nell'Aria,0,0
377,Archeologia,0,0
378,Settimana dei Bambini,0,0
379,Invasione delle Terre del Fuoco,0,0
380,Zandalar,0,0
381,Legami Elementali,0,0
391,Mastri Birrai Pandaren,0,0
392,Scenario,0,0
394,Scontri tra Mascotte,2,0
395,Monaco,0,0
396,Sbarco,0,0
397,Campagna: Pandaren,0,0
398,Equitazione,0,0
399,Circolo dei Combattenti,0,0
400,Arena d'Addestramento,0,0
401,Campagna della Guarnigione,0,0
402,Assalto al Portale Oscuro,0,0
403,Supporto alla Guarnigione,0,0
404,Taglio,0,0
405,Borseggio,0,0
406,Artefatto,0,0
407,Cacciatore di Demoni,0,0
408,Estrazione,0,0
409,Evento della Settimana,0,0
410,Incantamento,0,0
411,Scuoiatura,0,0
412,Missione Mondiale,0,0
413,Campagna: Cavaliere della Morte,0,0
416,Campagna: Cacciatore di Demoni,0,0
417,Campagna: Druido,0,0
418,Campagna: Cacciatore,0,0
419,Campagna: Monaco,0,0
420,Campagna: Mago,0,0
421,Campagna: Sacerdote,0,0
422,Campagna: Paladino,0,0
423,Campagna: Sciamano,0,0
424,Campagna: Ladro,0,0
425,Campagna: Stregone,0,0
426,Campagna: Guerriero,0,0
427,Enclave di Classe,0,0
428,Campagna degli Spezzalegione,0,0
429,A caccia di Illidan Grantempesta,0,0
430,Giorno dei Pirati,0,0
431,Spedizione su Argus,0,0
432,Fronti di Guerra,0,0
433,Festival dei Lunagufo,0,0
434,La via del re,0,0
435,Morti di Cromie,0,0
436,Gallina a Reazione,0,0
437,Draenei Forgialuce,0,0
438,Tauren di Alto Monte,0,0
439,Elfi del Vuoto,0,0
440,Nobili Oscuri,0,0
441,Spedizione,0,0
442,Incursione,0,0
444,Razze Alleate,0,0
445,I piani della Capoguerra,0,0
446,Viaggio avventuroso,0,0
447,Campagna di Guerra dell'Alleanza,0,0
