ID,Name_lang,HordeName_lang,ParentTradeSkillCategoryID,SkillLineID,OrderIndex,Flags
58,Cucina Festiva,,72,185,4,0
59,Grande Inverno,,58,185,0,0
63,Cucina di Tutti i Giorni,,90,185,7,0
64,Via della Griglia,,90,975,1,1
65,Via del Wok,,90,976,2,1
66,Via della Pentola,,90,977,3,1
67,Via della Vaporiera,,90,978,4,1
68,Via del Forno,,90,979,5,1
69,Via della Birra,,90,980,6,1
70,Primizie Insolite,,72,185,5,0
72,Ricette del Vecchio Mondo,,1016,2548,999,1
73,Ricette delle Terre Esterne,,1017,2547,990,1
74,Ricette di Nordania,,1018,2546,980,1
75,Ricette di Cataclysm,,1019,2545,970,1
76,Basilare,,379,165,0,0
84,Altro,,362,197,10,0
90,Cucina di Pandaria,,1015,2544,960,1
91,Glifi,,450,773,140,0
92,Glifi - Mago,,415,773,170,0
93,Glifi - Sacerdote,,415,773,200,0
94,Glifi - Stregone,,415,773,230,0
95,Glifi - Druido,,415,773,150,0
96,Glifi - Monaco,,415,773,180,0
97,Glifi - Ladro,,415,773,210,0
98,Glifi - Cacciatore,,415,773,160,0
99,Glifi - Sciamano,,415,773,220,0
100,Glifi - Paladino,,415,773,190,0
101,Glifi - Guerriero,,415,773,240,0
102,Bastoni e Bacchette,,415,773,70,0
103,Mano Secondaria,,415,773,80,0
104,Inchiostri,,415,773,20,0
105,Vuoto Mentale,,415,773,110,0
106,Carte,,415,773,50,0
107,Pergamene,,415,773,100,0
108,Ricerca,,415,773,10,0
113,Glifi,,415,773,0,0
114,Altro,,415,773,250,0
115,Missioni,,415,773,60,0
116,Artigianato,,415,773,90,0
117,Teletrasporti,,415,773,120,0
118,Materiali,,415,773,0,0
119,Iscrizioni per Spalle,,763,773,60,0
127,Personale,,415,773,30,0
128,Vincolati all'Equipaggiamento,,415,773,20,0
130,Vincolati all'Uso,,415,773,20,0
131,Vincolati alla Raccolta,,415,773,10,0
150,Bende,,397,129,100,0
151,Antidoti,,397,129,200,0
164,Gemme Blu,,372,755,15,0
165,Tirapugni,,372,755,90,0
166,Gemme Verdi,,372,755,30,0
167,Corone e Accessori,,372,755,80,0
168,Materiali,,372,755,65,0
169,Gemme Meta,,372,755,40,0
170,Cavalcature,,372,755,60,0
171,Collane,,372,755,55,0
172,Gemme Arancioni,,372,755,25,0
173,Gemme Prismatiche,,372,755,45,0
174,Gemme Viola,,372,755,35,0
175,Gemme Rosse,,372,755,10,0
176,Anelli,,372,755,50,0
177,Prismi,,372,755,70,0
178,Statue,,372,755,95,0
179,Mascotte e Progetti,,372,755,75,0
180,Monili,,372,755,85,0
181,Gemme Gialle,,372,755,20,0
182,Meccanisti,,419,202,1025,0
183,Componenti,,419,202,1020,0
184,Esplosivi,,419,202,1030,0
185,Visori,,419,202,1040,0
186,"Armature, Indossabili",,419,202,1050,0
187,"Armature, Monili",,419,202,1060,0
188,Congegni,,419,202,1070,0
189,Armi da Fuoco e Archi,,419,202,1080,0
190,Mirini,,419,202,1090,0
191,Attrezzi,,419,202,1100,0
192,Cavalcature,,419,202,1110,0
193,Ingranaggi,,419,202,1100,0
194,Fuochi d'Artificio,,419,202,1100,0
195,Pesca,,419,202,1100,0
196,Robotica,,419,202,1100,0
197,Viaggi,,419,202,1100,0
198,Cinture,,419,202,1100,0
199,Guanti,,419,202,1100,0
200,Mantelli,,419,202,1100,0
201,Letali,,419,202,1100,0
202,Consumabili,,419,202,1100,0
203,Utilità,,419,202,1100,0
204,Miglioramenti Armatura,,419,202,1000,0
210,Rune,,0,960,0,0
214,Ricerca,,372,755,-1,0
215,Materiali,,590,164,10,0
216,Modifiche alle Armi,,590,164,20,0
217,Modifiche alle Armature,,590,164,30,0
218,Elmi,,590,164,40,0
219,Spalle,,590,164,50,0
220,Armature,,590,164,60,0
221,Guanti Lunghi,,590,164,70,0
222,Bracciali,,590,164,80,0
223,Cinture,,590,164,90,0
224,Gambe,,590,164,100,0
225,Stivali,,590,164,110,0
226,Scudi,,590,164,120,0
227,Armi,,590,164,130,0
228,Chiavi Universali,,590,164,140,0
229,Incavi,,590,164,150,0
230,Materiali,,362,197,1,0
231,Ricami,,362,197,20,0
232,Ornamenti Magici,,362,197,30,0
233,Sacche,,362,197,40,0
234,Cappelli e Cappucci,,362,197,50,0
235,Spalle,,362,197,60,0
236,Vesti e Giubbe,,362,197,70,0
237,Bracciali,,362,197,80,0
238,Cinture,,362,197,90,0
239,Guanti,,362,197,100,0
240,Pantaloni,,362,197,110,0
241,Stivali,,362,197,120,0
242,Mantelli,,362,197,130,0
243,Camicie,,362,197,140,0
244,Cavalcature,,362,197,150,0
245,Reti,,362,197,160,0
246,Speciale,,362,197,170,0
247,Materiali,,379,165,10,0
248,Rivestimenti,,379,165,20,0
249,Potenziamenti d'Armatura,,379,165,30,0
250,Sacche,,379,165,40,0
251,Elmi,,379,165,50,0
252,Spalle,,379,165,60,0
253,Armature,,379,165,70,0
254,Bracciali,,379,165,80,0
255,Guanti,,379,165,90,0
256,Cinture,,379,165,100,0
257,Pantaloni,,379,165,110,0
258,Stivali,,379,165,120,0
259,Mantelli,,379,165,130,0
260,Speciale,,379,165,140,0
261,Tamburi,,379,165,35,0
264,Fonditura,,1078,186,0,0
265,Elementali,,1076,186,1,0
296,Ricerca,,379,165,1,0
297,Progetti d'Addestramento,,590,164,160,0
332,Alchimia di Draenor,,594,2480,950,1
333,Reagenti e Ricerca,,332,171,100,0
334,Tonici,,332,171,200,0
335,Pozioni ed Elisir,,332,171,300,0
336,Monili e Potenziamenti,,332,171,400,0
342,Cucina di Draenor,,1013,2543,950,1
343,Piatti di Carne,,342,185,20,0
344,Piatti di Pesce,,342,185,30,0
345,Banchetti,,342,185,5,0
346,Prelibatezze,,342,185,10,0
347,Ingegneria di Draenor,,711,2501,950,1
348,Incantamento di Draenor,,648,2488,950,1
349,Mantelli,,348,333,200,0
350,Collane,,348,333,300,0
351,Anelli,,348,333,400,0
352,Armi,,348,333,100,0
354,Altro,,348,333,500,0
361,Potenziamenti per Oggetti,,410,773,200,0
362,Modelli di Sartoria,,957,2540,999,1
363,Armature,,369,197,40,0
364,Tinture e Fili,,369,197,30,0
365,Sacche,,369,197,20,0
366,Reagenti e Ricerca,,369,197,1,0
367,Altro,,369,197,50,0
368,Mantelli,,369,197,45,0
369,Sartoria di Draenor,,948,2535,950,1
372,Modelli d'Oreficeria,,816,2524,999,1
373,Oreficeria di Draenor,,807,2519,950,1
374,Reagenti e Ricerca,,373,755,10,0
375,Potenziamenti per Gioielli,,373,755,20,0
376,Gioielli,,373,755,30,0
377,Gemme,,373,755,40,0
378,Altro,,373,755,50,0
379,Modelli di Conciatura,,874,2532,999,1
380,Conciatura di Draenor,,873,2527,950,1
381,Reagenti e Ricerca,,380,165,10,0
382,Armature di Cuoio,,380,165,40,0
383,Armature di Maglia,,380,165,50,0
384,Potenziamenti per Armature,,380,165,30,0
385,Mantelli,,380,165,60,0
386,Sacche,,380,165,20,0
388,Altro,,380,165,70,0
389,Forgiatura di Draenor,,551,2472,950,1
390,Reagenti e Ricerca,,389,164,10,0
391,Potenziamenti per Oggetti,,389,164,30,0
392,Armature,,389,164,40,0
393,Armi e Scudi,,389,164,50,0
394,Altro,,389,164,60,0
396,Primo Soccorso di Draenor,,0,129,10,0
397,Rimedi del Passato,,0,129,100,0
399,Illusioni,,348,333,10,0
400,Stendardi da Battaglia,,369,197,17,0
401,Altro,,369,197,10,0
402,Tende,,380,165,50,0
403,Ordini del Mercante,,410,773,50,0
407,Reagenti e Ricerca,,347,202,0,0
408,Ingranaggi Consumabili,,347,202,100,0
409,Reagenti e Ricerca,,348,333,20,0
410,Runografia di Draenor,,761,2509,950,1
411,Bastoni e Bacchette,,410,773,500,0
412,Carte,,410,773,400,0
413,Mano Secondaria,,410,773,600,0
414,Reagenti e Ricerca,,410,773,100,0
415,Runografia Classica,,770,2514,999,1
416,Occhiali,,347,202,100,0
417,Robotica,,347,202,300,0
418,Congegni,,347,202,200,0
419,Ingegneria,,720,2506,999,1
420,Strumenti,,410,773,100,0
423,Trasmutazione,,332,171,200,0
424,Addestramento,,426,164,0,0
425,Estrazione di Legion,,1066,2566,940,1
426,Forgiatura di Legion,,545,2454,940,1
427,Armature,,426,164,40,0
428,Altro,,426,164,60,0
429,Reagenti,,426,164,10,0
430,Sartoria di Legion,,947,2534,940,1
431,Mantelli,,430,197,30,0
432,Addestramento,,430,197,0,0
433,Alchimia delle Isole Disperse,,593,2479,940,1
434,Pozioni da Combattimento,,433,171,20,0
435,Tonici,,433,171,30,0
436,Trasmutazione,,433,171,40,0
437,Pozioni d'Utilità,,433,171,60,0
438,Monili,,433,171,50,0
439,Calderoni,,433,171,10,0
440,Granpestatura,,410,773,101,0
443,Incantamento di Legion,,649,2487,940,1
444,Collane,,443,333,30,0
445,Anelli,,443,333,10,0
446,Mantelli,,443,333,20,0
447,Spalle,,443,333,40,0
448,Guanti,,443,333,50,0
449,"Giocattoli, Mascotte e Cavalcature",,443,333,60,0
450,Runografia di Legion,,760,2508,940,1
451,Carte,,450,773,100,0
453,Rune Vantus,,450,773,200,0
454,Libri e Pergamene,,450,773,400,0
455,Glifi - Cacciatore di Demoni,,415,773,140,0
456,Erbalismo di Legion,,1031,2550,940,1
459,Scuoiatura di Legion,,1047,2558,940,1
