ID,Name_lang,Description_lang,CategoryID,InventoryIconFileID,SpellWeight,SpellCategory,MaxQty,MaxEarnablePerWeek,Quality,FactionID,ItemGroupSoundsID,XpQuestDifficulty,AwardConditionID,MaxQtyWorldStateID,RechargingAmountPerCycle,RechargingCycleDurationMS,WarbondTransferPercentage,Field_11_1_0_58221_017,Flags[0],Flags[1]
42,Distintivo della Giustizia,,1,135884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61,Emblema dell'Orefice di Dalaran,Il negozio di Tiffany Cartier a Dalaran accetterà volentieri questi emblemi in cambio di esclusivi modelli d'oreficeria.,21,134138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,Premio Epicureo,"Scambiali con i migliori cuochi delle capitali e di Dalaran a Nordania per acquistare ricette speciali, spezie e persino un bel cappello da cuoco!",1,134411,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
101,Emblema dell'Eroismo,,22,135947,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,Emblema del Valore,,22,237547,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
103,Punti Arena,,2,135884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
121,Contrassegno d'Onore della Valle d'Alterac,,2,133308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122,Contrassegno d'Onore del Bacino d'Arathi,,2,133282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123,Contrassegno d'Onore dell'Occhio del Ciclone,,2,136032,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124,Contrassegno d'Onore del Lido degli Antichi,,2,133276,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125,Contrassegno d'Onore della Forra dei Cantaguerra,,2,134420,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
126,Contrassegno d'Onore di Lungoinverno,,2,133408,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
161,Scheggia del Protettore della Pietra,,2,134375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
201,Moneta S.P.R. & Co.,,2,133799,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
221,Emblema della Conquista,,22,135885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
241,Sigillo del Campione,Assegnato dal Torneo d'Argento per gesta valorose.,21,236246,0,0,0,0,1,0,0,0,0,0,0,0,100,0,2,0
301,Emblema del Trionfo,,22,135979,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
321,Contrassegno d'Onore dell'Isola della Conquista,,2,133314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
341,Emblema del Gelo,,22,334365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
361,Emblema dell'Orefice Illustre,"Concessi a chi dimostra grande perizia nell'arte orafa, questi emblemi vengono impiegati per acquistare esclusivi modelli d'oreficeria e il favoloso Occhio di Chimera.",81,134501,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
384,Frammento Archeologico Nanico,,82,441144,1,5,200,0,1,0,0,0,0,0,0,0,0,0,34,0
