ID,Description_lang,Type,Amount,ObjectID,OrderIndex,Flags,StorageIndex,QuestID
270941,Lupi Bianchi liberati,0,3,73284,1,0,0,33145
272313,Sacerdotesse del Vuoto Torvaluna uccise,0,6,82196,0,0,0,34076
272763,Bestie Distorcenti Azzurre uccise,0,12,75483,0,0,0,34496
272770,Maggle ucciso,0,1,78896,0,1,2,34501
272771,Feagel il Mordicchiante ucciso,0,1,78893,1,1,0,34501
272772,Furioso Urlagelo ucciso,0,1,78764,2,1,1,34501
272776,Dosi di Succo di Fungo recuperate,0,20,74249,1,0,1,34504
272779,Lupi Bianchi scongelati,0,12,78870,1,0,0,34505
272897,Predatori Giovani calmati,0,7,79432,1,0,0,34639
272904,Portali del Vuoto di Zorkra chiusi,0,4,79520,0,0,1,34660
272913,Spiriti Draenei liberati,0,8,79499,0,0,0,34667
272914,Demoni uccisi,0,10,79503,1,0,1,34667
272916,Cavalieri di Pipistrelli Sguardocupo abbattuti,0,4,88822,2,0,2,34667
272965,Orchi uccisi,0,30,79581,0,0,0,34723
272972,Comandante dell'Orda di Ferro Kull'krosh ucciso,0,1,79588,3,0,1,34723
272973,Emissario degli Altomaglio Rezlorg ucciso,0,1,79651,2,0,2,34723
272974,Casse di Rifornimenti del Porto distrutte,2,12,230653,1,0,3,34723
272975,Anomalie Arcane uccise,0,8,79658,1,0,0,34728
272976,Vincolatrice Fatua Sargerei uccisa,0,1,79681,2,0,1,34728
272977,Uova Iridescenti raccolte,1,14,111559,0,0,2,34728
273017,Antichi Frenetici uccisi,0,1,79409,0,1,1,34639
273119,Grunt Manomozza uccisi,0,6,79544,1,0,0,34660
273213,Pallidi uccisi,0,12,76534,0,0,0,34724
273214,Bozzoli di Ragno distrutti,0,15,76548,1,0,1,34724
273215,Gorg l'Ospite ucciso,0,1,76496,2,0,2,34724
273631,,0,6,75815,0,0,0,35236
273632,,1,20,112994,1,0,1,35236
273633,Segatronchi di Ferro distrutti,0,6,75815,0,0,0,35237
273634,Legna raccolta,1,20,112994,1,0,1,35237
273662,,0,1,94411,0,0,0,35250
273681,Zannaperlacea Fantasma uccisi,0,3,79148,2,0,1,34076
273769,Pallidi Fremisangue uccisi,0,10,78758,3,0,3,34501
273770,Predatori di Nagrand uccisi,0,15,81902,0,0,0,35379
273799,Pete il Grosso ucciso,0,1,82202,3,0,1,35379
273800,Lupe ucciso,0,1,82205,1,0,2,35379
273801,Loup ucciso,0,1,82209,2,0,3,35379
273843,Spiriti Contorti dal Vuoto uccisi,0,6,82220,1,0,2,34076
273921,Progresso dell'assalto alle Rupi di Rocciafurente,15,1,0,0,0,0,35637
273928,Progresso dell'assalto alle Rupi di Rocciafurente,15,1,0,0,0,0,35641
273938,Barili di Tossine distrutti,2,3,233035,1,0,1,35649
273939,Orchi Manomozza uccisi,0,20,82130,3,0,0,35649
274153,Sporoidi Frenetici uccisi,0,20,83450,0,0,0,35881
274154,Antiche Anfore depredate,0,8,83467,1,0,3,35881
274155,Malkor ucciso,0,1,83452,2,0,2,35881
274241,Progresso dell'assalto al Covo dei Foscamarea,15,1,0,0,0,0,35974
274244,Progresso dell'assalto al Covo dei Foscamarea,15,1,0,0,0,0,35977
274299,Progresso dell'assalto a Skettis,15,1,0,0,0,0,36069
274300,Progresso dell'assalto a Skettis,15,1,0,0,0,0,36070
274611,Soffi Malevoli uccisi,0,10,78791,0,0,1,34505
274612,Ogre Gelotetro uccisi,0,8,72953,0,0,1,33145
274613,Pallidi uccisi,0,12,76382,0,0,0,34504
274617,Progresso dell'assalto al Porto di Shattrath,15,1,0,0,0,0,36338
274629,Progresso dell'assalto all'Altura di Socrethar,15,1,0,0,0,0,36347
274630,Progresso dell'assalto all'Altura di Socrethar,15,1,0,0,0,0,36348
274647,Nemici normali sconfitti,0,100,85000,2,92,0,36338
274650,Nemici sconfitti,0,34,85195,3,92,1,36338
274652,Nemici minori sconfitti,0,500,85197,1,92,3,36338
274653,Guardie catturate,0,34,85103,12,92,4,36338
274655,Casse recuperate,2,20,234433,5,92,6,36338
274656,Miniboss sconfitti,0,4,85200,4,92,7,36338
274657,Cannoni d'assedio distrutti,0,45,84754,6,92,8,36338
274658,Cristalli d'Anima recuperati,0,50,83856,7,92,9,36338
274659,Vilfuochi raccolti,0,50,84279,8,92,10,36338
274672,Progresso dell'assalto a Fossatetra,15,1,0,0,0,0,36383
274673,Membri dell'Orda di Ferro uccisi,0,100,85228,1,92,1,36383
274674,Membri dell'Orda di Ferro uccisi,0,20,85229,2,92,0,36383
274675,Membri dell'Orda di Ferro uccisi,0,5,85230,3,92,2,36383
274678,Mostri minori uccisi,0,500,85260,1,92,0,35637
274679,Mostri normali uccisi,0,100,85261,2,92,1,35637
274680,X recuperati,0,50,85265,3,92,2,35637
274683,Mostri uccisi,0,34,82531,4,92,4,35637
274717,Mostri minori uccisi,0,500,85260,1,92,0,35641
274718,Mostri normali uccisi,0,100,85261,2,92,1,35641
274719,X recuperati,0,50,85265,3,92,2,35641
274721,Mostri uccisi,0,34,82531,4,92,4,35641
274723,Mostri élite uccisi,0,13,85262,5,92,6,35641
274724,Mostri élite uccisi,0,5,85263,6,92,7,35641
274729,Nemici minori sconfitti,0,500,85079,1,92,0,36347
274730,Nemici uccisi,0,100,85319,2,92,1,36347
274731,Nemici uccisi,0,77,81542,3,92,2,36347
274732,Nemici uccisi,0,34,84945,4,92,3,36347
274733,Nemici uccisi,0,20,84908,5,92,4,36347
274734,Nemici uccisi,0,16,81543,6,92,5,36347
274735,Miniboss uccisi,0,4,85321,7,92,6,36347
274736,Nemici minori sconfitti,0,500,85079,1,92,0,36348
274737,Nemici uccisi,0,100,85319,2,92,1,36348
274738,Nemici uccisi,0,77,81542,3,92,2,36348
274739,Nemici uccisi,0,34,84945,4,92,3,36348
274740,Nemici uccisi,0,20,84908,5,92,4,36348
274741,Nemici uccisi,0,16,81543,6,92,5,36348
274742,Miniboss uccisi,0,4,85321,7,92,6,36348
274748,Cristalli d'Argonite raccolti,0,10,85370,9,92,12,36338
274753,Cadaveri di Orco,0,100,85393,11,92,13,36338
274791,Zannavile di Varasha uccisi,0,5,85429,2,0,2,35649
274797,Caposquadra Squartaflagello ucciso,0,1,85219,0,0,3,35649
274799,Mostri uccisi,0,25,81786,0,0,0,36473
274800,Cadaveri di Antichi Portasemi bruciati,0,5,85524,1,0,1,36473
274803,Goren o Protogronn uccisi,0,15,85528,0,0,2,36476
274804,Grunt Grom'kar uccisi,0,10,75091,1,0,3,36476
274806,Peoni Grom'kar Morenti finiti,0,8,85540,2,0,0,36476
274816,,0,5,81246,0,0,1,36480
274817,Goren Mordicchianti uccisi,0,20,81775,1,0,4,36480
274818,Uova di Goren rotte,0,15,85567,2,0,5,36480
274832,Progresso dell'assalto a Fossatetra,15,1,0,0,0,0,36489
274833,Membri dell'Orda di Ferro uccisi,0,100,85228,1,92,1,36489
274834,Membri dell'Orda di Ferro uccisi,0,20,85229,2,92,0,36489
274835,Membri dell'Orda di Ferro uccisi,0,5,85230,3,92,2,36489
274836,Progresso dell'assalto ai Pilastri del Fato,15,1,0,0,0,0,36490
274837,Nemici minori sconfitti,0,100,85609,2,92,0,36490
274838,Nemici uccisi,0,40,85607,3,92,1,36490
274839,Sconfitta con la Spada Giocattolo,0,20,85608,4,92,2,36490
274840,Mostri élite uccisi,0,9,85611,6,92,3,36490
274841,Miniboss uccisi,0,5,85037,7,92,4,36490
274844,Mostri élite uccisi,0,13,85610,5,92,7,36490
274845,Progresso dell'assalto ai Pilastri del Fato,15,1,0,0,0,0,36491
274846,Nemici di livello 1 uccisi,0,100,85609,2,92,0,36491
274847,Nemici di livello 2 uccisi,0,40,85607,3,92,1,36491
274848,Mostri élite uccisi,0,20,85608,4,92,2,36491
274849,Mostri élite uccisi,0,13,85610,5,92,7,36491
274850,Mostri élite uccisi,0,9,85611,6,92,3,36491
274851,Miniboss uccisi,0,5,85037,7,92,4,36491
274855,Infestati uccisi,0,12,81617,0,0,0,36500
274857,Voce di Iyu uccisa,0,1,81634,1,1,2,36500
274858,Membri dell'Orda di Ferro uccisi,0,10,85726,5,92,0,35974
274859,Membri dell'Orda di Ferro uccisi,0,100,83800,8,92,1,35974
274862,Uova di Rylak recuperate,2,100,234587,3,92,2,35974
274868,Tessitori Germoglianti uccisi,0,10,81575,0,0,1,36504
274869,Ogron Infestato ucciso,0,1,82062,1,1,3,36504
274870,Signori della Rugiada uccisi,0,3,81553,2,0,4,36504
274874,Uova di Rylak Giganti recuperate,2,20,235826,1,92,3,35974
274875,Uova di Rylak Grandi recuperate,2,34,235823,2,92,4,35974
274876,Élite dell'Orda di Ferro uccisi,0,34,85728,6,92,5,35974
274877,Boss dell'Orda di Ferro uccisi,0,50,85727,7,92,6,35974
274878,Peoni dell'Orda di Ferro uccisi,0,334,85729,9,92,7,35974
274879,Rylak Ferito liberato,3,100,78183,10,92,8,35974
274880,Melme Muschiose Tossiche distrutte,0,25,85732,2,0,1,36500
274881,Uova di Rylak Giganti recuperate,2,20,235826,1,92,0,35977
274882,Uova di Rylak Grandi recuperate,2,34,235823,2,92,1,35977
274883,Uova di Rylak recuperate,2,100,234587,3,92,2,35977
274884,Membri dell'Orda di Ferro uccisi,0,10,85726,5,92,3,35977
274885,Élite dell'Orda di Ferro uccisi,0,34,85728,6,92,4,35977
274886,Boss dell'Orda di Ferro uccisi,0,50,85727,7,92,5,35977
274887,Membri dell'Orda di Ferro uccisi,0,100,83800,8,92,6,35977
274888,Peoni dell'Orda di Ferro uccisi,0,334,85729,9,92,7,35977
274889,Rylak Ferito liberato,3,100,78183,10,92,8,35977
274900,Saberon Falciartiglio uccisi,0,12,85770,0,0,0,36520
274903,Schiantateschi ucciso,0,1,85733,2,1,1,36520
274909,Fendibecco della Giungla liberati,0,6,85810,1,0,2,36520
274913,Scaglievili di Lernaea uccise,0,5,85693,0,0,3,36563
274914,Uova d'Idra rotte,0,25,85786,1,0,4,36563
274918,Coltivatori di Cuor del Groviglio uccisi,0,7,82322,0,0,0,36564
274919,Baccelli di Polline distrutti,2,10,235903,1,0,1,36564
274920,Ontogen il Mietitore ucciso,0,1,82372,2,1,2,36564
274922,Ogre Mazzapietra uccisi,0,20,75819,0,0,0,36566
274924,Cacciatore di Schiavi Krag ucciso,0,1,79623,2,1,2,36566
274925,Cacciatore di Schiavi Brol ucciso,0,1,79621,3,1,3,36566
274926,Cacciatore di Schiavi Mol ucciso,0,1,79626,4,1,4,36566
274927,Barili di Grog distrutti,2,15,235916,1,0,1,36566
274933,Pungitori Spinosi uccisi,0,12,80744,0,0,0,36571
274934,Germogli Spinosi uccisi,0,20,85815,1,0,1,36571
274935,Pungitori del Bosco uccisi,0,6,85807,2,0,2,36571
274943,Uova di Rylak distrutte,0,5,85877,1,0,0,36590
274945,Orchi Pallidi uccisi,0,15,85883,0,0,1,36590
274946,Rituale del Prosciugamento fermato,0,1,85884,2,0,2,36590
274947,Rituale del Vuoto fermato,0,1,85885,3,0,3,36590
274948,Rituale della Distruzione fermato,0,1,85886,4,0,4,36590
274949,Proiezione Memorizzata eliminata,0,1,85887,5,0,5,36590
274969,Furie Sulfuree uccise,0,8,85924,0,0,3,36603
274970,Melme Sulfuree uccise,0,15,85960,1,0,4,36603
274971,Vermi delle Profondità Temibili uccisi,0,3,85942,2,0,5,36603
275041,Saberon Mantorosso uccisi,0,15,86149,0,0,0,36660
275043,Zannarotta ucciso,0,1,86076,2,1,1,36660
275044,Ralshira ucciso,0,1,86135,3,1,3,36660
275045,Ombrartiglio ucciso,0,1,86138,4,1,4,36660
275047,Mostri élite uccisi,0,13,85262,5,92,6,35637
275048,Mostri élite uccisi,0,5,85263,6,92,7,35637
275051,Oratori dei Corvi liberati,0,6,86159,1,0,2,36660
275084,Stendardo bruciato,2,50,236215,11,92,9,35977
275086,Membri dell'Orda di Ferro uccisi,0,200,86298,4,92,3,36383
275096,Manuali d'Addestramento distrutti,2,100,236277,5,92,4,36383
275143,Devastatori di Manotagliente uccisi,0,25,86399,0,0,0,36792
275148,Devastatori di Manotagliente Rapidi uccisi,0,12,86294,1,0,5,36792
275150,Prigionieri Guardaselve liberati,2,50,236421,6,92,5,36383
275196,Progresso dell'assalto al Porto di Shattrath,15,1,0,0,0,0,36807
275212,Nemici normali uccisi,0,100,87370,2,92,15,36807
275213,Progresso dell'assalto al Porto di Shattrath,15,1,0,0,0,0,36808
275214,Nemici minori sconfitti,0,500,85197,1,92,3,36808
275215,Nemici normali sconfitti,0,100,85000,2,92,0,36808
275216,Nemici sconfitti,0,34,85195,3,92,1,36808
275218,Miniboss sconfitti,0,4,85200,4,92,7,36808
275221,Casse recuperate,2,20,234433,5,92,6,36808
275222,Cannoni d'assedio distrutti,0,45,84754,6,92,8,36808
275223,Cristalli d'Anima recuperati,0,50,83856,7,92,9,36808
275224,Vilfuochi raccolti,0,50,84279,8,92,10,36808
275225,Oggetti degli Sha'tar recuperati,0,34,84997,10,92,11,36808
275226,Cristalli d'Argonite raccolti,0,10,85370,9,92,12,36808
275227,Cadaveri di Orco,0,100,85393,11,92,13,36808
275228,Guardie catturate,0,34,85103,12,92,14,36808
275229,Progresso dell'assalto al Porto di Shattrath,15,1,0,0,0,0,36809
275230,Nemici deboli uccisi,0,334,87378,1,92,15,36809
275236,Progresso dell'assalto al Precipizio Infranto,15,1,0,0,0,0,36816
275237,Nemici minori sconfitti,0,100,87640,1,92,0,36816
275238,Nemici uccisi,0,25,87642,2,92,1,36816
275239,Sconfitta con la Spada Giocattolo,0,13,87644,3,92,2,36816
275240,Nemici rari élite sconfitti,0,7,87645,4,92,7,36816
275241,Mistero sconfitto,0,6,87646,5,92,3,36816
275242,Manufatti recuperati,2,100000,237453,7,92,4,36816
275243,Progresso dell'assalto al Precipizio Infranto,15,1,0,0,0,0,36817
275244,Nemici minori sconfitti,0,100,87640,1,92,0,36817
275245,Nemici uccisi,0,25,87642,2,92,1,36817
275246,Sconfitta con la Spada Giocattolo,0,13,87644,3,92,2,36817
275247,Nemici rari élite sconfitti,0,7,87645,4,92,7,36817
275248,Mistero sconfitto,0,6,87646,5,92,3,36817
275249,Manufatti recuperati,2,100000,237453,7,92,4,36817
275250,Progresso dell'assalto al Posto di Guardia dei Mok'gol,15,1,0,0,0,0,36818
275251,Nemici minori sconfitti,0,100,86955,1,92,0,36818
275252,Nemici uccisi,0,34,86957,2,92,1,36818
