ID,Name_lang,SafeLocID,PlayerConditionID,Flags,Field_8_2_0_30080_005,Field_8_2_0_30080_006,WaypointMapVolumeID
6,Prendi il portale dal Santuario della Magia per la Foresta di Giada,7262,67395,4,1,10,0
7,"Santuario della Magia, Portale per la Foresta di Giada",7263,924,0,2,0,0
8,Esci dal Santuario della Magia,7264,924,4,0,30,0
9,Entra nel Santuario della Magia,7266,924,0,0,0,0
10,Prendi il portale dal Santuario Orientale della Terra per Uldum,7267,37426,0,1,0,0
11,Prendi il portale dal Santuario Orientale della Terra per il Monte Hyjal,7268,37427,0,1,0,0
12,Prendi il portale dal Santuario Orientale della Terra per le Alture del Crepuscolo,7269,37428,0,1,0,0
13,Prendi il portale dal Santuario Orientale della Terra per Vashj'ir,7270,57340,0,1,0,0
14,Prendi il portale dal Santuario Orientale della Terra per Tol Barad,7271,924,0,1,0,0
15,Prendi il portale dal Santuario Orientale della Terra per Rocciafonda,7272,37429,0,1,0,0
16,Uldum,7273,0,0,2,0,0
17,Monte Hyjal,7274,0,0,2,0,0
18,Prendi il portale da Nordrassil per Roccavento,7275,924,0,1,0,0
19,"Roccavento, Santuario Orientale della Terra",7276,924,0,2,0,0
20,Alture del Crepuscolo,7277,924,0,2,0,0
21,Vashj'ir,7278,924,0,2,0,0
22,"Santuario Orientale della Terra, Portale per Tol Barad",7279,924,0,2,0,0
23,Prendi il portale dal Campo Base di Baradin per Roccavento,7280,924,0,1,0,0
24,Rocciafonda,7281,924,0,2,0,0
25,Prendi il portale dal Tempio della Terra per Roccavento,7282,924,0,1,0,0
26,Prendi il portale da Pan'don per Roccavento,7283,924,0,1,0,0
27,Prendi il portale dal Santuario della Magia per la Foresta di Cristallo,7284,76876,4,1,10,0
28,"Santuario della Magia, Portale per la Foresta di Cristallo",7285,924,0,2,0,0
29,Prendi il portale dall'Enclave d'Argento per Roccavento,7286,924,0,1,0,0
30,Prendi il portale dal Santuario della Magia per Exodar,7287,924,4,1,10,0
31,"Santuario della Magia, Portale per Exodar",7288,924,0,2,0,0
32,Prendi il portale dall'Isola Brumazzurra per Darnassus,7289,924,1,1,0,0
33,"Rivafosca, Portale per Darnassus",7290,924,0,2,0,0
36,Prendi il portale dalla Scalinata del Destino per Roccavento,7293,924,0,1,0,0
37,Prendi il portale dal Santuario della Magia per Shattrath,7294,6289,4,1,10,0
38,"Shattrath, Terrazza della Luce",7295,0,0,2,0,0
39,Prendi il portale dalla Terrazza della Luce per l'Isola di Quel'Danas,7296,0,0,1,0,0
40,"Terrazza della Luce, Portale per l'Isola di Quel'Danas",7297,0,0,2,0,0
41,Prendi il portale dalla Terrazza della Luce per Roccavento,7298,924,0,1,0,0
42,Prendi il portale dal Santuario della Magia per Ashran,7299,67397,4,1,10,0
43,"Ashran, Scudo del Vento",7300,924,2,2,0,0
44,Prendi il portale da Scudo del Vento per Darnassus,7301,924,1,1,0,0
45,Prendi il portale da Scudo del Vento per Forgiardente,7302,924,1,1,0,0
46,"Scudo del Vento, Portale per Forgiardente",7303,924,0,2,0,0
47,Prendi il portale da Scudo del Vento per Roccavento,7304,924,0,1,0,0
48,Prendi il portale dal Santuario della Magia per Azsuna,7305,67396,4,1,10,0
49,"Santuario della Magia, Portale per Azsuna",7306,924,0,2,0,0
50,Prendi il portale dal Palazzo in Rovina per Roccavento,7307,924,0,1,0,0
51,Prendi il portale dal Santuario della Magia per Boralus,7308,67398,4,1,10,0
52,"Santuario della Magia, Portale per Boralus",7309,924,0,2,0,0
53,Prendi il portale dall'Enclave di Zannagrigia per Roccavento,7314,924,0,1,0,0
54,Prendi il portale dal Santuario delle Sette Stelle per Roccavento,7315,924,0,1,0,0
55,Prendi il portale dal Salone dei Misteri per la Penisola del Fuoco Infernale,7316,924,1,1,0,0
56,"Scalinata del Destino, Portale per Roccavento",7317,924,1,2,0,0
57,Entra nel Tram degli Abissi,7318,924,0,1,0,0
58,Uscita per Forgiardente,7319,924,0,2,0,0
59,Sali a bordo del tram,7320,924,0,0,0,0
60,Sali a bordo del tram,7321,924,0,0,0,0
61,Prendi il portale dal Santuario dei Saggi per Roccavento,7322,62085,0,1,0,0
62,Prendi il portale dal Santuario dei Saggi per Exodar,7323,62085,0,1,0,0
63,Prendi il portale dal Santuario dei Saggi per Forgiardente,7324,62085,0,1,0,0
64,Prendi la nave da Roccavento per Boralus,7325,924,0,1,0,0
65,Prendi la nave da Boralus per Roccavento,7326,924,0,1,0,0
66,Prendi la nave da Roccavento per il Forte degli Arditi,7327,924,0,0,0,0
67,Prendi la nave dal Forte degli Arditi per Roccavento,7343,924,0,0,0,0
68,Prendi la nave dalla Baia di Baradin per l'Isola di Theramore,7328,924,0,0,0,0
69,Prendi la nave dall'Isola di Theramore per il Porto di Menethil,7329,924,0,0,0,0
70,Prendi la nave dal Porto di Menethil per la Baia delle Daghe,7330,924,0,0,0,0
71,Prendi la nave dalla Baia delle Daghe per il Porto di Menethil,7331,924,0,0,0,0
72,Prendi la nave dalla Baia del Bottino per Porto Paranco,7332,0,0,0,0,0
73,Prendi la nave da Porto Paranco per la Baia del Bottino,7333,0,0,0,0,0
74,Prendi la nave da Unu'pe per il Porto di Moa'ki,7334,0,0,0,0,0
75,Prendi la nave dal Porto di Moa'ki per Unu'pe,7335,0,0,0,0,0
76,Prendi la nave dal Porto di Moa'ki per Kamagua,7336,0,0,0,0,0
77,Prendi la nave da Kamagua per il Porto di Moa'ki,7337,0,0,0,0,0
78,Entra nel Santuario della Magia,7338,924,1,0,0,0
79,Entra nel Tram degli Abissi,7339,924,0,1,0,0
80,Uscita per Roccavento,7340,924,0,2,0,0
81,Porto di Boralus,7344,924,0,2,0,0
82,Parla con l'Ormeggiatore per raggiungere Boralus,7345,924,0,1,0,0
83,Parla con l'Ormeggiatore per raggiungere Boralus,7346,924,0,1,0,0
84,Prendi la nave da Vol'dun per Boralus,7347,924,0,1,0,0
85,Prendi il Portale Oscuro per Draenor,7348,69532,0,1,0,0
86,"Portale Oscuro per Scudo del Vento, Ashran",7349,33093,2,2,0,0
87,Portale Oscuro per la Valle di Torvaluna,7350,924,2,2,0,0
88,Portale Oscuro per l'Assalto di Tanaan,7351,87481,0,2,0,0
89,Portale Oscuro per la Penisola del Fuoco Infernale,7352,0,0,2,0,0
90,Prendi il Portale Oscuro per le Terre Devastate,7353,0,0,1,0,0
91,"Terre Devastate, Portale Oscuro",7348,0,0,2,0,0
92,Prendi il Portale Oscuro per le Terre Esterne,7348,69535,0,1,0,0
93,Prendi il portale dalla Vindicaar per Dalaran,7354,0,0,1,0,0
94,Prendi il portale dalla Vindicaar per Dalaran,7355,0,0,1,0,0
95,Prendi il portale dalla Vindicaar per Dalaran,7356,0,0,1,0,0
96,"Terrazza di Krasus, Dalaran",7357,0,0,2,0,0
97,Entrata per Forgiardente,7358,924,1,0,0,0
98,,7294,70119,1,1,0,0
99,Prendi il portale dal Santuario Occidentale della Terra per il Monte Hyjal,7386,37427,0,1,0,0
100,Prendi il portale da Nordrassil per Orgrimmar,7387,923,0,1,0,0
101,Antro dei Ricognitori,7388,923,0,2,0,0
102,Prendi il portale dal Santuario Occidentale della Terra per Rocciafonda,7389,37429,0,1,0,0
103,Rocciafonda,7390,923,0,2,0,0
104,Prendi il portale dal Tempio della Terra per Orgrimmar,7391,923,0,1,0,0
105,Prendi il portale dal Santuario Occidentale della Terra per le Alture del Crepuscolo,7392,37428,0,1,0,0
106,Alture del Crepuscolo,7393,923,0,2,0,0
107,Prendi il portale dal Porto delle Fauci di Drago per Orgrimmar,7394,76948,0,1,0,0
108,Santuario Occidentale della Terra,7395,923,0,2,0,0
109,Prendi il portale dal Santuario Occidentale della Terra per Uldum,7396,37426,0,1,0,0
110,Prendi il portale dal Santuario Occidentale della Terra per Vashj'ir,7397,57341,0,1,0,0
111,Vashj'ir,7398,923,0,2,0,0
112,Prendi il portale dal Santuario Occidentale della Terra per Tol Barad,7399,923,0,1,0,0
113,Tol Barad,7400,923,0,2,0,0
114,Prendi il portale dall'Avamposto di Malogrido per Orgrimmar,7401,923,0,1,0,0
115,Prendi il portale dall'Antro dei Ricognitori per Lunargenta,7402,923,0,1,0,0
116,Lunargenta,7403,923,0,2,0,0
117,Prendi il portale dalla Guglia dei Furia del Sole per Orgrimmar,7404,923,0,1,0,0
118,Usa la Sfera di Traslocazione nel Santuario Interno per raggiungere Sepulcra,7405,923,0,1,0,0
119,Radure di Tirisfal,7406,923,0,2,0,0
120,Prendi il portale dall'Antro dei Ricognitori per Shattrath,7407,6289,0,1,0,0
121,Prendi il portale dalla Terrazza della Luce per Orgrimmar,7408,923,0,1,0,0
122,Prendi il portale dall'Antro dei Ricognitori per Ashran,7409,67336,0,1,0,0
123,"Ashran, Lancia da Guerra",7410,923,2,2,0,0
124,Prendi il portale da Scudo del Vento per la Giungla di Tanaan,7411,33077,0,1,0,0
125,Prendi il portale dal Presidio del Leone per Ashran,7412,33077,0,1,0,0
126,Prendi il portale dalla Torre degli Elementi per Orgrimmar,7413,923,0,1,0,0
127,Prendi il portale da Vol'mar per Ashran,7414,33174,0,1,0,0
128,Prendi il portale da Lancia da Guerra per la Giungla di Tanaan,7415,32338,0,1,0,0
129,Prendi il portale dall'Antro dei Ricognitori per Azsuna,7416,67394,0,1,0,0
130,Prendi il portale dal Palazzo in Rovina per Orgrimmar,7417,923,0,1,0,0
131,Azsuna,7417,923,0,2,0,0
132,Prendi il portale dall'Antro dei Ricognitori per Zuldazar,7418,67389,0,1,0,0
133,"Zuldazar, Sala dei Percorsi Antichi",7419,923,0,2,0,0
134,Prendi il portale dalla Sala dei Percorsi Antichi per Lunargenta,7420,923,0,1,0,0
135,Prendi il portale dalla Sala dei Percorsi Antichi per Orgrimmar,7421,74271,0,1,0,0
136,Prendi il portale dalla Sala dei Percorsi Antichi per Picco del Tuono,7422,923,0,1,0,0
137,"Picco del Tuono, Pozze delle Visioni",7423,923,0,2,0,0
138,Prendi il portale dalla Sala dei Percorsi Antichi per Silitus,7424,57388,0,1,0,0
139,Prendi il portale dall'Accampamento di Magni per Zuldazar,7425,57388,0,1,0,0
140,Prendi il portale dall'Antro dei Ricognitori per la Foresta di Giada,7426,67388,0,1,0,0
141,Dolcemiele,7427,923,0,2,0,0
142,Prendi il portale da Dolcemiele per Orgrimmar,7427,923,0,1,0,0
143,Prendi il portale dal Santuario delle Due Lune per Orgrimmar,7428,923,0,1,0,0
144,Prendi il portale dall'Antro dei Ricognitori per la Foresta di Cristallo,7429,76876,0,1,0,0
