ID,QuestTitle_lang,BulletText_lang,UniqueBitFlag,ConditionID,FiltActiveQuest,FiltClasses,FiltCompletedQuestLogic,FiltMaxFactionID,FiltMaxFactionValue,FiltMinFactionID,FiltMinFactionValue,FiltMinSkillID,FiltMinSkillValue,FiltNonActiveQuest,BreadCrumbID,StartItem,WorldStateExpressionID,QuestInfoID,ContentTuningID,CovenantID,Field_9_0_2_36206_022,Flags[0],Flags[1],Flags[2],FiltCompletedQuest[0],FiltCompletedQuest[1],FiltCompletedQuest[2],FiltRaceMasks[0],FiltRaceMasks[1]
11354,RICERCATO: Frustino di Nazan,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4824,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11362,RICERCATO: Bastone Piumato di Keli'dan,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4825,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11363,RICERCATO: Sigillo di Manotagliente,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4826,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11368,RICERCATO: Cuore di Bragatur,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4827,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11369,RICERCATO: Uovo di Camminatore Oscuro,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4828,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11370,RICERCATO: Trattato del Signore della Guerra,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4829,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11371,RICERCATI: Mirmidoni Spiraguzza,,5359,0,0,-1,0,0,0,0,0,0,0,0,0,0,4817,81,233,0,2,4104,0,268435968,0,0,0,-1,-1
11372,RICERCATE: Piume della Testa di Ikiss,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4830,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11373,RICERCATO: Meraviglioso Amuleto di Shaffar,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4831,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11374,RICERCATA: Gemma dell'Anima dell'Esarca,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4832,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11375,RICERCATO: Sussurro di Murmur,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4833,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11376,RICERCATE: Istruttrici Maligne,,5359,0,0,-1,0,0,0,0,0,0,0,0,0,0,4818,81,225,0,2,4104,0,268435968,0,0,0,-1,-1
11378,RICERCATA: Testa del Cacciatore delle Ere,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4834,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11382,RICERCATA: Clessidra di Aeonus,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4835,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11383,RICERCATI: Signori della Faglia,,5359,0,0,-1,0,0,0,0,0,0,0,0,0,0,4819,81,227,0,2,4104,0,268435968,0,0,0,-1,-1
11384,RICERCATO: Pezzetto di Scheggia Arcana,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4836,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11385,RICERCATI: Salmodianti dei Cercatori del Sole,,5359,0,0,-1,0,0,0,0,0,0,0,0,0,0,4820,81,229,0,2,4104,0,268435968,0,0,0,-1,-1
11386,RICERCATO: Proiettore di Pathaleon,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4837,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11387,RICERCATI: Distruttori Forgiatempeste,,5359,0,0,-1,0,0,0,0,0,0,0,0,0,0,4821,81,230,0,2,4104,0,268435968,0,0,0,-1,-1
