ID,Name_lang,Description_lang,ButtonText_lang,RewardDescription_lang,ContinueDescription_lang,Type,PlayerConditionID,Flags,ButtonActionType,TextureFileDataID,LfgDungeonID,QuestID,BattleMasterListID,PriorityMin,PriorityMax,CurrencyType,CurrencyQuantity,UIMapID,BonusPlayerConditionID[0],BonusPlayerConditionID[1],BonusValue[0],BonusValue[1]
7,Alture di Colletorto,Aiuta la macchina bellica dei Reietti a conquistare le Alture di Colletorto per l'Orda!,Inizia missione,,,0,33200,0,3,236779,0,28571,0,9,10,0,0,25,33600,0,1,0
8,Valtetra,Scaccia gli Elfi della Notte da Valtetra e reclama le sue risorse in nome dell'Orda!,Inizia missione,,,0,33201,0,3,236713,0,28493,0,9,10,0,0,63,33636,0,1,0
9,Caverna dei Lamenti,Avventurati nella Caverna dei Lamenti e combatti i malvagi Druidi della Zanna.,Unisciti a un gruppo,,,6,33956,0,1,236450,1,0,0,7,8,0,0,0,33955,33976,0,0
10,Miniere della Morte,"Esplora le miniere abbandonate sotto le Marche Occidentali, dove la Fratellanza dei Defias raduna il suo esercito di fuorilegge.",Unisciti a un gruppo,,,6,33202,0,1,236409,6,0,0,7,8,0,0,0,33957,33974,0,0
12,Forte di Zannascura,Un forte diroccato che sovrasta Selva Pinargento. Questo oscuro edificio viene utilizzato come dimora da una congrega di nobili Gilneani decaduti.,Unisciti a un gruppo,,,6,33774,0,1,463876,8,0,0,7,8,0,0,0,33958,33975,0,0
13,Forra dei Cantaguerra,Rivendica la Forra dei Cantaguerra per l'Orda catturando la bandiera in questo campo di battaglia.,Unisciti alla battaglia!,,,5,33717,1,4,236350,0,0,2,1,7,0,0,0,34691,0,1,0
14,Bacino d'Arathi,Affronta i giocatori dell'Alleanza per il controllo del Bacino d'Arathi in una frenetica corsa alle risorse.,Unisciti alla battaglia!,,,5,33718,1,4,236712,0,0,3,1,7,0,0,0,34691,0,1,0
17,Baratro di Fiamma Furente,Affronta il culto oscuro dei Lamarovente nelle caverne vulcaniche sotto Orgrimmar!,Unisciti a un gruppo,,,6,33674,0,1,136216,4,0,0,7,8,0,0,0,33959,33977,0,0
21,Spedizione casuale,Partecipa a una spedizione casuale di Warlords of Draenor per potenziare l'equipaggiamento del tuo personaggio!,Unisciti a un gruppo,,,6,33723,0,1,1042626,788,0,0,7,8,0,0,0,0,0,0,0
27,Campo di battaglia casuale,Affronta altri giocatori in un campo di battaglia casuale!,Unisciti alla battaglia!,,,5,34154,0,8,132269,0,0,32,2,3,0,0,0,33559,0,4,0
29,Selva Pinargento,Aiuta l'Alto Comando dei Reietti a conquistare le porte di Gilneas per l'Orda!,Inizia missione,,,0,33561,0,3,236830,0,28568,0,9,10,0,0,21,33596,0,1,0
30,Vashj'ir,"Unisciti alla forza navale d'invasione e impadronisciti di una nuova isola al largo di Roccavento, la capitale dell'Alleanza!",Inizia missione,,,0,33562,0,3,409551,0,27718,0,9,10,0,0,203,33597,33748,0,0
31,Monte Hyjal,I servitori di Alamorte hanno avviato un assalto all'Albero del Mondo. Il Circolo Cenariano ha bisogno del tuo aiuto!,Inizia missione,,,0,33563,0,3,409547,0,27721,0,9,10,0,0,198,33598,33748,0,0
32,Rocciafonda,Thrall e il Circolo della Terra hanno bisogno del tuo aiuto per assaltare il Piano Elementale di Rocciafonda!,Inizia missione,,,0,33564,0,3,409546,0,27722,0,9,10,0,0,207,33599,0,0,0
33,Alture di Colletorto,Unisciti alla macchina da guerra dei Reietti mentre marcia verso le Alture di Colletorto. Per l'Orda!,Inizia missione,,,0,33565,1,3,236779,0,28089,0,9,10,0,0,0,33600,0,0,0
34,Savane Settentrionali,È richiesto il tuo aiuto per difendere le Savane Settentrionali dai Centauri e dai Verrospino!,Inizia missione,,,0,33566,0,3,236717,0,28494,0,9,10,0,0,10,33601,34301,1,1
35,Azshara,Aiuta a respingere le forze dell'Alleanza e difendi Azshara per la gloria dell'Orda!,Inizia missione,,,0,33567,0,3,236714,0,28496,0,9,10,0,0,76,33602,34632,1,1
36,Millepicchi,Unisciti alle forze dell'Orda per combattere i rinnegati Totem Truce che dominano Millepicchi.,Inizia missione,,,0,33568,0,3,236848,0,28504,0,9,10,0,0,64,33603,34328,1,1
