ID,Name_lang,Description_lang,GarrAbilityCategoryID,GarrFollowerTypeID,IconFileDataID,FactionChangeGarrAbilityID,Flags
4,Sterminio: Orchi,Aumenta la probabilità di successo quando combatte contro gli Orchi.,1,1,897144,0,1
5,Tormenta,Usata da un Mago per infliggere danni a molti nemici.,0,1,135857,0,0
6,Muro di Scudi,Usato da un Guerriero per ridurre i danni subiti.,0,1,132362,0,0
7,Familiarità: Montagne,Aumenta la probabilità di successo quando combatte in montagna.,6,1,236848,0,1
8,Familiarità: Nevi,Aumenta la probabilità di successo quando combatte sulla neve.,6,1,236833,0,1
9,Familiarità: Deserti,Aumenta la probabilità di successo quando combatte nei deserti.,6,1,236846,0,1
10,Balzo della Fede,Usato da un Sacerdote per allontanare il bersaglio da un pericolo.,0,1,463835,0,0
11,Preghiera di Cura,Usata da un Sacerdote per curare un gruppo di alleati.,0,1,135943,0,0
29,Apprendimento Rapido,Aumenta del 50% l'esperienza guadagnata da questo seguace in una missione.,7,1,236225,0,33
30,Autorità,Aumenta l'esperienza guadagnata da tutti i seguaci in una missione.,0,1,236362,0,3
36,Sterminio: Demoni,Aumenta la probabilità di successo quando combatte contro i demoni.,1,1,254651,0,1
37,Sterminio: Bestie,Aumenta la probabilità di successo quando combatte contro le bestie.,1,1,298659,0,1
38,Sterminio: Ogre,Aumenta la probabilità di successo quando combatte contro gli Ogre.,1,1,236695,0,1
39,Sterminio: Primordiali,Aumenta la probabilità di successo quando combatte contro i Primordiali e i loro seguaci.,1,1,254105,0,1
40,Sterminio: Spezzatori,Aumenta la probabilità di successo quando combatte contro gli Spezzatori e i loro seguaci.,1,1,236412,0,1
41,Sterminio: Furie,Aumenta la probabilità di successo quando combatte contro le Furie elementali.,1,1,254652,0,1
42,Sterminio: Aberrazioni,Aumenta la probabilità di successo quando combatte contro le aberrazioni e i non morti.,1,1,298680,0,1
43,Sterminio: Arakkoa,Aumenta la probabilità di successo quando combatte contro gli Arakkoa e i loro seguaci.,1,1,952507,0,1
44,Familiarità: Foreste,Aumenta la probabilità di successo quando combatte nelle foreste.,6,1,236830,0,1
45,Familiarità: Sotterranei,Aumenta la probabilità di successo quando combatte nei sotterranei.,6,1,409595,0,1
46,Familiarità: Giungle,Aumenta la probabilità di successo quando combatte nelle giungle.,6,1,236850,0,1
47,Maestria nello Sterminio,Fornisce un bonus molto grosso alla probabilità di successo di una missione.,11,1,458726,0,19
48,Familiarità: Paludi,Aumenta la probabilità di successo quando combatte nelle paludi.,6,1,236819,0,1
49,Familiarità: Pianure,Aumenta la probabilità di successo quando combatte nelle pianure.,6,1,236712,0,1
52,Estrazione,"Se assegnato alla Miniera, ne aumenta la produzione.",5,1,4620679,0,33
53,Erbalismo,"Se assegnato al Giardino d'Erbalismo, ne aumenta la produzione e fornisce i vantaggi dell'Erbalismo.",5,1,4620675,0,33
54,Alchimia,"Se assegnato al Laboratorio Alchemico, fornisce vari vantaggi dell'Alchimia e aumenta la probabilità di successo delle missioni d'Alchimia.",5,1,4620669,0,33
55,Forgiatura,"Se assegnato alla Forgia, ne aumenta la produzione, può ridurre i danni all'integrità degli oggetti e aumenta la probabilità di successo delle missioni di Forgiatura.",5,1,4620670,0,33
56,Incantamento,"Se assegnato allo Studio d'Incantamento, fornisce vari vantaggi dell'Incantamento e aumenta la probabilità di successo delle missioni d'Incantamento.",5,1,4620672,0,33
57,Ingegneria,"Se assegnato alla Bottega d'Ingegneria, ne aumenta la produzione, vende dispositivi d'Ingegneria e aumenta la probabilità di successo delle missioni d'Ingegneria.",5,1,136243,0,33
58,Runografia,"Se assegnato all'Ateneo di Runografia, ne aumenta la produzione, permette la creazione di speciali documenti e aumenta la probabilità di successo delle missioni di Runografia.",5,1,4620676,0,33
59,Oreficeria,"Se assegnato alla Boutique d'Oreficeria, fornisce vari vantaggi dell'Oreficeria e aumenta la probabilità di successo delle missioni d'Oreficeria.",5,1,4620677,0,33
60,Conciatura,"Se assegnato alla Conceria, ne aumenta la produzione e permette la creazione di tende e aumenta la probabilità di successo delle missioni di Conciatura.",5,1,4620678,0,33
61,Sartoria,"Se assegnato all'Atelier di Sartoria, fornisce vari vantaggi della Sartoria e aumenta la probabilità di successo delle missioni di Sartoria.",5,1,4620681,0,33
62,Scuoiatura,"Se assegnato alla Stalla, aumenta la produzione degli incarichi di lavoro in base al suo livello.",5,1,4620680,0,33
63,Intesa: Gnomi,Aumenta la probabilità di successo se va in missione con uno Gnomo.,4,1,236446,73,9
64,Intesa: Umani,Aumenta la probabilità di successo se va in missione con un Umano.,4,1,236447,71,9
65,Intesa: Nani,Aumenta la probabilità di successo se va in missione con un Nano.,4,1,236443,70,9
66,Intesa: Elfi della Notte,Aumenta la probabilità di successo se va in missione con un Elfo della Notte.,4,1,236450,74,9
67,Intesa: Draenei,Aumenta la probabilità di successo se va in missione con un Draenei.,4,1,236442,72,9
68,Intesa: Worgen,Aumenta la probabilità di successo se va in missione con un Worgen.,4,1,528692,75,9
69,Intesa: Pandaren,Aumenta la probabilità di successo se va in missione con un Pandaren.,4,1,626190,0,1
70,Intesa: Orchi,Aumenta la probabilità di successo se va in missione con un Orco.,4,1,236451,65,5
71,Intesa: Non Morti,Aumenta la probabilità di successo se va in missione con un Non Morto.,4,1,236457,64,5
72,Intesa: Tauren,Aumenta la probabilità di successo se va in missione con un Tauren.,4,1,236454,67,5
73,Intesa: Troll,Aumenta la probabilità di successo se va in missione con un Troll.,4,1,236456,63,5
74,Intesa: Elfi del Sangue,Aumenta la probabilità di successo se va in missione con un Elfo del Sangue.,4,1,236440,66,5
75,Intesa: Goblin,Aumenta la probabilità di successo se va in missione con un Goblin.,4,1,632354,68,5
76,Tempra Indomita,Aumenta la probabilità di successo delle missioni con una durata superiore alle 7 ore.,8,1,135987,0,1
77,Scarica di Potere,Aumenta la probabilità di successo delle missioni con una durata inferiore alle 7 ore.,8,1,136088,0,1
78,Lupo Solitario,Aumenta la probabilità di successo se va in missione da solo.,9,1,538568,0,3
79,Recupero delle Risorse,Aumenta del 100% le Risorse per la Guarnigione recuperate in una missione.,7,1,413571,0,1
80,Esperienza Tattica,Aumenta del 30% l'esperienza guadagnata da tutti i seguaci in una missione.,7,1,975743,0,1
100,Provocazione,Costringe un nemico ad attaccare il Guerriero.,0,1,136080,0,0
101,Tiro Multiplo,Usato da un Cacciatore per infliggere danni a molti nemici.,0,1,132330,0,0
102,Balzo Eroico,Usato da un Guerriero per scappare rapidamente da un pericolo.,0,1,236171,0,0
103,Rapidità di Tiro,Usata da un Cacciatore per aumentare i danni inflitti.,0,1,132208,0,0
104,Tramortimento,Usato da un Ladro per neutralizzare un nemico pericoloso (o per dare fastidio).,0,1,132310,0,0
105,Calcio,Usato da un Ladro per interrompere il lancio di un incantesimo (molto frustrante).,0,1,132219,0,0
106,Catena di Guarigione,Usata da uno Sciamano per curare un gruppo di alleati.,0,1,136042,0,0
107,Purificazione Spirituale,Usata da uno Sciamano per dissolvere un effetto magico dannoso.,0,1,236288,0,0
108,Ringhio,Obbliga il bersaglio ad attaccare il Druido.,0,1,132270,0,0
114,Comando Oscuro,Obbliga il bersaglio ad attaccare il Cavaliere della Morte.,0,1,136088,0,0
115,Scudo d'Ossa,Protegge il Cavaliere della Morte con uno scudo d'ossa.,0,1,458717,0,0
116,Morte e Distruzione,Usata da un Cavaliere della Morte per infliggere danni a molti nemici.,0,1,136144,0,0
117,Gelo Mentale,"Congela la mente del nemico, interrompendo il lancio d'incantesimi.",0,1,237527,0,0
118,Attivazione Runica,Aumenta i danni inflitti dal Cavaliere della Morte.,0,1,135372,0,0
119,Scudo Antimagia,Protegge il Cavaliere della Morte dagli effetti magici dannosi.,0,1,136120,0,0
120,Fendente,Usato da un Guerriero per infliggere danni a più nemici.,0,1,132338,0,0
121,Pugno Diversivo,Usato da un Guerriero per interrompere un lancio d'incantesimi.,0,1,132938,0,0
122,Avventatezza,Usata da un Guerriero per aumentare i danni inflitti.,0,1,603532,0,0
123,Regolamento di Conti,Obbliga il bersaglio ad attaccare il Paladino.,0,1,135984,0,0
124,Scudo Divino,Usato da un Paladino per proteggere dai danni subiti.,0,1,524354,0,0
125,Purificazione,Usata da un Paladino per dissolvere un effetto magico dannoso.,0,1,135949,0,0
126,Predica,Usata da un Paladino per interrompere un lancio d'incantesimi.,0,1,523893,0,0
127,Penitenza,Usata da un Paladino per neutralizzare un nemico pericoloso.,0,1,135942,0,0
128,Splendore Sacro,Usato da un Paladino per curare un gruppo di alleati.,0,1,457654,0,0
129,Appello Divino,Usato da un Paladino per rigenerare rapidamente il mana.,0,1,237537,0,2
130,Tempesta Divina,Usata da un Paladino per infliggere danni a molti nemici.,0,1,236250,0,0
131,Ira Vendicatrice,Usata da un Paladino per aumentare i danni inflitti.,0,1,135875,0,0
132,Pelledura,"Il Druido indurisce la propria pelle, riducendo i danni subiti.",0,1,136097,0,0
133,Innervazione,Usata da un Druido per rigenerare rapidamente il mana del bersaglio.,0,1,136048,0,2
134,Radici Avvolgenti,Usate da un Druido per neutralizzare un nemico pericoloso.,0,1,136100,0,0
135,Crescita Rigogliosa,Usata da un Druido per curare un gruppo di alleati.,0,1,236153,0,0
136,Cura della Natura,Usata da un Druido per dissolvere un effetto magico dannoso.,0,1,236288,0,0
137,Uragano,Usato da un Druido per infliggere danni a molti nemici.,0,1,136018,0,0
138,Berserk,Aumenta i danni inflitti dal Druido.,0,1,236149,0,0
139,Allineamento Celeste,Aumenta i danni inflitti dal Druido.,0,1,136060,0,0
140,Istigazione,Obbliga il bersaglio ad attaccare il Monaco.,0,1,620830,0,0
141,Guardia,Usata da un Monaco per ridurre i danni subiti.,0,1,611417,0,0
142,Ondata del Chi,Usata da un Monaco per curare un gruppo di alleati.,0,1,606541,0,0
143,Capriola,Usata da un Monaco per scappare rapidamente da un pericolo.,0,1,574574,0,0
144,Paralisi,Usata da un Monaco per neutralizzare un nemico pericoloso.,0,1,629534,0,0
145,Disintossicazione,Usata da un Monaco per dissolvere un effetto magico dannoso.,0,1,460692,0,0
146,Tè al Mana,Usato da un Monaco per rigenerare rapidamente il mana del bersaglio.,0,1,608949,0,2
147,Compressione Tracheale,Usata da un Monaco per interrompere un lancio d'incantesimi.,0,1,608940,0,0
148,Dissoluzione Magica,Usata da un Sacerdote per dissolvere un effetto magico dannoso.,0,1,135894,0,0
149,Spirito d'Ombra,Usato da un Sacerdote per aumentare i danni inflitti e la rigenerazione del mana.,0,1,136199,0,2
150,Risonanza Mentale,Usata da un Sacerdote per infliggere danni a molti nemici.,0,1,237565,0,0
151,Dominio Mentale,Usato da un Sacerdote per neutralizzare un nemico pericoloso.,0,1,136206,0,0
152,Infusione di Potere,Usata da un Sacerdote per aumentare i danni inflitti.,0,1,135939,0,0
153,Scudo d'Acqua,Usato da uno Sciamano per aumentare la rigenerazione del mana.,0,1,132315,0,2
154,Catena di Fulmini,Usata da uno Sciamano per infliggere danni a molti nemici.,0,1,136015,0,0
155,Raffica di Vento,Usata da uno Sciamano per interrompere un lancio d'incantesimi.,0,1,463565,0,0
156,Lupo Spettrale,Usato da uno Sciamano per scappare rapidamente da un pericolo.,0,1,136095,0,0
157,Maleficio,Usato da uno Sciamano per neutralizzare un nemico pericoloso.,0,1,237579,0,0
158,Ascesa,Usata da uno Sciamano per aumentare i danni inflitti.,0,1,135791,0,0
159,Evasione,Usata da un Ladro per evitare di subire danni.,0,1,136205,0,0
160,Scatto,Usato da un Ladro per scappare rapidamente da un pericolo.,0,1,132307,0,0
161,Ventaglio di Lame,Usato da un Ladro per infliggere danni a molti nemici.,0,1,236273,0,0
162,Marchio della Morte,Usato da un Ladro per aumentare i danni inflitti.,0,1,236364,0,0
163,Morte Apparente,Usata da un Cacciatore per obbligare il bersaglio ad attaccare un altro bersaglio.,0,1,132293,0,0
164,Prevenzione,Usata da un Cacciatore per evitare di subire danni.,0,1,132369,0,0
165,Disimpegno,Usato da un Cacciatore per scappare rapidamente da un pericolo.,0,1,132294,0,0
166,Tiro di Contrasto,Usato da un Cacciatore per interrompere un lancio d'incantesimi.,0,1,249170,0,0
167,Trappola Congelante,Usata da un Cacciatore per neutralizzare un nemico pericoloso.,0,1,135834,0,0
168,Blocco di Ghiaccio,Usato da un Mago per evitare di subire ingenti danni. Anche se per poco.,0,1,135841,0,0
169,Evocazione: Cibo,Il corpo ha bisogno di energie per essere al massimo della forma!,0,1,609812,0,2
170,Traslazione,Usata da un Mago per teletrasportarsi rapidamente lontano da un pericolo.,0,1,135736,0,0
171,Controincantesimo,Usato da un Mago per interrompere un lancio d'incantesimi.,0,1,135856,0,0
172,Metamorfosi,Usata da un Mago per neutralizzare un nemico pericoloso.,0,1,136071,0,0
