Name_lang,SourceText_lang,Description_lang,ID,MountTypeID,Flags,SourceTypeEnum,SourceSpellID,PlayerConditionID,MountFlyRideHeight,UiModelSceneID,MountSpecialRiderAnimKitID,MountSpecialSpellVisualKitID
Cavallo Bruno,|cFFFFD200Mercante: |rUnger Statforth|n|cFFFFD200Zona: |rPaludi Grigie|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Molto amato dalle guardie di Roccavento per la sua temperanza e resistenza.,6,230,0,2,458,0,0,4,0,0
Lupo Grigio,|cFFFFD200Mercante: |rOgunaro Lupoagile|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Questa razza di lupi preferisce cacciare nella nebbia, confidando sul colore del proprio manto per nascondersi agli occhi della preda.",7,230,64,2,459,0,0,4,0,0
Stallone Bianco,|cFFFFD200Oggetto del passato|r,Questo bianco stallone possente e caparbio è citato in molti miti delle più antiche tribù degli Umani.,8,230,64,2,468,0,0,4,0,0
Stallone Nero,|cFFFFD200Mercante: |rKatie Stokx|n|cFFFFD200Zona: |rRoccavento|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"A causa del suo manto scuro, è la cavalcatura preferita dai membri dell'IR:7 per le missioni notturne.",9,230,0,2,470,0,0,4,0,0
Pinto,|cFFFFD200Mercante: |rKatie Stokx|n|cFFFFD200Zona: |rRoccavento|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Il suo temperamento mansueto lo rende ideale per insegnare ai bambini a cavalcare.,11,230,0,2,472,0,0,4,0,0
Lupo Nero,|cFFFFD200Mercante: |rOgunaro Lupoagile|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Il suo ululato è così forte da poter essere udito a chilometri di distanza.,12,230,64,2,578,0,0,4,0,0
Lupo Rosso,|cFFFFD200Oggetto del passato|r,Questi lupi sono quasi scomparsi su Azeroth: solo i veterani ne hanno visto uno.,13,230,64,2,579,0,0,4,0,0
Lupo della Foresta,|cFFFFD200Mercante: |rOgunaro Lupoagile|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Il suo ululato è così forte da poter essere udito a chilometri di distanza.,14,230,0,2,580,0,0,4,0,0
Lupo Invernale,|cFFFFD200Oggetto del passato|r,Le leggende dei Mezzorsi narrano che i lupi con il pelo bianco siano una benedizione delle due lune di Azeroth.,15,230,64,2,581,0,0,4,0,0
Vildestriero,|cFFFFD200Classe: |rStregone,Questo essere è stato corrotto dal potere demoniaco per servire il Concilio dell'Ombra.,17,230,0,1,5784,31504,0,4,0,0
Giumenta Castana,|cFFFFD200Mercante: |rKatie Stokx|n|cFFFFD200Zona: |rRoccavento|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Robusto e affidabile: il cavallo impiegato nella costruzione di Roccavento.,18,230,0,2,6648,0,0,4,0,0
Metalupo,|cFFFFD200Mercante:|r Ogunaro Lupoagile|n|cFFFFD200Zona:|r Orgrimmar|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Un tempo considerato estinto se non nel nord più estremo. Molto apprezzato da coloro che viaggiano in inverno.,19,230,0,2,6653,0,0,4,0,0
Lupo Bruno,|cFFFFD200Mercante: |rOgunaro Lupoagile|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Il suo ululato è così forte da poter essere udito a chilometri di distanza.,20,230,0,2,6654,0,0,4,0,0
Montone Grigio,|cFFFFD200Mercante: |rVeron Ambraquieta|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"I montoni spesso si prendono a testate per ore nel tentativo di impressionare una femmina. Sotto questo aspetto, assomigliano molto ai Nani.",21,230,0,2,6777,0,0,4,0,0
Montone Nero,|cFFFFD200Oggetto del passato|r,"""Non vedo esemplari di questa razza da molto tempo, ma quando le cose si fanno dure, questi montoni non si tirano indietro."" - Veron Ambraquieta",22,230,64,2,6896,0,0,4,0,0
Montone Bianco,|cFFFFD200Mercante: |rVeron Ambraquieta|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Costo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"I montoni spesso si prendono a testate per ore nel tentativo di impressionare una femmina. Sotto questo aspetto, assomigliano molto ai Nani.",24,230,0,2,6898,0,0,4,0,0
