Description_lang,StandingModified_lang,StandingChangedText_lang,ID,FactionID,TextureFileID,Flags
Contadino Fung ti considera un %s. A Fung piacciono i Gigli di Palude e l'Arrosto di Uccello Selvatico.,,,2,1283,0,0
Ghi Ghi ti considera un %s. A Ghi Ghi piacciono le Piume Blu e la Spadellata della Valle.,,,16,1277,0,0
Ella ti considera un %s. A Ella piacciono i Gatti di Giada e i Ravioli di Gamberetti.,,,17,1275,0,0
Trota Mezza Canna ti considera un %s. A Trota piacciono i Gatti di Giada e le Trote Gemelle in Bellavista.,,,18,1282,0,0
"Gina Palmo Florido ti considera un %s. A Gina piacciono i Gigli di Palude e la Zuppa ""Nebbia Vorticante"".",,,19,1281,0,0
Haohan Palmo Florido ti considera un %s. A Haohan piacciono le Schegge di Rubino e la Costata di Tigre alla Griglia.,,,20,1279,0,0
Jogu l'Ubriaco ti considera un %s. A Jogu piacciono le Mele Appetitose e le Carote Trifolate.,,,21,1273,0,0
Il Vecchio Zampa Brulla ti considera un %s. A Zampa Brulla piacciono le Piume Blu e il Brasato di Tartaruga.,,,22,1276,0,0
Sho ti considera un %s. A Sho piacciono le Mele Appetitose e i Pesci Primavera alla Piastra.,,,23,1278,0,0
Tina Palmo Florido ti considera un %s. A Tina piacciono le Schegge di Rubino e il Salmone allo Spirito di Fuoco.,,,24,1280,0,0
"Nomi è un cuoco %s. A ogni lezione che gli dai, diventa sempre più competente!",,,25,1357,0,0
"Nat ti considera un %s. A Nat piace bere. Forse se gli trovi qualche pesce molto raro, farà bere anche te!",,,26,1358,0,0
Sei di %s con l'Arena dei Combattenti.,,,28,2372,666624,0
Sei di %s con il Club dei Combattenti di Bizmo.,,,43,2371,666623,0
La Ribellione dei Lanciascura è %s.,,,72,1440,666624,0
Tormmok è attualmente la tua %s.,,,160,1736,666623,0
Il Difensore Illona è attualmente la tua %s.,,,162,1738,666623,0
Aeda Albaluce è attualmente la tua %s.,,,163,1740,666623,0
Delvar Pugnoferreo è attualmente la tua %s.,,,164,1733,666623,0
Vivianne è attualmente la tua %s.,,,165,1739,666623,0
Il Sacerdote dell'Artiglio Ishaal è attualmente la tua %s.,,,166,1737,666623,0
Leorajh è attualmente la tua %s.,,,167,1741,666623,0
%s,,,171,1374,666624,0
%s,,,172,1419,666623,0
"La condizione della Prima Arcanista Thalyssra è %s.

I Nobili Oscuri hanno una sete inestinguibile per il |cFF66BBFFMana Antico|r, che si può trovare in tutta Suramar.",,,181,1860,1391545,0
"Lo stato di Silgryn è %s.

I Nobili Oscuri hanno una sete inestinguibile per il |cFF66BBFFMana Antico|r. Ne esistono numerose fonti naturali a Suramar, anche se nessuna è potente come il Pozzo Oscuro.",,,182,1861,1391545,0
"La condizione del Capo Telemante Oculeth è %s.

I Nobili Oscuri hanno una sete inestinguibile per il |cFF66BBFFMana Antico|r, che si può trovare in tutta Suramar.",,,183,1862,1391545,0
7.0 Prova campioni- Chen Triplo Malto - Prova fazione (949),,,184,949,666623,0
"La condizione dell'Arcanista Valtrois è %s.

I Nobili Oscuri hanno una sete inestinguibile per il |cFF66BBFFMana Antico|r, che si può trovare in tutta Suramar.",,,185,1919,1391545,0
L'Evocatore Margoss ti considera un %s. Non è un grande fanatico delle arti magiche. La pesca è la sua vera passione!,,,193,1975,0,0
Olisarra e Angelique ti considerano |5%s. Vogliono dare una mano fornendo le risorse mediche necessarie a coloro che ne hanno bisogno.,,,195,1984,0,0
,,,198,0,666623,0
Ilyssia delle Acque ti considera un %s. Pesca con lei ad Azsuna.,,,199,2097,0,0
Akule ti considera un %s. Pesca con lui ad Alto Monte.,,,200,2099,0,0
Impus ti considera un %s. Pesca con lui alla Riva Dispersa.,,,202,2102,0,0
La Custode Raynae ti considera un %s. Pesca con lei a Val'sharah.,,,204,2098,0,0
