DisplayName_lang,VerboseName_lang,ID,ClassID,SubClassID,AuctionHouseSortOrder,PrerequisiteProficiency,Flags,DisplayFlags,WeaponSwingSize,PostrequisiteProficiency
Sacca,,2,1,0,0,-1,0,0,0,-1
Ascia,Asce a una mano,3,2,0,0,-1,3,0,1,1
Ascia,Asce a due mani,4,2,1,0,0,3,0,2,-1
Arco,Archi,5,2,2,0,-1,128,0,1,-1
Arma da fuoco,Armi da fuoco,6,2,3,0,-1,160,0,1,-1
Mazza,Mazze a una mano,7,2,4,0,-1,3,0,1,5
Mazza,Mazze a due mani,8,2,5,0,4,3,0,2,-1
Arma ad asta,Armi ad asta,9,2,6,0,-1,3,0,2,-1
Spada,Spade a una mano,10,2,7,0,-1,3,0,1,8
Spada,Spade a due mani,11,2,8,0,7,3,0,2,-1
Lame da Guerra,,12,2,9,0,-1,1,0,2,-1
Bastone,Bastoni,13,2,10,0,-1,3,0,2,-1
Artigli da Orso,Artigli da Orso,14,2,11,0,-1,0,3,1,12
Artigli da Felino,Artigli da Felino,15,2,12,0,11,0,3,1,-1
Tirapugni,Tirapugni,16,2,13,0,-1,5,0,1,-1
Varie,,17,2,14,0,-1,2,1,0,-1
Pugnale,Pugnali,18,2,15,0,-1,3,0,8,-1
Varie,,19,4,0,0,-1,512,1,0,-1
Stoffa,Stoffa,20,4,1,0,-1,1536,0,0,-1
Cuoio,Cuoio,21,4,2,0,-1,1536,0,0,-1
Maglia,Maglia,22,4,3,0,-1,1536,0,0,-1
Piastre,Piastre,23,4,4,0,-1,1536,0,0,-1
Cosmetico,Cosmetico,24,4,5,0,-1,0,1,0,-1
Scudo,Scudi,25,4,6,0,5,0,0,0,-1
Bacchetta,,26,6,0,0,-1,0,3,0,-1
Dardo,,27,6,1,0,-1,0,2,0,-1
Freccia,,28,6,2,0,-1,0,2,0,-1
Pallottola,,29,6,3,0,-1,0,2,0,-1
Faretra,,30,11,0,0,-1,0,7,0,-1
Dardo,,31,11,1,0,-1,0,7,0,-1
Faretra,,32,11,2,0,-1,0,6,0,-1
Sacca per munizioni,,33,11,3,0,-1,0,6,0,-1
Arma da lancio,Armi da lancio,34,2,16,0,-1,16,0,1,-1
Arma da lancio,,35,6,4,0,-1,0,2,0,-1
Intelletto,,36,3,0,1,-1,0,1,0,-1
Beni commerciali,,37,7,0,0,-1,0,3,0,-1
Componenti,,38,7,1,10,-1,0,1,0,-1
Esplosivo,,39,7,2,0,-1,0,3,0,-1
Libro,,40,9,0,0,-1,0,1,0,-1
Conciatura,,41,9,1,0,-1,0,1,0,-1
Sartoria,,42,9,2,0,-1,0,1,0,-1
Esplosivi e congegni,,43,0,0,0,-1,0,1,0,-1
Pozioni,,44,0,1,0,-1,0,1,0,-1
Elisir,,45,0,2,0,-1,0,1,0,-1
Lancia,Lance,46,2,17,0,-1,3,2,2,-1
Denaro,,47,10,0,0,-1,0,1,0,-1
Testa,,48,8,0,0,-1,0,1,0,-1
Missione,,49,12,0,0,-1,0,1,0,-1
Reagente,,50,5,0,0,-1,0,1,0,-1
Permanente,,51,14,0,0,-1,0,1,0,-1
Cianfrusaglie,,52,15,0,0,-1,0,1,0,-1
Chiave,,53,13,0,0,-1,0,1,0,-1
