ID,Text_lang,SortIndex,Min_level,Max_level,ContentTuningID
201,"|cffffd100Consiglio:|r puoi interrompere il lancio di un incantesimo muovendoti, saltando o premendo <Esc>.",2,20,250,0
222,|cffffd100Consiglio:|r cliccare su un oggetto mentre tieni premuto <Ctrl> ti permette di vedere come apparirebbe il tuo personaggio con quell'oggetto equipaggiato.,4,20,250,0
223,|cffffd100Consiglio:|r un oggetto col nome in grigio è di scarsa qualità e generalmente dovrebbe essere venduto ai mercanti.,5,6,250,0
224,|cffffd100Consiglio:|r un oggetto col nome in bianco è in qualche modo utile ai giocatori e può essere usato o venduto nella casa d'aste.,6,20,250,0
225,|cffffd100Consiglio:|r puoi inviare messaggi ad altri giocatori del tuo reame o ad altri tuoi personaggi da qualsiasi cassetta della posta del gioco.,7,20,250,0
226,|cffffd100Consiglio:|r cliccare su un oggetto mentre tieni premuto <Maiusc> ti permette di creare un collegamento all'oggetto in un messaggio di chat.,8,30,250,0
227,|cffffd100Consiglio:|r puoi riassegnare un tasto a qualsiasi elemento delle tue barre delle azioni premendo <Esc> e utilizzando l'interfaccia di assegnazione tasti.,11,15,250,0
229,"|cffffd100Consiglio:|r se un bersaglio sulla minimappa è visualizzato in grigio, si trova all'interno di una zona diversa da quella in cui si è al momento.",12,11,49,0
230,|cffffd100Consiglio:|r puoi eseguire numerose azioni divertenti con il sistema delle emote; per esempio puoi ballare digitando /balla.,17,25,250,0
231,|cffffd100Consiglio:|r accedi al menu delle opzioni dell'interfaccia premendo <Esc> per personalizzare le opzioni del gioco.,20,10,49,0
234,"|cffffd100Consiglio:|r quando compare l'icona di posta vicino alla minimappa, significa che hai ricevuto un nuovo messaggio. Recati a una cassetta della posta per leggerlo.",21,10,250,0
235,|cffffd100Consiglio:|r puoi aggiungere barre delle azioni aggiuntive premendo <Esc> e accedendo al menu delle opzioni dell'interfaccia.,22,250,250,0
236,"|cffffd100Consiglio:|r se tieni premuto <Maiusc> mentre clicchi col pulsante destro su un bersaglio da depredare, raccoglierai automaticamente tutti gli oggetti in suo possesso.",23,10,49,0
237,"|cffffd100Consiglio:|r se ti sei divertito con un altro giocatore, aggiungilo al tuo elenco degli amici!",27,20,250,0
240,"|cffffd100Consiglio:|r se non vuoi più parlare con un giocatore, clicca con il pulsante destro sul suo nome e seleziona ""Ignora"". Puoi sempre cambiare idea in un secondo momento.",159,10,250,0
241,"|cffffd100Consiglio:|r puoi selezionare i membri del tuo gruppo con i tasti funzione. <F1> seleziona il tuo personaggio, <F2> seleziona il secondo membro del gruppo e così via.",31,40,250,0
242,|cffffd100Consiglio:|r comportarsi in modo educato mentre si è in gruppo è il modo migliore per farsi nuovamente invitare!,30,0,0,0
243,|cffffd100Consiglio:|r puoi cliccare su una fazione nel pannello delle reputazioni per ottenere informazioni al riguardo o per accedere a delle opzioni aggiuntive.,32,0,0,0
244,|cffffd100Consiglio:|r un mostro con una stella sotto al suo ritratto è un mostro raro con tesori superiori alla media.,33,15,250,0
245,|cffffd100Consiglio:|r usa la rotellina del mouse quando è visualizzata la mappa per ingrandire la zona.,36,0,0,0
251,|cffffd100Consiglio:|r completare missioni e spedizioni ti permetterà di salire di livello rapidamente.,45,10,40,0
254,|cffffd100Consiglio:|r puoi nascondere l'interfaccia di gioco premendo <Alt><Z> e salvare un'immagine dello schermo premendo <Stamp>.,44,0,0,0
256,"|cffffd100Consiglio:|r clicca con il pulsante destro del mouse sulla mappa principale per ridurre la visuale verso il continente o il mondo, e con il pulsante sinistro per ingrandirla.",40,1,20,0
258,"|cffffd100Consiglio:|r cliccando sul nome di un giocatore nella finestra di chat tenendo premuto <Maiusc>, otterrai informazioni aggiuntive su di lui.",3,20,49,0
261,|cffffd100Consiglio:|r un punto esclamativo blu su un committente significa che la missione è ripetibile.,48,50,250,0
263,|cffffd100Consiglio:|r puoi usare <Tab> per selezionare in sequenza i nemici vicini che si trovano di fronte a te.,13,1,60,0
281,"|cffffd100Consiglio:|r se clicchi tenendo premuto <Maiusc> su un oggetto venduto da un mercante, potrai scegliere il numero di oggetti da acquistare.",50,10,250,0
282,"|cffffd100Consiglio:|r quando impari una professione, puoi accedere e utilizzare le nuove abilità dalla scheda delle professioni nel tuo grimorio.",10,11,250,0
321,"|cffffd100Consiglio:|r se non riesci a trovare un luogo preciso in una capitale, clicca su una guardia.",14,10,250,0
341,"|cffffd100Consiglio:|r affronta ogni aspetto della vita con moderazione, anche World of Warcraft!",143,0,0,0
381,|cffffd100Consiglio:|r cliccare su una pila di oggetti mentre tieni premuto <Maiusc> ti permette di separarla in pile più piccole.,54,30,250,0
382,|cffffd100Consiglio:|r premere entrambi i tasti del mouse contemporaneamente è un modo per far muovere il tuo personaggio in avanti.,55,0,0,0
384,|cffffd100Consiglio:|r puoi cancellare la maggior parte dei tuoi benefici attivi cliccando con il pulsante destro sulla relativa icona.,9,25,250,0
388,|cffffd100Consiglio:|r clicca sul nome di un oggetto proposto da un altro giocatore in chat per scoprire ulteriori informazioni su di esso.,57,0,0,0
389,"|cffffd100Consiglio:|r puoi apprendere solo due professioni primarie alla volta, ma puoi imparare tutte quelle secondarie (Cucina, Pesca e Archeologia).",19,10,49,0
390,|cffffd100Consiglio:|r è buona educazione parlare con un altro giocatore prima di invitarlo in un gruppo o aprire una finestra di commercio.,58,0,0,0
392,|cffffd100Consiglio:|r il tuo equipaggiamento non subisce danni quando vieni sconfitto da un giocatore nemico.,60,20,250,0
393,|cffffd100Consiglio:|r clicca tenendo premuto <Maiusc> su una missione nel tuo registro per attivarne o disattivarne il tracciamento.,61,10,250,0
394,|cffffd100Consiglio:|r i committenti che stanno aspettando il tuo ritorno vengono mostrati sulla minimappa con un punto interrogativo giallo.,63,1,20,0
396,|cffffd100Consiglio:|r i committenti che stanno aspettando il tuo ritorno vengono mostrati sulla minimappa con un punto interrogativo.,1,1,15,0
398,|cffffd100Consiglio:|r puoi cliccare sulle icone numerate nel Registro missioni per scegliere quale missione seguire.,41,5,49,0
399,|cffffd100Consiglio:|r le missioni completate al massimo livello forniscono oro aggiuntivo invece che esperienza.,64,50,60,0
403,|cffffd100Consiglio:|r premi <B> per aprire tutte le sacche contemporaneamente.,65,20,49,0
404,"|cffffd100Consiglio:|r quando interagisci con altri giocatori, un po' di gentilezza è sempre ben accetta!",156,0,0,0
405,|cffffd100Consiglio:|r è molto più difficile incontrare mostri erranti quando cammini lungo una strada.,42,5,49,0
406,|cffffd100Consiglio:|r usa lo strumento di ricerca delle spedizioni per unirti rapidamente a un gruppo di 5 giocatori e affrontare assieme l'avventura!,28,15,49,0
407,"|cffffd100Consiglio:|r invita i tuoi amici su Azeroth, ma non dimenticarti di uscire con loro anche fuori dal mondo di gioco!",66,0,0,0
409,"|cffffd100Consiglio:|r se svuoti regolarmente la casella di posta, l'icona della posta ti informerà quando ricevi un nuovo messaggio!",67,0,0,0
410,|cffffd100Consiglio:|r non fornire mai a un altro giocatore i dati del tuo account.,68,0,0,0
411,|cffffd100Consiglio:|r condividere un account con altre persone può comprometterne la sicurezza.,35,0,0,0
419,"|cffffd100Consiglio:|r un mostro con la barra della salute grigia è già stato reclamato da un altro giocatore e non fornirà né bottino, né esperienza.",70,10,59,0
422,|cffffd100Consiglio:|r puoi accedere alla mappa cliccando sull'icona in alto a destra sulla minimappa o premendo <M>.,72,1,20,0
423,"|cffffd100Consiglio:|r molte spedizioni di alto livello hanno una modalità Mitica, non disponibile attraverso la ricerca delle spedizioni, che fornisce grandi ricompense agli avventurieri più coraggiosi!",73,60,250,0
426,"|cffffd100Consiglio:|r quando usi la ricerca delle spedizioni, puoi teletrasportarti direttamente all'interno della spedizione. Altrimenti, puoi evocare i membri del gruppo non presenti sfruttando la pietra del ritrovo presso la spedizione.",77,25,250,0
427,|cffffd100Consiglio:|r la sezione Controllo Parentale sulla pagina di Gestione dell'Account offre degli strumenti che ti permettono di gestire il tempo di gioco.,78,10,250,0
428,|cffffd100Consiglio:|r cliccare su una missione mondiale mentre tieni premuto <Maiusc> ti permette di seguirne più di una.,79,60,60,0
429,|cffffd100Consiglio:|r una missione identificata come (Fallita) nel registro delle missioni può essere abbandonata e riottenuta dal committente.,80,20,59,0
430,"|cffffd100Consiglio:|r quando guardi il Registro missioni mentre sei in un gruppo, il numero a fianco del nome della missione indica quanti altri giocatori nel gruppo condividono la tua stessa missione.",81,40,250,0
431,"|cffffd100Consiglio:|r se sei in un gruppo di incursione, puoi progredire solo nelle missioni di tipo (Incursione).",82,50,250,0
432,|cffffd100Consiglio:|r ricorda che non puoi annullare le offerte fatte nella casa d'aste.,83,30,250,0
434,|cffffd100Consiglio:|r la posta verrà conservata per un massimo di 30 giorni prima di scomparire.,85,40,250,0
435,|cffffd100Consiglio:|r puoi modificare l'aspetto dell'armatura o delle armi visitando un trasmogrificatore nelle maggiori città.,86,40,250,0
438,|cffffd100Consiglio:|r puoi riacquistare gli oggetti che hai recentemente venduto a un mercante dalla scheda Riacquista.,88,10,250,0
439,|cffffd100Consiglio:|r il capogruppo può reimpostare istanze o cambiare la difficoltà di una spedizione cliccando col pulsante destro sul proprio ritratto.,89,50,250,0
440,|cffffd100Consiglio:|r puoi sempre ottenere una nuova Pietra del Ritorno da un qualsiasi locandiere.,90,10,250,0
442,"|cffffd100Consiglio:|r i personaggi non possono schivare, parare o bloccare attacchi alle loro spalle.",92,30,250,0
444,|cffffd100Consiglio:|r puoi sostituire una gemma già incastonata in un oggetto semplicemente mettendo quella nuova su quella vecchia nell'interfaccia di incastonatura delle gemme.,93,40,250,0
446,|cffffd100Consiglio:|r puoi essere sotto l'effetto di un solo Elisir di Combattimento e di un solo Elisir di Protezione alla volta.,95,50,250,0
447,"|cffffd100Consiglio: |r quando passi il puntatore su un oggetto, puoi premere <Maiusc> per confrontarlo con ciò che hai attualmente equipaggiato.",96,40,250,0
448,"|cffffd100Consiglio:|r puoi avere fino a un massimo di 18 personaggi in un reame, e un massimo di 50 personaggi in totale tra tutti i reami.",97,250,250,0
449,|cffffd100Consiglio:|r puoi riutilizzare rapidamente del testo recentemente digitato: premi <Invio> e poi <Alt><Freccia su> per scorrere tutti i messaggi precedentemente inviati.,98,40,250,0
450,|cffffd100Consiglio:|r la maggior parte delle cavalcature e delle mascotte è condivisa dai personaggi della tua Brigata.,101,30,250,0
451,"|cffffd100Consiglio:|r grazie per aver scelto di giocare a World of Warcraft, sei grande!",102,10,250,0
452,|cffffd100Consiglio:|r sconfiggi i giocatori nemici per ottenere Livelli Onore e sbloccare prestigiose ricompense cosmetiche!,103,20,250,0
453,|cffffd100Consiglio:|r puoi apprendere come utilizzare le cavalcature volanti al livello 30!,108,20,59,0
454,|cffffd100Consiglio:|r compiere alcune imprese permette di ottenere come ricompensa oggetti unici non utilizzabili in combattimento.,109,40,250,0
456,"|cffffd100Consiglio:|r infliggere danni o curare genera minaccia contro le creature, che generalmente attaccano il bersaglio col livello di minaccia più alto. I personaggi con il ruolo di difensore generano minaccia aggiuntiva e dovrebbero sempre mantenere l'attenzione dei nemici.",111,15,59,0
457,|cffffd100Consiglio:|r le spedizioni in modalità Mitica sono un ottimo modo per affrontare avventure epiche con i tuoi amici!,112,250,250,0
458,|cffffd100Consiglio:|r vuoi provare nuove classi? Crea un personaggio di prova con la Scuola di classe e vedi se ti piace!,113,60,70,0
459,"|cffffd100Consiglio:|r i barbieri, presenti in molte città, ti permettono di modificare gratuitamente l'aspetto del tuo personaggio!",114,40,250,0
460,|cffffd100Consiglio:|r recluta un amico per giocare a World of Warcraft ed entrambi otterrete vantaggi e ricompense.,115,20,250,0
461,"|cffffd100Consiglio:|r accedere alle spedizioni Eroiche con la ricerca delle spedizioni richiede un Livello Oggetto minimo, ma puoi sopperire a questo requisito formando un gruppo interamente con i tuoi amici.",117,60,250,0
462,"|cffffd100Consiglio:|r molte ricompense hanno una probabilità di essere potenziate quando vengono depredate, aumentando notevolmente il proprio potere!",116,20,250,0
464,"|cffffd100Consiglio:|r puoi utilizzare il calendario per controllare quando iniziano specifiche festività o per pianificare eventi con la tua gilda, la tua comunità o i tuoi amici.",99,40,250,0
465,|cffffd100Consiglio:|r puoi cliccare sull'orologio sotto alla minimappa per impostare un allarme o mostrare un cronometro.,100,20,250,0
466,"|cffffd100Consiglio:|r se ti trovi a cavalcare in solitudine tra praterie verdi con il sole sulla pelle, non temere, poiché sei su Azeroth!",104,20,250,0
467,"|cffffd100Consiglio:|r se vuoi provare qualcosa di diverso, cerca di compiere alcune delle imprese più insolite.",105,50,250,0
468,"|cffffd100Consiglio:|r puoi creare un collegamento a missioni, oggetti e imprese in un messaggio di chat semplicemente cliccando su di essi col pulsante sinistro mentre tieni premuto <Maiusc>.",106,60,250,0
469,|cffffd100Consiglio:|r puoi scegliere di visualizzare e seguire i progressi delle missioni o delle imprese in corso cliccando su di essi col pulsante sinistro del mouse mentre tieni premuto <Maiusc>.,107,40,250,0
470,"|cffffd100Consiglio:|r cliccando sulla lente d'ingrandimento vicino alla minimappa puoi scegliere quali elementi tracciare, come per esempio i committenti di missioni di basso livello o specifici mercanti.",16,11,250,0
471,"|cffffd100Consiglio:|r un Santuario è un'area in cui è proibito il combattimento Personaggio vs. Personaggio, perché sono generalmente sede di potenti forze neutrali.",119,60,250,0
472,|cffffd100Consiglio:|r la maggior parte delle fazioni ha un Quartiermastro che offre diversi oggetti ai personaggi con una reputazione sufficientemente alta.,120,40,250,0
473,"|cffffd100Consiglio:|r il calendario ti informa quando vengono reimpostate le incursioni. Puoi usare il pannello di informazioni dell'incursione per estendere un'incursione, se vuoi che i progressi vengano conservati tra un ripristino e l'altro.",121,60,250,0
