ID,Description_lang,ModifiedCraftingCategoryID,ItemBonusTreeID,Flags,Field_9_1_0_38511_004,ItemContextOffset
1,,50,0,0,0,0
2,Garantisce Celerità,1,2915,1,0,0
4,,3,2922,0,0,0
5,Garantisce Indice di Critico,6,2927,1,0,0
6,Garantisce Versatilità,7,2928,1,0,0
7,Garantisce Maestria,5,2929,1,0,0
8,Imposta il livello dell'oggetto a 117 e il livello richiesto per indossarlo a 55.,29,3203,0,0,0
9,Imposta il livello dell'oggetto a 168 e il livello richiesto per indossarlo a 60.,46,3210,0,0,0
10,Imposta il livello dell'oggetto a 180 e il livello richiesto per indossarlo a 60.,8,3210,0,0,0
11,Imposta il livello dell'oggetto a 200.,8,3211,0,0,0
17,I tonici durano di più,44,2939,0,0,0
27,Ben Nutrito dura di più,11,3000,0,0,0
30,Infligge danni da fuoco al nemico,17,3070,0,0,0
32,Imposta il livello dell'oggetto a $ev1 e il livello richiesto a $ev2.,18,3204,0,0,0
34,Imposta il livello dell'oggetto a $ev1 e il livello richiesto a $ev2.,30,3205,0,0,0
36,Imposta il livello dell'oggetto a $ev1 e il livello richiesto a $ev2.,31,3206,0,0,0
38,Imposta il livello dell'oggetto a $ev1 e il livello richiesto a $ev2.,32,3207,0,0,0
39,Imposta il livello dell'oggetto a $ev1 e il livello richiesto a $ev2.,33,3208,0,0,0
58,Danni da caduta ridotti.,41,3147,0,0,0
59,Aumenta leggermente la velocità di movimento.,42,3148,0,0,0
61,Velocità di nuoto aumentata.,40,3152,0,0,0
62,Infligge danni da gelo al nemico,17,3153,0,0,0
64,Beneficio Ben Nutrito mantenuto anche dopo la morte nelle arene e nei campi di battaglia.,38,3175,0,0,0
65,Probabilità di ottenere un punto di competenza aggiuntivo.,39,3176,0,0,0
66,Aggiungi incavo,35,3177,0,0,0
67,@spelldesc332950,11,169,0,0,0
68,Completare le missioni mondiali aumenta l'attributo primario,37,3178,0,0,0
70,Imposta il livello dell'oggetto a 129 e il livello richiesto per indossarlo a 53.,29,3203,0,0,0
71,Imposta il livello dell'oggetto a 200 e il livello richiesto per indossarlo a 60.,51,3211,0,0,0
72,Imposta il livello dell'oggetto a 165 e il livello richiesto per indossarlo a 57.,29,3209,0,0,0
73,Imposta il livello dell'oggetto a 165.,29,3210,0,0,0
74,Imposta il livello dell'oggetto a 54 e il livello richiesto per indossarlo a 47.,45,3208,0,0,0
