ID,OverrideNameString_lang,SlotMask,ItemNameDescriptionID
1,Gambiere del Vortice del Vespro,128,13884
15,Chilly Robe (DNT),1048576,13586
17,Mano della Simmetria Spaventosa,1024,13642
22,Pettorale Corazzato di Intriso di Sforzo,32,13662
23,Mantello della Spira Letale,65536,13663
24,Drappi della Mostruosità,65536,13665
26,Cotta Vampirica,32,13668
27,Guardamani Foderati della Runa Cremisi,1024,13669
28,Catena dello Zero Assoluto,4,13673
29,Cintura della Stretta Imperitura,64,13675
30,Bracciali Leggeri del Cielo Fuso,512,13679
31,Copricapo del Gelo Profondo,2,13682
32,Vera del Comando Disciplinare,2048,13684
33,Fascia del Potenziale Esteso,64,13685
34,Fasciature dell'Armonia Arcana Intessute,1024,13691
35,Fede del Tempo,2048,13692
37,Santuario di Uther,36,13695
38,L'Inseguimento dell'Eletto Pazzo,256,13694
40,Sigillo della Giusta Furia,2048,13704
42,Coprispalle dell'Inquisitore Implacabile,65536,13709
43,Calzari della Rappresaglia,256,13713
44,Stivalacci dello Spaccatuono,256,13716
45,Guanti Lunghi dello Squilibrato,1024,13720
47,Talismano del Signore della Battaglia,4,13722
48,Spallacci Corazzati del Riverbero Sismico,8,13723
49,Bracciali Leggeri degli Antenati,512,13724
50,Cinturone del Tremore Profondo,64,13725
51,Spallacci Foderati dell'Elementale Profondo,8,13726
52,Disfatta Ardente della Spaccacieli,1048608,13728
53,Gambali Foderati dell'Equilibrio Elementale,128,13729
54,Echi della Grande Separazione,8,13730
55,Rinascita di Lava dell'Oratore del Vento,256,13731
56,Gambali Foderati Focalizzati Naturalmente di Jonat,128,13736
57,Mantello dello Spiritista delle Maree,65536,13737
58,Guardamani Foderati delle Maree Primordiali,1024,13738
59,Mantello dell'Armonia Terrestre,65536,13739
60,Elmo del Portapena,2,13742
61,Bracciali Leggeri del Richiamo Selvaggio,512,13743
62,Cintura del Bracconaggio di Hemet,64,13744
63,Spalline della Brace della Forgia dell'Anima,8,13745
64,Amuleto dello Stratagemma Vile,4,13746
66,Fede Incisa del Comando Feroce,2048,13747
67,Gambiere di Pelle di Cobra del Destafiamme,128,13748
68,Guardaspalle della Guerra Eredun,8,13749
69,Mantello del Maestro Predatore di Rylak,65536,13750
70,Bracciali Foderati dei Tiri Crescenti,512,13752
71,Spalletti dell'Inseguitore di Serpenti,8,13753
72,Bracciali Leggeri della Veglia Impassibile,512,13754
73,Gambali Foderati del Predatore di Rylak Dannato,128,13756
74,Bracciali Leggeri di Wilfred dell'Evocazione Superiore,512,13759
77,Pilastri del Portale Oscuro,4,13762
78,Tonaca per Scrivere degli Azj'aqir,1048608,13763
79,Assalitori Oscuri di Sacrolash,128,13764
80,Stivali dell'Ira Ricamati,256,13766
81,Spalletti Cornuti degli Incubi,8,13769
82,Gambali Foderati di Cenerfiamma degli Azj'aqir,128,13771
84,Gambali Foderati della Rianimazione,128,13666
87,Maschera del Mezzo-Gigante,2,13776
90,Zoccoli del Signore della Rovina,256,13779
99,Stivali Artigliati di Endereth,256,13760
100,Cordone degli Ymirjar Elegante,64,13774
102,Sigillo del Maestro Assassino,2560,13790
105,Giaco di Polvere d'Ombra,32,13793
106,Stivali Tossici Taglienti,256,13791
110,Pezza del Calcavespro,32,13797
111,Vimini di Pelleverde,2,13798
112,Talismano del Bandito,4,13799
114,Fede della Fluidità,2048,13789
115,Schioppo Nascosto,1024,13800
116,Sipario,65536,13801
117,Frammento d'Anima di Akaari,1024,13802
119,Ombre Letali,128,13804
126,Visione della Sinergia Demoniaca,2,13761
127,Calzari della Famiglia Zoldyck,256,13796
128,Spalline della Lama Spietata Macchiate di Sangue,8,13795
130,Guardaspalle Intrisi di Sangue,8,13792
131,Appetito Marcio,65536,13803
151,Vilcammino Erratico,256,13781
158,Elmo Vilinfuocato,2,13782
159,Manto dell'Ora Più Oscura,32,13778
161,Medaglione Lumenero,4,13777
163,Ciclo del Caos,64,13780
165,Corazza Foderata Inestinguibile,32,13810
167,Zoccoli del Signore della Rovina,256,13809
168,Fede Incessante della Vilfiamma,2048,13785
169,Copricapo della Fiamma Oscura,2,13783
170,Presa Sprezzante dell'Anima Ardente,1024,13786
171,Gambali Foderati Perduti del Profanatore,128,13784
172,Vista del Tramonto e dell'Alba,2,13697
175,Elmo dell'Atto Finale,130,13834
176,Gambiere Rinforzate della Fame Insaziabile,256,13835
179,Paraspalle Peccaminosi,8,13837
180,Pettorale Corazzato della Gloria,32,13836
182,Paramani dell'Indulgenza Peccaminosa,1024,13839
184,Guardaspalle dell'Affinità tra Simili,8,13844
185,Stivaletti degli Spiriti Celestiali,256,13846
186,Corazza Foderata dello Sciame Iracondo,32,13841
187,Spalletti della Lucidità Risonante,8,13851
189,Elmo del Martellaccio Obbligato,2,13854
190,Gambiere del Massacro Fiammeggiante,256,13857
