ID,Directory,MapName_lang,MapDescription0_lang,MapDescription1_lang,PvpShortDescription_lang,PvpLongDescription_lang,Corpse[0],Corpse[1],MapType,InstanceType,ExpansionID,AreaTableID,LoadingScreenID,TimeOfDayOverride,ParentMapID,CosmeticParentMapID,TimeOffset,MinimapIconScale,CorpseMapID,MaxPlayers,WindSettingsID,ZmpFileDataID,WdtFileDataID,NavigationMaxDistance,PreloadFileDataID,Flags[0],Flags[1],Flags[2]
0,Azeroth,Regni Orientali,,,,,0,0,1,0,0,0,4,-1,-1,-1,0,1,-1,0,17,804940,775971,0,0,159399517,134479888,140
1,Kalimdor,Kalimdor,,,,,0,0,1,0,0,0,3,-1,-1,-1,0,1,-1,0,17,804935,782779,0,0,159399517,134479888,140
30,PVPZone01,Valle d'Alterac,"Nascosta tra le Montagne d'Alterac, la Valle d'Alterac è la patria del Clan Lupi Bianchi. I Nani Piccatonante hanno stabilito un avamposto nella vallata, scavando in profondità alla ricerca di ricchezze e di indizi sul loro passato ancestrale.

In questo campo di battaglia su larga scala, ogni fazione deve distruggere le torri fortificate dell'avversario e uccidere il generale nemico (Vanndar Piccatonante o Drek'thar).","Nascosta tra le Montagne d'Alterac, la Valle d'Alterac è la patria del Clan Lupi Bianchi. I Nani Piccatonante hanno stabilito un avamposto nella vallata, scavando in profondità alla ricerca di ricchezze e di indizi sul loro passato ancestrale.

In questo campo di battaglia su larga scala, ogni fazione deve distruggere le torri fortificate dell'avversario e uccidere il generale nemico (Vanndar Piccatonante o Drek'thar).",Uccidi il capo nemico,"- Cattura le torri e i fortilizi nemici
- Uccidi il capo nemico
- Riduci a zero i rinforzi nemici",0,0,1,3,0,0,104,-1,-1,-1,0,1,-1,0,0,0,790112,0,0,1553,135004168,0
33,Shadowfang,Forte di Zannascura,,,,,-230.989,1571.57,1,1,0,0,204,-1,-1,-1,0,1,0,10,0,0,790796,0,0,134219293,134512648,0
34,StormwindJail,Segrete di Roccavento,,,,,-8762.379,848.0103,2,1,0,717,194,-1,-1,-1,0,1,0,10,0,0,791060,0,0,1553,134479880,0
36,DeadminesInstance,Miniere della Morte,,,,,-11207.8,1681.15,1,1,0,0,142,-1,-1,-1,0,1,0,10,0,0,780605,0,0,134219281,134512648,0
43,WailingCaverns,Caverna dei Lamenti,,,,,-751.1312,-2209.2405,2,1,0,718,143,-1,-1,-1,0,1,1,10,0,0,791429,0,0,1553,134479880,0
47,RazorfenKraulInstance,Gallerie di Lamaspina,,,,,-4459.449,-1660.2118,1,1,0,0,188,-1,-1,-1,0,1,1,10,0,0,790640,0,0,1553,134479880,0
48,Blackfathom,Abissi di Fondocupo,,,,,4249.1206,748.3871,2,1,0,719,196,-1,-1,-1,0,1,1,10,0,0,780169,0,0,1553,134479880,0
70,Uldaman,Uldaman,,,,,-6060.1816,-2954.9973,2,1,0,1337,144,-1,-1,-1,0,1,0,10,0,0,791372,0,0,1553,134479880,0
90,GnomeragonInstance,Gnomeregan,,,,,-5162.6616,931.59875,2,1,0,721,193,-1,-1,-1,0,1,0,10,0,0,782773,0,0,1553,134479880,0
109,SunkenTemple,Tempio Sommerso,,,,,-10291.7,-3987.63,2,1,0,1477,191,-1,-1,-1,0,1,0,10,0,0,791166,0,0,1553,134479880,0
129,RazorfenDowns,Sotterranei di Lamaspina,,,,,-4662.883,-2535.8716,1,1,0,0,145,-1,-1,-1,0,1,1,10,0,0,790517,0,0,1553,134479880,0
169,EmeraldDream,Sogno di Smeraldo,,,,,0,0,1,2,0,0,0,-1,-1,-1,0,1,-1,40,0,0,780817,0,0,1553,134479880,0
189,MonasteryInstances,Vecchio Monastero Scarlatto,,,,,2892.2354,-811.2637,1,1,0,0,190,-1,-1,-1,0,1,0,10,0,0,788662,0,0,1553,134479880,0
209,TanarisInstance,Zul'farrak,,,,,-6790.5767,-2891.278,1,1,0,0,146,-1,-1,-1,0,1,1,10,0,0,791169,0,0,134219281,134512648,0
229,BlackRockSpire,Bastioni di Roccianera Inferiori,,,,,-7522.527,-1233.0415,2,1,0,1583,189,-1,-1,-1,0,1,0,10,0,0,780175,0,0,1537,134479880,0
230,BlackrockDepths,Sotterranei di Roccianera,,,,,-7178.0947,-928.63947,2,1,0,1584,103,-1,-1,-1,0,1,0,5,0,0,780172,0,0,1553,134479880,0
249,OnyxiaLairInstance,Antro di Onyxia,,,,,-4753.3125,-3752.4211,2,2,0,2159,61,-1,-1,-1,0,1,1,40,0,0,789922,0,0,34305,134479880,0
269,CavernsOfTime,Palude Nera,,,,,-8750.827,-4193.513,1,1,1,0,212,-1,-1,-1,0,1,1,5,0,0,829736,0,0,1553,134479880,0
289,SchoolofNecromancy,Scholomance,,,,,1274.7812,-2552.564,1,1,0,0,102,-1,-1,-1,0,1,0,5,0,0,790713,0,0,1553,134479880,0
309,Zul'gurub,Zul'gurub Antica,,,,,-11916.06,-1224.5771,1,1,0,1977,161,-1,-1,-1,0,1,0,20,0,0,791432,0,0,525841,134479880,0
329,Stratholme,Stratholme,,,,,3392.317,-3378.4832,1,1,0,0,101,-1,-1,-1,0,1,0,5,0,0,791063,0,0,134219281,134512648,0
349,Mauradon,Maraudon,,,,,-1432.6971,2924.9775,2,1,0,2100,81,-1,-1,-1,0,1,1,10,0,0,788656,0,0,1553,134479880,0
369,DeeprunTram,Tram degli Abissi,,,,,-8349.224,517.34796,2,0,0,2257,205,-1,-1,-1,0,1,0,0,0,0,780788,0,0,268437009,134480384,128
389,OrgrimmarInstance,Baratro di Fiamma Furente,,,,,1816.7559,-4423.3716,2,1,0,2437,195,-1,-1,-1,0,1,1,10,0,0,789981,0,0,1553,134479880,0
409,MoltenCore,Nucleo Ardente,,,,,-7510.565,-1036.6981,2,2,0,2717,192,-1,-1,-1,0,1,0,40,0,0,788659,0,0,1553,134479880,0
429,DireMaul,Maglio Infausto,,,,,-3908.03,1130,2,1,0,2557,82,-1,-1,-1,0,1,1,5,0,0,780814,0,0,134219265,134512648,128
449,AlliancePVPBarracks,Caserme PvP dell'Alleanza,,,,,0,0,2,0,0,2918,181,-1,-1,-1,0,1,-1,0,0,0,775968,0,0,1553,134479880,0
450,HordePVPBarracks,Caserme PvP dell'Orda,,,,,0,0,2,0,0,2917,182,-1,-1,-1,0,1,-1,0,0,0,782776,0,0,1553,134479880,0
469,BlackwingLair,Fortezza dell'Ala Nera,,,,,-7663.4126,-1218.6665,1,2,0,2677,141,-1,-1,-1,0,1,0,40,0,0,780178,0,0,1553,134479880,0
489,PVPZone03,Forra dei Cantaguerra Classica,"Una valle che confina con la foresta di Valtetra e le Savane, la Forra dei Cantaguerra è teatro di costanti scontri tra Orda e Alleanza.

La Forra dei Cantaguerra è un campo di battaglia 10v10, in cui vince la prima fazione che cattura la bandiera nemica per tre volte.

Desiderosi di aiutare i loro alleati, i membri di tutte le razze di Azeroth si precipitano alla Forra con le spade sguainate e gli incantesimi pronti.","Una valle che confina con la foresta di Valtetra e le Savane, la Forra dei Cantaguerra è teatro di costanti scontri tra Orda e Alleanza.

La Forra dei Cantaguerra è un campo di battaglia 10v10, in cui vince la prima fazione che cattura la bandiera nemica per tre volte.

Desiderosi di aiutare i loro alleati, i membri di tutte le razze di Azeroth si precipitano alla Forra con le spade sguainate e gli incantesimi pronti.",Cattura la bandiera nemica,"- Difendi la tua bandiera
- Cattura la bandiera nemica
- In caso di parità, vince chi effettua l'ultima cattura",0,0,1,3,0,3277,122,-1,-1,-1,0,1,-1,0,0,0,790291,0,0,1553,135004160,0
509,AhnQiraj,Rovine di Ahn'qiraj,,,,,-8114.4644,1526.3657,1,2,0,3429,184,-1,-1,-1,0,1,1,20,0,0,775637,0,0,1553,134479880,0
529,PVPZone04,Bacino d'Arathi Classico,"Il Bacino d'Arathi è uno dei punti più contesi di Azeroth nella guerra tra Umani e Reietti.

Il Bacino d'Arathi è un campo di battaglia 15v15, in cui ogni fazione combatte per il controllo delle Scuderie, della Fucina, della Miniera d'Oro, della Segheria e della Fattoria.

Le truppe scelte dei Profanatori cercano di recidere il legame tra gli Umani e i Nani, loro alleati del sud.

La Lega di Arathor vuole impossessarsi di queste terre per conto dei loro benefattori di Roccavento.|n|n","Il Bacino d'Arathi è uno dei punti più contesi di Azeroth nella guerra tra Umani e Reietti.

Il Bacino d'Arathi è un campo di battaglia 15v15, in cui ogni fazione combatte per il controllo delle Scuderie, della Fucina, della Miniera d'Oro, della Segheria e della Fattoria.

La Lega di Arathor vuole impossessarsi di queste terre per conto dei loro benefattori di Roccavento.

Le truppe scelte dei Profanatori cercano di recidere il legame tra gli Umani e i Nani, loro alleati del sud.|n|n",Conquista gli obiettivi,"- Cattura e mantieni il controllo degli obiettivi
- Ottieni 1.500 risorse",0,0,1,3,0,3358,183,-1,-1,-1,0,1.25,-1,0,0,0,790377,0,0,1553,135004160,0
530,Expansion01,Terre Esterne,,,,,0,0,1,0,1,0,198,-1,-1,-1,0,1,-1,0,0,804943,828395,0,0,1553,134479880,128
531,AhnQirajTemple,Tempio di Ahn'qiraj,,,,,-8111.724,1526.7858,1,2,0,3428,185,-1,-1,-1,0,1,1,40,0,0,775840,0,0,1553,134479880,0
532,Karazahn,Karazhan,,,,,-11110.407,-2004.0653,1,2,1,3457,200,-1,-1,-1,0,1,0,10,0,0,834192,0,0,1553,134479880,0
533,Stratholme Raid,Naxxramas,,,,,0,0,1,2,2,3456,197,-1,-1,-1,0,1,-1,25,0,0,827115,0,0,34321,134479880,0
534,HyjalPast,Battaglia per il Monte Hyjal,,,,,-8178.508,-4182.0503,1,2,1,616,212,-1,-1,-1,0,1,1,25,0,0,831824,0,0,1553,134479880,0
540,HellfireMilitary,Cittadella del Fuoco Infernale: Sale della Devastazione,,,,,-306.75818,3064.4355,2,1,1,3714,199,-1,-1,-1,0,1,530,5,0,0,831277,0,0,134219281,134512648,0
542,HellfireDemon,Cittadella del Fuoco Infernale: Forgia del Sangue,,,,,-295.41934,3151.9927,2,1,1,3713,199,-1,-1,-1,0,1,530,5,0,0,830642,0,0,134219281,134512648,0
543,HellfireRampart,Cittadella del Fuoco Infernale: Bastioni,,,,,-360.04987,3067.8955,1,1,1,3562,199,-1,-1,-1,0,1,530,5,0,0,832154,0,0,67089,134479880,0
544,HellfireRaid,Antro di Magtheridon,,,,,-330.23386,3106.636,2,2,1,3836,208,-1,-1,-1,0,1,530,25,0,0,833183,0,0,1553,134479880,0
545,CoilfangPumping,Spiraguzza: Antro dei Vapori,,,,,764.21906,6915.0796,2,1,1,3715,207,-1,-1,-1,0,1,530,5,0,0,828422,0,0,1553,134479880,0
546,CoilfangMarsh,Spiraguzza: Torbiera Sotterranea,,,,,764.62823,6768.0728,2,1,1,3716,207,-1,-1,-1,0,1,530,5,0,0,831262,0,0,134219281,134512648,0
547,CoilfangDraenei,Spiraguzza: Fosse degli Schiavi,,,,,742.1582,7011.3267,2,1,1,3717,207,-1,-1,-1,0,1,530,5,0,0,830731,0,0,1553,134479880,0
548,CoilfangRaid,Spiraguzza: Caverna di Sacrespire,,,,,775.7864,6865.2427,2,2,1,3607,207,-1,-1,-1,0,1,530,25,0,0,829900,0,0,1553,134479880,0
550,TempestKeepRaid,Forte Tempesta,,,,,0,0,2,2,1,3845,206,-1,-1,-1,0,1,-1,25,0,0,832484,0,0,1553,134479880,0
552,TempestKeepArcane,Forte Tempesta: Arcatraz,,,,,0,0,2,1,1,3848,206,-1,-1,-1,0,1,-1,5,0,0,832070,0,0,1553,134479880,0
553,TempestKeepAtrium,Forte Tempesta: Botanica,,,,,0,0,2,1,1,3847,206,-1,-1,-1,0,1,-1,5,0,0,833950,0,0,134219281,134512648,0
554,TempestKeepFactory,Forte Tempesta: Mecanar,,,,,0,0,2,1,1,3849,206,-1,-1,-1,0,1,-1,5,0,0,831974,0,0,1553,134479880,0
555,AuchindounShadow,Auchindoun: Labirinto delle Ombre,,,,,-3640.6877,4943.1626,2,1,1,3789,201,-1,-1,-1,0,1,530,5,0,0,828331,0,0,1553,134479880,0
556,AuchindounDemon,Auchindoun: Sale dei Sethekk,,,,,-3361.8625,4665.5923,2,1,1,3791,201,-1,-1,-1,0,1,530,5,0,0,828811,0,0,1553,134479880,0
