ID,Name_lang,PlayerConditionID,VisibleTrackingQuestID,QuestFeedbackEffectID,Flags,MaxHeight,MinHeight,VignetteType,RewardQuestID,UiWidgetSetID,UiMapPinInfoID,ObjectiveType
4,Mistero di Prova: Uccisione,0,0,89,66,0,0,0,0,0,1,0
5,Mistero di Prova: Bottino,18071,0,108,0,0,0,0,0,0,0,0
9,Mistero di Prova: Evento,10345,0,90,2,0,0,0,0,0,0,0
10,Schiantastelle Roghash,22188,0,89,0,0,0,0,0,0,0,0
11,Portatore di Tesori Farah,22189,0,88,0,0,0,0,0,0,0,0
12,Draenei Catturato,22190,0,89,0,0,0,0,0,0,0,0
13,Veggente del Vuoto,22191,0,89,0,0,0,0,0,0,0,0
14,Uraka,22192,0,89,0,0,0,0,0,0,0,0
15,Synodicus,22193,0,89,0,0,0,0,0,0,0,0
16,Cristallo Difensivo di Embaari,22194,0,90,0,0,0,0,0,0,0,0
17,Vuoto Misterioso,22196,0,90,0,0,0,0,0,0,0,0
18,L'Annientatore,22197,0,89,0,0,0,0,0,0,0,0
19,Profezia di Jerrikar,22198,0,89,0,0,0,0,0,0,0,0
20,Profezia di Kraator,22199,0,89,0,0,0,0,0,0,0,0
21,Profezia del Guardiano Distorcente,22200,0,89,0,0,0,0,0,0,0,0
22,Costruzione dell'Annientatore,22201,0,89,0,0,0,0,0,0,0,0
23,Chiromante delle Foglie Kurri,22202,0,89,0,0,0,0,0,0,0,0
24,Tesoro della Catena di Ferro,22203,0,88,0,0,0,0,0,0,0,0
25,Igrocybe,22205,0,89,0,0,0,0,0,0,0,0
26,Zoccoloduro,22206,0,89,0,0,0,0,0,0,0,0
27,Talby,22213,0,90,0,0,0,0,0,0,0,0
28,Tesoro della Montagna Ombrosa,22215,0,88,0,0,0,0,0,0,0,0
29,Bergzoid,22216,0,89,0,0,0,0,0,0,0,0
30,Yggdrel,22217,33389,89,0,0,0,0,0,0,0,0
33,Morsocruento,19147,0,89,0,0,0,0,0,0,0,0
34,Zannafosca,0,0,89,0,0,0,0,0,0,0,0
35,Morsovile,0,0,89,0,0,0,0,0,0,0,0
36,Quid,0,0,89,0,0,0,0,0,0,0,0
37,Aetha,0,0,89,0,0,0,0,0,0,0,0
38,Spirito di Lao-Fe,0,0,89,0,0,0,0,0,0,0,0
39,Bai-Jin il Macellaio,0,0,89,0,0,0,0,0,0,0,0
40,Gochao l'Impavido,19146,0,89,0,0,0,0,0,0,0,0
41,Gaohun il Tranciaspiriti,19147,0,89,0,0,0,0,0,0,0,0
42,Generale Temuja,0,0,89,0,0,0,0,0,0,0,0
43,Maestro delle Ombre Sydow,0,0,89,0,0,0,0,0,0,0,0
44,Wulon,0,0,89,0,0,0,0,0,0,0,0
45,Huo-Shuang,19147,0,89,0,0,0,0,0,0,0,0
46,Baolai l'Immolatore,0,0,89,0,0,0,0,0,0,0,0
47,Vyraxxis,0,0,89,0,0,0,0,0,0,0,0
48,Kri'chon,0,0,89,0,0,0,0,0,0,0,0
49,Birra Davvero Puzzolente,0,0,90,0,50,-50,0,0,0,0,0
50,Zesqua,0,0,89,0,50,-50,0,0,0,0,0
51,Tesoro Sommerso,22051,0,88,0,50,-50,0,0,0,0,0
52,Zarhymstein,22056,0,90,0,50,-50,0,0,0,0,0
53,Squartagru,0,0,89,0,50,-50,0,0,0,0,0
54,Cassa del Tesoro della Guardia Nera,22347,0,88,0,50,0,0,0,0,0,0
55,Casse del Tesoro di Kukuru,0,0,88,0,50,-50,0,0,0,0,0
56,Cassa del Tesoro delle Corde,0,0,88,8,0,-30,0,0,0,0,0
57,Cassa del Tesoro Rilucente,0,0,88,8,0,-50,0,0,0,0,0
58,Sacca del Tesoro Rilucente,0,0,88,8,50,-50,0,0,0,0,0
59,Chelon,0,0,89,0,50,-50,0,0,0,0,0
60,Karkanos,0,0,89,0,50,-50,0,0,0,0,0
61,Battaglia della Cirripede,0,0,90,0,0,0,0,0,0,0,0
62,Riusami,0,0,252,66,0,0,0,0,0,0,0
