ID,Name_lang,Name1_lang,Mask_ID,Flags
1,Soldato %s,Soldatessa %s,1,0
2,Caporale %s,Caporale %s,2,0
3,Sergente %s,Sergente %s,3,0
4,Sergente Capo %s,Sergente Capo %s,4,0
5,Sergente Capitano %s,Sergente Capitano %s,5,0
6,Cavalier %s,Cavalier %s,6,0
7,Cavalier Tenente %s,Cavalier Tenente %s,7,0
8,Cavalier Capitano %s,Cavalier Capitano %s,8,0
9,Cavalier Campione %s,Cavalier Campione %s,9,0
10,Tenente Comandante %s,Tenente Comandante %s,10,0
11,Comandante %s,Comandante %s,11,0
12,Maresciallo %s,Maresciallo %s,12,0
13,Primo Maresciallo %s,Primo Maresciallo %s,13,0
14,Gran Maresciallo %s,Gran Maresciallo %s,14,0
15,Esploratore %s,Esploratrice %s,15,0
16,Grunt %s,Grunt %s,16,0
17,Sergente %s,Sergente %s,17,0
18,Sergente Istruttore %s,Sergente Istruttore %s,18,0
19,Primo Sergente %s,Primo Sergente %s,19,0
20,Guardia di Pietra %s,Guardia di Pietra %s,20,0
21,Guardia di Sangue %s,Guardia di Sangue %s,21,0
22,Legionario %s,Legionaria %s,22,0
23,Centurione %s,Centurione %s,23,0
24,Campione %s,Campionessa %s,24,0
25,Tenente Generale %s,Tenente Generale %s,25,0
26,Generale %s,Generale %s,26,0
27,Signore della Guerra %s,Signora della Guerra %s,27,0
28,Gran Signore della Guerra %s,Gran Signora della Guerra %s,28,0
42,Gladiatore %s,Gladiatrice %s,29,0
43,Duellante %s,Duellante %s,30,0
44,Rivale %s,Rivale %s,31,0
45,Sfidante %s,Sfidante %s,32,0
46,Signore degli Scarabei %s,Signora degli Scarabei %s,33,0
47,%s il Conquistatore,%s la Conquistatrice,34,0
48,%s il Giustiziere,%s la Giustiziera,35,0
53,%s il Campione dei Naaru,%s la Campionessa dei Naaru,36,0
62,Gladiatore Spietato %s,Gladiatrice Spietata %s,37,0
63,%s del Sole Infranto,%s del Sole Infranto,38,0
64,%s la Mano di A'dal,%s la Mano di A'dal,39,0
71,Gladiatore Vendicativo %s,Gladiatrice Vendicativa %s,40,0
72,Maestro di Guerra %s,Maestra di Guerra %s,41,0
74,Anziano %s,Anziana %s,43,0
75,%s il Custode delle Fiamme,%s la Custode delle Fiamme,44,0
76,Guardiano delle Fiamme %s,Guardiana delle Fiamme %s,45,0
77,%s l'Osannato,%s l'Osannata,46,0
78,%s l'Esploratore,%s l'Esploratrice,47,0
