ID,Name_lang,CreatureID,PortraitFileDataID,UiTextureKitID,UiAnimScale,UiAnimHeight,Flags,AutoCombatantID
1,Protogronn di Fuocogelo,80693,1067373,0,0.75,0.55,0,0
2,Esploratrice Spaccatuono,87430,1067284,0,1.4,0.5,0,0
4,Scontro Orco 1,78009,1067281,0,1.5,0.5,0,0
5,Scontro Orco 2,79359,1067297,0,1.5,0.5,0,0
7,Scontro Ogre 1,79378,1067321,0,1.5,0.55,0,0
29,Incontri di prova di Chris,0,0,0,1,0.4,0,0
30,Protogronn di Fuocogelo,80704,1067391,0,0.75,0.55,0,0
31,Protogronn di Fuocogelo,80693,1067373,0,0.75,0.55,0,0
32,Rylak Gelafauci,80705,1067265,0,0.55,0.45,0,0
33,Esploratore Spaccatuono,80192,1067335,0,0.6,0.9,0,0
34,Esploratore Spaccatuono,80172,1067334,0,1.2,0.5,0,0
35,Scontro Ogre 2,79380,1067230,0,0.9,0.55,0,0
36,Scontro Non Morto 1,79380,1067230,0,1,0.5,0,0
37,Scontro Aberrazione 1,79383,1067191,0,0.8,0.5,0,0
38,Scontro Arakkoa 1,79387,1067348,0,0.5,0.5,0,0
39,Scontro Arakkoa 2,81338,1067462,0,0.9,0.5,0,0
40,Scontro Bestia 1,79384,1067296,0,1.1,0.5,0,0
41,Scontro Bestia 2,79386,1067246,0,1.4,0.5,0,0
42,Scontro Demone 1,79381,1067240,0,1.1,0.6,0,0
43,Scontro Demone 2,81339,1067193,0,0.6,0.6,0,0
44,Scontro Spezzatore 1,79382,1067290,0,1,0.5,0,0
45,Scontro Spezzatore 2,79385,1067311,0,1.5,0.6,0,0
46,Scontro Furia 1,81340,1067223,0,1.2,0.5,0,0
47,Scontro Furia 2,81341,2395691,0,1,0.5,0,0
48,Scontro Primordiale 1,81342,1067224,0,1,0.5,0,0
49,Scontro Primordiale 2,81343,1067208,0,1,0.5,0,0
50,Scorie Miserabili,19787,0,0,1,0.4,0,0
51,Devastatore Furtivo,81538,1067344,0,0.9,0.45,0,0
52,Saltarupi Spaccatuono,81562,1067236,0,1.55,0.5,0,0
53,Erudito del Vento Spaccatuono,81565,1067286,0,1.55,0.5,0,0
54,Lupo Corrotto,81568,1067253,0,1.5,0.5,0,0
55,Servitore Gelotetro,81580,1067268,0,1.2,0.55,0,0
56,Saprofago Beccogelido,81583,1067178,0,1.3,0.9,0,0
57,Incursore Lamacurva,81587,1067336,0,1.2,0.5,0,0
58,Divoratore Pallido,82405,1067305,0,1,0.45,0,0
59,Rospo Corrotto,82410,1067273,0,1,0.45,0,0
60,Corvo di Calaluna,82409,1067466,0,0.8,0.5,0,0
61,Necrolita Torvaluna,82413,1067287,0,1.55,0.5,0,0
62,Maga Oscura Torvaluna,82414,1067282,0,1.55,0.5,0,0
63,Calca Pianure Tonante,83059,1067312,0,0.75,0.55,0,0
64,Arcanista Gorian,83067,1067413,0,1.2,0.5,0,0
65,Seguace Gorian,83071,1067409,0,1.2,0.5,0,0
66,Veggente delle Fiamme di Ferro,83128,1067339,0,1.4,0.5,0,0
67,Veggente delle Fiamme di Ferro,83126,1067270,0,1.4,0.5,0,0
68,Beremus il Sovrintendente,83236,1067399,0,0.9,0.53,0,0
69,Tarlna il Senza Età,83236,1067399,0,0.9,0.53,0,0
70,Invocatore delle Tempeste di Vetta dei Cieli,83357,1067403,0,0.9,0.55,0,0
71,Proselito Predatore,83363,1067405,0,0.9,0.55,0,0
72,Annientatore Tempravile,83379,1067240,0,0.75,0.55,0,0
73,Matriarca dei Mantorosso,83074,1067433,0,0.8,0.55,0,0
74,Predatore dell'Ombra,83347,1067465,0,1.2,0.5,0,0
75,Infernale Vilfiamma,83170,1067195,0,0.75,0.55,0,0
76,Sciacallo Fiammeggiante,83382,1067237,0,0.9,0.55,0,0
77,Essenza dell'Oscurità,83256,1067191,0,1.4,0.55,0,0
78,Essenza del Vuoto,83251,1416404,0,1.4,0.55,0,0
79,Gor,83098,1067407,0,0.75,0.55,0,0
80,Masticaferro Vorace,83193,1067290,0,0.75,0.55,0,0
81,Bruto Lamacurva,83043,1067419,0,1.2,0.5,0,0
82,Mazzuolatore Lamacurva,83042,1067420,0,1.2,0.5,0,0
83,Geomante Lamacurva,83045,1067422,0,1.2,0.5,0,0
84,Erudito del Vento Spaccatuono,83120,1067286,0,1.5,0.5,0,0
85,Yggdrel,83225,1067302,0,0.55,0.55,0,0
86,Artiglio Spaccatuono,83118,1067285,0,1.5,0.5,0,0
87,Cavalcabestie Spaccatuono,83122,1067284,0,1.5,0.5,0,0
88,Antico Scorzalunare,83226,1067303,0,0.55,0.55,0,0
89,Incursore di Nagrand,83135,1067388,0,1.5,0.5,0,0
90,Invocatrice della Terra Cantaguerra,83140,1067358,0,1.5,0.5,0,0
91,Mistico Faucitorte,83084,1067432,0,0.8,0.55,0,0
92,Saberon Faucitorte,83074,1067433,0,0.8,0.55,0,0
93,Mazzuolatore Faucitorte,83081,1067431,0,0.8,0.55,0,0
94,Proselito Destastormo,83353,1067381,0,0.9,0.55,0,0
95,Proselito Alafine,83354,1067401,0,0.9,0.55,0,0
96,Proselito Sacerdote del Sole,83356,1067404,0,0.9,0.55,0,0
97,Vigilante Sargerei,83241,1067367,0,1.3,0.5,0,0
98,Salmodiante Sargerei,83242,1067368,0,1.3,0.5,0,0
99,Torcispiriti Sargerei,83243,1067366,0,1.3,0.5,0,0
100,Schiavista Mazzapietra,83045,1067422,0,1.2,0.5,0,0
101,Schiavista Ok'mok,83062,1067418,0,1.2,0.5,0,0
102,Arcanista Spaccaterra,83070,1067414,0,1.2,0.5,0,0
103,Maestro di Guerra Gorian,83072,1067410,0,1.2,0.5,0,0
104,Maestro di Guerra Gorian,83072,1067410,0,1.2,0.5,0,0
105,Genesauro Lamalunare,83233,1067400,0,0.9,0.53,0,0
106,Botani Coltivatore,83217,1067380,0,0.9,0.55,0,0
107,Guardiano Botani,83217,1067380,0,0.9,0.55,0,0
108,Devastatore Dorsombroso,83103,1067345,0,0.9,0.45,0,0
109,Devastatore Dorsombroso,83106,1067346,0,0.9,0.45,0,0
110,Devastatore Dorsombroso,83107,1067343,0,0.9,0.45,0,0
111,Infernale Fiammeggiante,83170,1067195,0,0.75,0.55,0,0
112,Scagliapietra,83214,1067187,0,1.45,0.4,0,0
113,Guardiano Mantorosso,83213,1067186,0,1.45,0.4,0,0
114,Solcaneve,84858,1087727,0,1.45,0.4,0,0
115,Elementale del Magma,83147,1067228,0,1.2,0.4,0,0
116,Furia del Ghiaccio,83152,1067233,0,1.2,0.4,0,0
118,Mandragora di Giacinto,83301,1067341,0,1,0.4,0,0
119,Artiglio del Vuoto Torvaluna,83129,1067347,0,1.5,0.5,0,0
120,Sporoide Schizzatore,83292,1067330,0,1.9,0.45,0,0
121,Furia del Gelo,83151,1067221,0,1.2,0.4,0,0
122,Masticaferro Vorace,83192,1067288,0,1.4,0.45,0,0
123,Scagnozzo di Nerofumo,83041,1067421,0,1.2,0.5,0,0
124,Antico Scorzalunare,83225,1067302,0,0.55,0.55,0,0
125,Ascia del Vuoto Torvaluna,83133,1067294,0,1.5,0.5,0,0
