ID,Name_lang,Location_lang,Description_lang,MapPos[0],MapPos[1],WorldPos[0],WorldPos[1],GarrTypeID,GarrMissionTypeID,GarrFollowerTypeID,MaxFollowers,MissionCost,MissionCostCurrencyTypesID,OfferedGarrMissionTextureID,UiTextureKitID,EnvGarrMechanicID,EnvGarrMechanicTypeID,PlayerConditionID,GarrMissionSetID,TargetLevel,TargetItemLevel,MissionDuration,TravelDuration,OfferDuration,BaseCompletionChance,BaseFollowerXP,OvermaxRewardPackID,FollowerDeathChance,AreaID,Flags,AutoMissionScalar,AutoMissionScalarCurveID,AutoCombatantEnvCasterID
2,Abbondanza di Protogronn,Accesso a Rocciafredda,"I Protogronn sono una minaccia per la regione. Dobbiamo collaborare con i Lupi Bianchi per ridurne il numero. E chissà, magari uno di loro potrebbe perfino unirsi alla nostra causa...",0,0,0,0,2,3,1,1,0,824,0,101,0,23,26253,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
3,Recupero materiali,Ghiacciaio Infuocato,"Potrebbe essere una buona idea controllare la nave con cui siamo fuggiti dalla Giungla di Tanaan, magari contiene qualcosa di utile!",0,0,0,0,2,3,1,1,5,824,0,101,0,23,26251,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
5,Ossa dei Protogronn,Caverna della Guarnigione,Sono state scoperte delle ossa di Protogronn nella caverna vicino alla Guarnigione. I tuoi alchimisti sarebbero interessati a compiere delle ricerche su di esse.,0,0,0,0,2,18,1,1,10,824,0,0,0,24,26539,26,90,0,1800,0,259200,100,100,0,0,0,0,1,0,0
6,Maltrattamenti dei Gelotetro,Collina dei Gelotetro,Gli Ogre Gelotetro a est dei Sentieri di Ventogelido stanno spudoratamente maltrattando i lupi locali. Inaccettabile!,0,0,0,0,2,3,1,1,10,824,0,101,0,12,26320,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
7,Salvataggio a Rocciafurente,Rupi di Rocciafurente,Ci sono arrivati dei rapporti su un massacro in atto presso le Rupi di Rocciafurente! Allontana i Saprofagi Beccogelido e porta in salvo gli alleati feriti!,0,0,0,0,2,3,1,1,10,824,0,101,0,15,28567,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
36,Pozioni gelate,Sentieri di Ventogelido,"Un nostro esploratore ha individuato una cassa di pozioni degli Spaccatuono congelate nella neve. Recuperandole e studiandole, i nostri alchimisti potrebbero apprendere informazioni aggiuntive sugli ingredienti di Draenor.",0,0,0,0,2,18,1,1,10,824,0,0,0,23,26539,26,90,0,1800,0,259200,100,100,0,0,0,0,1,0,0
42,Dammi i bottini,Casa d'Aste,Razzia tutti i bottini.,0,0,0,0,2,4,1,1,0,824,0,0,0,23,26539,26,90,400,7,0,999999999,50,5,0,0,0,1,1,0,0
43,Pattugliamento di Fuocogelo,Piane di Ventogelido,Missione di prova di Matt.,0,0,0,0,3,13,1,3,0,824,0,101,0,29,26539,26,90,0,10,0,9999999,0,100,0,0,0,0,1,0,0
44,Pericolo dal cielo,Accesso a Rocciafredda,I rylak del Ghiacciaio Infuocato hanno attaccato le nostre carovane di rifornimenti. Dobbiamo mantenere costante il flusso di materie prime!,0,0,0,0,2,3,1,1,0,824,0,101,0,15,26252,12,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
45,Rimedi degli Ogre,Ghiacciaio Infuocato,Generalmente gli Ogre Lamacurva del Ghiacciaio Infuocato portano con loro dei rifornimenti quando si avventurano per le distese di Fuocogelo. Potrebbero possedere delle pozioni a noi ignote.,0,0,0,0,2,18,1,1,10,824,0,0,0,23,5703,26,90,0,1800,0,259200,100,100,0,0,0,0,1,0,0
