ID,Description_lang
1,"La Fiera di Lunacupa è arrivata, questa volta nell'idilliaca Foresta di Elwynn.

Incontra Silas Lunacupa e la sua compagnia ambulante, gioca mettendo alla prova i tuoi riflessi e la tua intelligenza, e goditi spettacoli esotici dai quattro angoli di Azeroth... e oltre!"
2,Azeroth fa festa! Ogni ora e per tutta la notte spettacolari lanci di fuochi d'artificio dalle capitali di ogni razza!
4,"Un torneo di pesca che si svolge lungo le coste della Valle di Rovotorto. Sarai tu il primo a pescare quaranta Spigole Screziate e aggiudicarti l'ambito premio?

Le Spigole Screziate possono essere catturate fino a due ore dopo l'inizio del torneo, ma per vincere dovrai fare in fretta!"
8,"Celebrata inizialmente solo dai Nani, la Festa della Birra ormai appassiona tutte le razze di Azeroth!

Visita l'accampamento dell'Alleanza fuori da Forgiardente oppure quello dell'Orda fuori da Orgrimmar, e goditi la festa!"
9,"C'è qualcosa nell'aria nelle capitali di Azeroth. Gli artigiani si sono radunati per organizzare il Gala dei Regali, durante il quale gli abitanti possono ottenere emblemi di gentilezza e affetto per i propri cari."
10,"Un momento di allegria e festeggiamenti, dedicato alla stagione più calda dell'anno."
11,"Al tramonto inizia la celebrazione della fine di Mezza Estate, con un'esibizione eccezionale di fuochi d'artificio.

Per goderti lo spettacolo, recati in una capitale oppure alla Baia del Bottino."
12,"Fai vedere a un orfano com'è la vita di un eroe! Visita la Matrona degli Orfani Usignola a Roccavento, la Matrona degli Orfani Petra a Orgrimmar, la Matrona degli Orfani Letizia a Shattrath, la Matrona degli Orfani Aria a Dalaran, il Curatore Padae a Dazar'alor o la Matrona degli Orfani Westerson a Boralus e realizza i desideri più profondi di un bambino."
13,"Babbo Inverno è venuto a visitare le città di Forgiardente e Orgrimmar, per gentile concessione della Masseria Buongusto. Che tutta Azeroth si unisca ai festeggiamenti!"
14,"La Festa di Nobiluova è arrivata. Le zone di partenza di ogni razza, il luogo dove i giovani eroi mettono alla prova per la prima volta le loro abilità, nascondono numerose uova preziose. Quante ne riuscirai a trovare?"
15,"La Veglia delle Ombre celebra la liberazione dei Reietti dal Flagello.

Dolcetti e scherzetti vengono regalati dai locandieri di Azeroth a chiunque ne faccia richiesta."
16,"La Sagra del Raccolto è il momento giusto per ricordare coloro che hanno sacrificato la propria vita per aiutare gli amici e gli alleati. Banchetti commemorativi sono allestiti appena fuori Forgiardente e Orgrimmar, in onore di questi eroi."
17,"Ogni anno i Druidi di Radaluna celebrano il trionfo della loro grande città sull'antica malvagità. Durante la Celebrazione della Luna i cittadini di Azeroth hanno l'opportunità di onorare i loro anziani celebrando la loro saggezza, condividendo grandiosi banchetti e ovviamente... lanciando fuochi d'artificio!"
18,"Cominciata dai Nani, la Festa della Birra è ora un evento mondiale che regala tanto sano divertimento... e tanta birra!"
21,"Il Capitano DeMeza naviga fino alla Baia del Bottino dei Goblin e recluta semplici cittadini per trasformarli in veri e propri bucanieri.

Cerca lei o i suoi scagnozzi nelle capitali se l'indole del pirata è dentro di te!"
22,La battaglia per la Valle d'Alterac si è fatta più aspra. Guadagna maggior onore combattendo con coraggio per aiutare la tua fazione.
23,La battaglia per il Bacino d'Arathi si è fatta più aspra. Guadagna maggior onore combattendo con coraggio per aiutare la tua fazione.
24,La battaglia per l'Occhio del Ciclone si è fatta più aspra. Guadagna maggior onore combattendo con coraggio per aiutare la tua fazione.
25,La battaglia per la Forra dei Cantaguerra si è fatta più aspra. Guadagna maggior onore combattendo con coraggio per aiutare la tua fazione.
26,"La Fiera di Lunacupa è arrivata, questa volta ai piedi di Picco del Tuono.

Incontra Silas Lunacupa e la sua compagnia ambulante, gioca mettendo alla prova i tuoi riflessi e la tua intelligenza, e goditi spettacoli esotici dai quattro angoli di Azeroth... e oltre!"
27,"La Fiera di Lunacupa è arrivata, questa volta fuori da Shattrath.

Incontra Silas Lunacupa e la sua compagnia ambulante, gioca mettendo alla prova i tuoi riflessi e la tua intelligenza, e goditi spettacoli esotici dai quattro angoli di Azeroth... e oltre!"
41,La battaglia per il Lido degli Antichi si è fatta più aspra. Guadagna maggior onore combattendo con coraggio per aiutare la tua fazione.
61,"Wrath of the Lich King inizia il 13 novembre.

Navi dell'Alleanza prenderanno il largo da Roccavento e dal Porto di Menethil.

Zeppelin dell'Orda decolleranno da fuori Orgrimmar e Sepulcra.

Ci vediamo a Nordania..."
81,"Durante il Giorno dei Morti, la gente si raduna nei cimiteri per salutare e riabbracciare gli spiriti dei loro cari defunti.

Le celebrazioni hanno luogo nei cimiteri di tutte le più grandi città, dove chiunque può cucinare, mangiare, danzare, travestirsi e molto altro ancora."
101,"Durante il Ringraziamento del Pellegrino, rifletti sulla tua fortuna e condividila con tutti quelli che ti stanno intorno."
121,La battaglia per l'Isola della Conquista si è fatta più aspra. Guadagna maggior onore combattendo con coraggio per aiutare la tua fazione sull'Isola.
141,Test test
161,"I Kalu'ak indicono regolarmente una grande gara di pesca a Nordania. Sii il primo a catturare uno Squalo Pinnanera e guadagnati il rispetto dei Kalu'ak, insieme a un premio sbalorditivo!"
162,"La battaglia per Gilneas continua in quella che fu una nobile città, dove i Reietti invasori cercano di strappare con la forza il controllo delle strade ai difensori maledetti."
163,Per più di vent'anni i Nani Granmartello e gli Orchi delle Fauci di Drago si sono scontrati nelle fertili valli delle terre orientali di Azeroth.
164,Campi di battaglia classificati 10v10 ora disponibili. Unisciti in gruppo con altri 9 giocatori e mettiti in coda tramite il menu PvP per guadagnare i tuoi Punti Conquista.
165,Campi di battaglia classificati 15v15 ora disponibili. Unisciti in gruppo con altri 14 giocatori e mettiti in coda tramite il menu PvP per guadagnare i tuoi Punti Conquista.
166,Campi di battaglia classificati 25v25 ora disponibili. Unisciti in gruppo con altri 24 giocatori e mettiti in coda tramite il menu PvP per guadagnare i tuoi Punti Conquista.
188,"È l'anniversario di World of Warcraft!

Grazie mille al team di sviluppo di WoW per averci regalato il mondo di Azeroth e tutto quello che lo circonda."
201,"La Fiera di Lunacupa è arrivata!

Incontra Silas Lunacupa e la sua compagnia ambulante, gioca mettendo alla prova i tuoi riflessi e la tua intelligenza, e goditi spettacoli esotici dai quattro angoli di Azeroth... e oltre!"
204,La spregiudicata S.P.R. & Co. ha venduto i diritti d'usufrutto delle Miniere di Cupargento sia all'Orda sia all'Alleanza! Mercenari ingaggiati dalle organizzazioni minerarie di Forgiardente e del Cartello degli Acqualorda si affrontano per il controllo delle preziose risorse...
205,"Gli operativi del Loto Dorato hanno scoperto antichi e potenti manufatti, nascosti tempo addietro all'interno del Tempio di Kotmogu. I monaci Tushui e Huojin si affrontano ancor oggi per il controllo dei misteriosi oggetti, arruolando combattenti tra le file dell'Orda e dell'Alleanza."
215,"All'interno della Valle dei Quattro Venti, il campo di battaglia noto come Scavi di Ventotetro misura la vittoria non in avversari uccisi, ma in oro raccolto."
217,"Mentre questo evento è in corso, le tue mascotte otterranno esperienza due volte più rapidamente! Vai là fuori e combatti!"
218,"Mentre questo evento è in corso, sconfiggere nemici in una qualsiasi spedizione di livello 100 in modalità Eroica o Mitica fornirà esperienza con l'appropriata fazione di Draenor."
219,"Mentre questo evento è in corso, i campi di battaglia casuali forniranno un numero maggiore di Punti Onore. La gloria ti attende!"
220,"Mentre questo evento è in corso, i personaggi di livello 10 o superiore potranno accedere alla speciale ricerca delle spedizioni Viaggi nel Tempo. Un adeguamento di spedizioni e ricompense al tuo livello permetterà di rivisitare spedizioni dell'espansione Wrath of the Lich King.

Durante i Viaggi nel Tempo di Wrath of the Lich King, è possibile creare un gruppo di 10-30 personaggi, recarsi a Dalaran a Nordania e parlare con Vormu per accedere a una versione Viaggio nel Tempo dell'incursione Ulduar."
221,"Mentre questo evento è in corso, le schermaglie in arena forniranno un numero maggiore di Punti Onore. Risponderai alla chiamata?"
222,"Mentre questo evento è in corso, i personaggi di livello 10 o superiore potranno accedere alla speciale ricerca delle spedizioni Viaggi nel Tempo. Un adeguamento di spedizioni e ricompense al tuo livello permetterà di rivisitare spedizioni dell'espansione The Burning Crusade.

Durante i Viaggi nel Tempo di The Burning Crusade, è possibile creare un gruppo di 10-30 personaggi, recarsi a Shattrath nelle Terre Esterne e parlare con Vormu per accedere a una versione Viaggio nel Tempo dell'incursione Tempio Nero."
223,"Mentre questo evento è in corso, i Cristalli Apexis si moltiplicheranno in modo misterioso e sarà possibile trovarli molto più spesso quando si deprederanno i nemici su Draenor che normalmente li possiedono."
