ID,Display_lang,OverallQualityID,ExpansionID,MinFactionID,MinReputation,AllowableClass,RequiredLevel,RequiredSkill,RequiredSkillRank,RequiredAbility,ItemLevel,Flags[0],Flags[1],Flags[2],Flags[3],Flags[4],AllowableRaces[0],AllowableRaces[1]
25,Spada Corta Consunta,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
35,Bastone Piegato,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
36,Mazza Consunta,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
37,Ascia Consunta,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
38,Camicia da Recluta,2,0,0,0,-1,0,0,0,0,1,36864,8192,8388608,0,0,-1,-1
39,Pantaloni da Recluta,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
40,Stivali da Recluta,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
43,Stivali dello Scudiero,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
44,Pantaloni dello Scudiero,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
45,Camicia dello Scudiero,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
47,Scarpe da Bandito,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
48,Pantaloni da Bandito,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
49,Camicia da Bandito,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
51,Stivali del Neofita,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
52,Pantaloni del Neofita,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
53,Camicia del Neofita,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
55,Stivali dell'Apprendista,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
56,Tonaca dell'Apprendista,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
57,Tonaca dell'Accolito,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
59,Scarpe dell'Accolito,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
60,Maglia a Strati,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
61,Pantaloni Nanici di Cuoio,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
79,Pantaloni Nanici di Stoffa,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
80,Scarpe Bordate di Pelliccia Soffice,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
85,Veste di Cuoio Sporca,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
120,Pantaloni da Teppista,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
121,Stivali da Teppista,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
127,Camicia del Mastro Bracconiere,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
129,Stivali Rozzi del Mastro Bracconiere,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
139,Pantaloni da Attaccabrighe,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
140,Stivali da Attaccabrighe,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
147,Pantaloni Rozzi del Mastro Bracconiere,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
148,Camicia Rozza del Mastro Bracconiere,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
153,Kilt Primitivo,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
154,Maglia Primitiva,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
193,Veste di Stoffa Lacera,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
194,Pantaloni di Stoffa Lacera,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
195,Stivali di Stoffa Lacera,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
200,Veste di Stoffa Spessa,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
201,Pantaloni di Stoffa Spessa,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
202,Scarpe di Stoffa Spessa,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
203,Guanti di Stoffa Spessa,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
209,Pantaloni di Cuoio Sporchi,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
