ID,Name_lang,Description_lang,CovenantID,Level,Icon,Field_10_2_6_53840_005,UiOrder,SpellID
1074,Pugnale Letale,"|cFF00ccffAspetto di Dragonflight|r|n|cFF1eff00Aspetto di Plunderstorm|r|n|nSblocca l'aspetto Pugnale Letale. Recarsi da Da'kash Mastrotetro per cambiare un aspetto in Plunderstorm.|n|n""Ora fai parte della Ciurma di Gambafusto, filibustiere! Prendi questo pugnale e comincia a saccheggiare!""",23,1,2175564,0,0,0
1075,Guanti del Mozzo,"|cFF00ccffAspetto di Dragonflight|r|n|nSblocca l'aspetto Guanti del Mozzo.|n|n""Guanti di cuoio per aiutarti ad arraffare il bottino.""",23,2,1063260,0,0,439457
1076,Stivali del Passo Sicuro,"|cFF00ccffAspetto di Dragonflight|r|n|nSblocca l'aspetto Stivali del Passo Sicuro.|n|n""Per aiutarti a mantenere l'equilibrio a bordo di una nave o sulla terraferma.""",23,3,590806,0,0,439448
1077,Brachette Imbottite,"|cFF00ccffAspetto di Dragonflight|r|n|nSblocca l'aspetto Brachette Imbottite.|n|n""Un nuovo paio di pantaloni per atterraggi sempre morbidi.""",23,4,5489011,0,0,439451
1078,Spadone Calcificato,"|cFF00ccffAspetto di Dragonflight|r|n|cFF1eff00Aspetto di Plunderstorm|r|n|nSblocca l'aspetto Spadone Calcificato. Recarsi da Da'kash Mastrotetro per cambiare un aspetto in Plunderstorm.|n|n""Una spada è come un pugnale, ma più grande.""",23,5,2182692,0,0,439390
1231,Maglia di Filato di Cotone,|cFF00ccffAspetto di Dragonflight|r|n|cFF1eff00Aspetto di Plunderstorm|r|n|nSblocca l'aspetto Maglia di Filato di Cotone.|n|nSblocca anche il completo da Mozzo Trasandato in Plunderstorm. Recarsi da Da'kash Mastrotetro per cambiare un completo.,23,6,4279080,0,0,439453
1232,Mantello del Furtivo,"|cFF00ccffAspetto di Dragonflight|r|n|nSblocca l'aspetto Mantello del Furtivo.|n|n""Alcuni saccheggiatori preferiscono restare nell'ombra.""",23,7,2124014,0,0,439455
1233,Cannone di Rame,"|cFF00ccffAspetto di Dragonflight|r|n|cFF1eff00Aspetto di Plunderstorm|r|n|nSblocca l'aspetto Cannone di Rame. Recarsi da Da'kash Mastrotetro per cambiare un aspetto in Plunderstorm.|n|n""Saccheggiare è più facile con un cannone al tuo fianco.""",23,8,304333,0,0,439393
1234,Cappello di Lana Caldo,"|cFF00ccffAspetto di Dragonflight|r|n|nSblocca l'aspetto Cappello di Lana Caldo.|n|n""Anche il pirata più ardente a volte ha freddo.""",23,9,1676426,0,0,439445
1235,Destriero Mareale Argentato,"|cFF00ccffCavalcatura di Dragonflight|r|n|nSblocca la cavalcatura sottomarina Destriero Mareale Argentato.|n|n""Puzza di gamberi.""",23,10,2741477,0,0,437516
1236,Chelio,"|cFF00ccffMascotte di Dragonflight|r|n|cFF1eff00Mascotte di Plunderstorm|r|n|nSblocca la mascotte Chelio. In Plunderstorm, Da'kash Mastrotetro può evocare la tua mascotte.|n|n""Ti ha seguito fino a casa!""",23,11,2027915,0,0,439477
1237,Mezziguanti dell'Imbroglione,"|cFF00ccffAspetto di Dragonflight|r|n|nSblocca l'aspetto Mezziguanti dell'Imbroglione.|n|n""Per chi ci sa fare con le mani.""",23,12,1026773,0,0,439458
1238,Sciabola d'Acciaio Nero,"|cFF00ccffAspetto di Dragonflight|r|n|cFF1eff00Aspetto di Plunderstorm|r|n|nSblocca l'aspetto Sciabola d'Acciaio Nero. Recarsi da Da'kash Mastrotetro per cambiare un aspetto in Plunderstorm.|n|n""Forgiata per balorde baruffe da bucanieri.""",23,13,960919,0,0,439391
1239,Stivali di Cuoio Silenti,"|cFF00ccffAspetto di Dragonflight|r|n|nSblocca l'aspetto Stivali di Cuoio Silenti.|n|n""A volte il migliore attacco è nascondersi.""",23,14,590806,0,0,439450
1240,Calzoni Tessuti a Mano,"|cFF00ccffAspetto di Dragonflight|r|n|nSblocca l'aspetto Calzoni Tessuti a Mano.|n|n""Un dono da parte del capitano. Sono fatti su misura per te!""",23,15,1981728,0,0,439452
1241,Archibugio Multiplo Meraviglioso,"|cFF00ccffAspetto di Dragonflight|r|n|cFF1eff00Aspetto di Plunderstorm|r|n|nSblocca l'aspetto Archibugio Multiplo Meraviglioso. Recarsi da Da'kash Mastrotetro per cambiare un aspetto in Plunderstorm.|n|n""Attenzione: è pericoloso tenerlo vicino al volto mentre si mira.""",23,16,135628,0,0,439394
1242,Doppiopetto Cremisi Elegante,|cFF00ccffAspetto di Dragonflight|r|n|cFF1eff00Aspetto di Plunderstorm|r|n|nSblocca l'aspetto Doppiopetto Cremisi Elegante.|n|nSblocca anche il completo da Mozzo Chic in Plunderstorm. Recarsi da Da'kash Mastrotetro per cambiare un completo.,23,17,5519312,0,0,439454
1243,Mannaia di Ferro Insanguinata,"|cFF00ccffAspetto di Dragonflight|r|n|cFF1eff00Aspetto di Plunderstorm|r|n|nSblocca l'aspetto Mannaia di Ferro Insanguinata. Recarsi da Da'kash Mastrotetro per cambiare un aspetto in Plunderstorm.|n|n""Un'ascia insanguinata per i pirati che hanno un'insaziabile sete di sangue!""",23,18,1092278,0,0,439392
1244,Drappo a Prova di Clima,"|cFF00ccffAspetto di Dragonflight|r|n|nSblocca l'aspetto Drappo a Prova di Clima.|n|n""Anche se dicono 'a prova di', meglio non usarlo con le intemperie.""",23,19,2124014,0,0,439456
1245,Piumarina Reale,"|cFF00ccffCavalcatura di Dragonflight|r|n|nSblocca la cavalcatura volante Piumarina Reale.|n|n""Con la quantità di bottino che hai, sarebbe un crimine non avere un pappagallo gigante.""",23,20,4395379,0,0,437517
