ID,Name_lang,MapID,QuestPOIBlobID,AreaPOIIconEnum
9,Sítio de Escavação de Bandaferro,0,54097,177
10,Tumba dos Barbaférreos,0,54124,177
12,Sítio de Escavação de Whelgar,0,54126,177
13,Banco de Fósseis do Verdião,0,54127,177
15,Muralha de Thoradin,0,54129,177
18,Sítio de Escavação Cascasseca,0,54132,177
19,Ponte Thandol,0,54133,177
20,Sítio de Escavação de Dun Garok,0,54134,177
21,Campo de Fósseis da Costa Sul,0,54135,177
22,Sítio de Escavação do Ninho da Águia,0,54136,177
23,Sítio de Escavação de Shadra'Alor,0,54137,177
24,Sítio de Escavação do Altar de Zul,0,54138,177
25,Sítio de Escavação da cidade baixa de Jintha'Alor,0,54139,177
26,Sítio de Escavação da cidade alta de Jintha'Alor,0,54140,177
27,Sítio de Escavação de Agol'watha,0,54141,177
140,TROLL MODELO,0,54828,177
142,TEMPLATE DWARF,0,54830,177
144,Sítio de Escavação do Pé-de-malho,0,54832,177
146,Sítio de Escavação da Tumba dos Observadores,0,54834,177
150,Sítio de Escavação da Entrada de Uldaman,0,54838,177
152,Sítio de Escavação do Templo Submerso,0,54862,177
154,Banco de Fósseis de Brumalga,0,54864,177
161,ELFO NOTURNO MODELO,0,55348,177
163,Sítio de Escavação do Bosque do Crepúsculo,0,55350,177
165,Banco de Fósseis de Vul'Gol,0,55352,177
167,Sítio de Escavação de Nazj'vel,1,55354,177
169,Sítio de Escavação da Praia de Zoram,1,55356,177
171,Ruínas de Ordil'Aran,1,55398,177
173,Ruínas de Poeira Estelar,1,55400,177
175,Sítio de Escavação da Cantilenda,1,55402,177
177,Morro das Torres de Pedra,1,55404,177
179,Ruínas de Eldre'thar,1,55406,177
181,Terras Escavadas,1,55408,177
183,Sítio de Escavação de Bael Modan,1,55410,177
185,Ruínas de Eldarath,1,55412,177
187,Ruínas de Arkkoran,1,55414,177
189,Banco de Fósseis da Estrada Beira-lago,0,55416,177
191,Sítio de Escavação da Praia Sibilâmina,1,55418,177
193,Sítio de Escavação de Ethel Rethor,1,55420,177
195,Vale dos Ossos,1,55422,177
197,Sítio de Escavação das Ruínas de Mannoroc,1,55424,177
199,Cemitério dos Kodos,1,55426,177
201,Sítio de Escavação de Sargeron,1,55428,177
203,Banco de Fósseis do Recôndito Vermelho,0,55434,177
205,Campo de Fósseis do Malhorrendo,0,55436,177
207,Sítio de Escavação de Pedrassuja,0,55438,177
209,Sítio de Escavação das Planícies Flamox,0,55440,177
211,Ruínas do Oeste de Thaurissan,0,55442,177
213,Ruínas do Leste de Thaurissan,0,55444,177
215,Campo de Fósseis do Asa do Terror,0,55446,177
217,Sítio de Escavação de Zul'Mashar,0,55448,177
219,Sítio de Escavação do Abrigo Quel'Lithien,0,55450,177
221,Campo de Fósseis da Fenda Infectis,0,55452,177
223,Sítio de Escavação Leste de Zul'Kunda,0,55454,177
225,Sítio de Escavação Oeste de Zul'Kunda,0,55456,177
227,Sítio de Escavação das Ruínas de Bal'lal,0,55458,177
229,Sítio de Escavação de Balia'mah,0,55460,177
231,Sítio de Escavação de Ziata'jai,0,55462,177
233,Sítio de Escavação Leste de Zul'Mamwe,0,55464,177
235,Sítio de Escavação Oeste de Zul'Mamwe,0,55466,177
237,Campos de Raptores da Costa Selvagem,0,55468,177
239,Ruínas de Aboraz,0,55470,177
241,Ruínas de Jubuwal,0,55472,177
243,Sítio de Escavação da Arena de Gurubashi,0,55474,177
245,Sítio de Escavação do Olho-d'água Nek'mani,0,55476,177
247,Campo de Fósseis de Pedravil,0,55478,177
249,Campo de Fósseis de Beiranorte,0,55480,177
251,Banco de Fósseis de Andorhal,0,55482,177
259,Campo de Fósseis do Pântano da Serpe,1,55755,177
261,Campo de Fósseis do Atoleiro,1,55757,177
279,Sítio de Escavação do Gládio Cruel,1,56327,177
281,Sítio de Escavação do Pátio Partido,1,56329,177
283,Sítio de Escavação dos Ventos Corvejantes,1,56331,177
285,Sítio de Escavação de Oneiros,1,56333,177
287,Sítio de Escavação de Solarsal,1,56335,177
289,Sítio de Escavação de Névoa Negra,1,56337,177
291,Sítio de Escavação de Isildien do Sul,1,56339,177
293,Sítio de Escavação de Isildien do Norte,1,56341,177
295,Sítio de Escavação de Constellas,1,56343,177
297,Sítio de Escavação de Morlos'Aran,1,56345,177
299,Sítio de Escavação de Jaedenar,1,56347,177
301,Sítio de Escavação de Pau-ferro,1,56349,177
303,Sítio de Escavação do Lago Kel'Theril,1,56351,177
