Description_lang,StandingModified_lang,StandingChangedText_lang,ID,FactionID,TextureFileID,Flags
O fazendeiro Fung considera você um %s. O fazendeiro Fung gosta de Lírios-do-pântano e Assado de Ave Selvagem.,,,2,1283,604882,0
Tchi Tchi considera você um %s. Tchi Tchi gosta de Penas Azuis e Fritada do Vale.,,,16,1277,604882,0
Ella considera você um %s. Ella gosta de Gatos de Jade e Bolinho de Camarão.,,,17,1275,604882,0
Peixe Cana Alta Considera você um %s. Peixe gosta de Gatos de Jade e Travessa de Dois Peixes.,,,18,1282,604882,0
Gina Garra de Barro considera você um %s. Gina gosta de Lírios-do-pântano e Sopa de Névoa Rodopiante.,,,19,1281,604882,0
Haohan Garra de Barro considera você um %s. Haohan gosta de Estilhaços de Rubi e Bife de Tigre na Brasa.,,,20,1279,604882,0
"Be Bum, o Ébrio, considera você um %s. Be Bum gosta de Lindas Maçãs e Cenouras Salteadas.",,,21,1273,604882,0
O Velho Pata do Monte considera você um %s. O Velho gosta de Penas Azuis e Tartaruga na Brasa.,,,22,1276,604882,0
Sho considera você um %s. Sho gosta de Lindas Maçãs e Peixe das Flores Eternas.,,,23,1278,604882,0
Tina Garra de Barro considera você um %s. Tina gosta de Estilhaços de Rubi e Salmão Espírito de Fogo.,,,24,1280,604882,0
"Nomi é um excelente cozinheiro %s. A cada lição que você ensina, ele se torna mais habilidoso!",,,25,1357,604882,0
"Nat considera você um %s. Nat gosta de beber. Se você trouxer alguns peixes raros, talvez ele até divida com você!",,,26,1358,604882,0
Sua reputação na Arena de Brig'ga Fea atualmente é de %s.,,,28,2372,666624,0
Sua reputação no Bar Brigalhada do Bizmo atualmente é de %s.,,,43,2371,666623,0
A rebelião dos Lançanegra está %s.,,,72,1440,666624,0
Tormmok é seu %s no momento.,,,160,1736,666623,0
A Defensora Illona é sua %s no momento.,,,162,1738,666623,0
Aeda Brilhalvo é sua %s no momento.,,,163,1740,666623,0
Delvar Punho de Ferro é seu %s no momento.,,,164,1733,666623,0
Vivianne é sua %s no momento.,,,165,1739,666623,0
O Sacerdote da Garra Ishaal é seu %s no momento.,,,166,1737,666623,0
Leorajh é seu %s no momento.,,,167,1741,666623,0
%s,,,171,1374,666624,0
%s,,,172,1419,666623,0
"A Primeira Arcanista Thalyssra está %s.

Os Filhos da Noite têm uma sede insaciável de |cFF66BBFFMana Ancestral|r, que pode ser encontrado por toda Suramar.",,,181,1860,1391545,0
"Silgryn é %s.

Os caianoite têm uma sede insaciável de |cFF66BBFFMana Ancestral|r. Há várias fontes naturais em Suramar, apesar de nenhuma ter a mesma potência da Fonte da Noite.",,,182,1861,1391545,0
"O Chefe Telemante Oculeth está %s.

Os Filhos da Noite têm uma sede insaciável de |cFF66BBFFMana Ancestral|r, que pode ser encontrado por toda Suramar.",,,183,1862,1391545,0
7.0 Champions Test - Chen Stormstout - Uses Test Faction (949),,,184,949,666623,0
