ID,OverrideNameString_lang,SlotMask,ItemNameDescriptionID
1,Perneiras do Vórtice Vesperal,128,13884
15,Chilly Robe (DNT),1048576,13586
17,Mão da Simetria Temível,1024,13642
22,Peitoral Impregnado com Cepa,32,13662
23,Manto da Espiral Mortífera,65536,13663
24,Clâmides da Monstruosidade,65536,13665
26,Guarda-peito Vampírico,32,13668
27,Protetores de Mão da Runa Carmesim,1024,13669
28,Elos do Zero Absoluto,4,13673
29,Correia da Agarra Eterna,64,13675
30,Munhequeiras da Queda Meteórica,512,13679
31,Capucho do Congelamento Profundo,2,13682
32,Elo do Comando Disciplinar,2048,13684
33,Faixa do Potencial Expandido,64,13685
34,Munhequeiras Adornadas da Harmonia Arcana,1024,13691
35,Aro do Tempo,2048,13692
37,Santuário de Uther,36,13695
38,Encalço do Paragão Louco,256,13694
40,Selo da Fúria Íntegra,2048,13704
42,Dragonas do Inquisidor Incansável,65536,13709
43,Escarpes da Represália,256,13713
44,Pisoteadores do Senhor do Trovão,256,13716
45,Manoplas do Descontrole,1024,13720
47,Patuá do Senhor da Batalha,4,13722
48,Placa d'Ombros da Reverberação Sísmica,8,13723
49,Munhequeiras dos Antepassados,512,13724
50,Cinturão do Tremor Profundo,64,13725
51,Guarda-ombros do Elemental das Profundezas,8,13726
52,Fim Ígneo do Rompe-céus,1048608,13728
53,Guarda-pernas do Equilíbrio Elemental,128,13729
54,Ecos da Grande Cisão,8,13730
55,Ressurgência Magmática da Voz dos Ventos,256,13731
56,Guarda-pernas Naturalmente Concentrados de Jonat,128,13736
57,Manto do Andarilho Espiritual das Marés,65536,13737
58,Protetores de Mão das Marés Primordiais,1024,13738
59,Manto da Harmonia Terrana,65536,13739
60,Elmo do Atormentador,2,13742
61,Munhequeiras do Chamado da Selva,512,13743
62,Cinto de Coureamento de Rosarães,64,13744
63,Palas Abrasantes da Forja da Alma,8,13745
64,Amuleto do Estratagema Covarde,4,13746
66,Aro Entalhado do Comando Atroz,2048,13747
67,Perneiras de Pele de Naja do Ardilante,128,13748
68,Espaldares da Guerra de Eredun,8,13749
69,Manto do Mestre Caçador de Rylaks,65536,13750
70,Guarda-braços dos Tiros Sobretensos,512,13752
71,Ombreiras do Espreitador de Serpentes,8,13753
72,Munhequeiras da Vigília Alerta,512,13754
73,Guarda-pernas do Caçador de Rylaks Desnorteado,128,13756
74,Munhequeiras de Evocação Superior do Walfrido,512,13759
77,Pilares do Portal Negro,4,13762
78,Veste de Escrita dos Azj'Aqir,1048608,13763
79,Golpeadores Negros de Látega,128,13764
80,Botas Ornadas da Ira,256,13766
81,Ombreiras com Chifres dos Pesadelos,8,13769
82,Guarda-pernas de Cinzachama dos Azj'Aqir,128,13771
84,Guarda-pernas da Reanimação,128,13666
87,Máscara de Meio-gigante,2,13776
90,Cascos do Senhor da Ruína,256,13779
99,Botas com Garras de Endereth,256,13760
100,Cíngulo Elegante dos Ymarjar,64,13774
102,Signo do Mestre Assassino,2560,13790
105,Gibão com Pó de Sombra,32,13793
106,Botas de Lâminas Tóxicas,256,13791
110,Jeitinho de Trilhapó,32,13797
