ID,Name_lang,OrderIndex
1,Cerco a Orgrimmar,1
2,Reinos do Leste,0
3,Kalimdor,0
5,Minas Mortas,0
6,Minas de Escória do Malho Sangrento,0
7,Docas de Ferro,0
8,Auchindoun,0
9,Beira-céu,0
10,Central do Carrilcruel,1
11,Floretérnia,0
12,Sepulcrário da Lua Negra,10
13,Pico da Rocha Negra Superior,0
14,Malho Imponente,0
15,Fundição da Rocha Negra,0
16,Naxxramas,0
17,Cidadela da Coroa de Gelo,0
18,Scolomântia,0
19,Bastilha da Presa Negra,0
20,Muralha Fogo do Inferno,0
21,Fornalha de Sangue,0
22,Salões Despedaçados,0
23,Pátio dos Escravos,0
24,Brejo Oculto,0
25,Câmara dos Vapores,0
26,Tumbas de Mana,0
27,Catacumbas Auchenai,0
28,Salões dos Sethekk,0
29,Labirinto Soturno,0
30,Salões Escarlates,0
31,Monastério Escarlate,0
32,A fuga do Forte do Desterro,0
33,Abertura do Portal Negro,0
34,Mecanar,0
35,Jardim Botânico,0
36,Arcatraz,0
37,Terraço dos Magísteres,0
38,Bastilha Utgarde,0
39,Pináculo Utgarde,0
40,Azjol-Nerub,0
41,Óculus,0
42,Salões Relampejantes,0
43,Salões Rochosos,0
44,Expurgo de Stratholme,0
45,Bastilha Drak'Tharon,0
46,Gundrak,0
47,Ahn'kahet: O Velho Reino,0
48,Castelo Violeta,0
49,Nexus,0
50,Prova do Campeão,0
51,Forja das Almas,0
52,Fosso de Saron,0
53,Salões da Reflexão,0
54,Trono das Marés,0
55,Caverna Rocha Negra,0
56,Grim Batol,0
57,Salões Primordiais,0
58,Litocerne,0
59,Pináculo do Vórtice,0
60,Cidade Perdida dos Tol'vir,0
61,Templo da Serpente de Jade,10
62,Cervejaria Malte do Trovão,0
63,Monastério Shado-pan,0
64,Palácio Mogu'shan,0
65,Cerco ao Templo Niuzao,0
66,Portal do Sol Poente,0
67,Floretérnia,0
68,Draenor,0
69,Terralém,0
70,Nortúndria,0
71,Pandária,0
73,Prova do Cruzado,0
74,Santuário Rubi,0
75,Descenso do Asa Negra,0
76,Bastião do Crepúsculo,0
77,Trono dos Quatro Ventos,0
78,Terras do Fogo,0
79,Alma Dragônica,0
80,Galerias Mogu'shan,5
81,Coração do Medo,4
82,Terraço da Primavera Eterna,3
83,Trono do Trovão,2
84,Masmorra Aleatória de Pandária,0
86,Queda de Theramore,0
