ID,Name_lang,Description_lang,IconFileDataID,Category
1,Agressão Intensa,Um inimigo imprevisível cuja agressão deve ser controlada.,136080,2
2,Golpe Poderoso,Uma habilidade que causa muito dano.,132355,2
3,Dano de Grupo,Uma habilidade que causa dano a vários membros do grupo.,135826,2
4,Penalidade Mágica,Um efeito perigoso que deve ser dissipado.,136207,2
6,Zonas de Perigo,Uma habilidade que afeta uma área-alvo e deve ser evitada ou evadida.,451165,2
7,Exército de Lacaios,Um inimigo com muitos aliados. Suscetível a dano de área de efeito.,237511,2
8,Feitiço Poderoso,Um feitiço perigoso que deve ser interrompido.,136197,2
9,Lacaios Mortais,Um inimigo com aliados poderosos que devem ser neutralizados.,1035504,2
10,Batalha Cronometrada,Um inimigo que deve ser neutralizado rapidamente.,237538,2
11,Orc,Lok'tar ogar!,897144,1
12,Ogro,Tá olhando o quê?,236695,1
13,Morto-vivo,MIOOOLOS...,236458,1
14,Arakkoa,Uma espécie antiga e perigosa.,236435,1
15,Fera,Grauurr...,298659,1
16,Demônio,O fim está próximo.,254651,1
17,Rachador,Gigantes destrutivos de Draenor.,236412,1
18,Fúria,As entidades elementais de Draenor.,254652,1
19,Aberração,Criaturas do Caos.,298680,1
20,Primevo,Criaturas ancestrais da antiga Draenor.,254105,1
21,Montanhas,Uma região montanhosa.,236848,0
22,Deserto,Uma paisagem rústica e seca.,236846,0
23,Neve,Uma região ártica.,236833,0
24,Subterrâneo,A escuridão abaixo.,409595,0
25,Selva,Uma área com uma grande cobertura de plantas e árvores.,236850,0
26,Floresta,Terras arborizadas.,236830,0
27,Cidade,Uma pequena área urbana.,462338,0
28,Pântano,Um lugar péssimo que é melhor não frequentar.,236819,0
29,Planície,As colinas e planícies abertas e verdejantes.,236712,0
58,Tabuleiro de Hearthstone,Venha sentar-se perto da lareira!,4620678,0
60,Alquimia,Esta missão envolve a profissão Alquimia.,4620669,0
61,Ferraria,Esta missão envolve a profissão Ferraria.,4620670,0
62,Encantamento,Esta missão envolve a profissão Encantamento.,4620672,0
63,Engenharia,Esta missão envolve a profissão Engenharia.,136243,0
64,Joalheria,Esta missão envolve a profissão Joalheria.,4620677,0
65,Couraria,Esta missão envolve a profissão Couraria.,133611,0
66,Alfaiataria,Esta missão envolve a profissão Alfaiataria.,4620681,0
67,Escrivania,Esta missão envolve a profissão Escrivania.,4620676,0
73,Submarino,"Os Submarinos se deslocam silenciosamente debaixo d'água, surpreendendo navios desavisados.

|cffb2f0ffContido por:|r
|TInterface\ICONS\Ships_ABILITY_DepthCharges.blp:24:24:0:0|t|cffffffffDestróier|r",1141396,2
74,Porta-aeronaus,"Os Porta-aaeronaus são equipados com um esquadrão de ases bombardeiros.

|cffb2f0ffContido por: |r
|TInterface\ICONS\Ships_ABILITY_Stealth.blp:24:24:0:0|t |cffffffff Submarino|r",1141394,2
75,Destróier,"Os Destróiers são navios velozes, com blindagem pesada, conhecidos por caçar Submarinos.

|cffb2f0ffContido por: |r
|TInterface\ICONS\Ships_ABILITY_ArmorPiercingAmmo.blp:24:24:0:0|t |cffffffff Nau de batalha|r",1141395,2
76,Nau de Batalha,"Temidas por seus devastadores canhões de artilharia de longo alcance, as Naus de Batalha são imbatíveis em mar aberto.

|cffb2f0ffContido por: |r
|TInterface\ICONS\Ships_ABILITY_Bombers.blp:24:24:0:0|t |cffffffff Porta-aeronaus|r",1141390,2
77,Água Gelada,Imensas banquisas de gelo flutuam na superfície da água. Manobrar pelo labirinto de gelo deixa seus navios vulneráveis a ataques.,236794,2
78,Tempo Tempestuoso,"Poderosas rajadas de vento, violentas trovoadas e ondas traiçoeiras são apenas três das preocupações ao se navegar em Tempo Tempestuoso.",463562,2
79,Nevoeiro Denso,Um Nevoeiro Denso mantém este lugar na mais absoluta escuridão.,132331,2
80,Redemoinhos Caóticos,"Redemoinhos Caóticos aparecem de repente, causando estragos à embarcação que estiver tentando realizar a travessia.",892446,2
81,Veloz,"Acelera na água com força incontida, metade da batalha é apenas se manter. A outra metade é física.",132120,2
82,Evasivo,Capaz de fazer curvas abruptas de repente. Um alvo difícil.,136205,2
83,Lança-minas,"Esta embarcação lança minas de proximidades para trás, deixando um rastro traiçoeiro por onde passa.",133710,2
84,Primeiro Ataque,Um ataque de abertura veloz que pode terminar uma batalha antes que ela comece.,132212,2
85,Capitão Perito,"Navio comandado por um capitão veterano, bem versado nas nuances da batalha naval. Capitães peritos não podem ser contidos diretamente, mas é preciso derrubá-los para alcançar a vitória.",133168,2
86,Objetivo de Terra,,132296,2
87,Objetivo em Terra,"Um objetivo que requer que você leve materiais ou tropas para locais em terra.

|cffb2f0ffContido por: |r
|TInterface\ICONS\Ships_ABILITY_BoardingPartyALLIANCE.blp:24:24:0:0|t |cffffffff Transporte|r",132296,2
88,Tripulação Amaldiçoada,Tripulado por marinheiros amaldiçoados.,135974,2
89,Penhascos,"Uma terra perigosa, imperdoável.",409549,0
109,Chefe,"|CFFFFFFF0Chefe|R
Reduz a chance de sucesso da missão se não for contido.",1357797,2
110,Perigo,"|CFFFFFFF0Perigo|R
Aumenta a duração da missão se não for contido.",1357798,2
111,Redemoinho,,132369,2
112,Guerreiro,,132347,2
113,Chefe,"|CFFFFFFF0Chefe|R
Reduz a chance de sucesso da missão se não for contido.",1357797,2
114,Chefe,"|CFFFFFFF0Chefe|R
Reduz a chance de sucesso da missão se não for contido.",1357797,2
115,Lacaios,"|CFFFFFFF0Exército|R
Este exército usa armaduras poderosas. Aumenta a duração da missão se não for contido.",1357814,2
121,Feitiço,"|CFFFFFFF0Feitiço|R
Um feitiço que causa dano elevado às tropas se não for contido.",1357804,2
122,Emboscada,Chance de sucesso reduzida. Não pode ser contida.,1357812,2
124,Chefe,"|CFFFFFFF0Chefe|R
Reduz a chance de sucesso da missão se não for contido.",1357797,2
125,Chefe,"|CFFFFFFF0Chefe|R
Reduz a chance de sucesso da missão se não for contido.",1357797,2
126,Brutal,Chance de sucesso reduzida em ${$a910}%.,311232,2
127,Fácil,Chance de sucesso reduzida em ${$a909}%.,311236,2
128,Difícil,Chance de sucesso reduzida em ${$a907}%.,311237,2
129,Muito Difícil,Chance de sucesso reduzida em ${$a908}%.,311238,2
130,Elite,Chance de sucesso reduzida. Não pode ser contido.,1357812,2
131,Masmorra,Chance de sucesso reduzida. Não pode ser contido.,1357812,2
132,Raide,Chance de sucesso reduzida. Não pode ser contido.,1357812,2
135,Elite de Argus,"|CFFFFFFF0Elite de Argus|R
Reduz a chance de sucesso da missão se não for contido.",1113433,2
138,Objetivo Principal,"Proficiente em criar dispositivos, destruir dispositivos ou fazer dispositivos que destroem outros dispositivos.",134520,2
139,Reconhecimento,"|cFFFFD200""Grupos grandes chamam atenção""|r",134441,2
141,Batedor,,134441,2
142,Longo alcance,,236201,2
143,Corpo a corpo,,132269,2
144,Montado,,132226,2
145,Sabotagem,"Enquanto está ativo, aumenta em 50% a duração de outras missões.

|cFFFFD200""Explosões podem ser um trabalho sujo""|r",133715,0
147,Objetivo Principal,"Procura alvos, recolhe informações, e tudo isso no maior estilo.",132288,2
148,Visão Noturna,Oferece uma forma de enxergar na completa escuridão.,136057,2
149,Objetivo Principal,Treinado em uma variedade de armas e estilos de combate.,615342,2
150,Golpe Rápido,"Reduz a duração da missão e aumenta a chance de sucesso.

|cFFFFD200""Um ataque rápido vai surpreender o inimigo e não vai oferecer oportunidade de contra-ataque. É entrar e sair.""|r",134376,0
151,Missão de Elite,Chance de sucesso reduzida. Não pode ser contido.,616373,2
153,Furtividade,"Tropas reduzem em 100% a chance de sucesso.

|cFFFFD200""Grupos grandes chamam atenção""|r",132320,2
154,Campanha Extensa,"Aumenta em 10% a chance de sucesso para cada ponto de Vitalidade de tropa na missão.

|cFFFFD200""Pernas vigorosas fariam a viagem sem dificuldade, mesmo com a distância tão longa e condições tão árduas.""|r",1060984,2
256,Mar Profundo,"Chance de sucesso da missão reduzida.

|cFFFFD200""Como você quer que a gente chegue lá? Nadando?""|r",135861,2
257,Mecânica de Teste do Jason,Mecânica de Teste do Jason,0,0
