ID,Description_lang,Title_lang,ScenarioID,CriteriatreeID,RewardQuestID,RelatedStep,Supersedes,OrderIndex,Flags,VisibilityPlayerConditionID,WidgetSetID
24,Escolte o Mestre Cervejeiro Bô até o Caldeirão de Brassagem de Ungá Ingô.,Escolte o Mestre Cervejeiro Bô,15,21004,0,0,0,0,0,0,0
25,Leve 200 Cervejas Selvagens de Ungá para o Caldeirão de Brassagem.,Encha o Caldeirão de Brassagem,15,27707,0,0,0,1,0,0,0
26,Derrote o Capitão Fedô.,Derrote o Capitão Fedô,15,21008,0,0,0,2,0,0,0
114,Derrote o líder Shado-pan corrompido.,O Fim do Terror,39,21048,0,0,0,0,0,0,0
115,Adentre-se ainda mais na cripta e vasculhe o nível mais baixo.,Vasculhar a Cripta,39,22065,0,0,0,2,0,0,0
116,Derrote os monstros que estão atacando os aldeões da Rocha Verde.,Resgate os Aldeões,40,20975,0,0,0,0,0,0,0
117,Derrote Hui Vingativo.,Derrotar Hui Vingativo,40,20982,0,0,0,4,0,0,0
118,Encontre os barris de cerveja roubados na floresta e devolva-os ao dojo da aldeia.,Recupere os Barris Roubados,40,21059,0,0,0,2,0,0,0
123,Derrote as forças corrompidas pelo Sha no Templo da Serpente de Jade.,Templo da Serpente de Jade,44,21078,0,0,0,0,0,0,0
124,Derrote as forças que estão criando caos na Cervejaria Malte do Trovão.,Cervejaria Malte do Trovão,45,21087,0,0,0,0,0,0,0
125,Derrote as forças que se opõem a você no Monastério Shado-pan.,Monastério Shado-pan,46,21095,0,0,0,0,0,0,0
127,Derrote as tropas mantídeas que estão atacando o Portal do Sol Poente.,Portal do Sol Poente,48,21100,0,0,0,0,0,0,0
128,Derrote as forças dos mantídeos que estão cercando o Templo Niuzao.,Cerco ao Templo Niuzao,49,21105,0,0,0,0,0,0,0
129,,Palácio Mogu'shan,50,21110,0,0,0,0,0,0,0
130,Destrua as forças necromânticas de Scolomântia.,Scolomântia,51,21120,0,0,0,0,0,0,0
131,Derrote as forças da Cruzada Escarlate.,Salões Escarlate,52,21130,0,0,0,0,0,0,0
132,Viaje até o Distrito dos Pedreiros e desperte os aldeões inconscientes.,Resgate os Pedreiros da Rocha Verde,40,21126,0,0,0,3,0,0,0
133,Derrote as forças da Cruzada Escarlate dentro do monastério.,Monastério Escarlate,53,21134,0,0,0,0,0,0,0
138,"Evoque e derrote Conchagas, a tartalisca-dragão potente.",Conchagas,58,21323,0,0,0,0,0,0,0
139,"Evoque e derrote Jol'Grum, o abominável horror das neves que come grômulos.",Jol'Grum,58,21325,0,0,0,1,0,0,0
140,"Evoque e derrote Liuyang, o espírito brincalhão do fogo.",Pequena Liuyang,58,21327,0,0,0,2,0,0,0
141,"Evoque e derrote Chagan Casco de Fogo, o guerreiro yaungol errante.",Chagan Casco de Fogo,58,21332,0,0,0,3,0,0,0
142,Evoque e derrote o desafiante final e reivindique sua recompensa com Wodin!,Derrote o Desafiante Final!,58,21334,0,0,0,4,0,0,0
154,Ajude os assistentes do Mestre Cervejeiro Buf a coletar os ingredientes para a Touro Vermelho de Kun-Lai.,Festival da Cerveja da Lua!,63,21845,0,0,0,0,0,0,0
155,Impeça a invasão Bataari na Vila Binan.,O Ataque dos Yaungóis!,63,21849,0,0,0,2,0,0,0
156,Derrote o Armipotente Qobi.,Armipotente Qobi,63,21851,0,0,0,3,0,0,0
157,Investigue as aparições de yaungóis.,O Relatório do Batedor,63,21853,0,0,0,1,0,0,0
159,Ajude Blanche a preparar a lendária Cerveja Explosiva.,Cerveja Explosiva,65,21993,0,0,0,0,0,0,0
160,Escolte Blanche pela estrada de Pata do Trovão.,A Estrada para Pata do Trovão,65,21995,0,0,0,1,0,0,0
161,"Derrote Borokhula, a Destruição.",Salve o Refúgio Pata de Trovão,65,21999,0,0,0,2,0,0,0
166,Derrote a Abominação da Ira.,Destrua o Sha,39,21050,0,0,0,3,0,0,0
167,"Derrote o General Zhun, o Arauto do Rei Trovão",Mate o General Zhun,68,22571,0,0,0,4,0,0,0
171,Resgate os membros da expedição do Lótus Dourado capturados.,Resgate o Lótus Dourado,68,22730,0,0,0,1,0,0,0
172,Impeça a execução do Andarilho das Lendas Fu.,Impeça a Execução,68,22732,0,0,0,2,0,0,0
173,Derrote os defensores dos quatro artefatos mogu ancestrais.,Capture os Artefatos,68,22737,0,0,0,3,0,0,0
174,[PH] Derrote os três mestres.,[PH] Derrote os Mestres,70,0,0,0,0,0,0,0,0
175,Combata os inimigos no seu caminho até chegar ao centro das ruínas de Theramore.,Nas Ruínas,71,27452,0,0,0,2,0,0,0
179,Mate capitães da Aliança e posicione barris de pólvora em todos os navios.,Antes mesmo de levantar âncora!,72,22975,0,0,0,0,0,0,0
180,Informe o Explodista Fagulhuzível sobre o seu sucesso.,O Explodista,72,22989,0,0,0,1,0,0,0
181,Mate Baldruc e os grifos dele.,"Grifo voando, um perigo",72,22977,0,0,0,2,0,0,0
182,Destrua a Grande Mimosa e sabote os tanques não tripulados.,Tanque Cheio e Tanque Vazio,72,22980,0,0,0,3,0,0,0
