ID,Header_lang,TopLeftFeatureTitle_lang,TopLeftFeatureDesc_lang,BottomLeftFeatureTitle_lang,BottomLeftFeatureDesc_lang,RightFeatureTitle_lang,RightFeatureDesc_lang,AllianceQuestID,HordeQuestID,ScreenType,TextureKitID,SoundKitID,PlayerConditionID,CharLevelConditionID,RequiredTimeEventPassed
19,Novidade do Pré-lançamento de Shadowlands!,Reformulação dos níveis,Explore uma narrativa linear até chegar ao nível máximo 50!,Personalização do Personagem,Visite uma Barbearia para experimentar novos visuais.,Morte Ascendente,Explore suas habilidades de classe atualizadas e prepare-se para a escuridão que se anuncia.,60113,60115,0,5364,0,0,87298,119
20,Novidade de Shadowlands!,Pacto,Jure lealdade a um dos quatro pactos e ganhe novos poderes.,Personalização do Personagem,Visite uma Barbearia para experimentar novos visuais.,Terras Sombrias,Explore os reinos do pós-vida e desvele os mistérios da morte.,60545,61874,0,5365,0,0,87299,120
40,Novidades de Correntes da Dominação!,O Chamado a Korthia,Rechace as forças do Carcereiro na Cidade dos Segredos redescoberta.,Atualizações da Thanator,Alcance novas alturas com o novo sistema de progressão.,Batalha por Ardena,Defenda a floresta eterna da incursão da Rainha Banshee!,63576,63576,0,5403,0,0,92337,154
41,,Tazavesh,Impeça um golpe de alto risco no Mercado Oculto!,Início da Série 2,Masmorras e recompensas JxJ atualizadas e o novo afixo Mítico+: Atormentado.,Sacrário da Dominação,"Finalmente, enfrente Sylvana Correventos ao invadir o baluarte do Carcereiro!",0,0,1,5404,0,0,92337,123
42,Novidade do Patch 9.1.5!,Caminhada Temporal: Legion,Desafie os limites nas masmorras Míticas+ de Legion e na Torre dos Magos.,Aumento de níveis aumentado!,Equipamentos de atualização e aumento de níveis e reputação para personagens secundários!,Atualizações dos Pactos,"Com Renome no máximo, troque de Pacto sem custo.",0,0,0,5416,0,0,92337,176
43,Novidade no Fim da Eternidade!,Cifra dos Primogênitos,Aprenda o idioma dos Automas e desbloqueie recompensas poderosas.,Provação do Carcereiro,Conquiste 8 pisos repletos de adversários letais saídos de todas as alas da Thanator.,Zereth Mortis,Confronte as forças do Carcereiro na terra extraordinária dos Primogênitos.,64942,64942,0,5442,0,0,92337,204
44,Novidade na Série 3!,Série 3,"Masmorra e recompensas JxJ atualizadas, e o novo afixo Mítico+: Criptografado.",Conjuntos de classe,Armaduras com visuais e bônus exclusivos vão facilitar sua luta para salvar as Terras Sombrias.,Sepulcro dos Primogênitos,Explore o santuário proibido e frustre os planos do Carcereiro de dominar a realidade.,0,0,0,5443,0,0,92337,149
45,Novidade do Patch 9.2.5!,Missões de Lordaeron,Os Renegados podem reivindicar as ruínas de Lordaeron e forjar um novo futuro?,Crisol do Enigma,Trave batalhas em uma nova arena JxJ entre as maravilhas ancestrais de Zereth Mortis.,Instâncias Interfacções,"Pela primeira vez, monte um grupo de masmorras, raides ou grupos de JxJ ranqueado com membros das duas facções!",0,0,0,5430,0,0,92337,247
46,Novidade na Série 4!,Série 4 de Shadowlands,Ganhe novas recompensas nas Masmorras de Pedra-chave Mítica e no JxJ.,Novas Masmorras Míticas+,Vivencie lendárias masmorras de legado com afixos míticos!,Raides Fatídicos,Volte aos raides de Shadowlands para enfrentar um novo desafio e conquistar novas recompensas.,0,0,0,5431,0,0,92337,248
47,Novidades no pré-patch de Dragonflight!,Atualizações na interface do usuário,A interface passou por uma renovação artística. Personalize-a com o novo Modo de Edição!,Dragonflight em breve!,28 de novembro,Novo sistema de talentos,Explore a nova classe e as árvores de especialização e crie seu próprio talento!,0,0,0,5482,0,0,87298,250
48,Novidades no pré-patch de Dragonflight!,Tormenta Liberada,Derrote elementais poderosos em tempestades que irromperam em Azeroth.,Uldaman,Enfrente os perigos de Uldaman para garantir o futuro dos draconídeos.,Conjurante Dracthyr,As mais novas raça e classe de Azeroth despertaram. Use o poder das revoadas dragônicas para causa dano ou curar seus aliados.,0,0,0,5483,0,0,104814,262
49,Novidades em Dragonflight!,Atualização das profissões,"Novos recursos, como pedidos de criação, equipamentos, especializações e muito mais!",Dragonaria,Voe pelos céus das Ilhas do Dragão com um novo sistema de movimento emocionante!,Ilhas do Dragão,Viaje para o antigo lar das revoadas dragônicas e ajude-as a resgatar seu legado.,67700,65444,0,5484,0,0,104813,254
50,Novidade na Série 1!,Série 1 de JxJ,Ganhe recompensas com o novo modo Solo Mix Ranqueado.,Série 1 Mítica+,"Uma nova rotação de masmorra e o afixo ""Trovejante"" estão à espera.",Câmara dos Encarnados,Impeça os Primevistas de libertarem o povo aprisionado de Raszageth.,0,0,0,5492,0,0,104738,260
55,Novidade do Patch 10.0.5!,A Fúria da Tempestade,Combata os Primevistas no Futuro Primevista para ganhar recompensas épicas.,Atualizações de Transmogrificação,Itens cinzas e brancos agora podem ser coletados para transmogrificação!,O Posto Comercial está aberto!,Uma nova loja de itens cosméticos já abriu em Ventobravo e em Orgrimmar.,0,0,0,5529,0,0,104814,343
56,Novidade do Patch 10.0.7!,Tradição Humana e Órquica,Colete conjuntos de armadura exclusivos ao explorar as culturas e histórias das raças.,Atualização do Programa Recrute um Amigo,Novas recompensas empolgantes por trazer seus amigos para Azeroth!,Volte ao Recôndito Proibido,Mergulhe nos mistérios dos dracthyrs deixados para trás durante a fuga.,74381,74381,0,5514,0,0,104814,362
57,Novidades do Patch 10.1.0!,Dracoleante Sinuoso,Corra pela Caverna Zaralek na nova montaria nativa de dragonaria!,Guildas Interfacção,"Pela primeira vez, jogadores da Horda e da Aliança podem se reunir na mesma guilda!",Caverna Zaralek,Continue a história da Chama Partida e enfrente as forças dos Encarnados nesta vastidão subterrânea esquecida.,72975,72975,0,5532,0,0,104814,364
58,Novidade na Série 2!,Série 2 de Dragonflight,Ganhe novas recompensas nas Masmorras de Pedra-chave Mítica e no JxJ.,Atualização de Míticas+,Experimente novos afixos e uma seleção atualizada de masmorras Míticas+!,"Aberrus, o Crisol Sombrio",Persiga Sarkareth e explore o legado de Neltharion neste antigo laboratório.,0,0,1,5533,0,0,104738,294
59,Novidade do Patch 10.1.5!,Aprimoramento desbloqueado,Uma nova especialização de dano com um estilo de jogo exclusivo baseado em suporte!,Percursos Temporais do Desenlace,Ajude a Revoada Dragônica Bronze na Orla do Éon e nas Fendas Temporais!,Despertar do Infinito,Enfrente a Revoada Dragônica Infinita em uma megamasmorra mítica.,0,0,0,5540,0,0,104814,379
60,Novidade do Patch 10.1.7!,Tradição dos Elfos Noturnos e Renegados,Colete conjuntos de armadura exclusivos ao explorar as culturas e histórias das raças.,Apresentamos o sistema de pings,Abra o menu de Opções para começar a se comunicar mais rapidamente com pings.,Surtos Oníricos,Lute contra inimigos potencializados pelo sonho nas Ilhas do Dragão enquanto Amirdrassil se prepara para brotar!,0,0,0,5548,0,0,104814,422
61,Novidade do Patch 10.2.0!,Guardiões do Sonho,"Participe da defesa do Sonho com novo renome, novos eventos e recompensas.",Ataque Relâmpago,"Participe de uma experiência de Campo de Batalha 8x8 em fila solo. Neste modo, tudo acontece rápido!",O Sonho Esmeralda,"Entre no Sonho e defenda Amirdrassil, a Árvore do Mundo florescente, de Fyrakk e os Druidas da Chama.",0,0,0,5553,0,0,104814,470
62,Novidade na Série 3!,Série 3 de Dragonflight,Ganhe novas recompensas nas Masmorras de Pedra-chave Mítica e no JxJ!,Atualizações do Grande Cofre,"Masmorras Heroicas, Míticas e de Caminhada Temporal agora desbloqueiam recompensas do Cofre.","Amirdrassil, a Esperança Onírica",Impeça Fyrakk de consumir Amirdrassil e transformar o Sonho Esmeralda em uma terra devastada em chamas.,0,0,1,5553,0,0,104738,350
63,Novidade do Patch 10.2.5!,Arquivo Azerothiano,Mergulhe na história e nas lendas perdidas das Ilhas do Dragão.,Masmorras de seguidor,Entre na fila para masmorras de Dragonflight com seguidores PNJs!,A Retomada de Guilnéas,Junte-se a Genn Greymane e os guilneanos na retomada da terra natal.,78596,78597,0,5548,0,0,104814,535
64,Novidade na Série 4!,Série 4 de Dragonflight,Ganhe novas recompensas.,Progresso em masmorras atualizado,"Modos Heroico, Mítico, Mítico+ e recompensas reformulados.",Raides Despertos,Conquiste todos os três raides de Dragonflight para receber recompensas atualizadas!,0,0,1,5566,0,0,104738,353
68,,Ganhe recompensas,"Pilhe o Butim para ganhar recompensas, como montarias, mascotes e transmogrificações!",Começar,"Para jogar, saia do jogo e selecione Plunderstorm na tela de seleção do personagem.",Plunderstorm,Piratas se enfrentam em um grande battle royale!,0,0,0,5572,0,0,104814,587
69,10.2.7 Mists of Pandaria: Remix,Ganhe recompensas de conta,"Colete Bronze para ganhar montarias, mascotes e aparências!",Começar,Crie um novo Trilha-tempo na tela de seleção de personagem.,Mists of Pandaria: Remix,Vivencie uma nova reviravolta em Mists of Pandaria!,0,0,1,5582,0,0,104814,570
70,Novidade do Patch 10.2.7,Herança draeneica e trolesa,Colete conjuntos de armadura exclusivos enquanto explora suas culturas e histórias.,Pandária remixada,Uma nova forma de subir de nível começa na próxima semana!,Precursor das Trevas,"Enquanto as Ilhas do Dragão ficam em paz novamente, um plano sombrio é colocado em ação.",0,0,1,5583,0,0,104814,582
71,Novidades no pré-patch de The War Within!,Ecos Radiantes,Derrote os inimigos do passado de Azeroth enquanto as memórias ressurgem. Disponível em 30 de julho!,The War Within em breve,Lançamento em 26 de agosto (acesso antecipado em 22 de agosto).,Bandos de Guerra,"Seus personagens compartilham acesso a um banco dos Bandos de Guerra, reputações de Dragonflight e muito mais!",0,0,0,5624,0,0,104814,705
72,Novidades em The War Within!,Imersões,"Mergulhe fundo nas imersões, desvele mistérios e procure tesouros.",Talentos Heroicos,Expanda a fantasia da sua classe e personalize sua seleção de talentos!,The War Within,Viaje para Khaz Algar para atender ao chamado do Canto Radiante!,0,0,0,5632,0,0,104814,606
73,Novidade na Série 1!,Início da Série 1,Ganhe recompensas nas masmorras Míticas e no novo Ataque Relâmpago Ranqueado!,Palácio Nerub-ar,Ataque a sede do poder da Rainha Ansurek em Azj-Kahet.,Covil de Zekvir,Progrida no novo conteúdo de imersão da série para desbloquear o Covil de Zekvir.,84224,84224,0,5651,0,0,104814,574
74,Novidade do Patch 11.0.5!,Expansão da classe Dracthyr,"Lute como guerreiro dracthyr, sacerdote, mago, bruxo, ladino ou caçador!",Caminhada Temporal de Classic,"Revisite masmorras icônicas: Minas Mortas, Zul'Farrak, Gládio Cruel e Stratholme.",20º Aniversário do WoW,Participe da comemoração! Ajude Crona a preparar um passeio épico. Saqueie o Abismo Rocha Negra com Moira. E muito mais!,82672,82672,0,5650,0,0,129656,711
75,Novidade do Patch 11.0.7!,Sombras duradouras,Continue a história e descubra um rosto familiar na escuridão.,Verifique o Calendário,"Vêm aí Véu de Inverno, Percursos Temporais Turbulentos, Plunderstorm e muito mais!",Ilha das Sirenas,"Atenda a convocação à Ilha das Sirenas! Enfrente antigos inimigos, solucione novos mistérios e obtenha itens poderosos!",0,0,0,5658,0,0,132472,958
76,Novidade do Patch 11.1.0!,V.R.U.M.M.,Experimente uma nova forma de viajar na Inframina com o Pé-na-Tábua G-99 personalizável!,Personalize seu Acampamento,Crie novos agrupamentos na Tela de Seleção do Personagem e escolha um de vários fundos desbloqueáveis!,Inframina,Continue a perseguição de Xal'atath e enfrente as forças de Gallywix nas ruas da Inframina.,0,0,0,5686,0,0,104814,1057
77,Novidade na Série 2!,Desenvolvimentos nas Imersões,"Apresentando novas recompensas, badulaques, uma nova nêmesis e recompensas melhores na dificuldade mais alta!",Início da Série 2,"Recompensas de JxJ e masmorras atualizadas, e uma nova masmorra: ""Operação: Comporta"".",Libertação da Inframina,Entre para a união dos cartéis e ajude a libertar a Inframina das garras de Gallywix.,0,0,1,5689,0,0,136119,576
79,Novidade do Patch 11.1.5!,Ventos da Fortuna,"Um novo bônus de progressão que inclui experiência, reputação e espólios!",Verifique o calendário!,"Atualizações da Semana das Crianças, Visões Horrendas Revividas, Série 2 e vem mais por aí.",Ocaso,Junte-se ao Resplendor da Chama na resistência aos últimos remanescentes dos Sureki.,85005,85005,0,5700,0,128742,104814,1344
80,Novidade do Patch 11.1.5!,Gerenciador de recarga,Acompanhe suas recargas ativando esse recurso no menu de Configurações!,Em breve: Duplas da Discórdia,Enfrente uma dupla de inimigos do passado de Azeroth e tente obter uma pontuação alta!,Visões Horrendas Revividas,Volte às profundezas da loucura para viver novos desafios e ganhar novas recompensas!,86706,86706,0,5703,0,134417,104814,1095
84,Novidade do Patch 11.1.7!,Trilha das Lendas,"Fale com o Andarilho das Lendas Cho em uma capital para começar uma experiência de missões renovada, através de momentos marcantes da história!",Assistente de Combate,Obtenha ajuda com sua rotação de combate ativando este recurso no menu de Configurações!,Imersões: Sobrecarregadas!,Ganhe força com maquinário titânico para explorar mais fundo e enfrentar novos desafios.,0,0,0,5714,0,0,104814,1350
85,Novidade do Patch 11.2.0!,Sucessão ecológica,Ajude Ve'nari reunindo criaturas por Azeroth para restaurar a vida em K'aresh.,Ecodomo Al'dani,Defenda o ecodomo oculto e revele os segredos ancestrais contidos nele!,K'aresh,"Mergulhe nos segredos sombrios do Caos, no planeta perdido dos etéreos.",84956,84956,0,5725,0,0,104814,1116
86,Novidade na Série 3!,Nova imersão e nêmesis,"Entre na imersão do Ataque Arquivístico e enfrente a nova nêmesis da série, Ky'veza.",Início da Série 3,"Novo conjunto de masmorras, retorno da megamasmorra Tazavesh e novas recompensas JxJ!",Manaforja Ômega,Ajude Alleria e impeça o renascimento de Dimensius em novos raides de 8 chefes.,0,0,1,5726,0,0,136119,869
