AreaName_lang,ID,OrderIndex,PlayerConditionID,Field_11_1_5_59571_004,AreaID
Câmara da Luz Perdida,1,0,68604,0,9994
Terraço dos Artífices,2,1,63282,0,8670
Âncora Baixada,3,0,63448,0,9401
O Tanque Bêbado,4,0,63426,0,9617
Afunda e Nada,5,0,5703,0,9617
Esconderijo de Heyman,6,0,63291,0,8502
Bar da Areia,7,0,63292,0,8733
Fosso Estridente,8,0,5703,0,9698
Taberna de Torga,9,0,63306,0,8502
Bucho da Baleia,10,0,63374,0,8567
Esconderijo dos Peões,11,0,65214,0,5484
Grotão do Grong,12,0,65990,0,9420
Grotão do Grong,13,0,65990,0,8731
Abrigo,15,0,67602,0,9979
Abrigo,16,0,67602,0,8717
Ira de Anduin,17,0,67138,0,10454
Singrante da Alvorada,18,0,67139,0,10454
Canção de Talian,19,0,67140,0,10454
Coração de Leão,20,0,67141,0,10454
Coração de Leão,21,0,67141,0,10455
Canção de Talian,22,0,67140,0,10455
Singrante da Alvorada,23,0,67139,0,10455
Ira de Anduin,24,0,67138,0,10455
Luz dos Loas,25,0,68603,0,9994
Salão do Duque Enlouquecido,27,0,73061,0,10985
Esconderijo de Costel,28,0,73506,0,10985
Mansão dos Lacaios,29,1,76787,0,10985
Trono do Prócer,30,0,78035,0,11466
Cidadela da Dúvida,31,0,0,0,13311
Zerekriss,42,0,85380,0,11462
Sutural,43,0,86352,0,13473
Zolramus,44,0,86354,0,13473
Salão de Arkoban,45,0,87430,0,13400
Câmara do Tormento: Jaina,46,0,87491,0,13404
Câmara do Tormento: Thrall,47,0,87550,0,13413
Arena da Dança,48,0,88819,0,11510
Arena da Dança,49,0,88819,0,12244
Arena da Dança,50,0,88819,0,12243
Ossuário dos Banidos,51,0,89786,0,13575
Templo da Devoção,52,0,91076,0,11379
A Fenda,53,0,91308,0,13196
A Fenda,54,0,91308,0,11524
A Fenda,55,0,91308,0,11528
A Fenda,56,0,91308,0,11530
A Fenda,57,0,91308,0,11400
A Fenda,58,0,91308,0,13217
A Fenda,59,0,91308,0,13216
A Fenda,60,0,91308,0,13560
A Fenda,61,0,91308,0,11526
A Fenda,62,0,91308,0,13215
Vão dos Insolentes,63,0,91308,0,13432
A Fenda,64,0,91308,0,11525
A Fenda,65,0,91308,0,13222
A Fenda,66,0,91308,0,11529
A Fenda,67,0,91308,0,13223
A Fenda,68,0,91308,0,13437
A Fenda,69,0,91308,0,13218
A Fenda,70,0,91308,0,13491
A Fenda,71,0,91308,0,13492
A Fenda,72,0,91308,0,11527
A Fenda,73,0,91308,0,13219
A Fenda,74,0,91308,0,13221
A Fenda,75,0,91308,0,13570
A Fenda,76,0,91308,0,13624
A Fenda,77,0,91308,0,13625
A Fenda,78,0,91308,0,13626
A Fenda,79,0,91308,0,13627
A Fenda,80,0,91308,0,13628
A Fenda,81,0,91308,0,13629
A Fenda,82,0,91308,0,13630
A Fenda,83,0,91308,0,13631
A Fenda,84,0,91308,0,13666
A Fenda,85,0,91308,0,13673
A Fenda,86,0,91308,0,13677
A Fissura,87,0,91308,0,13538
Penitência do Rei Derrotado,88,0,92820,0,13561
Mirante do Olho,89,3,92897,0,13561
O Banho de Espuma,90,0,102752,0,14158
O Mergulho do Andarilho,91,0,105179,0,13646
Câmara de Zskera: Ur,92,0,105458,0,14619
Câmara de Zskera: Az,93,0,105457,0,14619
Câmaras de Zskera,94,0,108147,0,14619
Câmara de Zskera: Kx,95,0,106952,0,14619
Câmara de Zskera: Ix,96,0,105459,0,14619
Campo de Impregnação: Queimadura do Gelo,97,3,109548,0,13892
Campo de Impregnação: Vento das Cinzas,98,1,107864,0,13754
Campo de Impregnação: Queimadura do Gelo,99,1,109548,0,13860
Ruínas de Penedia,100,0,111020,0,14875
Grande Muralha,101,1,125385,0,15362
Grande Muralha,103,1,125385,0,15364
Terraço da Majestade,104,1,125954,0,15365
Confins Ascendentes,105,1,126053,0,15365
Arena de Kili-zar,106,1,126056,0,15365
Empreendedor Ltda.,107,0,127336,0,15351
Empreendedor Ltda.,108,0,127336,0,15350
Fazdinheiro,109,0,128497,0,15347
