ID,ContainerName_lang,ContainerDescription_lang,MinAmount,MaxAmount,ContainerIconID,ContainerQuality,OnLootSpellVisualKitID,CurrencyTypeID
12,Farpa de Azerita Pequena,Concede %d de Poder de Artefato para o seu Coração de Azeroth.,1,49,2065629,2,101693,1553
13,Fragmento de Azerita Pequeno,Concede %d de Poder de Artefato para o seu Coração de Azeroth.,50,99,2065623,2,101693,1553
14,Estilhaço de Azerita Pequeno,Concede %d de Poder de Artefato para o seu Coração de Azeroth.,100,149,2065624,2,101693,1553
15,Drusa de Azerita Pequena,Concede %d de Poder de Artefato para o seu Coração de Azeroth.,150,199,2065622,2,101693,1553
16,Cristal de Azerita Chamejante,Concede %d de Poder de Artefato para o seu Coração de Azeroth.,200,299,2065586,3,101692,1553
17,Azerita Chamejante,Concede %d de Poder de Artefato para o seu Coração de Azeroth.,300,399,2065611,3,101692,1553
18,Geodo de Azerita Chamejante,Concede %d de Poder de Artefato para o seu Coração de Azeroth.,400,499,2065610,3,101692,1553
19,Fragmento de Azerita Radiante,Concede %d de Poder de Artefato para o seu Coração de Azeroth.,500,749,2065617,4,101486,1553
20,Núcleo de Azerita Radiante,Concede %d de Poder de Artefato para o seu Coração de Azeroth.,750,999,2065616,4,101486,1553
21,Matriz de Azerita Radiante,Concede %d de Poder de Artefato para o seu Coração de Azeroth.,1000,1999,2065619,4,101486,1553
31,Coração de Azerita Murmurante,Concede %d de Poder de Artefato para o seu Coração de Azeroth.,2000,30000000,2065618,4,101486,1553
132,Comenda da 7ª Legião,Concede %d de reputação com a 7ª Legião.,1,199,2065569,2,0,1599
133,Comenda dos Campeões de Azeroth,Concede %d de reputação com os Campeões de Azeroth.,1,299,2065570,2,0,1579
134,Comenda da Brigada da Honra,Concede %d de reputação com a Brigada da Honra.,1,199,2065571,2,0,1600
135,Comenda da Ordem das Brasas,Concede %d de reputação com a Ordem das Brasas.,1,199,2065572,2,0,1592
136,Comenda do Almirantado Proudmore,Concede %d de reputação com o Almirantado Proudmore.,1,199,2065573,2,0,1593
137,Comenda do Rastro da Tempestade,Concede %d de reputação com o Rastro da Tempestade.,1,199,2065574,2,0,1594
138,Comenda dos Peregrinos Tortollanos,Concede %d de reputação com os Peregrinos Tortollanos.,1,299,2065576,2,0,1598
139,Comenda do Império Zandalari,Concede %d de reputação com o Império Zandalari.,1,199,2065579,2,0,1597
140,Comenda da Expedição de Talanji,Concede %d de reputação com a Expedição de Talanji.,1,199,2065575,2,0,1595
141,Comenda dos Voldunai,Concede %d de reputação com os Voldunai.,1,199,2065577,2,0,1596
142,Comenda da 7ª Legião,Concede %d de reputação com a 7ª Legião.,200,1000000,2065569,3,0,1599
143,Comenda dos Campeões de Azeroth,Concede %d de reputação com os Campeões de Azeroth.,300,1000000,2065570,3,0,1579
