ID,Description_lang
1,"A Feira de Negraluna chegou e, dessa vez, o evento acontecerá na idílica Floresta de Elwynn.

Venha ver Silas Negraluna e sua trupe, divirta-se com jogos que testam a mente e os nervos e veja maravilhas exóticas vindas de todas as partes de Azeroth... e além!"
2,Azeroth comemora!  As capitais de todas as raças soltam fogos de artifício a cada hora durante toda a noite!
4,"Um torneio de pesca que acontece na costa da Selva do Espinhaço. Pesque todos os papas-finas que puder! 

Quem será o primeiro a pescar quarenta peixes e ganhar um prêmio? Papas-finas podem ser pegos por até duas horas após o início do concurso, mas, para vencer, é preciso ser veloz!"
8,"A CervaFest, que originalmente era celebrada apenas pelos anões, agora é celebrada por todas as raças de Azeroth!

Visite o acampamento da Aliança, fora de Altaforja, ou o acampamento da Horda, fora de Orgrimmar, e junte-se à festa!"
9,"Há algo no ar das grandes cidades de Azeroth. Artífices se reuniram para realizar o Baile dos Presentes, onde os habitantes da cidade podem comprar mimos como prova de carinho para seus entes queridos."
10,"É uma época de alegria e celebração, dedicada à estação mais quente do ano."
11,"Depois do pôr do sol, o final do Solstício é celebrado de hora em hora com uma grande queima de fogos de artifício.

Para assistir ao espetáculo, visite qualquer capital ou a Angra do Butim."
12,"Mostre a um órfão como é a vida de um herói! Visite a Matriarca Ananéri em Ventobravo, a Matriarca Uivadora em Orgrimmar, a Matriarca Misericórdia em Shattrath, a Matriarca Aria em Dalaran, o Cuidador Padae em Dazar'alor ou a Matriarca Ocidêntia em Boralus e realize o sonho de uma criança."
13,"Papai Inverno está visitando as cidades de Altaforja e Orgrimmar, cortesia da Fazenda Bosque Defumado.  Por toda Azeroth, esta é a época da alegria!"
14,"A festa de Jardinova chegou.  Os campos de testes de cada raça, o lugar onde os jovens heróis testam sua força, agora se encontram repletos de belos ovos recheados e muito bem escondidinhos.  Quantos você conseguirá encontrar?"
15,"Noturnália celebra a libertação dos Renegados do jugo do Flagelo.

É a época de diversão e traquinagens, e os Estalajadeiros de Azeroth distribuem gostosuras e travessuras para quem pedir."
16,O Festival da Colheita é a época de lembrar dos que sacrificaram a vida para ajudar amigos e aliados.  Festas são realizadas fora de Orgrimmar e Altaforja para honrar os heróis caídos.
17,"Todo ano, os druidas da Clareira da Lua celebram o triunfo de sua cidade sobre um mal ancestral. Durante o Festival da Lua, os cidadãos de Azeroth têm a oportunidade de honrar os anciãos, celebrando sua sabedoria e experiência com banquetes magníficos e, é claro... soltando fogos de artifício!"
18,"A CervaFest, inicialmente celebrada apenas pelos anões, é agora uma celebração global de cervas... e festas."
21,"A Capitã DeMeza parte para a cidade goblin de Angra do Butim e recruta o pessoal da terra firme para as fileiras bucaneiras.

Faça uma visita a ela ou a um dos seus capangas, em qualquer capital, se você acha que a vida de pirata é para você!"
22,A batalha pelo Vale Alterac se intensifica.  Grande honra é concedida aos que devotam armas aos soberanos e lutam em Alterac.
23,A batalha pela Bacia Arathi se intensifica.  Grande honra é concedida aos que devotam armas aos soberanos e lutam em Arathi.
24,A batalha pelo Olho da Tormenta se intensifica.  Grande honra é concedida aos que devotam armas aos soberanos e lutam no Olho.
25,A batalha pela Ravina Brado Guerreiro se intensifica.  Grande honra é concedida aos que devotam armas aos soberanos e lutam na Ravina.
26,"A Feira de Negraluna chegou e, dessa vez, o evento acontecerá no sopé do Penhasco do Trovão.

Venha ver Silas Negraluna e sua trupe, divirta-se com jogos que testam a mente e os nervos e veja maravilhas exóticas vindas de todas as partes de Azeroth... e além!"
27,"A Feira de Negraluna chegou e, dessa vez, o evento acontecerá do lado de fora de Shattrath.

Venha ver Silas Negraluna e sua trupe, divirta-se com jogos que testam a mente e os nervos e veja maravilhas exóticas vindas de todas as partes de Azeroth... e além!"
41,A batalha pela Baía dos Ancestrais se intensifica.  Grande honra é concedida aos que devotam armas aos soberanos e lutam na Baía.
61,"""Wrath of the Lich King"" será lançada em 13 de novembro.

Navios da Aliança zarpam de Ventobravo e do Porto de Menethil.

Zepelins da Horda zarpam de Orgrimmar e da Cidade Baixa.

Nos vemos em Nortúndria..."
