ID,Name_lang,Description_lang,CompletionPlayerConditionID,Flags,QuestID,PlayerConditionID,Field_10_2_7_54171_005
1,Base em Uma Terra Selvagem,,0,8,0,0,0
18,Cerco da Cidadela Giralança,,0,8,0,0,0
19,Defesa de Wor'gol,,0,8,0,0,0
20,Vingança de Ga'nar,,0,8,0,0,0
21,A queda do trovão,,0,8,0,0,0
22,A Batalha do Passo do Trovão,,0,8,0,0,0
23,Estabelecendo seu Posto Avançado,,0,8,0,0,0
24,A Batalha por Shattrath,,0,8,0,0,0
25,O Drama dos Arakkoa,,0,8,0,0,0
26,À Sombra de Auchindoun,,0,8,0,0,0
27,Contra o Brado Guerreiro,,0,8,0,0,0
28,Contra o Brado Guerreiro,,0,8,0,0,0
29,O trono dos elementos,,0,8,0,0,0
30,O trono dos elementos,,0,8,0,0,0
31,À sombra de Auchindoun,,0,8,0,0,0
32,A batalha por Shattrath,,0,8,0,0,0
33,Estabelecendo seu Posto Avançado,,0,8,0,0,0
34,A reunião das sombras,,0,8,0,0,0
35,A guarnição do almirante Taylor,,0,8,0,0,0
36,A guarnição do almirante Taylor,,0,8,0,0,0
37,Os segredos dos sacerdotes da garra,,0,8,0,0,0
38,Os deuses de Arak,,0,8,0,0,0
39,A base em uma terra selvagem,,0,8,0,0,0
40,As sombras acordam,,0,8,0,0,0
41,O conselho dos exarcas,,0,8,0,0,0
42,O desabrochar dos botani,,0,8,0,0,0
43,O lado escuro da lua,,0,8,0,0,0
44,A luz de Karabor,,0,8,0,0,0
45,O fim da melancolia,,0,8,0,0,0
46,Legado dos Apexis,,0,8,0,0,0
47,Lenda de Terokk,,0,8,0,0,0
48,A construção de Ashakai,,0,8,0,0,0
49,A defesa de Porto Sul,,0,8,0,0,0
50,As Geringonças Beliscapito,,0,8,0,0,0
51,Quando o corvo engole o dia,,0,8,0,0,0
52,Precisamos de um posto avançado,,0,8,0,0,0
53,Suporte à guarnição,,0,8,0,0,0
54,Suporte à guarnição,,0,8,0,0,0
55,Terra de gigantes,,0,8,0,0,0
56,Terra de gigantes,,0,8,0,0,0
57,A construção da base,,0,8,0,0,0
58,Na trilha das sombras,,0,8,0,0,0
59,Na trilha das sombras,,0,8,0,0,0
60,O Portal Negro,,0,8,0,0,0
61,Os Olhos Sangrentos,,0,8,0,0,0
62,A Mão Despedaçada,,0,8,0,0,0
63,Os Lua Negra,,0,8,0,0,0
64,A Rocha Negra,,0,8,0,0,0
65,A fuga de Tanaan,,0,8,0,0,0
68,A aproximação de Ferro,,0,8,0,0,0
69,A aproximação de Ferro,,0,8,0,0,0
70,Campanha da Guarnição,,0,8,0,0,0
71,Campanha da Guarnição,,0,8,0,0,0
82,Em busca da Pedramar,,0,8,0,0,0
84,Os Olhos Sangrentos,,0,8,0,0,0
85,Os Olhos Sangrentos,,0,8,0,0,0
86,O Punho de Prata,,0,8,0,0,0
87,A Crematória,,0,8,0,0,0
89,Curva do Rio,,0,8,0,0,0
90,A chave para derrotar a Legião,,0,8,0,0,0
93,Tribo dos Chifre Celeste,,0,8,0,0,0
94,Ferraria de Legion,,0,8,0,0,0
95,Mineração de Legion,,0,8,0,0,0
96,Alfaiataria de Legion,,0,8,0,0,0
97,Alquimia de Legion,,0,8,0,0,0
99,Campanha da Guarnição,,0,8,0,0,0
100,Campanha da Guarnição,,0,8,0,0,0
101,Campanha da Guarnição,,0,8,0,0,0
102,Campanha da Guarnição,,0,8,0,0,0
103,Campanha da Guarnição,,0,8,0,0,0
104,Campanha da Guarnição,,0,8,0,0,0
105,Campanha da Guarnição,,0,8,0,0,0
106,Campanha da Guarnição,,0,8,0,0,0
107,Campanha da Guarnição,,0,8,0,0,0
108,Campanha da Guarnição,,0,8,0,0,0
109,Campanha da Guarnição,,0,8,0,0,0
110,Campanha da Guarnição,,0,8,0,0,0
111,Campanha da Guarnição,,0,8,0,0,0
112,Campanha da Guarnição,,0,8,0,0,0
113,Campanha da Guarnição,,0,8,0,0,0
114,Campanha da Guarnição,,0,8,0,0,0
115,Campanha da Guarnição,,0,8,0,0,0
116,Campanha da Guarnição,,0,8,0,0,0
117,Campanha da Guarnição,,0,8,0,0,0
118,Campanha da Guarnição,,0,8,0,0,0
119,Campanha da Guarnição,,0,8,0,0,0
120,Campanha da Guarnição,,0,8,0,0,0
121,Sanguinávido,,0,8,0,0,0
122,Sanguinávido,,0,8,0,0,0
123,À procura de Iskar,,0,8,0,0,0
124,Fim de Gul'dan,,0,8,0,0,0
125,À procura de Iskar,,0,8,0,0,0
126,Fim de Gul'dan,,0,8,0,0,0
127,A frota dos Renegados,,0,8,0,0,0
128,Destroços do Celesfogo,,0,8,0,0,0
129,A Provação do Poder,,0,8,0,0,0
130,Gambito de Greymane,,0,8,0,0,0
131,Gambito de Greymane,,0,8,0,0,0
132,A Provação da Vontade,,0,8,0,0,0
133,A Provação da Vontade,,0,8,0,0,0
134,A Provação da Bravura,,0,8,0,0,0
135,Para Helheim e de volta,,0,8,0,0,0
136,O segredo das Damas Escudeiras,,0,8,0,0,0
137,O segredo das Damas Escudeiras,,0,8,0,0,0
138,O campeão de Trommheim,,0,8,0,0,0
139,Introdução das Docas e Tutorial do Estaleiro - Horda,,0,8,0,0,0
140,Introdução das Docas e Tutorial do Estaleiro - Aliança,,0,8,0,0,0
141,Invasão de Tanaan - Horda,,0,8,0,0,0
142,Invasão de Tanaan - Aliança,,0,8,0,0,0
143,Chapada das Neves,,0,8,0,0,0
144,Tribo dos Crina Corrente,,0,8,0,0,0
145,A tribo dos Totem de Sangue,,0,8,0,0,0
146,Guerra de Huln,,0,8,0,0,0
148,Os segredos da Alta Montanha,,0,8,0,0,0
149,Os Destronados,,0,8,0,0,0
150,Câmara das Guardiãs,,0,8,0,0,0
152,Ocaso,,0,8,0,0,0
153,O Legado de Kel'danath,,0,8,0,0,0
154,O Telemante,,0,8,0,0,0
155,Alimentando Shal'Aran,,0,8,0,0,0
156,Baile de máscaras,,0,8,0,0,0
158,Um presente antigo,,0,8,0,0,0
159,As Lâminas Gêmeas do Enganador,,0,8,0,0,0
160,As Lâminas de Guerra Aldrachi,,0,8,0,0,0
161,Os Illidari,,0,8,0,0,0
162,Os Alfanjes do Terror,,0,8,0,0,0
163,As Presas do Devorador,,0,8,0,0,0
164,"G'Hanir, a Árvore Mãe",,0,8,0,0,0
165,Trovão Titânico,,0,8,0,0,0
166,"Aluneth, o Grande Cajado de Magna",,0,8,0,0,0
167,As Garras de Ursoc,,0,8,0,0,0
168,As Lâminas do Príncipe Caído,,0,8,0,0,0
169,A Gorja dos Condenados,,0,8,0,0,0
170,A Lâmina de Ébano,,0,8,0,0,0
171,O Bosque Onírico,,0,8,0,0,0
172,O Templo Partido,,0,8,0,0,0
173,Legado dos Correventos,,0,8,0,0,0
174,O Caminho Oculto,,0,8,0,0,0
