ID,Name_lang,Description_lang,CompletionPlayerConditionID,Flags,QuestID,PlayerConditionID,Field_10_2_7_54171_005
1,Bastión en una tierra salvaje,,0,8,0,0,0
18,Asedio a la Ciudadela de Aguja del Filo,,0,8,0,0,0
19,La defensa de Wor'gol,,0,8,0,0,0
20,La venganza de Ga'nar,,0,8,0,0,0
21,Catarata del Trueno,,0,8,0,0,0
22,La batalla de Paso del Trueno,,0,8,0,0,0
23,Fundando tus avanzadas,,0,8,0,0,0
24,La batalla por Shattrath,,0,8,0,0,0
25,La aflicción de los arakkoa,,0,8,0,0,0
26,A la sombra de Auchindoun,,0,8,0,0,0
27,Contra los Grito de Guerra,,0,8,0,0,0
28,Contra los Grito de Guerra,,0,8,0,0,0
29,El Trono de los Elementos,,0,8,0,0,0
30,El Trono de los Elementos,,0,8,0,0,0
31,A la sombra de Auchindoun,,0,8,0,0,0
32,La batalla por Shattrath,,0,8,0,0,0
33,Fundando tus avanzadas,,0,8,0,0,0
34,Las sombras se reúnen,,0,8,0,0,0
35,Fortaleza del almirante Taylor,,0,8,0,0,0
36,Fortaleza del almirante Taylor,,0,8,0,0,0
37,Secretos de los sacerdotes de la Garra,,0,8,0,0,0
38,Los dioses de Arak,,0,8,0,0,0
39,Bastión en una tierra salvaje,,0,8,0,0,0
40,Las sombras despiertan,,0,8,0,0,0
41,El consejo Exarca,,0,8,0,0,0
42,Botani en flor,,0,8,0,0,0
43,El lado oscuro de la luna,,0,8,0,0,0
44,La Luz de Karabor,,0,8,0,0,0
45,Acabar con la penumbra,,0,8,0,0,0
46,Legado de los ápices,,0,8,0,0,0
47,La leyenda de Terokk,,0,8,0,0,0
48,Caída del hacha establecedora,,0,8,0,0,0
49,Asegurando el puerto sur,,0,8,0,0,0
50,Engranajes Silbapellizco,,0,8,0,0,0
51,Cuando el cuervo trague el día,,0,8,0,0,0
52,Necesitamos un puesto de avanzada,,0,8,0,0,0
53,Apoyando tu fortaleza,,0,8,0,0,0
54,Apoyando tu fortaleza,,0,8,0,0,0
55,En la tierra de gigantes,,0,8,0,0,0
56,En la tierra de gigantes,,0,8,0,0,0
57,Establecer un punto de apoyo.,,0,8,0,0,0
58,Sobre el rastro del Consejo de la Sombra,,0,8,0,0,0
59,Sobre el rastro del Consejo de la Sombra,,0,8,0,0,0
60,El Portal Oscuro,,0,8,0,0,0
61,El Foso Sangrante,,0,8,0,0,0
62,Mano Destrozada,,0,8,0,0,0
63,Los Sombraluna,,0,8,0,0,0
64,Los Roca Negra,,0,8,0,0,0
65,Escape de Tanaan,,0,8,0,0,0
68,El Acceso Férreo,,0,8,0,0,0
69,El Acceso Férreo,,0,8,0,0,0
70,Campaña de fortaleza,,0,8,0,0,0
71,Campaña de fortaleza,,0,8,0,0,0
84,El Foso Sangrante,,0,8,0,0,0
85,El Foso Sangrante,,0,8,0,0,0
86,La Mano de plata,,137038,8,0,0,0
87,El portador de la Crematoria,,0,8,0,0,0
89,Cuenca del Río,,0,8,0,0,0
90,La clave para derrotar a la Legión,,0,24,0,0,0
93,Tribu Cuerno del Cielo,,0,8,0,0,0
94,Herrería de Legion,,0,8,0,0,0
95,Minería de Legion,,0,8,0,0,0
96,Sastrería de Legion,,0,8,0,0,0
97,Alquimia de Legion,,0,8,0,0,0
99,Campaña de fortaleza,,0,8,0,0,0
100,Campaña de fortaleza,,0,8,0,0,0
101,Campaña de fortaleza,,0,8,0,0,0
102,Campaña de fortaleza,,0,8,0,0,0
103,Campaña de fortaleza,,0,8,0,0,0
104,Campaña de fortaleza,,0,8,0,0,0
105,Campaña de fortaleza,,0,8,0,0,0
106,Campaña de fortaleza,,0,8,0,0,0
107,Campaña de fortaleza,,0,8,0,0,0
108,Campaña de fortaleza,,0,8,0,0,0
109,Campaña de fortaleza,,0,8,0,0,0
110,Campaña de fortaleza,,0,8,0,0,0
111,Campaña de fortaleza,,0,8,0,0,0
112,Campaña de fortaleza,,0,8,0,0,0
113,Campaña de fortaleza,,0,8,0,0,0
114,Campaña de fortaleza,,0,8,0,0,0
115,Campaña de fortaleza,,0,8,0,0,0
116,Campaña de fortaleza,,0,8,0,0,0
117,Campaña de fortaleza,,0,8,0,0,0
118,Campaña de fortaleza,,0,8,0,0,0
119,Campaña de fortaleza,,0,8,0,0,0
120,Campaña de fortaleza,,0,8,0,0,0
121,Sanguino,,0,8,0,0,0
122,Sanguino,,0,8,0,0,0
123,La búsqueda de Iskar,,0,8,0,0,0
124,Final de Gul'dan,,0,8,0,0,0
125,La búsqueda de Iskar,,0,8,0,0,0
126,Final de Gul'dan,,0,8,0,0,0
127,La flota de los Renegados,,0,8,0,0,0
128,El naufragio del Abrasacielos,,0,8,0,0,0
129,La prueba del poder,,0,8,0,0,0
130,La estrategia de Cringris,,0,8,0,0,0
131,La estrategia de Cringris,,0,8,0,0,0
132,La prueba de voluntad,,0,8,0,0,0
133,La prueba de voluntad,,0,8,0,0,0
134,La prueba de valor,,143525,8,0,0,0
135,Ida y vuelta a Helheim,,0,8,0,0,0
136,El secreto de las doncellas escuderas,,0,8,0,0,0
137,El secreto de las doncellas escuderas,,0,8,0,0,0
138,El campeón de Stormheim,,136387,8,0,0,0
139,Introducción a los muelles y tutorial del astillero - Horda,,0,8,0,0,0
140,Introducción a los muelles y tutorial del astillero - Alianza,,0,8,0,0,0
141,Invasión de Tanaan - Horda,,0,8,0,0,0
142,Invasión de Tanaan - Alianza,,0,8,0,0,0
143,Mesa Veloneve,,0,8,0,0,0
144,Tribu Crin de Río,,0,8,0,0,0
145,La tribu Tótem de Sangre,,0,8,0,0,0
146,Guerra de Huln,,0,8,0,0,0
148,Los secretos de Altamontaña,,0,8,0,0,0
150,Bóveda de las Celadoras,,0,24,0,0,0
152,Ocaso,,0,8,0,139398,0
153,El Legado de Kel'danath,,0,8,0,0,0
154,El Telemante,,0,8,0,0,0
155,Alimentar a Shal'Aran,,0,8,0,0,0
156,Mascarada,,0,8,0,0,0
158,Un regalo antiguo,,0,8,0,0,0
159,Las Espadas Gemelas del Falsario,,137215,8,0,0,0
160,Las Hojas de Guerra Aldrachi,,137214,8,0,0,0
161,Los Illidari,,0,8,0,0,0
162,Los Filos del Terror,,0,8,0,0,0
