Name_lang,Description_lang,ID,GarrTalentTreeID,Tier,UiOrder,IconFileDataID,PlayerConditionID,GarrAbilityID,Flags,TalentType,PrerequisiteTalentID,ResearchCostSource,ActiveDurationSecs,GarrTalentSocketPropertiesID
Ansia de sangre,"Permite la facultad Ansia de sangre, que aumenta un ${$a701}% la probabilidad de éxito de la primera misión que envías cada día.",39,31,0,1,136012,41962,578,0,0,0,0,0,0
Reencarnación,"Permite la facultad Reencarnación para todas las misiones, que otorga un ${$a772}% de probabilidad de recuperar a una tropa expirada con $m772 p. de vitalidad al finalizar un misión exitosamente.",40,31,1,1,451167,41955,646,0,0,0,0,0,0
Regalo ancestral,Permite una probabilidad para tus campeones de regresar de misiones exitosas con armamentos o equipos de Campeón.,41,31,2,1,237574,41958,788,0,0,0,0,0,0
Leyendas ancestrales,Aumenta en ${$a898} la cantidad de objetos legendarios que puedes equipar.,42,31,5,0,237571,41961,0,0,0,0,0,0,0
Conocimiento elemental,"Los Elementales inferiores recién reclutados se convierten en Elementales superiores, lo que aumenta su probabilidad de éxito de misión un ${$a638-$a637}%.",43,31,3,0,893777,41959,0,0,0,0,0,0,0
Susurros de la Tierra,"Los Círculos de invocadores de tierra recién reclutados se convierten en Geománticos del Anillo de la Tierra, que obtienen:

|TInterface\ICONS\ABILITY_RHYOLITH_MAGMAFLOW_WAVE.BLP:20:20:0:0|t |CffffffffTormenta de magma|R
$@garrabdesc583",44,31,3,1,451165,41959,0,0,0,0,0,0,0
¡Álzate!,"Te permite reclutar Ascendientes.

Los Ascendientes aumentan su probabilidad de éxito un ${$a650}% en misiones con |C00b3ffffPeligros|R, |C00b3ffffHechizos|R o |C00b3ffffEsbirros|R, elegidos al azar, además de:

|TInterface\ICONS\ABILITY_DUALWIELDSPECIALIZATION.BLP:20:20:0:0|t |CffffffffFuria del Ascendiente|R
$@garrabdesc531",46,31,4,1,132148,41960,0,0,0,0,0,0,0
Camino de espíritu,Te permite encargar una orden de trabajo para 1 de tus 3 Sellos del destino quebrado semanales a cambio de recursos de la Sala de orden.,49,31,4,0,636335,41960,0,0,0,0,0,0,0
Campo de Entrenamiento,"Aumenta el número máximo de elementales mayores y menores, clamatierras y geomantes que puedes reclutar en ${$a702}.",52,31,2,0,135776,41958,579,0,0,0,0,0,0
Vínculo elemental,"Te otorga acceso a los Señores del fuego, la tierra, el viento y el agua. Cada día aparecerá un Señor al azar en tu Sala de orden, que te proporcionará una poderosa bonificación de combate.",53,31,1,0,135988,41955,0,0,0,0,0,0,0
La llamada del espíritu,Aumenta la posibilidad de que tus recompensas de misiones obtengan una Mejora de bonificación poco común o épica en misiones no repetibles.,54,31,0,0,136014,41962,0,0,0,0,0,0,0
Fortuna favorable,Aumenta la posibilidad de que tus recompensas de misiones obtengan una Mejora de bonificación poco común o épica en misiones no repetibles.,248,4,0,0,636335,41962,0,0,0,0,0,0,0
