ID,Description_lang,PendingText_lang,UiTextureKitID,GarrTypeID,GarrBuildingType,BaseCapacity,SmallDisplayInfoID,MediumDisplayInfoID,LargeDisplayInfoID,WorkingDisplayInfoID,WorkingSpellVisualID,CompleteSpellVisualID,MediumThreshold,LargeThreshold,Faction,CrossFactionID
2,,,0,2,17,1,16091,16092,16093,0,0,0,3,5,-1,0
3,,,0,2,0,2,439,7321,10344,0,0,0,3,5,-1,0
30,,¡Está por llegar una entrega de pescado delicioso!,51,2,0,0,15020,0,0,0,0,0,5,5,-1,0
31,"Genera un cargamento de catalizadores alquímicos.

Puedes hacer un seguimiento de los cargamentos en el Informe de fortaleza.

En cuanto la construcción sea de Nivel 2 o mayor, puedes asignar un seguidor de tu mesa de arquitecto para que aumente tu rendimiento.",Catalizador alquímico,43,2,16,1,16091,16092,22545,0,0,0,14,21,1,57
32,"Genera un cargamento de carne, cuero o piel, según la criatura capturada.

Si el edificio es de Nivel 2 o superior, puedes asignar un seguidor desde la mesa de arquitecto para que aumente tu rendimiento.",Cargamento de granja,51,2,3,1,17819,14563,16155,0,0,0,14,21,-1,0
36,"Genera un cargamento de recursos de la fortaleza de los maderos recogidos en Draenor.

Puedes ver el progreso de los cargamentos en el Informe de fortaleza.

Vuelve para recoger bienes cuando estén completos.",Cargamento del aserradero,54,2,4,1,16091,16092,19906,0,0,0,14,21,-1,0
37,"Genera un cargamento de tela tejemaleficios.

Puedes hacer un seguimiento de los cargamentos en el Informe de fortaleza.

En cuanto la construcción sea de Nivel 2 o mayor puedes asignar un seguidor de tu mesa de arquitecto para que aumente tu rendimiento.",Tela tejemaleficios,52,2,23,1,16091,16092,22545,0,0,0,14,21,1,64
49,"Genera un cargamento de lingotes de acero puro.

Puedes hacer un seguimiento de los cargamentos en el Informe de fortaleza.

En cuanto la construcción sea de Nivel 2 o mayor puedes asignar un seguidor de tu mesa de arquitecto para que aumente tu rendimiento.",Lingote de acero puro,42,2,17,1,16091,16092,22545,0,0,0,14,21,1,58
50,"Genera un cargamento de cuero pulido.

Puedes hacer un seguimiento de los cargamentos en el Informe de fortaleza.

Si el edificio es de Nivel 2 o mayor, puedes asignar un seguidor de tu mesa de arquitecto para que aumente tu rendimiento.",Cuero pulido,49,2,22,1,16091,16092,22545,0,0,0,14,21,1,63
51,"Genera un cargamento de cristales de taladita.

Puedes hacer un seguimiento de los cargamentos en el Informe de fortaleza.

Si el edificio es de Nivel 2 o mayor, puedes asignar un seguidor de tu mesa de arquitecto para que aumente tu rendimiento.",Cristal de taladita,46,2,21,1,16091,16092,22545,0,0,0,14,21,1,62
