ID,Name_lang,Name1_lang,Mask_ID,Flags
1,Soldado %s,Soldado %s,1,0
2,Cabo %s,Cabo %s,2,0
3,Sargento %s,Sargento %s,3,0
4,Sargento primero %s,Sargento primera %s,4,0
5,Alférez %s,Alférez %s,5,0
6,Caballero %s,Caballero %s,6,0
7,Teniente caballero %s,Teniente caballero %s,7,0
8,Capitán caballero %s,Capitana caballero %s,8,0
9,Campeón caballero %s,Campeona caballero %s,9,0
10,Teniente coronel %s,Teniente coronel %s,10,0
11,Comandante %s,Comandante %s,11,0
12,Mariscal %s,Mariscal %s,12,0
13,Mariscal de campo %s,Mariscal de campo %s,13,0
14,Gran mariscal %s,Gran mariscal %s,14,0
15,Rastreador %s,Rastreadora %s,15,0
16,Bruto %s,Bruta %s,16,0
17,Capataz %s,Capataz %s,17,0
18,Capataz primero %s,Capataz primera %s,18,0
19,Gran capataz %s,Gran capataz %s,19,0
20,Guardia de piedra %s,Guardia de piedra %s,20,0
21,Guardia de sangre %s,Guardia de sangre %s,21,0
22,Legionario %s,Legionaria %s,22,0
23,Centurión %s,Centurión %s,23,0
24,Campeón %s,Campeona %s,24,0
25,General %s,General %s,25,0
26,Gran general %s,Gran general %s,26,0
27,Señor de la Guerra %s,Señora de la Guerra %s,27,0
28,Gran Señor de la Guerra %s,Gran Señora de la Guerra %s,28,0
42,Gladiador %s,Gladiadora %s,29,0
43,Duelista %s,Duelista %s,30,0
44,Rival %s,Rival %s,31,0
45,Contendiente %s,Contendiente %s,32,0
46,Señor Escarabajo %s,Señora Escarabajo %s,33,0
47,Conquistador %s,Conquistadora %s,34,0
48,Justicar %s,Justicar %s,35,0
53,"%s, Campeón de los naaru","%s, Campeona de los naaru",36,0
62,Gladiador despiadado %s,Gladiadora despiadada %s,37,0
63,%s del Sol Devastado,%s del Sol Devastado,38,0
64,"%s, Mano de A'dal","%s, Mano de A'dal",39,0
71,Gladiador vengativo %s,Gladiadora vengativa %s,40,0
72,Maestro de batalla %s,Maestra de batalla %s,41,0
74,Ancestro %s,Ancestro %s,43,0
75,Celador de las llamas %s,Celadora de las llamas %s,44,0
76,Vigilante de las llamas %s,Vigilante de las llamas %s,45,0
77,%s el Exaltado,%s la Exaltada,46,0
78,%s el Explorador,%s la Exploradora,47,0
79,%s el Diplomático,%s la Diplomática,48,0
80,Gladiador brutal %s,Gladiadora brutal %s,49,0
81,%s el Buscador,%s la Buscadora,42,0
82,Maestro de arena %s,Maestra de arena %s,50,0
83,%s el Salado,%s la Salada,51,0
84,Jefe de cocina %s,Jefa de cocina %s,52,0
85,%s chocón,%s chocona,53,0
86,%s de las Diez Tormentas,%s de las Diez Tormentas,54,0
87,%s del Sueño Esmeralda,%s del Sueño Esmeralda,55,0
89,Profeta %s,Profeta %s,57,0
90,%s el Maléfico,%s la Maléfica,58,0
91,Depredador %s,Depredadora %s,59,0
92,%s de la Espada de Ébano,%s de la Espada de Ébano,60,0
93,Archimago %s,Archimaga %s,61,0
94,Señor de la batalla %s,Señora de la batalla %s,62,0
95,Asesino %s,Asesina %s,63,0
96,Gran maestro alquimista %s,Gran maestra alquimista %s,64,0
97,Gran maestro herrero %s,Gran maestra herrera %s,65,0
98,Chef de hierro %s,Chef de hierro %s,66,0
99,Gran maestro encantador %s,Gran maestra encantadora %s,67,0
100,Gran maestro ingerniero %s,Gran maestra ingerniera %s,68,0
101,Doctor %s,Doctora %s,69,0
102,Gran maestro pescador %s,Gran maestra pescadora %s,70,0
103,Gran maestro herborista %s,Gran maestra herborista %s,71,0
104,Gran maestro escriba %s,Gran maestra escriba %s,72,0
105,Gran Maestro de joyería %s,Gran maestra de joyería %s,73,0
106,Gran maestro peletero %s,Gran maestra peletera %s,74,0
107,Gran maestro minero %s,Gran maestra minera %s,75,0
108,Gran maestro desollador %s,Gran maestra desolladora %s,76,0
109,Gran maestro sastre %s,Gran maestra sastre %s,77,0
110,Combatiente %s,Combatiente %s,78,0
111,Gladiador siniestro %s,Gladiadora siniestra %s,79,0
112,Gladiador atroz %s,Gladiadora atroz %s,80,0
113,%s de Gnomeregan,%s de Gnomeregan,81,0
114,%s Corazón de León,%s Corazón de León,82,0
115,"%s, Campeón de Elune","%s, Campeona de Elune",83,0
116,"%s, Héroe de Orgrimmar","%s, Heroína de Orgrimmar",84,0
117,Correllanuras %s,Correllanuras %s,85,0
118,%s de los Lanza Negra,%s de los Lanza Negra,86,0
119,%s el Renegado,%s la Renegada,87,0
120,%s el Buscador de Magia,%s la Buscadora de Magia,88,0
121,"%s, Vencedor del Crepúsculo","%s, Vencedora del Crepúsculo",89,0
122,"%s, Conquistador de Naxxramas","%s, Conquistadora de Naxxramas",90,0
123,"%s, Héroe de Rasganorte","%s, Heroína de Rasganorte",91,0
124,%s el Santificado,%s la Santificada,92,0
125,Maestro cultural %s,Maestra cultural %s,93,0
126,%s de la Alianza,%s de la Alianza,94,0
127,%s de la Horda,%s de la Horda,95,0
128,%s el ganador impecable,%s la ganadora impecable,96,0
129,"%s, Campeón de los baldíos helados","%s, Campeona de los baldíos helados",97,0
130,Embajador %s,Embajadora %s,98,0
131,%s el Campeón Argenta,%s la Campeona Argenta,99,0
132,"%s, Guardián de Cenarius","%s, Guardiana de Cenarius",100,0
133,Maestro cervecero %s,Maestra cervecera %s,101,0
134,Juerguista %s,Juerguista %s,102,0
135,%s el Loco de amor,%s la Loca de amor,103,0
137,Matrona %s,Matrona %s,104,0
138,Patrón %s,Patrón %s,105,0
139,"%s, Destripador obsidiana","%s, Destripadora obsidiana",106,0
140,%s del Anochecer,%s del Anochecer,107,0
141,%s el Inmortal,%s la Inmortal,108,0
142,%s el Indestructible,%s la Indestructible,109,0
143,%s Jenkins,%s Jenkins,110,0
144,Almirante Velasangre %s,Almirante Velasangre %s,111,0
145,%s el Demente,%s la Demente,112,0
146,%s de El Exodar,%s de El Exodar,113,0
147,%s de Darnassus,%s de Darnassus,114,0
148,%s de Forjaz,%s de Forjaz,115,0
149,%s de Ventormenta,%s de Ventormenta,116,0
150,%s de Orgrimmar,%s de Orgrimmar,117,0
151,%s de Sen'jin,%s de Sen'jin,118,0
152,%s de Lunargenta,%s de Lunargenta,119,0
153,%s de Cima del Trueno,%s de Cima del Trueno,120,0
154,%s de Entrañas,%s de Entrañas,121,0
155,%s el Noble,%s la Noble,122,0
156,Cruzado %s,Cruzada %s,123,0
157,Gladiador mortal %s,Gladiadora mortal %s,56,0
158,"%s, Ejecutor de la muerte","%s, Ejecutora de la muerte",124,0
159,%s el Defensor celestial,%s la Defensora celestial,125,0
160,"%s, Conquistador de Ulduar","%s, Conquistadora de Ulduar",126,0
161,"%s, Campeón de Ulduar","%s, Campeona de Ulduar",127,0
163,Vencedor %s,Vencedora %s,128,2
164,Llamaestrellas %s,Llamaestrellas %s,129,0
165,%s el Caminante astral,%s la Caminante astral,130,0
166,"%s, Heraldo de los titanes","%s, Heraldo de los titanes",131,0
167,Gladiador furioso %s,Gladiadora furiosa %s,132,0
168,%s el Peregrino,%s la Peregrina,133,0
169,Gladiador incansable %s,Gladiadora incansable %s,134,0
170,Gran cruzado %s,Gran cruzada %s,135,0
171,%s el Defensor Argenta,%s la Defensora Argenta,136,0
172,%s el Paciente,%s la Paciente,137,0
173,"%s, la Luz del Alba","%s, la Luz del Alba",138,0
174,"%s, la Perdición del Rey caído","%s, la Perdición del Rey caído",139,0
175,%s el Matarreyes,%s la Matarreyes,140,0
176,%s del Veredicto Cinéreo,%s del Veredicto Cinéreo,141,0
177,Gladiador colérico %s,Gladiadora colérica %s,142,0
188,"%s, Asesino de esbirros decepcionantes, incompetentes y estúpidos","%s, Asesina de esbirros decepcionantes, incompetentes y estúpidos",147,0
189,Profesor agregado %s,Profesora agregada %s,148,0
190,Profesor adjunto %s,Profesora adjunta %s,149,0
191,Profesor %s,Profesora %s,150,0
193,"%s, Veterano de la Alianza","%s, Veterana de la Alianza",152,0
194,"%s, Veterano de la Horda","%s, Veterana de la Horda",153,0
195,Soldado %s,Soldado %s,154,0
196,Cabo %s,Cabo %s,155,0
197,Capataz %s,Capataz %s,156,0
198,Sargento primero %s,Sargento primera %s,157,0
199,Alférez %s,Alférez %s,158,0
200,Caballero %s,Caballero %s,159,0
201,Teniente caballero %s,Teniente caballero %s,160,0
202,Capitán caballero %s,Capitana caballero %s,161,0
203,Campeón caballero %s,Campeona caballero %s,162,0
204,Teniente coronel %s,Teniente coronel %s,163,0
205,Comandante %s,Comandante %s,164,0
206,Mariscal %s,Mariscal %s,165,0
207,Mariscal de campo %s,Mariscal de campo %s,166,0
208,Gran mariscal %s,Gran mariscal %s,167,0
209,Rastreador %s,Rastreadora %s,168,0
210,Bruto %s,Bruta %s,169,0
211,Capataz %s,Capataz %s,170,0
212,Capataz primero %s,Capataz primera %s,171,0
213,Gran capataz %s,Gran capataz %s,172,0
214,Guardia de piedra %s,Guardia de piedra %s,173,0
215,Guardia de sangre %s,Guardia de sangre %s,174,0
216,Legionario %s,Legionaria %s,175,0
217,Centurión %s,Centurión %s,176,0
218,Campeón %s,Campeona %s,177,0
219,General %s,General %s,178,0
220,Gran general %s,Gran general %s,179,0
221,Señor de la Guerra %s,Señora de la Guerra %s,180,0
222,Gran Señor de la Guerra %s,Gran Señora de la Guerra %s,181,0
223,"%s, Héroe de la Alianza","%s, Heroína de la Alianza",182,0
224,"%s, Héroe de la Horda","%s, Heroína de la Horda",183,0
225,"%s, el Sanguinario","%s, la Sanguinaria",184,0
226,%s de los Cuatro Vientos,%s de los Cuatro Vientos,151,0
227,"%s, Defensor de un mundo destrozado","%s, Defensora de un mundo destrozado",185,0
228,Matadragones %s,Matadragones %s,186,0
229,"%s, la Perdición de Alanegra","%s, la Perdición de Alanegra",187,0
258,%s el Camellero,%s la Camellera,143,0
259,Batallador %s,Batalladora %s,144,0
260,Campeador %s,Campeadora %s,145,0
266,"%s, Defensor bendito de Nordrassil","%s, Defensora bendita de Nordrassil",146,0
267,"%s, Vengador de Hyjal","%s, Vengadora de Hyjal",188,0
276,"%s, el Domador de las llamas","%s, la Domadora de las llamas",189,0
278,Señor del Fuego %s,Señora del Fuego %s,190,0
279,Gladiador sañoso %s,Gladiadora sañosa %s,191,0
280,Gladiador implacable %s,Gladiadora implacable %s,192,0
281,Gladiador cataclísmico %s,Gladiadora cataclísmica %s,193,0
285,"%s, Salvador de Azeroth","%s, Salvadora de Azeroth",194,0
287,"%s, el Final del Destructor","%s, el Final del Destructor",196,0
303,Granjero %s,Granjera %s,195,0
308,%s el Bienamado,%s la Bienamada,197,0
309,%s el Impávido,%s la Impávida,198,0
310,Cuidador del zoo %s,Cuidadora del zoo %s,199,0
311,%s el Cazador de reliquias,%s la Cazadora de reliquias,200,0
314,%s el Impertérrito,%s la Impertérrita,201,0
315,"%s, Maestro en artes culinarias","%s, Maestra en artes culinarias",202,0
316,%s el Maestro de la serenidad,%s la Maestra de la serenidad,203,0
317,"%s, el Explorador de las Cámaras","%s, la Exploradora de las Cámaras",204,0
318,"%s, el Maestro Shado","%s, la Maestra Shado",205,0
319,%s el Gestabadero,%s la Gestabadera,206,0
320,Domador %s,Domadora %s,207,0
321,"%s, Buscador de conocimiento","%s, Buscadora de conocimiento",208,0
333,"%s, el Luchador","%s, la Luchadora",209,2
338,%s el Heraldo,%s la Heraldo,218,0
340,%s Khan,%s Khan,220,0
341,%s el Rompetormentas,%s la Rompetormentas,221,0
342,"%s, Consumatormentas","%s, Consumatormentas",222,0
343,Gladiador malévolo %s,Gladiadora malévola %s,223,0
344,Recluta del Escuadrón Gob %s,Recluta del Escuadrón Gob %s,224,4
347,Comando del Escuadrón Gob %s,Comando del Escuadrón Gob %s,226,4
348,Instructor %s,Instructora %s,227,0
349,Revolucionario Lanza Negra %s,Revolucionaria Lanza Negra %s,228,0
350,%s el Magnífico,%s la Magnífica,229,0
351,%s el Rompehordas,%s la Rompehordas,230,0
354,%s la Mente Envenenada,%s la Mente Envenenada,231,0
355,%s el Cruento,%s la Cruenta,232,0
356,%s la Langosta,%s la Langosta,233,0
357,%s el Guardaenjambres,%s la Guardaenjambres,234,0
358,%s el Perfecto,%s la Perfecta,235,0
359,%s el Manipulador,%s la Manipuladora,236,0
360,%s el Disector,%s la Disectora,237,0
361,%s el Lúcido,%s la Lúcida,238,0
362,%s el Atracavientos,%s la Atracavientos,239,0
365,%s el Loco de los gatos,%s la Loca de los gatos,240,0
366,"%s, Defensor del Muro","%s, Defensora del Muro",241,0
367,Asesino de mogu %s,Asesina de mogu %s,242,0
368,Tejedor de fuego %s,Tejedora de fuego %s,243,0
369,Comandante Escarlata %s,Comandante Escarlata %s,244,0
370,Maestro oscuro %s,Maestra oscura %s,245,0
